T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1740.432654	0	12	88	0	0	0	4.870209924	95.12979008	0	12	88								-0.0004866059676	0.0004866059676	-1740.432654	0	146.390660241893	
1740.412654	0	12	88	0.0001379727046	0.0001365596501	0	4.870770926	95.12922907	0	12.00097321	87.99902679								0	0	-1740.412654	0.0001365596501	146.521630985218	
1740.392654	0	12	88	0.000275821968	0.0002729973431	0	4.871331946	95.12866805	0	12.00194638	87.99805362								0	0	-1740.392654	0.0002729973431	146.577884824698	
1740.352654	0	12	88	0.0005515716015	0.0005459239727	0	4.872454057	95.12754594	0	12.00389263	87.99610737								0	0	-1740.352654	0.0005459239727	146.589891885952	
1740.272654	0	12	88	0.001102725863	0.001091438398	0	4.874698546	95.12530145	0	12.00778476	87.99221524								0	0	-1740.272654	0.001091438398	146.682842009557	
1740.112654	0	12	88	0.002204296735	0.002181747705	0	4.879188594	95.12081141	0	12.01556751	87.98443249								0	0	-1740.112654	0.002181747705	146.82326749203	
1739.792654	0	12	88	0.004403985272	0.004358990656	0	4.888172972	95.11182703	0	12.031127	87.968873								0	0	-1739.792654	0.004358990656	147.126639685123	
1739.152654	0	12	88	0.008789632888	0.008700056145	0	4.906158896	95.0938411	0	12.06222198	87.93777802								0	0	-1739.152654	0.008700056145	147.849030111117	
1737.872654	0	12	88	0.01748637227	0.01730906077	0	4.942199583	95.05780042	0	12.12431618	87.87568382								0	0	-1737.872654	0.01730906077	149.345356253799	
1735.312654	0	12	88	0.0346492353	0.03430145848	0	5.014559028	94.98544097	0	12.24812546	87.75187454								0	0	-1735.312654	0.03430145848	152.030998649722	
1732.752654	0	12	88	0.05150343402	0.05099181954	0	5.087293704	94.9127063	0	12.3714351	87.6285649								0	0	-1732.752654	0.05099181954	154.746360346536	
1730.192654	0	12	88	0.0680619346	0.0673929154	0	5.16040907	94.83959093	0	12.49425245	87.50574755								0	0	-1730.192654	0.0673929154	157.437454772255	
1727.632654	0	12	88	0.08433755504	0.08351737581	0	5.233910663	94.76608934	0	12.61658484	87.38341516								0	0	-1727.632654	0.08351737581	160.100095075526	
1725.072654	0	12	88	0.1003425575	0.09937728495	0	5.30780408	94.69219592	0	12.73843954	87.26156046								0	0	-1725.072654	0.09937728495	162.732011354571	
1722.512654	0	12	88	0.1160886817	0.1149842142	0	5.382094981	94.61790502	0	12.85982385	87.14017615								0	0	-1722.512654	0.1149842142	165.330940306607	
1719.952654	0	12	88	0.1315871763	0.1303492532	0	5.456789089	94.54321091	0	12.98074503	87.01925497								0	0	-1719.952654	0.1303492532	167.894622220258	
1717.392654	0	12	88	0.1468488291	0.1454830395	0	5.531892192	94.46810781	0	13.10121032	86.89878968								0	0	-1717.392654	0.1454830395	170.420804740476	
1714.832654	0	12	88	0.1618839947	0.1603957855	0	5.607410145	94.39258986	0	13.22122696	86.77877304								0	0	-1714.832654	0.1603957855	172.907249328932	
1712.272654	0	12	88	0.1767026198	0.1750973038	0	5.683348867	94.31665113	0	13.34080219	86.65919781								0	0	-1712.272654	0.1750973038	175.351730275888	
1709.712654	0	12	88	0.1913142683	0.1895970315	0	5.75971435	94.24028565	0	13.45994323	86.54005677								0	0	-1709.712654	0.1895970315	177.752039968782	
1707.152654	0	12	88	0.2057281433	0.2039040521	0	5.836512653	94.16348735	0	13.57865729	86.42134271								0	0	-1707.152654	0.2039040521	180.10599139337	
1704.592654	0	12	88	0.219953109	0.218027117	0	5.913749906	94.08625009	0	13.69695159	86.30304841								0	0	-1704.592654	0.218027117	182.41142269888	
1702.032654	0	12	88	0.2339977102	0.2319746646	0	5.991432312	94.00856769	0	13.81483334	86.18516666								0	0	-1702.032654	0.2319746646	184.666202625697	
