T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1722.43964	6	8	86	0	2.645858777	3.141743138	94.21239809	6	8	86	-0.0002064661479	-0.0002990523991	0.000505518547	-1722.43964	0	162.294460727064	-1722.43964	0	159.800194266488	
1722.41964	6	8	86	0.000125093648	2.646067245	3.142063813	94.21186894	6.000412947	8.00059809	85.99898896	0	0	0	-1722.41964	0.0001231712336	162.456691233174	-1722.41964	0.000125093648	159.960246327295	
1722.39964	6	8	86	0.0002500622556	2.646275692	3.142384504	94.2113398	6.000825844	8.001196176	85.99797798	0	0	0	-1722.39964	0.0002462195901	162.525434114456	-1722.39964	0.0002500622556	160.028246952724	
1722.35964	6	8	86	0.0005000554577	2.646692587	3.1430259	94.21028151	6.00165164	8.00239226	85.9959561	0	0	0	-1722.35964	0.0004923721553	162.535658971121	-1722.35964	0.0005000554577	160.03894415454	
1722.27964	6	8	86	0.0009997179167	2.647526317	3.144308781	94.2081649	6.003303097	8.004784141	85.99191276	0	0	0	-1722.27964	0.0009843612175	162.643145980538	-1722.27964	0.0009997179167	160.146039701758	
1722.11964	6	8	86	0.001998333006	2.649193521	3.146874911	94.20393157	6.00660542	8.009566796	85.98382778	0	0	0	-1722.11964	0.001967652015	162.807473217145	-1722.11964	0.001998333006	160.310370151728	
1721.79964	6	8	86	0.00399226358	2.652526923	3.15200863	94.19546445	6.013207753	8.019127647	85.9676646	0	0	0	-1721.79964	0.003931031009	163.161670284141	-1721.79964	0.00399226358	160.664211321207	
1721.15964	6	8	86	0.007966989229	2.659189714	3.162281908	94.17852838	6.026403221	8.038231506	85.93536527	0	0	0	-1721.15964	0.007845040003	163.985964117918	-1721.15964	0.007966989229	161.486148690663	
1719.87964	6	8	86	0.01584800702	2.672497595	3.18285298	94.14464943	6.052753814	8.07637047	85.87087572	0	0	0	-1719.87964	0.01560640439	165.691612587958	-1719.87964	0.01584800702	163.186646532955	
1717.31964	6	8	86	0.03139072652	2.699048297	3.224089984	94.07686172	6.105309383	8.152364704	85.74232591	0	0	0	-1717.31964	0.0309160608	168.818759554648	-1717.31964	0.03139072652	166.309229972466	
1714.75964	6	8	86	0.04663963777	2.725512343	3.26545453	94.00903313	6.157675297	8.227981082	85.61434362	0	0	0	-1714.75964	0.04594016319	172.000541756904	-1714.75964	0.04663963777	169.487324248867	
1712.19964	6	8	86	0.06160480421	2.751891161	3.306946972	93.94116187	6.20986014	8.303218019	85.48692184	0	0	0	-1712.19964	0.06068851638	175.187616324478	-1712.19964	0.06160480421	172.672661155371	
1709.63964	6	8	86	0.07629617313	2.778186258	3.348567613	93.87324613	6.261872644	8.378073765	85.36005359	0	0	0	-1709.63964	0.07517081602	178.377115684995	-1709.63964	0.07629617313	175.862437119105	
1707.07964	6	8	86	0.09072326546	2.804399187	3.39031671	93.8052841	6.313721656	8.452546454	85.23373189	0	0	0	-1707.07964	0.08939634283	181.567937508137	-1707.07964	0.09072326546	179.055585701663	
1704.51964	6	8	86	0.1048951982	2.830531554	3.432194471	93.73727397	6.365416131	8.526634098	85.10794977	0	0	0	-1704.51964	0.1033739844	184.758979057436	-1704.51964	0.1048951982	182.251038410138	
1701.95964	6	8	86	0.118820706	2.856585014	3.474201056	93.66921393	6.416965147	8.600334588	84.98270026	0	0	0	-1701.95964	0.1171122562	187.949135418778	-1701.95964	0.118820706	185.447723163165	
1699.39964	6	8	86	0.1325081612	2.882561274	3.51633657	93.60110216	6.4683779	8.673645693	84.85797641	0	0	0	-1699.39964	0.1306193211	191.137301178	-1699.39964	0.1325081612	188.644565623223	
1696.83964	6	8	86	0.1459655927	2.908462093	3.558601067	93.53293684	6.519663714	8.746565052	84.73377123	0	0	0	-1696.83964	0.1439030077	194.322368242525	-1696.83964	0.1459655927	191.840488421966	
1694.27964	6	8	86	0.1592007038	2.934289285	3.600994541	93.46471617	6.570832039	8.819090179	84.61007778	0	0	0	-1694.27964	0.1569708279	197.503230708248	-1694.27964	0.1592007038	195.034414275815	
1691.71964	6	8	86	0.1722208885	2.960044717	3.64351693	93.39643835	6.621892461	8.891218456	84.48688908	0	0	0	-1691.71964	0.1698299925	200.678788246068	-1691.71964	0.1722208885	198.225267155525	
