T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1889.700274	2	2	96	0	0	0.7706596361	0.6317402851	98.59760008	2	2	96										-0.0003439416268	-0.0003828159894	0.0007267576162	-1889.700274	0	35.7352495253639	
1889.680274	2	2	96	0.000562245129	0.0005594364022	0.7709417112	0.6319979292	98.59706036	2.000687883	2.000765635	95.99854648										0	0	0	-1889.680274	0.0005594364022	35.7652817998456	
1889.660274	2	2	96	0.001124017336	0.001118403437	0.7712237642	0.6322555803	98.59652066	2.001375691	2.001531259	95.99709305										0	0	0	-1889.660274	0.001118403437	35.7911816417054	
1889.620274	2	2	96	0.002246533243	0.002235317713	0.7717878358	0.6327709061	98.59544126	2.002751135	2.003062464	95.9941864										0	0	0	-1889.620274	0.002235317713	35.8368418554821	
1889.540274	2	2	96	0.004487073255	0.004464691174	0.7729158225	0.6338016556	98.59328252	2.005501281	2.006124711	95.98837401										0	0	0	-1889.540274	0.004464691174	35.9324314822887	
1889.380274	2	2	96	0.008950266437	0.008905697527	0.7751711688	0.635863546	98.58896529	2.010998609	2.012248555	95.97675284										0	0	0	-1889.380274	0.008905697527	36.1592558140933	
1889.060274	2	2	96	0.01778050988	0.01769227075	0.7796785141	0.6399893795	98.58033211	2.021979221	2.024495174	95.9535256										0	0	0	-1889.060274	0.01769227075	36.6317083277285	
1888.420274	2	2	96	0.03513965967	0.03496646388	0.7886823283	0.6482478047	98.56306987	2.043890944	2.048979543	95.90712951										0	0	0	-1888.420274	0.03496646388	37.5028454277877	
1887.140274	2	2	96	0.0686524808	0.06831875736	0.8066447599	0.6647927051	98.52856253	2.087512748	2.097915954	95.8145713										0	0	0	-1887.140274	0.06831875736	39.3187720025039	
1884.580274	2	2	96	0.1312619606	0.1306416444	0.8423898487	0.6979942689	98.45961588	2.173958335	2.195657192	95.63038447										0	0	0	-1884.580274	0.1306416444	43.0388998989424	
1882.020274	2	2	96	0.1886034512	0.1877375947	0.8778952623	0.7313454204	98.39075932	2.259351256	2.293223217	95.44742553										0	0	0	-1882.020274	0.1877375947	46.8687386866839	
1879.460274	2	2	96	0.2413387983	0.2402633159	0.9131621135	0.764846118	98.32199177	2.343707635	2.390611908	95.26568046										0	0	0	-1879.460274	0.2402633159	50.8392713583308	
1876.900274	2	2	96	0.2900203852	0.2887668918	0.9481915908	0.7984963256	98.25331208	2.427043484	2.487821082	95.08513543										0	0	0	-1876.900274	0.2887668918	54.9483795852868	
1874.340274	2	2	96	0.3351157826	0.3337122545	0.9829850906	0.8322959131	98.184719	2.509375049	2.58484819	94.90577676										0	0	0	-1874.340274	0.3337122545	59.1924833505058	
1871.780274	2	2	96	0.3770234338	0.3754947473	1.017544213	0.8662446575	98.11621113	2.590718809	2.681690328	94.72759086										0	0	0	-1871.780274	0.3754947473	63.5678835871373	
1869.220274	2	2	96	0.4160849834	0.4144533583	1.051870762	0.900342242	98.047787	2.67109147	2.778344252	94.55056428										0	0	0	-1869.220274	0.4144533583	68.0707651822386	
1866.660274	2	2	96	0.4525950583	0.4508804239	1.085966738	0.9345882561	97.97944501	2.750509962	2.874806379	94.37468366										0	0	0	-1866.660274	0.4508804239	72.6971996483822	
1864.100274	2	2	96	0.4868090938	0.4850293953	1.119834338	0.9689821954	97.91118347	2.828991443	2.971072806	94.19993575										0	0	0	-1864.100274	0.4850293953	77.4431477709095	
1861.540274	2	2	96	0.5189496476	0.5171211025	1.153475953	1.003523461	97.84300059	2.90655329	3.067139309	94.0263074										0	0	0	-1861.540274	0.5171211025	82.3044637816869	
1858.980274	2	2	96	0.5492115301	0.547348845	1.186894163	1.038211358	97.77489448	2.983213098	3.163001357	93.85378554										0	0	0	-1858.980274	0.547348845	87.2873764980746	
1856.420274	2	2	96	0.5777597064	0.5758762539	1.220091075	1.073045602	97.70686332	3.058986971	3.258655606	93.68235742										0	0	0	-1856.420274	0.5758762539	92.3642082976798	
1853.860274	2	2	96	0.6047586205	0.6028666158	1.253070982	1.108024279	97.63890474	3.133896407	3.354093903	93.51200969										0	0	0	-1853.860274	0.6028666158	97.5353048113372	
1851.300274	2	2	96	0.630335159	0.6284457776	1.285836339	1.14314693	97.57101673	3.207957875	3.449312383	93.34272974										0	0	0	-1851.300274	0.6284457776	102.814710592499	
1848.740274	2	2	96	0.6546084478	0.652731946	1.318390458	1.178412473	97.50319707	3.28118982	3.54430536	93.17450482										0	0	0	-1848.740274	0.652731946	108.187291609778	
1846.180274	2	2	96	0.6776847821	0.6758305979	1.35073683	1.213819728	97.43544344	3.353610894	3.63906687	93.00732224										0	0	0	-1846.180274	0.6758305979	113.648341475883	
1843.620274	2	2	96	0.6996593084	0.6978361489	1.382879121	1.249367414	97.36775347	3.425239954	3.733590687	92.84116936										0	0	0	-1843.620274	0.6978361489	119.193087121939	
1841.060274	2	2	96	0.7206174523	0.7188333699	1.41482117	1.28505415	97.30012468	3.496096058	3.827870319	92.67603362										0	0	0	-1841.060274	0.7188333699	124.816687718087	
1838.500274	2	2	96	0.740636131	0.7388985906	1.446566984	1.320878453	97.23255456	3.566198467	3.921899023	92.51190251										0	0	0	-1838.500274	0.7388985906	130.514242721411	
1835.940274	2	2	96	0.75978479	0.7581007272	1.478120741	1.356838733	97.16504053	3.635566639	4.015669802	92.34876356										0	0	0	-1835.940274	0.7581007272	136.280796087611	
1833.380274	2	2	96	0.7781262905	0.776502164	1.509486784	1.392933299	97.09757992	3.704220233	4.109175413	92.18660435										0	0	0	-1833.380274	0.776502164	142.111344548917	
1830.820274	2	2	96	0.7957176738	0.7941595112	1.54066962	1.42916035	97.03017003	3.772179102	4.202408372	92.02541253										0	0	0	-1830.820274	0.7941595112	148.000847205293	
1828.260274	2	2	96	0.8126108214	0.8111242597	1.57167392	1.465517977	96.9628081	3.839463297	4.295360954	91.86517575										0	0	0	-1828.260274	0.8111242597	153.944231441688	
1825.700274	2	2	96	0.8288530267	0.8274433489	1.602504516	1.50200416	96.89549132	3.906093062	4.388025203	91.70588173										0	0	0	-1825.700274	0.8274433489	159.936402914717	
1823.140274	2	2	96	0.8444874925	0.8431596599	1.633166398	1.538616768	96.82821683	3.972088841	4.480392925	91.54751823										0	0	0	-1823.140274	0.8431596599	165.972253552322	
1820.580274	2	2	96	0.8595537654	0.8583124464	1.663664719	1.575353555	96.76098173	4.037471267	4.572455702	91.39007303										0	0	0	-1820.580274	0.8583124464	172.046669911444	
1818.020274	2	2	96	0.8740881148	0.8729377113	1.694004785	1.612212155	96.69378306	4.102261172	4.664204884	91.23353394										0	0	0	-1818.020274	0.8729377113	178.15454413623	
1815.460274	2	2	96	0.8881238666	0.8870685373	1.724192061	1.649190086	96.62661785	4.166479584	4.755631598	91.07788882										0	0	0	-1815.460274	0.8870685373	184.290784654605	
1812.900274	2	2	96	0.9016916962	0.9007353776	1.754232167	1.686284743	96.55948309	4.230147727	4.846726748	90.92312553										0	0	0	-1812.900274	0.9007353776	190.25465411394	
1810.340274	2	2	96	0.9148456626	0.9139923152	1.78418758	1.723586467	96.49222595	4.293443156	4.937463833	90.76909301										0	0	0	-1810.340274	0.9139923152	196.442347126098	
1807.780274	2	2	96	0.9275605997	0.9268135587	1.813953344	1.760907438	96.42513922	4.356081951	5.027864488	90.61605356										0	0	0	-1807.780274	0.9268135587	202.81459976016	
1805.220274	2	2	96	0.9398861956	0.9392488397	1.843589832	1.798336577	96.35807359	4.41823562	5.117904796	90.46385958										0	0	0	-1805.220274	0.9392488397	209.013313972854	
1802.660274	2	2	96	0.9518448477	0.9513203999	1.873103327	1.83587082	96.29102585	4.479926311	5.20757476	90.31249893										0	0	0	-1802.660274	0.9513203999	215.215138609055	
1800.100274	2	2	96	0.9634573355	0.9630488769	1.902500268	1.873506961	96.22399277	4.541176386	5.296864138	90.16195948										0	0	0	-1800.100274	0.9630488769	221.415221785088	
1797.540274	2	2	96	0.9747429624	0.9744534437	1.931787253	1.911241659	96.15697109	4.602008433	5.385762457	90.01222911										0	0	0	-1797.540274	0.9744534437	227.608800610261	
1794.980274	2	2	96	0.9857196855	0.9855519379	1.960971044	1.949071428	96.08995753	4.662445272	5.474259015	89.86329571										0	0	0	-1794.980274	0.9855519379	233.79118764274	
1792.420274	2	2	96	0.9964042303	0.9963609758	1.990058565	1.986992638	96.0229488	4.722509962	5.56234287	89.71514717										0	0	0	-1792.420274	0.9963609758	239.878368517889	
1791.780274	2	2	96	0.9990324094	0.9990207018	1.997316599	1.996486511	96.00619689	4.737471623	5.58429731	89.67823107										0	0	0	-1791.780274	0.9990207018	241.352074724669	
1791.620274	2	2	96	0.9996869311	0.9996831376	1.999130343	1.998860782	96.00200888	4.741208898	5.589781631	89.66900947										0	0	0	-1791.620274	0.9996831376	242.11369906007	
1791.580274	2	2	96	0.9998500679	0.9998482505	1.99958353	1.999454521	96.00096195	4.742142533	5.591152773	89.66670469										0	0	0	-1791.580274	0.9998482505	242.197179752416	
1791.560274	2	2	96	0.9999316667	0.9999308383	1.999810172	1.999751366	96.00043846	4.742609454	5.591838216	89.66555233										0	0	0	-1791.560274	0.9999308383	267.751608287574	
1791.540274	2	2	96	1	1	2.000000004	1.999999995	96																-1791.540274	1	289.177391532736	
1791.530274	2	2	96	1	1	1.99999997	1.999999971	96.00000006																-1791.530274	1	NaN	
1791.510274	2	2	96	1	1	2	2	96																-1791.510274	1	NaN	
1791.470274	2	2	96	1	1	2	2	96																-1791.470274	1	NaN	
1791.390274	2	2	96	1	1	2	2	96																-1791.390274	1	NaN	
1791.230274	2	2	96	1	1	2	2	96																-1791.230274	1	NaN	
1790.910274	2	2	96	1	1	2	2	96																-1790.910274	1	NaN	
1790.270274	2	2	96	1	1	2	2	96																-1790.270274	1	NaN	
1788.990274	2	2	96	1	1	1.999999999	1.999999999	96																-1788.990274	1	NaN	
1786.430274	2	2	96	1	1	1.999999995	1.999999995	96.00000001																-1786.430274	1	NaN	
1783.870274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1783.870274	1	NaN	
1781.310274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1781.310274	1	NaN	
1778.750274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1778.750274	1	NaN	
1776.190274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1776.190274	1	NaN	
1773.630274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1773.630274	1	NaN	
1771.070274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1771.070274	1	NaN	
1768.510274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1768.510274	1	NaN	
1765.950274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1765.950274	1	NaN	
1763.390274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1763.390274	1	NaN	
1760.830274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1760.830274	1	NaN	
1758.270274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1758.270274	1	NaN	
1755.710274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1755.710274	1	NaN	
1753.150274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1753.150274	1	NaN	
1750.590274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1750.590274	1	NaN	
1748.030274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1748.030274	1	NaN	
1745.470274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1745.470274	1	NaN	
1742.910274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1742.910274	1	NaN	
1740.350274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1740.350274	1	NaN	
1737.790274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1737.790274	1	NaN	
1735.230274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1735.230274	1	NaN	
1732.670274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1732.670274	1	NaN	
1730.110274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1730.110274	1	NaN	
1727.550274	2	2	96	1	1	1.999999994	1.999999993	96.00000001																-1727.550274	1	NaN	
1724.990274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1724.990274	1	NaN	
1722.430274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1722.430274	1	NaN	
1719.870274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1719.870274	1	NaN	
1717.310274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1717.310274	1	NaN	
1714.750274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1714.750274	1	NaN	
1712.190274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1712.190274	1	NaN	
1709.630274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1709.630274	1	NaN	
1707.070274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1707.070274	1	NaN	
1704.510274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1704.510274	1	NaN	
1701.950274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1701.950274	1	NaN	
1699.390274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1699.390274	1	NaN	
1696.830274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1696.830274	1	NaN	
1694.270274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1694.270274	1	NaN	
1691.710274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1691.710274	1	NaN	
1689.150274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1689.150274	1	NaN	
1686.590274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1686.590274	1	NaN	
1684.030274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1684.030274	1	NaN	
1681.470274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1681.470274	1	NaN	
1678.910274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1678.910274	1	NaN	
1676.350274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1676.350274	1	NaN	
1673.790274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1673.790274	1	NaN	
1671.230274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1671.230274	1	NaN	
1668.670274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1668.670274	1	NaN	
1666.110274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1666.110274	1	NaN	
1663.550274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1663.550274	1	NaN	
1660.990274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1660.990274	1	NaN	
1658.430274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1658.430274	1	NaN	
1655.870274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1655.870274	1	NaN	
1653.310274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1653.310274	1	NaN	
1650.750274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1650.750274	1	NaN	
1648.190274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1648.190274	1	NaN	
1645.630274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1645.630274	1	NaN	
1643.070274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1643.070274	1	NaN	
1640.510274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1640.510274	1	NaN	
1637.950274	2	2	96	1	1	1.999999993	1.999999993	96.00000001																-1637.950274	1	NaN	
1635.390274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1635.390274	1	NaN	
1632.830274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1632.830274	1	NaN	
1630.270274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1630.270274	1	NaN	
1627.710274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1627.710274	1	NaN	
1625.150274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1625.150274	1	NaN	
1622.590274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1622.590274	1	NaN	
1620.030274	2	2	96	1	1	1.999999993	1.999999992	96.00000001																-1620.030274	1	NaN	
1617.470274	2	2	96	1	1	1.999999993	1.999999992	96.00000002																-1617.470274	1	NaN	
1614.910274	2	2	96	1	1	1.999999993	1.999999992	96.00000002																-1614.910274	1	NaN	
1612.350274	2	2	96	1	1	1.999999993	1.999999992	96.00000002																-1612.350274	1	NaN	
1609.790274	2	2	96	1	1	1.999999993	1.999999992	96.00000002																-1609.790274	1	NaN	
