T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1750.863057	3	9	88	0	0	1.325445144	3.473564747	95.20099011	3	9	88										-0.0001186521348	-0.0003915807718	0.0005102329066	-1750.863057	0	141.006629834079	
1750.843057	3	9	88	0.0001435104451	0.0001417724072	1.325567119	3.473969366	95.20046351	3.000237315	9.000783149	87.99897954										0	0	0	-1750.843057	0.0001417724072	141.13571923061	
1750.823057	3	9	88	0.0002868894948	0.0002834152611	1.32568908	3.474374	95.19993692	3.000474595	9.00156628	87.99795912										0	0	0	-1750.823057	0.0002834152611	141.193229144714	
1750.783057	3	9	88	0.0005736893434	0.0005667429653	1.325933004	3.475183298	95.1988837	3.000949157	9.003132444	87.9959184										0	0	0	-1750.783057	0.0005667429653	141.211959255647	
1750.703057	3	9	88	0.001146888081	0.001133005277	1.32642082	3.476802024	95.19677716	3.001898191	9.006264413	87.9918374										0	0	0	-1750.703057	0.001133005277	141.315475158994	
1750.543057	3	9	88	0.002292344857	0.002264612621	1.32739631	3.480040011	95.19256368	3.003795863	9.012526953	87.98367718										0	0	0	-1750.543057	0.002264612621	141.479128949859	
1750.223057	3	9	88	0.00457897793	0.004523646699	1.329346729	3.486518117	95.18413515	3.00758965	9.025046417	87.96736393										0	0	0	-1750.223057	0.004523646699	141.828323466261	
1749.583057	3	9	88	0.00913521716	0.009025085695	1.333245338	3.49948287	95.16727179	3.01517105	9.050062884	87.93476607										0	0	0	-1749.583057	0.009025085695	142.646929322208	
1748.303057	3	9	88	0.01815798578	0.01794009461	1.341032119	3.525447689	95.13352019	3.030305856	9.100008593	87.86968555										0	0	0	-1748.303057	0.01794009461	144.342497151027	
1745.743057	3	9	88	0.03591967135	0.03549267374	1.35656917	3.57751607	95.06591476	3.060477156	9.19954404	87.7399788										0	0	0	-1745.743057	0.03549267374	147.437014984872	
1743.183057	3	9	88	0.05330234018	0.05267469349	1.372057532	3.629771425	94.99817104	3.090520377	9.298607313	87.61087231										0	0	0	-1743.183057	0.05267469349	150.584861138004	
1740.623057	3	9	88	0.07032101316	0.069500881	1.387498424	3.682215275	94.9302863	3.120441943	9.397199439	87.48235862										0	0	0	-1740.623057	0.069500881	153.735123923438	
1738.063057	3	9	88	0.08699046173	0.08598572375	1.402893134	3.734849095	94.86225777	3.15024842	9.495321263	87.35443032										0	0	0	-1738.063057	0.08598572375	156.884123387927	
1735.503057	3	9	88	0.1033247399	0.1021430066	1.418243002	3.787674319	94.79408268	3.179946472	9.592973504	87.22708002										0	0	0	-1735.503057	0.1021430066	160.030246045315	
1732.943057	3	9	88	0.1193372277	0.1179858544	1.433549417	3.840692338	94.72575825	3.209542859	9.69015675	87.10030039										0	0	0	-1732.943057	0.1179858544	163.171874870122	
1730.383057	3	9	88	0.1350406721	0.1335267721	1.448813819	3.893904497	94.65728168	3.239044447	9.786871457	86.9740841										0	0	0	-1730.383057	0.1335267721	166.307387457456	
1727.823057	3	9	88	0.1504472252	0.1487776821	1.464037701	3.947312095	94.5886502	3.268458206	9.883117949	86.84842384										0	0	0	-1727.823057	0.1487776821	169.435157195889	
1725.263057	3	9	88	0.1655684796	0.1637499589	1.47922261	4.000916381	94.51986101	3.297791218	9.978896415	86.72331237										0	0	0	-1725.263057	0.1637499589	172.553553992271	
1722.703057	3	9	88	0.1804155011	0.1784544615	1.494370149	4.05471855	94.4509113	3.327050679	10.0742069	86.59874242										0	0	0	-1722.703057	0.1784544615	175.660948793312	
1720.143057	3	9	88	0.1949988596	0.1929015629	1.509481976	4.108719743	94.38179828	3.356243904	10.16904932	86.47470677										0	0	0	-1720.143057	0.1929015629	178.75571340638	
1717.583057	3	9	88	0.209328657	0.2071011785	1.524559807	4.162921041	94.31251915	3.385378333	10.26342344	86.35119823										0	0	0	-1717.583057	0.2071011785	181.836223616171	
1715.023057	3	9	88	0.2234145545	0.2210627915	1.539605419	4.217323465	94.24307112	3.414461531	10.35732887	86.2282096										0	0	0	-1715.023057	0.2210627915	184.900860346665	
1712.463057	3	9	88	0.2372657963	0.2347954777	1.554620648	4.271927969	94.17345138	3.443501199	10.45076509	86.10573371										0	0	0	-1712.463057	0.2347954777	187.948011653841	
1709.903057	3	9	88	0.2508912335	0.2483079276	1.569607394	4.326735442	94.10365716	3.472505177	10.54373139	85.98376343										0	0	0	-1709.903057	0.2483079276	190.976077797116	
1707.343057	3	9	88	0.2642993454	0.2616084676	1.584567621	4.381746697	94.03368568	3.501481445	10.63622695	85.8622916										0	0	0	-1707.343057	0.2616084676	193.983467413592	
1704.783057	3	9	88	0.2774982591	0.2747050801	1.599503358	4.436962475	93.96353417	3.530438135	10.72825075	85.74131111										0	0	0	-1704.783057	0.2747050801	196.968605797171	
1702.223057	3	9	88	0.290495769	0.2876054212	1.614416705	4.492383436	93.89319986	3.559383533	10.81980162	85.62081485										0	0	0	-1702.223057	0.2876054212	199.929936462694	
1699.663057	3	9	88	0.3032993538	0.3003168384	1.629309827	4.548010154	93.82268002	3.588326085	10.91087822	85.5007957										0	0	0	-1699.663057	0.3003168384	202.865920234238	
1697.103057	3	9	88	0.3159161933	0.3128463865	1.644184967	4.603843119	93.75197191	3.617274405	11.00147903	85.38124657										0	0	0	-1697.103057	0.3128463865	205.775040183706	
1694.543057	3	9	88	0.3283531836	0.3252008428	1.659044437	4.659882726	93.68107284	3.64623728	11.09160235	85.26216037										0	0	0	-1694.543057	0.3252008428	208.655802793651	
1691.983057	3	9	88	0.3406169514	0.3373867212	1.673890629	4.716129271	93.6099801	3.675223677	11.1812463	85.14353002										0	0	0	-1691.983057	0.3373867212	211.506743518069	
1689.423057	3	9	88	0.3527138679	0.3494102852	1.688726011	4.77258295	93.53869104	3.70424275	11.27040881	85.02534844										0	0	0	-1689.423057	0.3494102852	214.326428492528	
1686.863057	3	9	88	0.3646500609	0.3612775604	1.703553134	4.829243849	93.46720302	3.733303848	11.3590876	84.90760855										0	0	0	-1686.863057	0.3612775604	217.113450855494	
1684.303057	3	9	88	0.3764314272	0.3729943466	1.718374633	4.886111944	93.39551342	3.762416522	11.44728022	84.79030326										0	0	0	-1684.303057	0.3729943466	219.866442650445	
