T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1597.721104	13	8	79	0	0	5.807036459	3.628810058	90.56415348	13	8	79										-0.0002779220472	-0.0001688921832	0.0004468142303	-1597.721104	0	258.44977257911	
1597.701104	13	8	79	7.926957496E-05	7.733189704E-05	5.807294316	3.629070158	90.56363553	13.00055584	8.000337781	78.99910637										0	0	0	-1597.701104	7.733189704E-05	258.801213508475	
1597.681104	13	8	79	0.0001584314886	0.000154558923	5.807552095	3.629330249	90.56311766	13.00111168	8.000675541	78.99821278										0	0	0	-1597.681104	0.000154558923	258.932090714222	
1597.641104	13	8	79	0.0003168367054	0.0003090928511	5.808067628	3.629850456	90.56208192	13.00222335	8.001351009	78.99642564										0	0	0	-1597.641104	0.0003090928511	258.885034446223	
1597.561104	13	8	79	0.0006334903637	0.0006180096661	5.809098584	3.63089096	90.56001046	13.00444664	8.002701727	78.99285164										0	0	0	-1597.561104	0.0006180096661	259.000648910608	
1597.401104	13	8	79	0.001266560706	0.001235619724	5.811160066	3.632972332	90.5558676	13.00889303	8.005402283	78.98570469										0	0	0	-1597.401104	0.001235619724	259.146926667006	
1597.081104	13	8	79	0.002531443672	0.002469643262	5.815281305	3.63713653	90.54758216	13.01778509	8.010799881	78.97141503										0	0	0	-1597.081104	0.002469643262	259.481946299992	
1596.441104	13	8	79	0.00505619549	0.004932920135	5.82351689	3.645470742	90.53101237	13.03556639	8.021580992	78.94285262										0	0	0	-1596.441104	0.004932920135	260.151838760775	
1595.161104	13	8	79	0.01008577572	0.009840520818	5.839960533	3.662162449	90.49787702	13.07111819	8.043086685	78.88579512										0	0	0	-1595.161104	0.009840520818	261.6907834433	
1592.601104	13	8	79	0.0200438552	0.0195590127	5.872738376	3.695638316	90.43162331	13.14218384	8.085868972	78.77194719										0	0	0	-1592.601104	0.0195590127	264.827257534525	
1590.041104	13	8	79	0.02989425949	0.02917496573	5.905370746	3.729238501	90.36539075	13.21320651	8.128344143	78.65844934										0	0	0	-1590.041104	0.02917496573	267.709488825349	
1587.481104	13	8	79	0.03963396986	0.03868538652	5.937858654	3.762962972	90.29917837	13.28419656	8.170507958	78.54529548										0	0	0	-1587.481104	0.03868538652	270.659605049077	
1584.921104	13	8	79	0.04926565772	0.04809283634	5.970203061	3.796811875	90.23298506	13.35516437	8.212356429	78.43247921										0	0	0	-1584.921104	0.04809283634	273.601598533356	
