T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1755.125609	4	8	88	0	0	1.748601202	3.038955294	95.2124435	4	8	88										-0.0001633180178	-0.0003598778828	0.0005231959006	-1755.125609	0	137.73436383324	
1755.105609	4	8	88	0.0001470139384	0.0001451414366	1.748766494	3.039313941	95.21191957	4.000326649	8.000719742	87.99895361										0	0	0	-1755.105609	0.0001451414366	137.858884635155	
1755.085609	4	8	88	0.0002938949342	0.0002901518927	1.748931748	3.039672592	95.21139566	4.000653252	8.001439473	87.99790728										0	0	0	-1755.085609	0.0002901518927	137.915280257663	
1755.045609	4	8	88	0.0005876932316	0.0005802094556	1.749262258	3.040389914	95.21034783	4.001306454	8.002878837	87.99581471										0	0	0	-1755.045609	0.0005802094556	137.936681594458	
1754.965609	4	8	88	0.001174864977	0.001159908367	1.749923234	3.04182466	95.20825211	4.002612723	8.005757233	87.99163004										0	0	0	-1754.965609	0.001159908367	138.042226376366	
1754.805609	4	8	88	0.002348187126	0.00231831075	1.751244986	3.044694574	95.20406044	4.005224665	8.011512733	87.9832626										0	0	0	-1754.805609	0.00231831075	138.211055138451	
1754.485609	4	8	88	0.004690217356	0.004630611696	1.753887703	3.050436079	95.19567622	4.01044621	8.023018535	87.96653525										0	0	0	-1754.485609	0.004630611696	138.570154682285	
1753.845609	4	8	88	0.009355923455	0.009237298228	1.759170008	3.061925802	95.17890419	4.020880001	8.046009348	87.93311065										0	0	0	-1753.845609	0.009237298228	139.409821082665	
1752.565609	4	8	88	0.01859116564	0.01835653337	1.769720096	3.084933521	95.14534638	4.041705966	8.091911183	87.86638285										0	0	0	-1752.565609	0.01835653337	141.149335870832	
1750.005609	4	8	88	0.03675622526	0.03629664779	1.790768931	3.131058358	95.07817271	4.083209216	8.183385695	87.73340509										0	0	0	-1750.005609	0.03629664779	144.334589782155	
1747.445609	4	8	88	0.05451381261	0.05383860049	1.811749107	3.177330704	95.01092019	4.124517482	8.274423368	87.60105915										0	0	0	-1747.445609	0.05383860049	147.579561812956	
1744.885609	4	8	88	0.07188009654	0.07099822241	1.832661955	3.223751439	94.94358661	4.1656384	8.365024137	87.46933746										0	0	0	-1744.885609	0.07099822241	150.834266877556	
1742.325609	4	8	88	0.08887095529	0.08779106528	1.853508897	3.270321391	94.87616971	4.206579772	8.455187744	87.33823248										0	0	0	-1742.325609	0.08779106528	154.09514144382	
1739.765609	4	8	88	0.1055014734	0.1042319043	1.874291404	3.317041343	94.80866725	4.247349493	8.5449138	87.20773671										0	0	0	-1739.765609	0.1042319043	157.360753822084	
1737.205609	4	8	88	0.1217859906	0.120334786	1.895011001	3.363912031	94.74107697	4.28795556	8.63420179	87.07784265										0	0	0	-1737.205609	0.120334786	160.629666498687	
1734.645609	4	8	88	0.1377381482	0.1361130736	1.915669266	3.410934147	94.67339659	4.328406072	8.723051067	86.94854286										0	0	0	-1734.645609	0.1361130736	163.900435300506	
1732.085609	4	8	88	0.1533709315	0.1515794885	1.936267835	3.458108327	94.60562384	4.368709236	8.811460854	86.81982991										0	0	0	-1732.085609	0.1515794885	167.171609859266	
1729.525609	4	8	88	0.1686967097	0.1667461494	1.956808396	3.50543516	94.53775644	4.40887337	8.899430242	86.69169639										0	0	0	-1729.525609	0.1667461494	170.441734385335	
1726.965609	4	8	88	0.1837272724	0.1816246081	1.977292696	3.552915178	94.46979213	4.448906907	8.986958183	86.56413491										0	0	0	-1726.965609	0.1816246081	173.709350336071	
1724.405609	4	8	88	0.1984738641	0.196225883	1.997722541	3.600548855	94.4017286	4.488818398	9.074043495	86.43713811										0	0	0	-1724.405609	0.196225883	176.972996141648	
1721.845609	4	8	88	0.2129472156	0.2105604903	2.018099795	3.648336609	94.3335636	4.528616517	9.160684853	86.31069863										0	0	0	-1721.845609	0.2105604903	180.231211722244	
1719.285609	4	8	88	0.227157574	0.2246384725	2.038426381	3.696278793	94.26529483	4.568310063	9.24688079	86.18480915										0	0	0	-1719.285609	0.2246384725	183.482537067908	
1716.725609	4	8	88	0.2411147296	0.2384694259	2.058704285	3.744375696	94.19692002	4.60790797	9.332629694	86.05946234										0	0	0	-1716.725609	0.2384694259	186.725514662233	
1714.165609	4	8	88	0.2548280419	0.2520625252	2.078935558	3.792627539	94.1284369	4.647419305	9.417929803	85.93465089										0	0	0	-1714.165609	0.2520625252	189.958693291981	
1711.605609	4	8	88	0.2683064636	0.2654265471	2.099122311	3.841034473	94.05984322	4.686853278	9.502779206	85.81036752										0	0	0	-1711.605609	0.2654265471	193.180627778924	
1709.045609	4	8	88	0.2815585624	0.278569892	2.119266724	3.889596574	93.9911367	4.726219241	9.587175834	85.68660492										0	0	0	-1709.045609	0.278569892	196.389882034228	
1706.485609	4	8	88	0.2945925425	0.2915006044	2.139371043	3.938313841	93.92231512	4.765526701	9.671117462	85.56335584										0	0	0	-1706.485609	0.2915006044	199.585028069826	
1703.925609	4	8	88	0.3074162633	0.3042263922	2.159437583	3.987186193	93.85337622	4.804785316	9.754601704	85.44061298										0	0	0	-1703.925609	0.3042263922	202.764652047796	
1701.365609	4	8	88	0.3200372582	0.316754644	2.17946873	4.036213466	93.7843178	4.844004909	9.837626007	85.31836908										0	0	0	-1701.365609	0.316754644	205.927354602466	
1698.805609	4	8	88	0.3324627513	0.3290924462	2.199466941	4.085395404	93.71513766	4.883195469	9.920187649	85.19661688										0	0	0	-1698.805609	0.3290924462	209.071753306237	
1696.245609	4	8	88	0.3446996731	0.3412465981	2.219434746	4.134731664	93.64583359	4.922367154	10.00228374	85.07534911										0	0	0	-1696.245609	0.3412465981	212.196484746544	
1693.685609	4	8	88	0.3567546762	0.3532236269	2.239374754	4.184221805	93.57640344	4.961530307	10.08391119	84.9545585										0	0	0	-1693.685609	0.3532236269	215.300202475937	
1691.125609	4	8	88	0.3686341481	0.3650298014	2.259289649	4.233865286	93.50684506	5.000695449	10.16506677	84.83423778										0	0	0	-1691.125609	0.3650298014	218.38158824329	
1688.565609	4	8	88	0.3803442254	0.3766711442	2.279182194	4.283661463	93.43715634	5.039873295	10.24574702	84.71437968										0	0	0	-1688.565609	0.3766711442	221.439347233716	
1686.005609	4	8	88	0.3918908054	0.3881534445	2.299055237	4.33360958	93.36733518	5.079074759	10.32594832	84.59497692										0	0	0	-1686.005609	0.3881534445	224.472210427277	
1683.445609	4	8	88	0.4032795576	0.3994822688	2.318911705	4.383708772	93.29737952	5.118310958	10.40566683	84.47602222										0	0	0	-1683.445609	0.3994822688	227.478942775831	
1680.885609	4	8	88	0.414515935	0.4106629716	2.338754614	4.433958053	93.22728733	5.157593218	10.48489852	84.35750826										0	0	0	-1680.885609	0.4106629716	230.458340722395	
1678.325609	4	8	88	0.4256051837	0.4217007053	2.358587067	4.484356313	93.15705662	5.196933087	10.56363916	84.23942775										0	0	0	-1678.325609	0.4217007053	233.409231573672	
1675.765609	4	8	88	0.4365523527	0.4326004299	2.378412259	4.534902314	93.08668543	5.236342339	10.64188429	84.12177337										0	0	0	-1675.765609	0.4326004299	236.330483742521	
1673.205609	4	8	88	0.4473623027	0.443366921	2.398233476	4.585594685	93.01617184	5.275832978	10.71962926	84.00453777										0	0	0	-1673.205609	0.443366921	239.221007903172	
1670.645609	4	8	88	0.4580397147	0.4540047785	2.4180541	4.636431914	92.94551399	5.315417254	10.79686915	83.8877136										0	0	0	-1670.645609	0.4540047785	242.079753043768	
1668.085609	4	8	88	0.4685890973	0.4645184342	2.437877611	4.687412342	92.87471005	5.355107665	10.87359885	83.77129348										0	0	0	-1668.085609	0.4645184342	244.90571207551	
1665.525609	4	8	88	0.4790147951	0.4749121592	2.457707589	4.73853416	92.80375825	5.394916966	10.949813	83.65527003										0	0	0	-1665.525609	0.4749121592	247.697927942422	
1662.965609	4	8	88	0.4893209946	0.4851900703	2.477547719	4.789795399	92.73265688	5.434858182	11.02550599	83.53963583										0	0	0	-1662.965609	0.4851900703	250.455495426483	
1660.405609	4	8	88	0.4995117313	0.4953561366	2.49740179	4.841193928	92.66140428	5.474944611	11.10067196	83.42438343										0	0	0	-1660.405609	0.4953561366	253.177557738422	
1657.845609	4	8	88	0.5095908958	0.5054141856	2.517273701	4.892727442	92.58999886	5.515189838	11.1753048	83.30950536										0	0	0	-1657.845609	0.5054141856	255.863316866828	
1655.285609	4	8	88	0.5195622392	0.5153679084	2.537167464	4.944393457	92.51843908	5.55560774	11.24939813	83.19499413										0	0	0	-1655.285609	0.5153679084	258.512029305611	
1652.725609	4	8	88	0.5294293791	0.5252208656	2.557087204	4.996189306	92.44672349	5.5962125	11.3229453	83.0808422										0	0	0	-1652.725609	0.5252208656	261.123013192238	
1650.165609	4	8	88	0.5391958038	0.5349764915	2.577037165	5.048112125	92.37485071	5.637018616	11.39593936	82.96704202										0	0	0	-1650.165609	0.5349764915	263.695651009068	
1647.605609	4	8	88	0.5488648777	0.5446380993	2.597021712	5.100158853	92.30281944	5.678040907	11.4683731	82.85358599										0	0	0	-1647.605609	0.5446380993	266.229387207266	
1645.045609	4	8	88	0.5584398457	0.5542088851	2.617045336	5.152326216	92.23062845	5.719294531	11.540239	82.74046646										0	0	0	-1645.045609	0.5542088851	268.723737377195	
1642.485609	4	8	88	0.5679238368	0.563691932	2.637112654	5.204610725	92.15827662	5.760794989	11.61152923	82.62767578										0	0	0	-1642.485609	0.563691932	271.178284694081	
1639.925609	4	8	88	0.5773198687	0.573090214	2.657228415	5.257008665	92.08576292	5.802558137	11.68223565	82.51520621										0	0	0	-1639.925609	0.573090214	273.592686291957	
1637.365609	4	8	88	0.5866308506	0.5824065993	2.677397503	5.309516087	92.01308641	5.844600203	11.7523498	82.40305										0	0	0	-1637.365609	0.5824065993	275.966675667126	
1634.805609	4	8	88	0.5958595874	0.5916438537	2.69762494	5.362128796	91.94024626	5.886937791	11.82186287	82.29119934										0	0	0	-1634.805609	0.5916438537	278.300062691062	
1632.245609	4	8	88	0.6050087821	0.6008046436	2.717915889	5.414842348	91.86724176	5.929587897	11.89076574	82.17964636										0	0	0	-1632.245609	0.6008046436	280.592739655377	
1629.685609	4	8	88	0.6140810391	0.6098915387	2.738275661	5.467652035	91.7940723	5.97256792	11.9590489	82.06838317										0	0	0	-1629.685609	0.6098915387	282.844675322191	
1627.125609	4	8	88	0.6230788669	0.6189070151	2.758709713	5.520552877	91.72073741	6.015895676	12.02670252	81.9574018										0	0	0	-1627.125609	0.6189070151	285.055928138442	
1624.565609	4	8	88	0.6320046803	0.6278534569	2.779223657	5.573539612	91.64723673	6.059589407	12.09371636	81.84669423										0	0	0	-1624.565609	0.6278534569	287.226703922093	
1622.005609	4	8	88	0.6408607995	0.6367331555	2.799823267	5.626606681	91.57357005	6.103667755	12.16007978	81.73625247										0	0	0	-1622.005609	0.6367331555	289.357116295948	
1619.445609	4	8	88	0.6496494659	0.6455483256	2.82051446	5.67974824	91.4997373	6.148149936	12.22578187	81.62606819										0	0	0	-1619.445609	0.6455483256	291.447495750928	
1616.885609	4	8	88	0.6583728232	0.6543010856	2.841303333	5.732958115	91.42573855	6.193055515	12.29081121	81.51613328										0	0	0	-1616.885609	0.6543010856	293.498377803336	
1614.325609	4	8	88	0.6670329329	0.6629934736	2.862196148	5.786229813	91.35157404	6.238404573	12.35515596	81.40643947										0	0	0	-1614.325609	0.6629934736	295.510220273425	
1611.765609	4	8	88	0.6756317729	0.6716274454	2.883199337	5.839556508	91.27724415	6.284217685	12.41880391	81.29697841										0	0	0	-1611.765609	0.6716274454	297.483632719563	
1609.205609	4	8	88	0.6841712383	0.680204876	2.904319508	5.892931026	91.20274947	6.330515934	12.48174239	81.18774168										0	0	0	-1609.205609	0.680204876	299.419330690273	
1606.645609	4	8	88	0.6926531429	0.6887275603	2.925563447	5.946345837	91.12809072	6.377320922	12.54395829	81.07872079										0	0	0	-1606.645609	0.6887275603	301.31813248572	
1604.085609	4	8	88	0.7010792204	0.6971972146	2.946938125	5.999793043	91.05326883	6.424654785	12.60543804	80.96990717										0	0	0	-1604.085609	0.6971972146	303.180960047699	
1601.525609	4	8	88	0.7094511253	0.7056154771	2.968450698	6.053264366	90.97828494	6.472540206	12.66616763	80.86129217										0	0	0	-1601.525609	0.7056154771	305.008837264574	
1598.965609	4	8	88	0.7177704338	0.7139839093	2.990108512	6.106751134	90.90314035	6.521000431	12.72613254	80.75286703										0	0	0	-1598.965609	0.7139839093	306.802898370096	
1596.405609	4	8	88	0.7260386441	0.7223039959	3.011919108	6.160244274	90.82783662	6.570059277	12.78531779	80.64462294										0	0	0	-1596.405609	0.7223039959	308.56439214917	
1593.845609	4	8	88	0.7342571775	0.7305771458	3.033890223	6.213734297	90.75237548	6.619741152	12.84370788	80.53655096										0	0	0	-1593.845609	0.7305771458	310.294676225653	
1591.285609	4	8	88	0.7424273785	0.7388046922	3.056029792	6.267211289	90.67675892	6.670071066	12.90128684	80.4286421										0	0	0	-1591.285609	0.7388046922	311.995223588845	
1588.725609	4	8	88	0.7505505155	0.7469878931	3.078345956	6.320664895	90.60098915	6.721074641	12.95803814	80.32088722										0	0	0	-1588.725609	0.7469878931	313.66762050266	
1586.165609	4	8	88	0.7586277805	0.7551279314	3.100847059	6.374084311	90.52506863	6.772778128	13.01394475	80.21327712										0	0	0	-1586.165609	0.7551279314	315.313573844851	
1583.605609	4	8	88	0.7666602896	0.7632259149	3.123541655	6.427458275	90.44900007	6.825208418	13.06898911	80.10580247										0	0	0	-1583.605609	0.7632259149	316.934913218396	
1581.045609	4	8	88	0.7746490831	0.7712828762	3.146438507	6.48077505	90.37278644	6.878393054	13.1231531	79.99845385										0	0	0	-1581.045609	0.7712828762	318.5335853152	
1578.485609	4	8	88	0.7825951251	0.7792997729	3.169546591	6.534022417	90.29643099	6.932360242	13.17641805	79.8912217										0	0	0	-1578.485609	0.7792997729	320.111660389978	
1575.925609	4	8	88	0.7904993036	0.7872774871	3.192875097	6.587187665	90.21993724	6.987138863	13.22876475	79.78409638										0	0	0	-1575.925609	0.7872774871	321.671340955816	
1573.365609	4	8	88	0.7983624303	0.7952168251	3.216433428	6.640257578	90.14330899	7.042758482	13.28017341	79.67706811										0	0	0	-1573.365609	0.7952168251	323.214955090776	
1570.805609	4	8	88	0.80618524	0.8031185172	3.240231206	6.69321843	90.06655036	7.09924936	13.33062365	79.57012698										0	0	0	-1570.805609	0.8031185172	324.744955786779	
1568.245609	4	8	88	0.8139683909	0.8109832174	3.264278268	6.746055973	89.98966576	7.15664246	13.38009456	79.46326298										0	0	0	-1568.245609	0.8109832174	326.263937259378	
1565.685609	4	8	88	0.8217124635	0.8188115024	3.288584666	6.798755428	89.91265991	7.214969455	13.42856461	79.35646593										0	0	0	-1565.685609	0.8188115024	327.774620494339	
1563.125609	4	8	88	0.8294179605	0.826603872	3.313160667	6.85130148	89.83553785	7.274262736	13.47601171	79.24972556										0	0	0	-1563.125609	0.826603872	329.279866940759	
1560.565609	4	8	88	0.8370853063	0.8343607475	3.338016754	6.903678273	89.75830497	7.334555416	13.52241316	79.14303142										0	0	0	-1560.565609	0.8343607475	330.782670452422	
1558.005609	4	8	88	0.8447148472	0.8420824725	3.363163612	6.955869409	89.68096698	7.395881398	13.56774569	79.03637291										0	0	0	-1558.005609	0.8420824725	332.286196657463	
1555.445609	4	8	88	0.8523068481	0.8497693096	3.388612159	7.00785791	89.60352993	7.458275123	13.61198547	78.92973941										0	0	0	-1555.445609	0.8497693096	333.793734545647	
1552.885609	4	8	88	0.8598614961	0.8574214435	3.414373496	7.059626269	89.52600023	7.52177195	13.65510806	78.82311999										0	0	0	-1552.885609	0.8574214435	335.308625706735	
1550.325609	4	8	88	0.8673789006	0.8650389811	3.440458954	7.111156432	89.44838461	7.586407858	13.69708849	78.71650365										0	0	0	-1550.325609	0.8650389811	336.834604656636	
1547.765609	4	8	88	0.8748590806	0.8726219393	3.466879993	7.162429729	89.37069028	7.652219681	13.73790112	78.6098792										0	0	0	-1547.765609	0.8726219393	338.375412350812	
1545.205609	4	8	88	0.8823019833	0.8801702627	3.493648328	7.21342699	89.29292468	7.719244844	13.77751984	78.50323532										0	0	0	-1545.205609	0.8801702627	339.934816068447	
1542.645609	4	8	88	0.8897074712	0.887683811	3.520775836	7.264128473	89.21509569	7.787521525	13.81591797	78.3965605										0	0	0	-1542.645609	0.887683811	341.516944159145	
1540.085609	4	8	88	0.8970753247	0.8951623616	3.548274568	7.314513887	89.13721155	7.857088605	13.8530683	78.28984309										0	0	0	-1540.085609	0.8951623616	343.126014382635	
1537.525609	4	8	88	0.9044052421	0.9026056097	3.576156735	7.3645624	89.05928086	7.927985647	13.88894309	78.18307126										0	0	0	-1537.525609	0.9026056097	344.766421904763	
1534.965609	4	8	88	0.9116968395	0.9100131673	3.604434707	7.414252645	88.98131265	8.000252892	13.92351412	78.07623299										0	0	0	-1534.965609	0.9100131673	346.442736793979	
1532.405609	4	8	88	0.9189496506	0.9173845638	3.633120992	7.46356274	88.90331627	8.073931227	13.95675266	77.96931611										0	0	0	-1532.405609	0.9173845638	348.159698670345	
1529.845609	4	8	88	0.9261631269	0.9247192457	3.662228227	7.51247029	88.82530148	8.149062174	13.98862957	77.86230826										0	0	0	-1529.845609	0.9247192457	349.922239766411	
1527.285609	4	8	88	0.9333366379	0.9320165767	3.691769161	7.560952417	88.74727842	8.225687857	14.01911525	77.75519689										0	0	0	-1527.285609	0.9320165767	351.73547432713	
1524.725609	4	8	88	0.9404694717	0.9392758384	3.721756643	7.608985768	88.66925759	8.303850974	14.04817974	77.64796929										0	0	0	-1524.725609	0.9392758384	353.60471307208	
1522.165609	4	8	88	0.9475608356	0.9464962304	3.752203598	7.656546545	88.59124986	8.383594768	14.07579269	77.54061254										0	0	0	-1522.165609	0.9464962304	355.535466459729	
1519.605609	4	8	88	0.9546098566	0.9536768715	3.783123014	7.703610528	88.51326646	8.464962983	14.10192346	77.43311356										0	0	0	-1519.605609	0.9536768715	357.533450020212	
