T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1743.985316	6	7	87	0	2.607193513	2.660717312	94.73208918	6	7	87	-0.0002328172596	-0.0002977653035	0.0005305825631	-1743.985316	0	145.597109707139	-1743.985316	0	143.456113074594	
1743.965316	6	7	87	0.0001393503478	2.607425357	2.6610138	94.73156084	6.00046565	7.000595515	86.99893884	0	0	0	-1743.965316	0.0001373013477	145.732878454104	-1743.965316	0.0001393503478	143.590174440762	
1743.945316	6	7	87	0.000278570714	2.607657157	2.661310296	94.73103255	6.000931242	7.001191029	86.99787773	0	0	0	-1743.945316	0.0002744749007	145.793247467844	-1743.945316	0.000278570714	143.649944350475	
1743.905316	6	7	87	0.0005570533125	2.608120757	2.661903297	94.72997595	6.001862417	7.002381969	86.99575561	0	0	0	-1743.905316	0.0005488640848	145.812382994571	-1743.905316	0.0005570533125	143.669376705635	
1743.825316	6	7	87	0.00111362542	2.609047891	2.663089374	94.72786274	6.003724581	7.004763569	86.99151185	0	0	0	-1743.825316	0.001097258449	145.920330370144	-1743.825316	0.00111362542	143.776894578283	
1743.665316	6	7	87	0.002225843842	2.610901874	2.665461835	94.72363629	6.007448102	7.009525697	86.9830262	0	0	0	-1743.665316	0.002193148212	146.091277041936	-1743.665316	0.002225843842	143.947651267841	
1743.345316	6	7	87	0.004446071889	2.614608723	2.67020798	94.7151833	6.014891974	7.019045633	86.96606239	0	0	0	-1743.345316	0.0043808336	146.456005864771	-1743.345316	0.004446071889	144.311696388701	
1742.705316	6	7	87	0.008869779092	2.622017952	2.679705161	94.69827689	6.029767097	7.038068208	86.93216469	0	0	0	-1742.705316	0.008739912107	147.305280543529	-1742.705316	0.008869779092	145.157983555018	
1741.425316	6	7	87	0.01763004037	2.636816348	2.698720555	94.6644631	6.059461943	7.076047736	86.86449032	0	0	0	-1741.425316	0.01737302515	149.064056602695	-1741.425316	0.01763004037	146.910357877745	
1738.865316	6	7	87	0.0348717664	2.66634027	2.736831228	94.5968285	6.118650035	7.151732852	86.72961711	0	0	0	-1738.865316	0.03436781235	152.294917747371	-1738.865316	0.0348717664	150.134068279352	
1736.305316	6	7	87	0.0517410261	2.69576677	2.775049539	94.52918369	6.177573185	7.227053726	86.59537309	0	0	0	-1736.305316	0.05099983267	155.588477781182	-1736.305316	0.0517410261	153.421355759863	
1733.745316	6	7	87	0.06825161998	2.725097247	2.813375684	94.46152707	6.23624022	7.302008842	86.46175094	0	0	0	-1733.745316	0.06728254663	158.895829203194	-1733.745316	0.06825161998	156.724372704709	
1731.185316	6	7	87	0.08441713184	2.754333196	2.85180981	94.39385699	6.294660129	7.376596508	86.32874336	0	0	0	-1731.185316	0.0832292086	162.213861133551	-1731.185316	0.08441713184	160.040083297648	
1728.625316	6	7	87	0.1002504998	2.783476163	2.890352018	94.32617182	6.352842	7.450814916	86.19634308	0	0	0	-1728.625316	0.09885244346	165.54146816387	-1728.625316	0.1002504998	163.367426387624	
1726.065316	6	7	87	0.1157640539	2.812527743	2.929002367	94.25846989	6.410795018	7.524662148	86.06454283	0	0	0	-1726.065316	0.1141642833	168.877541353051	-1726.065316	0.1157640539	166.705337058308	
1723.505316	6	7	87	0.1309695516	2.841489586	2.967760872	94.19074954	6.468528473	7.59813617	85.93333536	0	0	0	-1723.505316	0.1291762022	172.220965562743	-1723.505316	0.1309695516	170.052740799956	
