T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1767.594021	10	3	87	0	4.160195362	1.078435257	94.76136938	10	3	87	-0.000476495815	-0.0001567893666	0.0006332851817	-1767.594021	0	122.468429175316	-1767.594021	0	120.344497878303	
1767.574021	10	3	87	0.0001661235638	4.160635018	1.078572193	94.76079279	10.000953	3.000313567	86.99873343	0	0	0	-1767.574021	0.000163242747	122.565428288614	-1767.574021	0.0001661235638	120.440127044476	
1767.554021	10	3	87	0.0003321153305	4.16107464	1.078709137	94.76021622	10.00190593	3.000627145	86.99746693	0	0	0	-1767.554021	0.0003263564047	122.622729823549	-1767.554021	0.0003321153305	120.496746808093	
1767.514021	10	3	87	0.0006640257937	4.161953875	1.078983023	94.7590631	10.00381172	3.001254247	86.99493403	0	0	0	-1767.514021	0.0006525131836	122.659056619873	-1767.514021	0.0006640257937	120.533068295883	
1767.434021	10	3	87	0.001327538952	4.163712221	1.079530827	94.75675695	10.00762289	3.002508337	86.98986877	0	0	0	-1767.434021	0.001304529375	122.743118178461	-1767.434021	0.001327538952	120.616924242453	
1767.274021	10	3	87	0.002653029729	4.167228435	1.080626553	94.75214501	10.01524357	3.005016053	86.97974037	0	0	0	-1767.274021	0.002607073086	122.93025893343	-1767.274021	0.002653029729	120.80333439181	
1766.954021	10	3	87	0.005297886043	4.174258952	1.082818482	94.74292257	10.03047829	3.010029614	86.9594921	0	0	0	-1766.954021	0.005206222254	123.30512564838	-1766.954021	0.005297886043	121.176770572332	
1766.314021	10	3	87	0.01056323199	4.188312339	1.087204238	94.72448342	10.06092121	3.020049241	86.91902955	0	0	0	-1766.314021	0.01038089811	124.178092967404	-1766.314021	0.01056323199	122.044921269104	
1765.034021	10	3	87	0.02096771006	4.216385652	1.095984921	94.68762943	10.12169424	3.040062797	86.83824296	0	0	0	-1765.034021	0.02060748449	125.989327697748	-1765.034021	0.02096771006	123.845981424803	
1762.474021	10	3	87	0.04137292193	4.272407434	1.113577954	94.61401461	10.24281462	3.079972804	86.67721258	0	0	0	-1762.474021	0.04066885181	129.334308348818	-1762.474021	0.04137292193	127.177290911052	
1759.914021	10	3	87	0.06124080545	4.328261462	1.131213751	94.54052479	10.36336997	3.119727235	86.51690279	0	0	0	-1759.914021	0.06020855621	132.76030021679	-1759.914021	0.06124080545	130.590547585989	
1757.354021	10	3	87	0.08059299406	4.383948432	1.148891772	94.4671598	10.48336897	3.159323506	86.35730752	0	0	0	-1757.354021	0.07924759075	136.221916191406	-1757.354021	0.08059299406	134.041619523766	
1754.794021	10	3	87	0.09945069352	4.439469159	1.16661142	94.39391942	10.60282048	3.198758884	86.19842064	0	0	0	-1754.794021	0.09780654319	139.716143203168	-1754.794021	0.09945069352	137.527607633608	
1752.234021	10	3	87	0.1178339685	4.49482452	1.184372071	94.32080341	10.72173342	3.238030569	86.04023602	0	0	0	-1752.234021	0.1159048935	143.242391685203	-1752.234021	0.1178339685	141.047994383079	
1749.674021	10	3	87	0.1357618168	4.550015415	1.202173077	94.24781151	10.8401168	3.277135698	85.8827475	0	0	0	-1749.674021	0.1335610861	146.800063385929	-1749.674021	0.1357618168	144.60225232805	
1747.114021	10	3	87	0.153252242	4.605042943	1.220013758	94.1749433	10.95797971	3.316071352	85.72594894	0	0	0	-1747.114021	0.1507926001	150.388560222836	-1747.114021	0.153252242	148.189852811786	
1744.554021	10	3	87	0.1703223145	4.659908133	1.237893412	94.10219846	11.07533133	3.354834545	85.56983412	0	0	0	-1744.554021	0.1676160087	154.007281846306	-1744.554021	0.1703223145	151.810266166642	
1741.994021	10	3	87	0.1869882334	4.714612124	1.255811307	94.02957657	11.19218091	3.393422232	85.41439686	0	0	0	-1741.994021	0.1840470396	157.655616276018	-1741.994021	0.1869882334	155.4629480172	
1739.434021	10	3	87	0.2032653816	4.769156119	1.273766683	93.9570772	11.30853779	3.431831304	85.25963091	0	0	0	-1739.434021	0.2001006277	161.3329478655	-1739.434021	0.2032653816	159.147352103737	
1736.874021	10	3	87	0.2191683759	4.823541384	1.291758754	93.88469986	11.42441138	3.470058596	85.10553002	0	0	0	-1736.874021	0.215790965	165.038657378276	-1736.874021	0.2191683759	162.862925479436	
1734.314021	10	3	87	0.2347111152	4.877769248	1.309786703	93.81244405	11.5398112	3.508100879	84.95208792	0	0	0	-1734.314021	0.2311315458	168.772121183366	-1734.314021	0.2347111152	166.609109124336	
1731.754021	10	3	87	0.2499068234	4.931841102	1.327849684	93.74030921	11.65474684	3.545954867	84.79929829	0	0	0	-1731.754021	0.2461352097	172.532709471753	-1731.754021	0.2499068234	170.385341022622	
1729.194021	10	3	87	0.2647680903	4.985758399	1.345946823	93.66829478	11.76922798	3.583617211	84.64715481	0	0	0	-1729.194021	0.2608141808	176.319788877	-1729.194021	0.2647680903	174.191051529703	
1726.634021	10	3	87	0.2793069094	5.039522653	1.364077213	93.59640013	11.88326437	3.621084505	84.49565113	0	0	0	-1726.634021	0.2751801043	180.132722967512	-1726.634021	0.2793069094	178.025668258107	
1724.074021	10	3	87	0.2935347124	5.093135437	1.38223992	93.52462464	11.99686586	3.658353282	84.34478086	0	0	0	-1724.074021	0.2892440803	183.970871462439	-1724.074021	0.2935347124	181.888612335043	
1721.514021	10	3	87	0.3074624025	5.146598385	1.400433978	93.45296764	12.1100424	3.695420016	84.19453758	0	0	0	-1721.514021	0.3030166956	187.833591683954	-1721.514021	0.3074624025	185.779302502784	
1718.954021	10	3	87	0.3211003837	5.199913192	1.418658389	93.38142842	12.22280401	3.732281124	84.04491486	0	0	0	-1718.954021	0.3165080528	191.72023653794	-1718.954021	0.3211003837	189.697153904809	
1716.394021	10	3	87	0.3344585899	5.25308161	1.436912124	93.31000627	12.33516081	3.768932961	83.89590623	0	0	0	-1716.394021	0.3297277982	195.630157652395	-1716.394021	0.3344585899	193.64157673672	
1713.834021	10	3	87	0.3475465106	5.30610545	1.455194121	93.23870043	12.44712298	3.805371825	83.74750519	0	0	0	-1713.834021	0.3426851467	199.562705608037	-1713.834021	0.3475465106	197.611979571648	
1711.274021	10	3	87	0.3603732158	5.35898658	1.473503287	93.16751013	12.55870084	3.841593958	83.59970521	0	0	0	-1711.274021	0.3553889061	203.517228030346	-1711.274021	0.3603732158	201.607768363972	
1708.714021	10	3	87	0.3729473786	5.411726928	1.491838494	93.09643458	12.66990474	3.877595539	83.45249972	0	0	0	-1708.714021	0.3678474991	207.493071579363	-1708.714021	0.3729473786	205.628346209992	
1706.154021	10	3	87	0.385277297	5.464328477	1.510198582	93.02547294	12.78074518	3.913372693	83.30588213	0	0	0	-1706.154021	0.3800689843	211.489584548873	-1706.154021	0.385277297	209.673114256036	
1703.594021	10	3	87	0.3973709136	5.516793267	1.528582357	92.95462438	12.8912327	3.948921486	83.15984582	0	0	0	-1703.594021	0.3920610752	215.506112696598	-1703.594021	0.3973709136	213.741475616231	
1701.034021	10	3	87	0.4092358343	5.569123393	1.546988588	92.88388802	13.00137795	3.984237924	83.01438413	0	0	0	-1701.034021	0.4038311591	219.54200300858	-1701.034021	0.4092358343	217.83283120655	
1698.474021	10	3	87	0.4208793461	5.621321008	1.565416013	92.81326298	13.11119168	4.01931796	82.86949036	0	0	0	-1698.474021	0.4153863134	223.596605116986	-1698.474021	0.4208793461	221.946578248928	
1695.914021	10	3	87	0.4323084337	5.673388318	1.58386333	92.74274835	13.22068472	4.054157485	82.72515779	0	0	0	-1695.914021	0.4267333221	227.669268268471	-1695.914021	0.4323084337	226.082120170896	
1693.354021	10	3	87	0.4435297942	5.725327585	1.602329206	92.67234321	13.32986799	4.088752337	82.58137967	0	0	0	-1693.354021	0.4378786905	231.759346181849	-1693.354021	0.4435297942	230.238859356868	
1690.794021	10	3	87	0.4545498525	5.777141125	1.620812268	92.60204661	13.43875251	4.123098295	82.4381492	0	0	0	-1690.794021	0.4488286593	235.866192953108	-1690.794021	0.4545498525	234.416199394216	
1688.234021	10	3	87	0.4653747741	5.828831306	1.639311106	92.53185759	13.54734937	4.157191081	82.29545955	0	0	0	-1688.234021	0.459589218	239.989169723272	-1688.234021	0.4653747741	238.613549953694	
1685.674021	10	3	87	0.4760104783	5.880400552	1.657824275	92.46177517	13.65566978	4.191026361	82.15330386	0	0	0	-1685.674021	0.4701661168	244.127638927353	-1685.674021	0.4760104783	242.830316217793	
1683.114021	10	3	87	0.4864626505	5.931851339	1.676350291	92.39179837	13.76372502	4.224599746	82.01167524	0	0	0	-1683.114021	0.480564879	248.28096757576	-1683.114021	0.4864626505	247.06591565666	
1680.554021	10	3	87	0.4967367525	5.983186195	1.69488763	92.32192618	13.87152646	4.257906791	81.87056674	0	0	0	-1680.554021	0.4907908113	252.448532717837	-1680.554021	0.4967367525	251.319766768985	
1677.994021	10	3	87	0.5068380344	6.034407701	1.713434731	92.25215757	13.97908559	4.290942993	81.72997142	0	0	0	-1677.994021	0.5008490144	256.629713871436	-1677.994021	0.5068380344	255.591292734142	
1675.434021	10	3	87	0.5167715435	6.085518488	1.731989994	92.18249152	14.08641395	4.323703797	81.58988225	0	0	0	-1675.434021	0.5107443928	260.823898939871	-1675.434021	0.5167715435	259.879924091713	
1672.874021	10	3	87	0.5265421347	6.13652124	1.750551777	92.11292698	14.19352321	4.356184591	81.4502922	0	0	0	-1672.874021	0.5204816638	265.030482394941	-1672.874021	0.5265421347	264.185098635905	
1670.314021	10	3	87	0.5361544785	6.187418691	1.7691184	92.04346291	14.30042508	4.38838071	81.31119421	0	0	0	-1670.314021	0.5300653664	269.248870446775	-1670.314021	0.5361544785	268.506262836937	
1667.754021	10	3	87	0.5456130702	6.238213625	1.78768814	91.97409824	14.40713142	4.420287433	81.17258114	0	0	0	-1667.754021	0.539499869	273.47847647621	-1667.754021	0.5456130702	272.842867339862	
1665.194021	10	3	87	0.5549222374	6.288908877	1.806259235	91.90483189	14.51365414	4.451899988	81.03444587	0	0	0	-1665.194021	0.5487893777	277.718725816144	-1665.194021	0.5549222374	277.19437656297	
1662.634021	10	3	87	0.5640861476	6.33950733	1.824829879	91.83566279	14.62000524	4.483213548	80.89678121	0	0	0	-1662.634021	0.5579379429	281.969053568752	-1662.634021	0.5640861476	281.560268406754	
1660.074021	10	3	87	0.573108815	6.390011916	1.843398225	91.76658986	14.72619683	4.514223234	80.75957994	0	0	0	-1660.074021	0.5669494669	286.228908664057	-1660.074021	0.573108815	285.940023737078	
1657.514021	10	3	87	0.581994108	6.440425618	1.861962384	91.697612	14.83224108	4.544924115	80.6228348	0	0	0	-1657.514021	0.5758277096	290.497753024883	-1657.514021	0.581994108	290.333141528688	
1654.954021	10	3	87	0.5907457544	6.490751464	1.880520423	91.62872811	14.93815028	4.575311209	80.48653851	0	0	0	-1654.954021	0.5845762954	294.775141200622	-1654.954021	0.5907457544	294.739219100343	
1652.394021	10	3	87	0.5993673436	6.540992543	1.899070358	91.5599371	15.04393666	4.605379464	80.35068388	0	0	0	-1652.394021	0.5931987138	299.060391648339	-1652.394021	0.5993673436	299.157602062741	
1649.834021	10	3	87	0.6078623512	6.591151953	1.917610185	91.49123786	15.1496129	4.635123837	80.21526327	0	0	0	-1649.834021	0.6016983443	303.353018037534	-1649.834021	0.6078623512	303.587843180866	
1647.274021	10	3	87	0.616234115	6.641232878	1.936137832	91.42262929	15.2551914	4.664539176	80.08026942	0	0	0	-1647.274021	0.6100784325	307.65271060868	-1647.274021	0.616234115	308.02966388456	
1644.714021	10	3	87	0.6244858599	6.691238533	1.95465119	91.35411028	15.36068479	4.693620302	79.94569491	0	0	0	-1644.714021	0.6183421142	311.958920924262	-1644.714021	0.6244858599	312.482550915306	
1642.154021	10	3	87	0.6326206979	6.74117218	1.973148106	91.28567971	15.46610575	4.722361988	79.81153226	0	0	0	-1642.154021	0.6264924161	316.271205209451	-1642.154021	0.6326206979	316.946098300076	
1639.594021	10	3	87	0.6406416323	6.791037125	1.991626381	91.21733649	15.57146705	4.75075896	79.67777399	0	0	0	-1639.594021	0.6345322592	320.589143152043	-1639.594021	0.6406416323	321.419915625139	
1637.034021	10	3	87	0.6485515626	6.840836718	2.01008377	91.14907951	15.67678155	4.778805901	79.54441255	0	0	0	-1637.034021	0.6424644638	324.912327926033	-1637.034021	0.6485515626	325.903632752782	
1634.474021	10	3	87	0.6563532881	6.890574354	2.028517983	91.08090766	15.78206216	4.80649745	79.41144039	0	0	0	-1634.474021	0.6502917531	329.240379721939	-1634.474021	0.6563532881	330.396899002246	
1631.914021	10	3	87	0.6640495124	6.940253468	2.046926686	91.01281985	15.8873219	4.833828201	79.2788499	0	0	0	-1631.914021	0.6580167571	333.57293937441	-1631.914021	0.6640495124	334.899387507652	
1629.354021	10	3	87	0.6716428465	6.989877541	2.065307494	90.94481496	15.99257384	4.860792711	79.14663345	0	0	0	-1629.354021	0.6656420162	337.909669688163	-1629.354021	0.6716428465	339.410800127536	
1626.794021	10	3	87	0.6791358127	7.039450093	2.083657981	90.87689193	16.09783112	4.887385494	79.01478338	0	0	0	-1626.794021	0.6731699847	342.250257569282	-1626.794021	0.6791358127	343.930857251415	
1624.234021	10	3	87	0.6865308479	7.088974685	2.10197567	90.80904964	16.20310697	4.913601027	78.883292	0	0	0	-1624.234021	0.680603034	346.594414166734	-1624.234021	0.6865308479	348.459301464657	
1621.674021	10	3	87	0.693830307	7.138454918	2.120258042	90.74128704	16.30841466	4.939433751	78.75215159	0	0	0	-1621.674021	0.6879434558	350.941875702849	-1621.674021	0.693830307	352.995903086252	
