T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1540.28905	13	10	77	0	0	5.81954717	5.01959133	89.1608615	13	10	77										-0.000241105578	-0.0001672289626	0.0004083345407	-1540.28905	0	297.386292689454	
1540.26905	13	10	77	6.895452869E-05	6.720644706E-05	5.819740103	5.019928081	89.16033182	13.00048219	10.00033447	76.99918334										0	0	0	-1540.26905	6.720644706E-05	297.794701840026	
1540.24905	13	10	77	0.0001378144849	0.0001343208503	5.819932983	5.020264806	89.15980221	13.00096444	10.00066888	76.99836668										0	0	0	-1540.24905	0.0001343208503	297.941901875539	
1540.20905	13	10	77	0.0002756127146	0.0002686263823	5.820318692	5.020938316	89.15874299	13.0019289	10.00133768	76.99673342										0	0	0	-1540.20905	0.0002686263823	297.845399748547	
1540.12905	13	10	77	0.0005511603439	0.0005371914289	5.821089986	5.022285491	89.15662452	13.00385793	10.00267501	76.99346706										0	0	0	-1540.12905	0.0005371914289	297.938416609871	
1539.96905	13	10	77	0.001101922021	0.001074002687	5.822632076	5.024980479	89.15238745	13.00771633	10.00534865	76.98693502										0	0	0	-1539.96905	0.001074002687	298.111763853995	
1539.64905	13	10	77	0.002202805653	0.002147026859	5.825714301	5.030372961	89.14391274	13.01543464	10.01069177	76.97387359										0	0	0	-1539.64905	0.002147026859	298.358268233323	
1539.00905	13	10	77	0.004401470396	0.004290151817	5.83187091	5.041167988	89.1269611	13.0308773	10.02136137	76.94776133										0	0	0	-1539.00905	0.004290151817	298.900143617517	
1537.72905	13	10	77	0.008786478866	0.008564793877	5.844152779	5.062798342	89.09304888	13.06178746	10.04263371	76.89557884										0	0	0	-1537.72905	0.008564793877	300.162627714278	
