T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1783.235303	1	9	90	0	0	0.4372379789	3.36409685	96.19866517	1	9	90										-4.810900575E-05	-0.0004817994383	0.000529908444	-1783.235303	0	116.887379627183	
1783.215303	1	9	90	0.0001726714886	0.0001710341532	0.437287315	3.364562349	96.19815034	1.000096222	9.00096359	89.99894019										0	0	0	-1783.215303	0.0001710341532	116.984038750814	
1783.195303	1	9	90	0.0003452001507	0.0003419271045	0.4373366411	3.365027851	96.19763551	1.000192429	9.001927144	89.99788043										0	0	0	-1783.195303	0.0003419271045	117.039872674893	
1783.155303	1	9	90	0.0006901899481	0.0006836469307	0.4374352957	3.365958898	96.19660581	1.000384842	9.003854139	89.99576102										0	0	0	-1783.155303	0.0006836469307	117.072762943084	
1783.075303	1	9	90	0.00137985166	0.001366774956	0.4376325894	3.367821156	96.19454626	1.000769615	9.007707694	89.99152269										0	0	0	-1783.075303	0.001366774956	117.152837100811	
1782.915303	1	9	90	0.002757593255	0.002731477128	0.438027119	3.371546329	96.19042655	1.001538953	9.015413048	89.983048										0	0	0	-1782.915303	0.002731477128	117.330734898529	
1782.595303	1	9	90	0.005506770055	0.005454686601	0.438815947	3.378999313	96.18218474	1.003076803	9.030816747	89.96610645										0	0	0	-1782.595303	0.005454686601	117.686778620712	
1781.955303	1	9	90	0.01098006382	0.01087648954	0.4403926822	3.393915842	96.16569148	1.006149214	9.06159613	89.93225466										0	0	0	-1781.955303	0.01087648954	118.525621852655	
1780.675303	1	9	90	0.02179394425	0.02158945576	0.4435415194	3.423791888	96.13266659	1.012278801	9.123044561	89.86467664										0	0	0	-1780.675303	0.02158945576	120.265251541201	
1778.115303	1	9	90	0.04300617283	0.04260698165	0.4498238511	3.483715584	96.06646057	1.024485114	9.245498037	89.73001685										0	0	0	-1778.115303	0.04260698165	123.436788179703	
1775.555303	1	9	90	0.06366688322	0.06308234193	0.4560856071	3.543870992	96.0000434	1.036622112	9.367365286	89.5960126										0	0	0	-1775.555303	0.06308234193	126.667290611995	
1772.995303	1	9	90	0.08380195887	0.08304103689	0.4623273943	3.604261196	95.93341141	1.048692885	9.488651231	89.46265588										0	0	0	-1772.995303	0.08304103689	129.905295338016	
1770.435303	1	9	90	0.1034366376	0.1025079372	0.4685498662	3.664889268	95.86656087	1.060700617	9.609360649	89.32993873										0	0	0	-1770.435303	0.1025079372	133.145976892989	
1767.875303	1	9	90	0.1225946965	0.1215064755	0.4747537051	3.725758269	95.79948803	1.072648539	9.729498215	89.19785325										0	0	0	-1767.875303	0.1215064755	136.387096899107	
1765.315303	1	9	90	0.1412985577	0.1400587508	0.4809396226	3.786871256	95.73218912	1.084539932	9.849068506	89.06639156										0	0	0	-1765.315303	0.1400587508	139.626403867349	
1762.755303	1	9	90	0.1595693858	0.1581856239	0.4871083608	3.84823128	95.66466036	1.096378128	9.968075999	88.93554587										0	0	0	-1762.755303	0.1581856239	142.861628705545	
1760.195303	1	9	90	0.1774271777	0.1759068066	0.4932606927	3.909841382	95.59689793	1.108166512	10.08652507	88.80530842										0	0	0	-1760.195303	0.1759068066	146.090485933243	
1757.635303	1	9	90	0.1948908448	0.193240942	0.499397423	3.971704596	95.52889798	1.119908529	10.20442	88.67567148										0	0	0	-1757.635303	0.193240942	149.310679639037	
1755.075303	1	9	90	0.211978288	0.2102056787	0.5055193891	4.033823946	95.46065666	1.131607678	10.32176495	88.54662737										0	0	0	-1755.075303	0.2102056787	152.519903006698	
1752.515303	1	9	90	0.2287064673	0.2268177392	0.5116274615	4.096202443	95.3921701	1.143267521	10.43856401	88.41816847										0	0	0	-1752.515303	0.2268177392	155.715842339759	
1749.955303	1	9	90	0.2450914651	0.2430929823	0.5177225457	4.158843086	95.32343437	1.154891685	10.55482114	88.29028718										0	0	0	-1749.955303	0.2430929823	158.89618005741	
1747.395303	1	9	90	0.2611485451	0.259046461	0.5238055821	4.22174886	95.25444556	1.166483861	10.67054021	88.16297593										0	0	0	-1747.395303	0.259046461	162.058596425035	
1744.835303	1	9	90	0.2768922059	0.2746924757	0.529877548	4.284922733	95.18519972	1.178047811	10.78572497	88.03622722										0	0	0	-1744.835303	0.2746924757	165.200774441971	
1742.275303	1	9	90	0.2923362312	0.2900446231	0.5359394579	4.348367655	95.11569289	1.189587368	10.90037908	87.91003355										0	0	0	-1742.275303	0.2900446231	168.320403385483	
1739.715303	1	9	90	0.3074937356	0.3051158415	0.5419923656	4.412086557	95.04592108	1.201106443	11.01450607	87.78438748										0	0	0	-1739.715303	0.3051158415	171.415179628707	
1737.155303	1	9	90	0.3223772074	0.319918453	0.5480373647	4.476082348	94.97588029	1.212609026	11.12810938	87.65928159										0	0	0	-1737.155303	0.319918453	174.48281027153	
1734.595303	1	9	90	0.3369985476	0.3344642022	0.5540755905	4.54035791	94.9055665	1.224099188	11.24119233	87.53470849										0	0	0	-1734.595303	0.3344642022	177.521018943538	
1732.035303	1	9	90	0.3513691068	0.348764292	0.5601082211	4.604916102	94.83497568	1.235581088	11.3537581	87.41066081										0	0	0	-1732.035303	0.348764292	180.52754910758	
1729.475303	1	9	90	0.3654997189	0.3628294169	0.5661364792	4.669759753	94.76410377	1.247058978	11.46580978	87.28713124										0	0	0	-1729.475303	0.3628294169	183.500163735545	
1726.915303	1	9	90	0.3794007324	0.3766697944	0.5721616334	4.734891657	94.69294671	1.258537202	11.57735034	87.16411246										0	0	0	-1726.915303	0.3766697944	186.436653632844	
1724.355303	1	9	90	0.3930820397	0.390295193	0.5781850003	4.800314577	94.62150042	1.270020207	11.68838259	87.0415972										0	0	0	-1724.355303	0.390295193	189.334837874875	
1721.795303	1	9	90	0.4065531042	0.4037149598	0.5842079461	4.866031235	94.54976082	1.281512543	11.79890926	86.9195782										0	0	0	-1721.795303	0.4037149598	192.192568957146	
1719.235303	1	9	90	0.4198229855	0.4169380445	0.5902318885	4.932044314	94.4777238	1.29301887	11.9089329	86.79804823										0	0	0	-1719.235303	0.4169380445	195.007737532514	
1716.675303	1	9	90	0.4329003631	0.4299730232	0.596258299	4.998356448	94.40538525	1.304543963	12.01845597	86.67700007										0	0	0	-1716.675303	0.4299730232	197.778271624166	
1714.115303	1	9	90	0.445793558	0.4428281198	0.6022887046	5.064970226	94.33274107	1.31609272	12.12748075	86.55642653										0	0	0	-1714.115303	0.4428281198	200.502148131014	
1711.555303	1	9	90	0.4585105533	0.4555112257	0.6083246907	5.131888181	94.25978713	1.327670164	12.2360094	86.43632044										0	0	0	-1711.555303	0.4555112257	203.177389648279	
1708.995303	1	9	90	0.4710590132	0.4680299193	0.6143679029	5.19911279	94.18651931	1.339281451	12.34404393	86.31667462										0	0	0	-1708.995303	0.4680299193	205.80206930283	
1706.435303	1	9	90	0.4834463008	0.480391483	0.62042005	5.266646466	94.11293348	1.350931878	12.45158617	86.19748195										0	0	0	-1706.435303	0.480391483	208.374318974761	
1703.875303	1	9	90	0.4956794947	0.4926029197	0.6264829067	5.334491558	94.03902554	1.362626889	12.55863783	86.07873528										0	0	0	-1703.875303	0.4926029197	210.892329040319	
1701.315303	1	9	90	0.5077654047	0.5046709681	0.6325583162	5.402650337	93.96479135	1.374372082	12.66520042	85.9604275										0	0	0	-1701.315303	0.5046709681	213.354351281777	
1698.755303	1	9	90	0.5197105859	0.5166021172	0.6386481934	5.471125001	93.89022681	1.386173218	12.77127529	85.84255149										0	0	0	-1698.755303	0.5166021172	215.758706884866	
1696.195303	1	9	90	0.5315213527	0.5284026192	0.6447545284	5.53991766	93.81532781	1.398036228	12.87686362	85.72510016										0	0	0	-1696.195303	0.5284026192	218.103786380713	
1693.635303	1	9	90	0.5432037912	0.5400785026	0.6508793894	5.609030334	93.74009028	1.409967223	12.98196637	85.6080664										0	0	0	-1693.635303	0.5400785026	220.388054813213	
1691.075303	1	9	90	0.5547637713	0.5516355833	0.6570249266	5.678464945	93.66451013	1.421972502	13.08658435	85.49144315										0	0	0	-1691.075303	0.5516355833	222.610053239261	
