T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1867.868975	0	5	95	0	0	0	1.649503392	98.35049661	0	5	95								-0.0006256315975	0.0006256315975	-1867.868975	0	53.5328398471023	
1867.848975	0	5	95	0.0003752421593	0.0003734446171	0	1.64996708	98.35003292	0	5.001251243	94.99874876								0	0	-1867.848975	0.0003734446171	53.5780895072564	
1867.828975	0	5	95	0.0007501671758	0.0007465741056	0	1.650430768	98.34956923	0	5.002502419	94.99749758								0	0	-1867.828975	0.0007465741056	53.6094272682206	
1867.788975	0	5	95	0.001499649543	0.001492468663	0	1.651358175	98.34864182	0	5.005004609	94.99499539								0	0	-1867.788975	0.001492468663	53.6513178552448	
1867.708975	0	5	95	0.002996563957	0.002982223211	0	1.653213099	98.3467869	0	5.010008304	94.9899917								0	0	-1867.708975	0.002982223211	53.7490788191402	
1867.548975	0	5	95	0.005982217774	0.005953620144	0	1.656923386	98.34307661	0	5.020012953	94.97998705								0	0	-1867.548975	0.005953620144	53.9449827101776	
1867.228975	0	5	95	0.01192103698	0.01186417559	0	1.664345723	98.33565428	0	5.040011291	94.95998871								0	0	-1867.228975	0.01186417559	54.4095269380685	
1866.588975	0	5	95	0.02362546137	0.02351326985	0	1.679197325	98.32080268	0	5.079963825	94.92003617								0	0	-1866.588975	0.02351326985	55.3770527419872	
1865.308975	0	5	95	0.04649522354	0.04627639634	0	1.708928895	98.29107111	0	5.159694067	94.84030593								0	0	-1865.308975	0.04627639634	57.1689907828028	
1862.748975	0	5	95	0.09011386069	0.08969738284	0	1.768506895	98.23149311	0	5.318458883	94.68154112								0	0	-1862.748975	0.08969738284	60.8639491250889	
1860.188975	0	5	95	0.1311492923	0.1305543157	0	1.828241194	98.17175881	0	5.476304437	94.52369556								0	0	-1860.188975	0.1305543157	64.6121355322907	
1857.628975	0	5	95	0.1698326501	0.1690766663	0	1.888135623	98.11186438	0	5.633240805	94.3667592								0	0	-1857.628975	0.1690766663	68.4480499010979	
1855.068975	0	5	95	0.2063768142	0.2054758128	0	1.948194047	98.05180595	0	5.789278011	94.21072199								0	0	-1855.068975	0.2054758128	72.3610149786552	
1852.508975	0	5	95	0.2409700859	0.2399387301	0	2.00842031	97.99157969	0	5.944425939	94.05557406								0	0	-1852.508975	0.2399387301	76.3468919296425	
1849.948975	0	5	95	0.273779623	0.2726314007	0	2.068818262	97.93118174	0	6.098694387	93.90130561								0	0	-1849.948975	0.2726314007	80.4014418866818	
1847.388975	0	5	95	0.3049543324	0.3037016866	0	2.129391757	97.87060824	0	6.252093065	93.74790693								0	0	-1847.388975	0.3037016866	84.5203119401902	
1844.828975	0	5	95	0.3346273014	0.3332817434	0	2.190144657	97.80985534	0	6.4046316	93.5953684								0	0	-1844.828975	0.3332817434	88.6990410282107	
1842.268975	0	5	95	0.3629178503	0.3614900577	0	2.25108083	97.74891917	0	6.556319533	93.44368047								0	0	-1842.268975	0.3614900577	92.9330655232844	
1839.708975	0	5	95	0.3899332732	0.3884331766	0	2.312204151	97.68779585	0	6.707166322	93.29283368								0	0	-1839.708975	0.3884331766	97.2177260670162	
1837.148975	0	5	95	0.4157703223	0.4142071802	0	2.373518504	97.6264815	0	6.857181344	93.14281866								0	0	-1837.148975	0.4142071802	101.548275322608	
1834.588975	0	5	95	0.4405164767	0.4388989421	0	2.435027783	97.56497222	0	7.006373893	92.99362611								0	0	-1834.588975	0.4388989421	105.919883223447	
1832.028975	0	5	95	0.4642510335	0.4625872127	0	2.496735889	97.50326411	0	7.154753182	92.84524682								0	0	-1832.028975	0.4625872127	110.327647094728	
1829.468975	0	5	95	0.4870460477	0.4853435518	0	2.558646737	97.44135326	0	7.302328346	92.69767165								0	0	-1829.468975	0.4853435518	114.766598427559	
1826.908975	0	5	95	0.5089671458	0.5072331375	0	2.620764249	97.37923575	0	7.449108441	92.55089156								0	0	-1826.908975	0.5072331375	119.231711270788	
1824.348975	0	5	95	0.5300742329	0.528315467	0	2.683092361	97.31690764	0	7.595102444	92.40489756								0	0	-1824.348975	0.528315467	123.717912739033	
1821.788975	0	5	95	0.5504221077	0.5486449679	0	2.745635022	97.25436498	0	7.740319256	92.25968074								0	0	-1821.788975	0.5486449679	128.220089049483	
