T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1770.05385	7	5	88	0	0	2.960539227	1.817708811	95.22175196	7	5	88										-0.0003251780611	-0.0002561761813	0.0005813542424	-1770.05385	0	124.128338645862	
1770.03385	7	5	88	0.0001634502805	0.0001610570381	2.960850186	1.817939245	95.22121057	7.00065037	5.000512337	87.99883729										0	0	0	-1770.03385	0.0001610570381	124.230879130934	
1770.01385	7	5	88	0.0003267653986	0.0003219812489	2.961161102	1.818169688	95.22066921	7.001300669	5.00102468	87.99767465										0	0	0	-1770.01385	0.0003219812489	124.290106542574	
1769.97385	7	5	88	0.0006533315003	0.0006437675429	2.961782931	1.818630574	95.21958649	7.002601238	5.002049284	87.99534948										0	0	0	-1769.97385	0.0006437675429	124.324728430956	
1769.89385	7	5	88	0.001306165991	0.001287051048	2.963026494	1.8195524	95.21742111	7.005202049	5.004098284	87.99069967										0	0	0	-1769.89385	0.001287051048	124.408765970284	
1769.73385	7	5	88	0.002610346287	0.002572168233	2.965513245	1.821396256	95.2130905	7.010402388	5.008195429	87.98140218										0	0	0	-1769.73385	0.002572168233	124.595986780918	
1769.41385	7	5	88	0.005212769162	0.005136619934	2.970485248	1.825084783	95.20442997	7.020797946	5.016386299	87.96281576										0	0	0	-1769.41385	0.005136619934	124.970928515322	
1768.77385	7	5	88	0.01039399881	0.01024252429	2.980423272	1.8324651	95.18711163	7.041568644	5.032754349	87.92567701										0	0	0	-1768.77385	0.01024252429	125.845231998888	
1767.49385	7	5	88	0.02063373728	0.0203344721	3.000272228	1.847240714	95.15248706	7.083020993	5.065440783	87.85153822										0	0	0	-1767.49385	0.0203344721	127.658461189727	
1764.93385	7	5	88	0.04072191548	0.04013696772	3.039871945	1.876845955	95.0832821	7.165597405	5.130598586	87.70380401										0	0	0	-1764.93385	0.04013696772	130.99903180429	
1762.37385	7	5	88	0.06028954794	0.05943190627	3.079339807	1.906524243	95.01413595	7.247739071	5.195471084	87.55678985										0	0	0	-1762.37385	0.05943190627	134.415273871567	
1759.81385	7	5	88	0.07935817859	0.0782403004	3.118677057	1.93627534	94.9450476	7.329455594	5.260056199	87.41048821										0	0	0	-1759.81385	0.0782403004	137.860013451232	
1757.25385	7	5	88	0.097948886	0.09658271685	3.157885082	1.966098944	94.87601597	7.410756789	5.324351646	87.26489157										0	0	0	-1757.25385	0.09658271685	141.329886651998	
1754.69385	7	5	88	0.1160815997	0.1144786017	3.196965325	1.995994712	94.80703996	7.491652549	5.388355038	87.11999241										0	0	0	-1754.69385	0.1144786017	144.823931574252	
1752.13385	7	5	88	0.1337751769	0.1319463548	3.235919292	2.025962269	94.73811844	7.572152858	5.452063894	86.97578325										0	0	0	-1752.13385	0.1319463548	148.341181018899	
1749.57385	7	5	88	0.1510474735	0.1490033998	3.274748544	2.056001197	94.66925026	7.652267785	5.515475633	86.83225658										0	0	0	-1749.57385	0.1490033998	151.880659387781	
1747.01385	7	5	88	0.1679154104	0.1656662481	3.313454706	2.086111042	94.60043425	7.732007495	5.578587578	86.68940493										0	0	0	-1747.01385	0.1656662481	155.441382144426	
1744.45385	7	5	88	0.1843950341	0.1819505585	3.35203946	2.11629131	94.53166923	7.811382246	5.641396951	86.5472208										0	0	0	-1744.45385	0.1819505585	159.022358319712	
1741.89385	7	5	88	0.2005015725	0.1978711912	3.390504546	2.146541463	94.46295399	7.89040239	5.703900876	86.40569673										0	0	0	-1741.89385	0.1978711912	162.622591452601	
1739.33385	7	5	88	0.2162494868	0.2134422586	3.428851769	2.176860926	94.39428731	7.969078379	5.76609638	86.26482524										0	0	0	-1739.33385	0.2134422586	166.241074985363	
1736.77385	7	5	88	0.2316525193	0.2286771724	3.467082987	2.207249076	94.32566794	8.047420767	5.827980385	86.12459885										0	0	0	-1736.77385	0.2286771724	169.87679988685	
1734.21385	7	5	88	0.2467237379	0.2435886858	3.505200124	2.237705247	94.25709463	8.125440207	5.889549715	85.98501008										0	0	0	-1734.21385	0.2435886858	173.528752614351	
1731.65385	7	5	88	0.2614755764	0.2581889344	3.543205159	2.268228728	94.18856611	8.203147462	5.950801091	85.84605145										0	0	0	-1731.65385	0.2581889344	177.195912547248	
1729.09385	7	5	88	0.2759198736	0.272489473	3.581100134	2.298818762	94.1200811	8.280553398	6.011731132	85.70771547										0	0	0	-1729.09385	0.272489473	180.877258311623	
1726.53385	7	5	88	0.2900679077	0.2865013099	3.618887152	2.329474541	94.05163831	8.357668994	6.072336351	85.56999466										0	0	0	-1726.53385	0.2865013099	184.571765054486	
1723.97385	7	5	88	0.3039304295	0.3002349392	3.656568373	2.36019521	93.98323642	8.434505342	6.132613158	85.4328815										0	0	0	-1723.97385	0.3002349392	188.278406849449	
