T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1838.507018	9	0	91	0	0	3.533926129	0	96.46607387	9	0	91							-0.0008236317404		0.0008236317404	-1838.507018	0	66.3418478815045	
1838.487018	9	0	91	0.0003055445177	0.0003013914779	3.534615202	0	96.4653848	9.001647351	0	90.99835265							0		0	-1838.487018	0.0003013914779	66.3759060466122	
1838.467018	9	0	91	0.0006109312906	0.000602628388	3.535304254	0	96.46469575	9.00329465	0	90.99670535							0		0	-1838.467018	0.000602628388	66.4069193305648	
1838.427018	9	0	91	0.001221315925	0.001204721678	3.536682363	0	96.46331764	9.006589144	0	90.99341086							0		0	-1838.427018	0.001204721678	66.454373194656	
1838.347018	9	0	91	0.002441000034	0.002407850228	3.53943849	0	96.46056151	9.01317766	0	90.98682234							0		0	-1838.347018	0.002407850228	66.5373673803805	
1838.187018	9	0	91	0.004875485228	0.004809340101	3.544950614	0	96.45504939	9.026352809	0	90.97364719							0		0	-1838.187018	0.004809340101	66.7136617243699	
1837.867018	9	0	91	0.009725011594	0.00959333719	3.555974164	0	96.44402584	9.052695576	0	90.94730442							0		0	-1837.867018	0.00959333719	67.1303928473751	
1837.227018	9	0	91	0.01932040139	0.01905985083	3.578018136	0	96.42198186	9.105350658	0	90.89464934							0		0	-1837.227018	0.01905985083	67.997796214979	
1835.947018	9	0	91	0.03818431526	0.03767349997	3.622094158	0	96.37790584	9.210540169	0	90.78945983							0		0	-1835.947018	0.03767349997	69.6001812067434	
