T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1623.016846	5	13	82	0	0	2.304422692	6.080861435	91.61471587	5	13	82										-0.0001182452781	-0.0003035133591	0.0004217586371	-1623.016846	0	227.71050216735	
1622.996846	5	13	82	8.928007034E-05	8.778412178E-05	2.304533351	6.081344674	91.61412198	5.000236492	13.00060702	81.99915649										0	0	0	-1622.996846	8.778412178E-05	227.952768010479	
1622.976846	5	13	82	0.0001784651813	0.0001754750465	2.304644006	6.081827928	91.61352807	5.000472988	13.00121402	81.99831299										0	0	0	-1622.976846	0.0001754750465	228.043196773421	
1622.936846	5	13	82	0.0003569066655	0.0003509274783	2.304865306	6.082794496	91.6123402	5.000945994	13.00242794	81.99662606										0	0	0	-1622.936846	0.0003509274783	228.015427937744	
1622.856846	5	13	82	0.0007136307735	0.0007016781974	2.30530787	6.084727853	91.60996428	5.001892058	13.00485551	81.99325243										0	0	0	-1622.856846	0.0007016781974	228.102226395133	
1622.696846	5	13	82	0.001426882897	0.001402995048	2.30619285	6.088595455	91.6052117	5.003784403	13.00970952	81.98650608										0	0	0	-1622.696846	0.001402995048	228.200925570808	
1622.376846	5	13	82	0.002852254356	0.002804547803	2.307962213	6.096334207	91.59570358	5.007569962	13.01941304	81.973017										0	0	0	-1622.376846	0.002804547803	228.435291886974	
1621.736846	5	13	82	0.005698488683	0.005603351601	2.311498574	6.111825918	91.57667551	5.015144614	13.03880204	81.94605334										0	0	0	-1621.736846	0.005603351601	228.902218000601	
1620.456846	5	13	82	0.01137310226	0.01118392779	2.318561916	6.14286624	91.53857184	5.030308542	13.07750778	81.89218367										0	0	0	-1620.456846	0.01118392779	230.026155023957	
1617.896846	5	13	82	0.02262373695	0.02225021341	2.332652324	6.205174174	91.4621735	5.060699978	13.15462766	81.78467236										0	0	0	-1617.896846	0.02225021341	232.313276792615	
1615.336846	5	13	82	0.0337774055	0.03322391098	2.346695337	6.267787041	91.38551762	5.091182944	13.23135788	81.67745917										0	0	0	-1615.336846	0.03322391098	234.322531518013	
1612.776846	5	13	82	0.04483033895	0.04410128742	2.360692944	6.330705665	91.30860139	5.12176726	13.30769502	81.57053772										0	0	0	-1612.776846	0.04410128742	236.369317371759	
1610.216846	5	13	82	0.05578600215	0.05488572628	2.374647078	6.393930972	91.23142195	5.152462755	13.38363582	81.46390143										0	0	0	-1610.216846	0.05488572628	238.378029585668	
1607.656846	5	13	82	0.06664777068	0.06558052508	2.388559751	6.45746376	91.15397649	5.183279509	13.45917679	81.3575437										0	0	0	-1607.656846	0.06558052508	240.347709663544	
1605.096846	5	13	82	0.0774189337	0.07618889804	2.402433055	6.521304694	91.07626225	5.214227865	13.53431423	81.2514579										0	0	0	-1605.096846	0.07618889804	242.277436938138	
1602.536846	5	13	82	0.08810269703	0.08671397906	2.416269167	6.585454294	90.99827654	5.245318432	13.60904417	81.14563739										0	0	0	-1602.536846	0.08671397906	244.166326609292	
1599.976846	5	13	82	0.09870218601	0.09715882451	2.430070346	6.64991293	90.92001672	5.276562104	13.68336242	81.04007548										0	0	0	-1599.976846	0.09715882451	246.013532986589	
1597.416846	5	13	82	0.1092204482	0.1075264158	2.443838943	6.714680814	90.84148024	5.307970061	13.7572645	80.93476543										0	0	0	-1597.416846	0.1075264158	247.818248820843	
1594.856846	5	13	82	0.1196604559	0.1178196621	2.457577399	6.779757987	90.76266461	5.33955379	13.8307457	80.82970051										0	0	0	-1594.856846	0.1178196621	249.579715010008	
1592.296846	5	13	82	0.1300251088	0.128041402	2.471288251	6.845144316	90.68356743	5.371325085	13.90380099	80.72487392										0	0	0	-1592.296846	0.128041402	251.297214617704	
1589.736846	5	13	82	0.1403172355	0.1381944066	2.484974134	6.910839476	90.60418639	5.403296069	13.9764251	80.62027883										0	0	0	-1589.736846	0.1381944066	252.970080348594	
1587.176846	5	13	82	0.1505395965	0.1482813805	2.498637785	6.976842949	90.52451927	5.435479198	14.04861241	80.51590839										0	0	0	-1587.176846	0.1482813805	254.597697711751	
1584.616846	5	13	82	0.1606948854	0.1583049645	2.512282045	7.043154006	90.44456395	5.467887279	14.12035704	80.41175568										0	0	0	-1584.616846	0.1583049645	256.179501842697	
1582.056846	5	13	82	0.1707857309	0.1682677368	2.525909866	7.109771699	90.36431843	5.500533479	14.19165275	80.30781377										0	0	0	-1582.056846	0.1682677368	257.714990077418	
1579.496846	5	13	82	0.1808146987	0.1781722146	2.53952431	7.17669485	90.28378084	5.53343134	14.26249299	80.20407567										0	0	0	-1579.496846	0.1781722146	259.203716040822	
1576.936846	5	13	82	0.1907842923	0.1880208557	2.553128556	7.243922037	90.20294941	5.566594794	14.33287086	80.10053435										0	0	0	-1576.936846	0.1880208557	260.645292422591	
1574.376846	5	13	82	0.2006969552	0.1978160598	2.566725903	7.311451583	90.12182251	5.600038174	14.40277909	79.99718274										0	0	0	-1574.376846	0.1978160598	262.039399147148	
1571.816846	5	13	82	0.2105550714	0.2075601694	2.580319774	7.379281545	90.04039868	5.633776231	14.47221006	79.89401371										0	0	0	-1571.816846	0.2075601694	263.3857836861	
1569.256846	5	13	82	0.2203609667	0.217255471	2.593913722	7.447409695	89.95867658	5.667824149	14.54115574	79.79102011										0	0	0	-1569.256846	0.217255471	264.684261425236	
1566.696846	5	13	82	0.2301169098	0.2269041959	2.607511427	7.51583351	89.87665506	5.702197559	14.60960773	79.68819471										0	0	0	-1566.696846	0.2269041959	265.934719872561	
1564.136846	5	13	82	0.2398251127	0.236508521	2.621116712	7.584550158	89.79433313	5.736912558	14.67755719	79.58553025										0	0	0	-1564.136846	0.236508521	267.137120246808	
1561.576846	5	13	82	0.2494877319	0.2460705694	2.634733537	7.65355648	89.71170998	5.771985723	14.74499486	79.48301942										0	0	0	-1561.576846	0.2460705694	268.291501763366	
1559.016846	5	13	82	0.2591068683	0.2555924108	2.648366007	7.722848977	89.62878502	5.807434128	14.81191103	79.38065484										0	0	0	-1559.016846	0.2555924108	269.397983111043	
1556.456846	5	13	82	0.268684568	0.2650760619	2.662018379	7.792423791	89.54555783	5.843275366	14.87829554	79.27842909										0	0	0	-1556.456846	0.2650760619	270.456765307901	
1553.896846	5	13	82	0.2782228225	0.2745234865	2.675695062	7.862276691	89.46202825	5.87952756	14.94413774	79.1763347										0	0	0	-1553.896846	0.2745234865	271.468131536099	
1551.336846	5	13	82	0.2877235685	0.2839365958	2.689400628	7.932403055	89.37819632	5.916209388	15.00942649	79.07436412										0	0	0	-1551.336846	0.2839365958	272.432454202177	
1548.776846	5	13	82	0.2971886883	0.2933172479	2.703139807	8.002797851	89.29406234	5.9533401	15.07415013	78.97250977										0	0	0	-1548.776846	0.2933172479	273.35019014075	
1546.216846	5	13	82	0.3066200093	0.3026672483	2.716917504	8.073455619	89.20962688	5.990939535	15.13829648	78.87076399										0	0	0	-1546.216846	0.3026672483	274.221892076833	
1543.656846	5	13	82	0.3160193038	0.3119883485	2.730738792	8.144370453	89.12489076	6.029028146	15.20185279	78.76911907										0	0	0	-1543.656846	0.3119883485	275.048203408009	
1541.096846	5	13	82	0.3253882886	0.3212822467	2.744608924	8.21553598	89.0398551	6.067627018	15.26480575	78.66756723										0	0	0	-1541.096846	0.3212822467	275.829862343983	
1538.536846	5	13	82	0.3347286241	0.330550586	2.758533338	8.286945341	88.95452132	6.106757888	15.32714147	78.56610064										0	0	0	-1538.536846	0.330550586	276.567708168697	
1535.976846	5	13	82	0.3440419141	0.3397949545	2.772517658	8.35859117	88.86889117	6.146443169	15.38884544	78.46471139										0	0	0	-1535.976846	0.3397949545	277.262670189974	
1533.416846	5	13	82	0.3533297044	0.3490168841	2.786567701	8.430465572	88.78296673	6.18670597	15.44990251	78.36339152										0	0	0	-1533.416846	0.3490168841	277.915788996517	
1530.856846	5	13	82	0.362593482	0.358217849	2.80068948	8.502560105	88.69675041	6.22757012	15.51029689	78.26213299										0	0	0	-1530.856846	0.358217849	278.528204847996	
1528.296846	5	13	82	0.3718346738	0.3673992651	2.814889214	8.574865753	88.61024503	6.269060189	15.57001213	78.16092768										0	0	0	-1528.296846	0.3673992651	279.10115797743	
1525.736846	5	13	82	0.3810546453	0.3765624883	2.829173324	8.647372907	88.52345377	6.311201514	15.62903104	78.05976744										0	0	0	-1525.736846	0.3765624883	279.635999232308	
1523.176846	5	13	82	0.3902546993	0.385708813	2.843548446	8.72007134	88.43638021	6.354020218	15.68733577	77.95864401										0	0	0	-1523.176846	0.385708813	280.134187171652	
1520.616846	5	13	82	0.399436074	0.3948394704	2.85802143	8.792950189	88.34902838	6.397543237	15.74490769	77.85754908										0	0	0	-1520.616846	0.3948394704	280.597291105362	
1518.056846	5	13	82	0.4085999411	0.4039556266	2.872599346	8.865997923	88.26140273	6.441798342	15.80172742	77.75647424										0	0	0	-1518.056846	0.4039556266	281.026989467077	
1515.496846	5	13	82	0.4177474044	0.4130583808	2.887289487	8.939202329	88.17350818	6.486814165	15.8577748	77.65541103										0	0	0	-1515.496846	0.4130583808	281.42506967906	
1512.936846	5	13	82	0.4268794971	0.4221487632	2.902099374	9.012550481	88.08535014	6.532620218	15.91302887	77.55435091										0	0	0	-1512.936846	0.4221487632	281.793438834645	
1510.376846	5	13	82	0.4359971799	0.4312277323	2.91703676	9.086028721	87.99693452	6.579246922	15.96746783	77.45328525										0	0	0	-1510.376846	0.4312277323	282.134118937248	
1507.816846	5	13	82	0.4451013386	0.4402961729	2.932109628	9.159622634	87.90826774	6.62672563	16.02106903	77.35220534										0	0	0	-1507.816846	0.4402961729	282.449246887881	
1505.256846	5	13	82	0.4541927815	0.4493548932	2.947326201	9.233317024	87.81935677	6.675088644	16.07380895	77.2511024										0	0	0	-1505.256846	0.4493548932	282.74107598769	
1502.696846	5	13	82	0.4632722367	0.4584046225	2.962694938	9.307095893	87.73020917	6.724369246	16.1256632	77.14996756										0	0	0	-1502.696846	0.4584046225	283.011979259031	
1500.136846	5	13	82	0.4723403496	0.4674460079	2.978224541	9.380942416	87.64083304	6.774601716	16.17660644	77.04879184										0	0	0	-1500.136846	0.4674460079	283.264452866848	
1497.576846	5	13	82	0.4813976794	0.4764796116	2.993923949	9.454838921	87.55123713	6.825821355	16.22661242	76.94756623										0	0	0	-1497.576846	0.4764796116	283.501116753004	
1495.016846	5	13	82	0.4904446968	0.4855059074	3.009802345	9.528766867	87.46143079	6.878064503	16.27565393	76.84628156										0	0	0	-1495.016846	0.4855059074	283.724690279993	
1492.456846	5	13	82	0.4994817814	0.4945252794	3.025869133	9.602706854	87.37142401	6.931368592	16.3237028	76.74492861										0	0	0	-1492.456846	0.4945252794	283.938070664359	
1489.896846	5	13	82	0.5085092143	0.5035380134	3.042134016	9.676638491	87.28122749	6.985772049	16.37072986	76.64349809										0	0	0	-1489.896846	0.5035380134	284.14425414094	
1487.336846	5	13	82	0.5175271813	0.5125443005	3.058606876	9.750540542	87.19085258	7.041314478	16.41670497	76.54198055										0	0	0	-1487.336846	0.5125443005	284.346317952215	
1484.776846	5	13	82	0.5265357655	0.5215442296	3.07529785	9.824390805	87.10031135	7.098036572	16.46159694	76.44036649										0	0	0	-1484.776846	0.5215442296	284.547525206488	
1482.216846	5	13	82	0.5355349444	0.5305377843	3.092217305	9.898166119	87.00961658	7.155980147	16.50537357	76.33864628										0	0	0	-1482.216846	0.5305377843	284.751257572845	
1479.656846	5	13	82	0.5445245869	0.5395248397	3.109375835	9.97184236	86.9187818	7.215188157	16.54800165	76.2368102										0	0	0	-1479.656846	0.5395248397	284.961019416468	
1477.096846	5	13	82	0.5535044496	0.5485051591	3.126784252	10.04539442	86.82782132	7.275704704	16.58944689	76.1348484										0	0	0	-1477.096846	0.5485051591	285.180455556051	
1474.536846	5	13	82	0.5624741735	0.5574783898	3.14445358	10.11879622	86.7367502	7.337575043	16.62967401	76.03275095										0	0	0	-1474.536846	0.5574783898	285.413346206395	
1471.976846	5	13	82	0.5714332805	0.5664440603	3.162395046	10.19202068	86.64558427	7.400845585	16.66864664	75.93050777										0	0	0	-1471.976846	0.5664440603	285.66360465053	
1469.416846	5	13	82	0.5803811705	0.5754015765	3.180620067	10.26503974	86.5543402	7.465563899	16.70632741	75.82810869										0	0	0	-1469.416846	0.5754015765	285.935288737192	
1466.856846	5	13	82	0.5893171175	0.5843502185	3.19914024	10.33782433	86.46303543	7.531778711	16.7426779	75.72554339										0	0	0	-1466.856846	0.5843502185	286.232599451644	
1464.296846	5	13	82	0.5982402673	0.5932891373	3.217967329	10.41034444	86.37168823	7.599539892	16.77765868	75.62280143										0	0	0	-1464.296846	0.5932891373	286.559880831312	
1461.736846	5	13	82	0.6071496342	0.6022173521	3.237113244	10.48256906	86.28031769	7.66889845	16.81122932	75.51987223										0	0	0	-1461.736846	0.6022173521	286.921626267221	
1459.176846	5	13	82	0.6160440986	0.6111337472	3.256590028	10.55446624	86.18894373	7.739906517	16.84334841	75.41674507										0	0	0	-1459.176846	0.6111337472	287.322479973899	
1456.616846	5	13	82	0.6249224045	0.6200370699	3.276409836	10.6260031	86.09758706	7.812617324	16.87397359	75.31340908										0	0	0	-1456.616846	0.6200370699	287.767241932646	
1454.056846	5	13	82	0.6337831575	0.6289259279	3.296584911	10.69714584	86.00626925	7.88708518	16.90306158	75.20985324										0	0	0	-1454.056846	0.6289259279	288.260872977798	
1451.496846	5	13	82	0.6426248235	0.6377987878	3.317127562	10.7678598	85.91501264	7.963365438	16.93056821	75.10606635										0	0	0	-1451.496846	0.6377987878	288.808495500505	
1448.936846	5	13	82	0.6514457268	0.6466539735	3.338050139	10.83810946	85.8238404	8.041514462	16.95644847	75.00203706										0	0	0	-1448.936846	0.6466539735	289.41533685354	
1446.376846	5	13	82	0.6602440536	0.6554896693	3.359365036	10.90785858	85.73277639	8.121589567	16.9806566	74.89775384										0	0	0	-1446.376846	0.6554896693	290.086982577356	
