T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1719.544114	0	13	87	0	0	0	5.468746943	94.53125306	0	13	87								-0.0004711659251	0.0004711659251	-1719.544114	0	159.695400625226	
1719.524114	0	13	87	0.0001265519034	0.0001251816562	0	5.469332608	94.53066739	0	13.00094233	86.99905767								0	0	-1719.524114	0.0001251816562	159.840234340783	
1719.504114	0	13	87	0.000252989027	0.000250249986	0	5.469918292	94.53008171	0	13.00188462	86.99811538								0	0	-1719.504114	0.000250249986	159.899953549895	
1719.464114	0	13	87	0.000505922585	0.0005004459467	0	5.471089739	94.52891026	0	13.00376913	86.99623087								0	0	-1719.464114	0.0005004459467	159.904506473821	
1719.384114	0	13	87	0.001011504315	0.001000558099	0	5.473432933	94.52656707	0	13.00753782	86.99246218								0	0	-1719.384114	0.001000558099	159.992332990946	
1719.224114	0	13	87	0.002022122988	0.002000253626	0	5.478120524	94.52187948	0	13.01507387	86.98492613								0	0	-1719.224114	0.002000253626	160.117688946875	
1718.904114	0	13	87	0.004040712434	0.003997065866	0	5.487500521	94.51249948	0	13.03014066	86.96985934								0	0	-1718.904114	0.003997065866	160.393150592942	
1718.264114	0	13	87	0.008067363552	0.007980438055	0	5.506279821	94.49372018	0	13.06025303	86.93974697								0	0	-1718.264114	0.007980438055	161.054600093187	
1716.984114	0	13	87	0.01606255326	0.01589033913	0	5.543915857	94.45608414	0	13.12039319	86.87960681								0	0	-1716.984114	0.01589033913	162.42484544288	
1714.424114	0	13	87	0.03187501949	0.03153670005	0	5.619500543	94.38049946	0	13.24033893	86.75966107								0	0	-1714.424114	0.03153670005	164.861905025626	
1711.864114	0	13	87	0.04744861264	0.04695012796	0	5.695506968	94.30449303	0	13.35984438	86.64015562								0	0	-1711.864114	0.04695012796	167.318146030587	
1709.304114	0	13	87	0.06279320318	0.06214034284	0	5.771941115	94.22805889	0	13.4789168	86.5210832								0	0	-1709.304114	0.06214034284	169.739550830964	
1706.744114	0	13	87	0.07791860313	0.07711701086	0	5.848809055	94.15119095	0	13.59756339	86.40243661								0	0	-1706.744114	0.07711701086	172.122291574137	
1704.184114	0	13	87	0.09283425799	0.0918894394	0	5.92611693	94.07388307	0	13.71579137	86.28420863								0	0	-1704.184114	0.0918894394	174.464239763384	
1701.624114	0	13	87	0.1075492675	0.1064665974	0	6.003870955	93.99612904	0	13.83360794	86.16639206								0	0	-1701.624114	0.1064665974	176.763282632969	
1699.064114	0	13	87	0.1220724057	0.1208571353	0	6.082077418	93.91792258	0	13.95102033	86.04897967								0	0	-1699.064114	0.1208571353	179.01732535741	
1696.504114	0	13	87	0.13641214	0.1350694032	0	6.160742683	93.83925732	0	14.06803573	85.93196427								0	0	-1696.504114	0.1350694032	181.224291257765	
1693.944114	0	13	87	0.1505766485	0.149111469	0	6.239873188	93.76012681	0	14.18466136	85.81533864								0	0	-1693.944114	0.149111469	183.382127726261	
1691.384114	0	13	87	0.1645738373	0.1629911341	0	6.319475452	93.68052455	0	14.30090443	85.69909557								0	0	-1691.384114	0.1629911341	185.488809936105	
1688.824114	0	13	87	0.178411356	0.1767159495	0	6.399556072	93.60044393	0	14.41677219	85.58322781								0	0	-1688.824114	0.1767159495	187.54233923294	
1686.264114	0	13	87	0.1920966127	0.1902932305	0	6.480121724	93.51987828	0	14.53227184	85.46772816								0	0	-1686.264114	0.1902932305	189.54075339534	
1683.704114	0	13	87	0.2056367879	0.2037300701	0	6.561179169	93.43882083	0	14.64741065	85.35258935								0	0	-1683.704114	0.2037300701	191.48212704314	
1681.144114	0	13	87	0.2190388482	0.2170333526	0	6.642735248	93.35726475	0	14.76219586	85.23780414								0	0	-1681.144114	0.2170333526	193.364572924343	
1678.584114	0	13	87	0.2323095588	0.2302097659	0	6.724796891	93.27520311	0	14.87663475	85.12336525								0	0	-1678.584114	0.2302097659	195.186250079995	
1676.024114	0	13	87	0.2454554952	0.2432658131	0	6.807371111	93.19262889	0	14.99073461	85.00926539								0	0	-1676.024114	0.2432658131	196.945362661975	
1673.464114	0	13	87	0.2584830551	0.2562078242	0	6.89046501	93.10953499	0	15.10450274	84.89549726								0	0	-1673.464114	0.2562078242	198.640166176297	
1670.904114	0	13	87	0.2713984687	0.2690419662	0	6.974085779	93.02591422	0	15.21794646	84.78205354								0	0	-1670.904114	0.2690419662	200.268971776081	
1668.344114	0	13	87	0.2842078094	0.2817742536	0	7.058240702	92.9417593	0	15.33107313	84.66892687								0	0	-1668.344114	0.2817742536	201.830143672809	
1665.784114	0	13	87	0.2969170034	0.2944105583	0	7.142937154	92.85706285	0	15.44389011	84.55610989								0	0	-1665.784114	0.2944105583	203.322110984517	
1663.224114	0	13	87	0.3095318392	0.3069566181	0	7.228182604	92.7718174	0	15.55640482	84.44359518								0	0	-1663.224114	0.3069566181	204.743365701157	
1660.664114	0	13	87	0.3220579764	0.3194180464	0	7.313984617	92.68601538	0	15.66862468	84.33137532								0	0	-1660.664114	0.3194180464	206.092466295928	
1658.104114	0	13	87	0.3345009544	0.3318003399	0	7.400350857	92.59964914	0	15.78055715	84.21944285								0	0	-1658.104114	0.3318003399	207.368040162113	
1655.544114	0	13	87	0.3468662004	0.3441088876	0	7.487289085	92.51271091	0	15.89220972	84.10779028								0	0	-1655.544114	0.3441088876	208.568789709387	
1652.984114	0	13	87	0.3591590378	0.3563489775	0	7.574807167	92.42519283	0	16.00358994	83.99641006								0	0	-1652.984114	0.3563489775	209.693493008299	
1650.424114	0	13	87	0.3713846931	0.3685258052	0	7.662913066	92.33708693	0	16.11470536	83.88529464								0	0	-1650.424114	0.3685258052	210.741004558759	
1647.864114	0	13	87	0.3835483036	0.3806444803	0	7.751614856	92.24838514	0	16.22556361	83.77443639								0	0	-1647.864114	0.3806444803	211.71026159192	
1645.304114	0	13	87	0.3956549244	0.392710034	0	7.840920713	92.15907929	0	16.33617232	83.66382768								0	0	-1645.304114	0.392710034	212.600286098275	
1642.744114	0	13	87	0.4077095352	0.4047274251	0	7.930838923	92.06916108	0	16.44653922	83.55346078								0	0	-1642.744114	0.4047274251	213.410182953691	
1640.184114	0	13	87	0.4197170468	0.4167015476	0	8.021377884	91.97862212	0	16.55667204	83.44332796								0	0	-1640.184114	0.4167015476	214.139145746575	
1637.624114	0	13	87	0.4316823076	0.4286372359	0	8.112546103	91.8874539	0	16.66657859	83.33342141								0	0	-1637.624114	0.4286372359	214.786459629192	
1635.064114	0	13	87	0.4436101095	0.4405392719	0	8.204352206	91.79564779	0	16.77626672	83.22373328								0	0	-1635.064114	0.4405392719	215.35149850239	
1632.504114	0	13	87	0.4555051947	0.4524123904	0	8.296804931	91.70319507	0	16.88574435	83.11425565								0	0	-1632.504114	0.4524123904	215.833730873539	
1629.944114	0	13	87	0.4673722605	0.4642612854	0	8.389913138	91.61008686	0	16.99501945	83.00498055								0	0	-1629.944114	0.4642612854	216.2327170333	
1627.384114	0	13	87	0.4792159662	0.4760906157	0	8.483685808	91.51631419	0	17.10410006	82.89589994								0	0	-1627.384114	0.4760906157	216.548116164165	
1624.824114	0	13	87	0.4910409378	0.4879050103	0	8.578132042	91.42186796	0	17.21299428	82.78700572								0	0	-1624.824114	0.4879050103	216.779680771775	
1622.264114	0	13	87	0.5028517742	0.4997090745	0	8.67326107	91.32673893	0	17.32171028	82.67828972								0	0	-1622.264114	0.4997090745	216.927261233868	
1619.704114	0	13	87	0.5146530524	0.5115073947	0	8.76908225	91.23091775	0	17.43025631	82.56974369								0	0	-1619.704114	0.5115073947	216.99080573086	
1617.144114	0	13	87	0.5264493329	0.5233045444	0	8.865605068	91.13439493	0	17.53864069	82.46135931								0	0	-1617.144114	0.5233045444	216.970357505296	
1614.584114	0	13	87	0.5382451648	0.5351050892	0	8.962839144	91.03716086	0	17.64687182	82.35312818								0	0	-1614.584114	0.5351050892	216.866059440015	
1612.024114	0	13	87	0.5500450918	0.5469135922	0	9.060794236	90.93920576	0	17.75495818	82.24504182								0	0	-1612.024114	0.5469135922	216.678151303774	
1609.464114	0	13	87	0.5618536566	0.5587346192	0	9.159480236	90.84051976	0	17.86290834	82.13709166								0	0	-1609.464114	0.5587346192	216.406967013653	
1606.904114	0	13	87	0.5736754066	0.5705727443	0	9.258907181	90.74109282	0	17.97073097	82.02926903								0	0	-1606.904114	0.5705727443	216.052939192932	
1604.344114	0	13	87	0.5855148989	0.5824325545	0	9.35908525	90.64091475	0	18.07843481	81.92156519								0	0	-1604.344114	0.5824325545	215.616594640203	
1601.784114	0	13	87	0.5973767058	0.5943186557	0	9.46002477	90.53997523	0	18.18602872	81.81397128								0	0	-1601.784114	0.5943186557	215.098506590411	
1599.224114	0	13	87	0.6092654248	0.6062356825	0	9.561736292	90.43826371	0	18.29352166	81.70647834								0	0	-1599.224114	0.6062356825	214.49947973987	
1596.664114	0	13	87	0.6211856639	0.6181882835	0	9.664230298	90.3357697	0	18.40092268	81.59907732								0	0	-1596.664114	0.6181882835	213.820319465353	
1594.104114	0	13	87	0.6331420765	0.6301811568	0	9.767517647	90.23248235	0	18.50824095	81.49175905								0	0	-1594.104114	0.6301811568	213.061824880534	
1591.544114	0	13	87	0.6451393474	0.6422190357	0	9.871609286	90.12839071	0	18.61548577	81.38451423								0	0	-1591.544114	0.6422190357	212.225021414357	
