T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1851.588424	0	6	94	0	0	0	2.030118814	97.96988119	0	6	94								-0.0006030937991	0.0006030937991	-1851.588424	0	65.7998335900298	
1851.568424	0	6	94	0.0003055886289	0.0003038531557	0	2.030590491	97.96940951	0	6.001206157	93.99879384								0	0	-1851.568424	0.0003038531557	65.842702449505	
1851.548424	0	6	94	0.0006109780122	0.0006075086074	0	2.031062172	97.96893783	0	6.002412252	93.99758775								0	0	-1851.548424	0.0006075086074	65.8778235908361	
1851.508424	0	6	94	0.001221374786	0.001214440917	0	2.032005571	97.96799443	0	6.004824291	93.99517571								0	0	-1851.508424	0.001214440917	65.9269575429216	
1851.428424	0	6	94	0.002440956738	0.002427105734	0	2.033892497	97.9661075	0	6.009647728	93.99035227								0	0	-1851.428424	0.002427105734	66.018754306641	
1851.268424	0	6	94	0.004874758472	0.004847123277	0	2.037666858	97.96233314	0	6.019292046	93.98070795								0	0	-1851.268424	0.004847123277	66.2121572296804	
1850.948424	0	6	94	0.009721028701	0.009666024542	0	2.045217626	97.95478237	0	6.038570457	93.96142954								0	0	-1850.948424	0.009666024542	66.6693701363908	
1850.308424	0	6	94	0.01929981855	0.01919102911	0	2.060327258	97.93967274	0	6.077086177	93.92291382								0	0	-1850.308424	0.01919102911	67.6203227841698	
1849.028424	0	6	94	0.03810068094	0.03788755436	0	2.090579453	97.90942055	0	6.153954592	93.84604541								0	0	-1849.028424	0.03788755436	69.3749489311736	
1846.468424	0	6	94	0.07428588436	0.0738767535	0	2.151217031	97.84878297	0	6.307042933	93.69295707								0	0	-1846.468424	0.0738767535	72.9799285478679	
1843.908424	0	6	94	0.1087189806	0.1081296196	0	2.212035401	97.7879646	0	6.459274534	93.54072547								0	0	-1843.908424	0.1081296196	76.6197000893298	
1841.348424	0	6	94	0.1415322344	0.1407772844	0	2.273038424	97.72696158	0	6.610658915	93.38934108								0	0	-1841.348424	0.1407772844	80.3208208424614	
