T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1780.164374	0	10	90	0	0	0	3.796457548	96.20354245	0	10	90								-0.0005213328102	0.0005213328102	-1780.164374	0	118.90216887332	
1780.144374	0	10	90	0.0001696450944	0.0001681357154	0	3.796979131	96.20302087	0	10.00104266	89.99895734								0	0	-1780.144374	0.0001681357154	119.000884055098	
1780.124374	0	10	90	0.0003391493255	0.0003361320722	0	3.797500715	96.20249928	0	10.00208527	89.99791473								0	0	-1780.124374	0.0003361320722	119.057108994068	
1780.084374	0	10	90	0.000678098028	0.0006720663117	0	3.798543941	96.20145606	0	10.00417039	89.99582961								0	0	-1780.084374	0.0006720663117	119.087961015824	
1780.004374	0	10	90	0.001355701595	0.001343646583	0	3.800630602	96.1993694	0	10.00834017	89.99165983								0	0	-1780.004374	0.001343646583	119.165125656244	
1779.844374	0	10	90	0.002709428093	0.002685351719	0	3.804804771	96.19519523	0	10.01667787	89.98332213								0	0	-1779.844374	0.002685351719	119.337497523824	
1779.524374	0	10	90	0.005410978381	0.005362959956	0	3.813156494	96.18684351	0	10.03334588	89.96665412								0	0	-1779.524374	0.005362959956	119.682366757738	
1778.884374	0	10	90	0.01079062506	0.0106951233	0	3.829873515	96.17012649	0	10.06665238	89.93334762								0	0	-1778.884374	0.0106951233	120.497688068616	
1777.604374	0	10	90	0.02142481885	0.02123621833	0	3.863361919	96.13663808	0	10.13314736	89.86685264								0	0	-1777.604374	0.02123621833	122.188144199263	
1775.044374	0	10	90	0.04230350987	0.04193515827	0	3.930558746	96.06944125	0	10.26566998	89.73433002								0	0	-1775.044374	0.04193515827	125.25684770786	
1772.484374	0	10	90	0.06266453387	0.06212490711	0	3.998052699	96.0019473	0	10.39757561	89.60242439								0	0	-1772.484374	0.06212490711	128.376704036038	
1769.924374	0	10	90	0.08253233399	0.08182957811	0	4.065848448	95.93415155	0	10.52887209	89.47112791								0	0	-1769.924374	0.08182957811	131.494858589036	
1767.364374	0	10	90	0.1019307822	0.101072727	0	4.133950721	95.86604928	0	10.65956722	89.34043278								0	0	-1767.364374	0.101072727	134.606251985425	
1764.804374	0	10	90	0.1208824083	0.119876587	0	4.202364288	95.79763571	0	10.78966873	89.21033127								0	0	-1764.804374	0.119876587	137.708340585376	
1762.244374	0	10	90	0.1394084957	0.1382621633	0	4.271093965	95.72890603	0	10.91918431	89.08081569								0	0	-1762.244374	0.1382621633	140.79856697784	
1759.684374	0	10	90	0.1575291705	0.1562493208	0	4.340144615	95.65985539	0	11.04812162	88.95187838								0	0	-1759.684374	0.1562493208	143.874356787496	
1757.124374	0	10	90	0.1752634836	0.1738568651	0	4.409521146	95.59047885	0	11.17648828	88.82351172								0	0	-1757.124374	0.1738568651	146.933122401907	
1754.564374	0	10	90	0.1926294855	0.1911026162	0	4.479228519	95.52077148	0	11.30429189	88.69570811								0	0	-1754.564374	0.1911026162	149.972265525084	
1752.004374	0	10	90	0.2096442957	0.208003477	0	4.549271742	95.45072826	0	11.43154	88.56846								0	0	-1752.004374	0.208003477	152.989179291114	
1749.444374	0	10	90	0.226324166	0.2245754959	0	4.619655873	95.38034413	0	11.55824013	88.44175987								0	0	-1749.444374	0.2245754959	155.981255458149	
1746.884374	0	10	90	0.242684539	0.2408339241	0	4.690386024	95.30961398	0	11.68439977	88.31560023								0	0	-1746.884374	0.2408339241	158.945884747778	
1744.324374	0	10	90	0.2587401027	0.2567932695	0	4.76146736	95.23853264	0	11.81002638	88.18997362								0	0	-1744.324374	0.2567932695	161.88045946288	
1741.764374	0	10	90	0.2745048397	0.2724673457	0	4.832905097	95.1670949	0	11.93512741	88.06487259								0	0	-1741.764374	0.2724673457	164.782380545585	
1739.204374	0	10	90	0.289992074	0.2878693174	0	4.904704509	95.09529549	0	12.05971026	87.94028974								0	0	-1739.204374	0.2878693174	167.64905956301	
1736.644374	0	10	90	0.3052145131	0.3030117427	0	4.976870924	95.02312908	0	12.18378231	87.81621769								0	0	-1736.644374	0.3030117427	170.477922877318	
1734.084374	0	10	90	0.3201842881	0.317906612	0	5.049409731	94.95059027	0	12.30735093	87.69264907								0	0	-1734.084374	0.317906612	173.266415460465	
1731.524374	0	10	90	0.3349129904	0.3325653844	0	5.122326373	94.87767363	0	12.43042345	87.56957655								0	0	-1731.524374	0.3325653844	176.012002537902	
1728.964374	0	10	90	0.3494117057	0.3469990216	0	5.195626355	94.80437365	0	12.55300721	87.44699279								0	0	-1728.964374	0.3469990216	178.712177536157	
1726.404374	0	10	90	0.3636910456	0.3612180187	0	5.269315241	94.73068476	0	12.6751095	87.3248905								0	0	-1726.404374	0.3612180187	181.364465963267	
1723.844374	0	10	90	0.3777611775	0.3752324336	0	5.34339866	94.65660134	0	12.7967376	87.2032624								0	0	-1723.844374	0.3752324336	183.966425598286	
1721.284374	0	10	90	0.391631852	0.3890519143	0	5.4178823	94.5821177	0	12.91789879	87.08210121								0	0	-1721.284374	0.3890519143	186.515652205407	
1718.724374	0	10	90	0.4053124285	0.4026857242	0	5.492771916	94.50722808	0	13.03860033	86.96139967								0	0	-1718.724374	0.4026857242	189.00978633293	
1716.164374	0	10	90	0.4188118992	0.4161427655	0	5.568073328	94.43192667	0	13.15884946	86.84115054								0	0	-1716.164374	0.4161427655	191.446513777538	
1713.604374	0	10	90	0.4321389117	0.4294316018	0	5.643792422	94.35620758	0	13.27865341	86.72134659								0	0	-1713.604374	0.4294316018	193.823571498513	
1711.044374	0	10	90	0.4453017898	0.4425604783	0	5.719935151	94.28006485	0	13.39801942	86.60198058								0	0	-1711.044374	0.4425604783	196.138750309887	
1708.484374	0	10	90	0.4583085533	0.4555373418	0	5.796507539	94.20349246	0	13.51695469	86.48304531								0	0	-1708.484374	0.4555373418	198.389899816497	
1705.924374	0	10	90	0.4711669361	0.4683698583	0	5.873515679	94.12648432	0	13.63546646	86.36453354								0	0	-1705.924374	0.4683698583	200.574932521603	
1703.364374	0	10	90	0.4838844042	0.4810654306	0	5.950965736	94.04903426	0	13.75356192	86.24643808								0	0	-1703.364374	0.4810654306	202.691826112524	
1700.804374	0	10	90	0.4964681713	0.493631214	0	6.028863949	93.97113605	0	13.87124828	86.12875172								0	0	-1700.804374	0.493631214	204.738628605966	
1698.244374	0	10	90	0.5089252142	0.5060741317	0	6.107216629	93.89278337	0	13.98853276	86.01146724								0	0	-1698.244374	0.5060741317	206.713461148897	
1695.684374	0	10	90	0.5212622877	0.5184008888	0	6.186030164	93.81396984	0	14.10542257	85.89457743								0	0	-1695.684374	0.5184008888	208.614520523834	
1693.124374	0	10	90	0.5334859377	0.5306179861	0	6.265311018	93.73468898	0	14.22192491	85.77807509								0	0	-1693.124374	0.5306179861	210.440084688626	
1690.564374	0	10	90	0.5456025143	0.5427317323	0	6.345065735	93.65493427	0	14.33804702	85.66195298								0	0	-1690.564374	0.5427317323	212.188513616	
1688.004374	0	10	90	0.5576181836	0.5547482566	0	6.425300936	93.57469906	0	14.45379612	85.54620388								0	0	-1688.004374	0.5547482566	213.858254054472	
1685.444374	0	10	90	0.5695389398	0.5666735194	0	6.506023326	93.49397667	0	14.56917944	85.43082056								0	0	-1685.444374	0.5666735194	215.447841729552	
1682.884374	0	10	90	0.5813706154	0.5785133237	0	6.58723969	93.41276031	0	14.68420423	85.31579577								0	0	-1682.884374	0.5785133237	216.955903051452	
1680.324374	0	10	90	0.593118892	0.5902733248	0	6.668956898	93.3310431	0	14.79887775	85.20112225								0	0	-1680.324374	0.5902733248	218.381158553202	
1677.764374	0	10	90	0.6047893099	0.6019590405	0	6.751181906	93.24881809	0	14.91320729	85.08679271								0	0	-1677.764374	0.6019590405	219.722423737735	
1675.204374	0	10	90	0.6163872775	0.61357586	0	6.833921755	93.16607824	0	15.02720012	84.97279988								0	0	-1675.204374	0.61357586	220.978615634518	
1672.644374	0	10	90	0.6279180802	0.6251290527	0	6.917183577	93.08281642	0	15.14086357	84.85913643								0	0	-1672.644374	0.6251290527	222.148747735104	
1670.084374	0	10	90	0.6393868888	0.636623777	0	7.000974591	92.99902541	0	15.25420497	84.74579503								0	0	-1670.084374	0.636623777	223.231936679305	
1667.524374	0	10	90	0.6507987676	0.6480650878	0	7.08530211	92.91469789	0	15.36723167	84.63276833								0	0	-1667.524374	0.6480650878	224.227400419984	
1664.964374	0	10	90	0.6621586824	0.6594579449	0	7.170173539	92.82982646	0	15.47995106	84.52004894								0	0	-1664.964374	0.6594579449	225.134462947013	
1662.404374	0	10	90	0.6734715076	0.6708072195	0	7.255596378	92.74440362	0	15.59237054	84.40762946								0	0	-1662.404374	0.6708072195	225.952554927509	
1659.844374	0	10	90	0.6847420336	0.682117702	0	7.341578224	92.65842178	0	15.70449756	84.29550244								0	0	-1659.844374	0.682117702	226.681206009749	
1657.284374	0	10	90	0.6959749734	0.6933941088	0	7.428126771	92.57187323	0	15.81633959	84.18366041								0	0	-1657.284374	0.6933941088	227.320055954716	
1654.724374	0	10	90	0.7071749695	0.7046410885	0	7.515249814	92.48475019	0	15.92790413	84.07209587								0	0	-1654.724374	0.7046410885	227.868853162314	
1652.164374	0	10	90	0.7183466001	0.7158632284	0	7.602955249	92.39704475	0	16.03919873	83.96080127								0	0	-1652.164374	0.7158632284	228.327448269351	
1649.604374	0	10	90	0.7294943854	0.7270650609	0	7.691251075	92.30874892	0	16.15023097	83.84976903								0	0	-1649.604374	0.7270650609	228.695798962515	
1647.044374	0	10	90	0.7406227933	0.7382510691	0	7.780145398	92.2198546	0	16.26100848	83.73899152								0	0	-1647.044374	0.7382510691	228.973966765587	
1644.484374	0	10	90	0.7517362457	0.7494256931	0	7.86964643	92.13035357	0	16.37153892	83.62846108								0	0	-1644.484374	0.7494256931	229.162118113365	
1641.924374	0	10	90	0.7628391236	0.7605933351	0	7.959762492	92.04023751	0	16.48183002	83.51816998								0	0	-1641.924374	0.7605933351	229.260524410277	
1639.364374	0	10	90	0.773935773	0.7717583653	0	8.050502017	91.94949798	0	16.59188953	83.40811047								0	0	-1639.364374	0.7717583653	229.26955917405	
1636.804374	0	10	90	0.7850305102	0.7829251269	0	8.141873549	91.85812645	0	16.70172528	83.29827472								0	0	-1636.804374	0.7829251269	229.189693151668	
1634.244374	0	10	90	0.7961276267	0.7940979421	0	8.23388575	91.76611425	0	16.81134515	83.18865485								0	0	-1634.244374	0.7940979421	229.02149671306	
1631.684374	0	10	90	0.8072313951	0.8052811165	0	8.326547398	91.6734526	0	16.92075705	83.07924295								0	0	-1631.684374	0.8052811165	228.765641293701	
1629.124374	0	10	90	0.8183460735	0.8164789446	0	8.41986739	91.58013261	0	17.029969	82.970031								0	0	-1629.124374	0.8164789446	228.422888587671	
1626.564374	0	10	90	0.8294759107	0.8276957149	0	8.513854745	91.48614526	0	17.13898904	82.86101096								0	0	-1626.564374	0.8276957149	227.994094166104	
1624.004374	0	10	90	0.8406251515	0.8389357147	0	8.608518607	91.39148139	0	17.2478253	82.7521747								0	0	-1624.004374	0.8389357147	227.480205016259	
1621.444374	0	10	90	0.851798041	0.8502032351	0	8.703868245	91.29613176	0	17.35648597	82.64351403								0	0	-1621.444374	0.8502032351	226.882253102359	
1618.884374	0	10	90	0.86299883	0.8615025761	0	8.799913057	91.20008694	0	17.46497933	82.53502067								0	0	-1618.884374	0.8615025761	226.201354094876	
1616.324374	0	10	90	0.8742317796	0.8728380514	0	8.896662574	91.10333743	0	17.57331372	82.42668628								0	0	-1616.324374	0.8728380514	225.438710127478	
1613.764374	0	10	90	0.885501166	0.8842139929	0	8.994126459	91.00587354	0	17.68149756	82.31850244								0	0	-1613.764374	0.8842139929	224.595597734274	
1611.204374	0	10	90	0.8968112854	0.8956347564	0	9.092314511	90.90768549	0	17.78953938	82.21046062								0	0	-1611.204374	0.8956347564	223.673368673383	
1608.644374	0	10	90	0.9081664588	0.9071047257	0	9.191236671	90.80876333	0	17.89744775	82.10255225								0	0	-1608.644374	0.9071047257	222.673449155457	
1606.084374	0	10	90	0.9195710369	0.9186283181	0	9.290903019	90.70909698	0	18.00523139	81.99476861								0	0	-1606.084374	0.9186283181	221.59733004303	
1603.524374	0	10	90	0.931029405	0.9302099892	0	9.391323782	90.60867622	0	18.11289906	81.88710094								0	0	-1603.524374	0.9302099892	220.446570090332	
1600.964374	0	10	90	0.9425459878	0.9418542378	0	9.492509333	90.50749067	0	18.22045966	81.77954034								0	0	-1600.964374	0.9418542378	219.222709704262	
1598.404374	0	10	90	0.9541252629	0.9535656197	0	9.594470274	90.40552973	0	18.32792217	81.67207783								0	0	-1598.404374	0.9535656197	217.927576602572	
1595.844374	0	10	90	0.9657717331	0.9653487193	0	9.697217136	90.30278286	0	18.43529569	81.56470431								0	0	-1595.844374	0.9653487193	216.56290867466	
1593.284374	0	10	90	0.9774899797	0.9772082043	0	9.800760828	90.19923917	0	18.54258943	81.45741057								0	0	-1593.284374	0.9772082043	215.130329765481	
1590.724374	0	10	90	0.9892846361	0.9891487987	0	9.905112349	90.09488765	0	18.64981271	81.35018729								0	0	-1590.724374	0.9891487987	213.629292574176	
1589.444374	0	10	90	0.9952123704	0.9951512973	0	9.957594519	90.04240548	0	18.70340086	81.29659914								0	0	-1589.444374	0.9951512973	212.68909303874	
1588.804374	0	10	90	0.998187527	0.9981643341	0	9.983912841	90.01608716	0	18.73018961	81.26981039								0	0	-1588.804374	0.9981643341	212.644935183257	
1588.484374	0	10	90	0.9996725582	0.9996683616	0	9.997091374	90.00290863	0	18.7435827	81.2564173								0	0	-1588.484374	0.9996683616	213.219933143313	
1588.444374	0	10	90	0.9998577348	0.9998559111	0	9.9987396	90.0012604	0	18.74525678	81.25474322								0	0	-1588.444374	0.9998559111	212.543331646975	
1588.424374	0	10	90	0.9999508038	0.9999501731	0	9.99956379	90.00043621	0	18.74609382	81.25390618								0	0	-1588.424374	0.9999501731	335.957793688915	
1588.404374	0	10	90	1	1	0	9.999999872	90.00000013													-1588.404374	1	401.389610832386	
1588.394374	0	10	90	1	1	0	9.999999976	90.00000002													-1588.394374	1	NaN	
1588.374374	0	10	90	1	1	0	10	90													-1588.374374	1	NaN	
1588.334374	0	10	90	1	1	0	10	90													-1588.334374	1	NaN	
1588.254374	0	10	90	1	1	0	10	90													-1588.254374	1	NaN	
1588.094374	0	10	90	1	1	0	10	90													-1588.094374	1	NaN	
1587.774374	0	10	90	1	1	0	9.999999999	90													-1587.774374	1	NaN	
1587.134374	0	10	90	1	1	0	9.999999998	90													-1587.134374	1	NaN	
1585.854374	0	10	90	1	1	0	9.999999991	90.00000001													-1585.854374	1	NaN	
1583.294374	0	10	90	1	1	0	9.999999963	90.00000004													-1583.294374	1	NaN	
1580.734374	0	10	90	1	1	0	9.999999951	90.00000005													-1580.734374	1	NaN	
1578.174374	0	10	90	1	1	0	9.99999995	90.00000005													-1578.174374	1	NaN	
1575.614374	0	10	90	1	1	0	9.99999995	90.00000005													-1575.614374	1	NaN	
1573.054374	0	10	90	1	1	0	9.99999995	90.00000005													-1573.054374	1	NaN	
1570.494374	0	10	90	1	1	0	9.99999995	90.00000005													-1570.494374	1	NaN	
1567.934374	0	10	90	1	1	0	9.99999995	90.00000005													-1567.934374	1	NaN	
1565.374374	0	10	90	1	1	0	9.999999949	90.00000005													-1565.374374	1	NaN	
1562.814374	0	10	90	1	1	0	9.999999949	90.00000005													-1562.814374	1	NaN	
1560.254374	0	10	90	1	1	0	9.999999949	90.00000005													-1560.254374	1	NaN	
1557.694374	0	10	90	1	1	0	9.999999949	90.00000005													-1557.694374	1	NaN	
1555.134374	0	10	90	1	1	0	9.999999948	90.00000005													-1555.134374	1	NaN	
1552.574374	0	10	90	1	1	0	9.999999948	90.00000005													-1552.574374	1	NaN	
1550.014374	0	10	90	1	1	0	9.999999948	90.00000005													-1550.014374	1	NaN	
1547.454374	0	10	90	1	1	0	9.999999948	90.00000005													-1547.454374	1	NaN	
1544.894374	0	10	90	1	1	0	9.999999947	90.00000005													-1544.894374	1	NaN	
1542.334374	0	10	90	1	1	0	9.999999947	90.00000005													-1542.334374	1	NaN	
1539.774374	0	10	90	1	1	0	9.999999947	90.00000005													-1539.774374	1	NaN	
1537.214374	0	10	90	1	1	0	9.999999947	90.00000005													-1537.214374	1	NaN	
1534.654374	0	10	90	1	1	0	9.999999947	90.00000005													-1534.654374	1	NaN	
1532.094374	0	10	90	1	1	0	9.999999946	90.00000005													-1532.094374	1	NaN	
1529.534374	0	10	90	1	1	0	9.999999946	90.00000005													-1529.534374	1	NaN	
1526.974374	0	10	90	1	1	0	9.999999946	90.00000005													-1526.974374	1	NaN	
1524.414374	0	10	90	1	1	0	9.999999946	90.00000005													-1524.414374	1	NaN	
1521.854374	0	10	90	1	1	0	9.999999945	90.00000005													-1521.854374	1	NaN	
1519.294374	0	10	90	1	1	0	9.999999945	90.00000005													-1519.294374	1	NaN	
1516.734374	0	10	90	1	1	0	9.999999945	90.00000006													-1516.734374	1	NaN	
1514.174374	0	10	90	1	1	0	9.999999945	90.00000006													-1514.174374	1	NaN	
1511.614374	0	10	90	1	1	0	9.999999944	90.00000006													-1511.614374	1	NaN	
1509.054374	0	10	90	1	1	0	9.999999944	90.00000006													-1509.054374	1	NaN	
1506.494374	0	10	90	1	1	0	9.999999944	90.00000006													-1506.494374	1	NaN	
1503.934374	0	10	90	1	1	0	9.999999944	90.00000006													-1503.934374	1	NaN	
1501.374374	0	10	90	1	1	0	9.999999943	90.00000006													-1501.374374	1	NaN	
1498.814374	0	10	90	1	1	0	9.999999943	90.00000006													-1498.814374	1	NaN	
1496.254374	0	10	90	1	1	0	9.999999943	90.00000006													-1496.254374	1	NaN	
1493.694374	0	10	90	1	1	0	9.999999942	90.00000006													-1493.694374	1	NaN	
1491.134374	0	10	90	1	1	0	9.999999942	90.00000006													-1491.134374	1	NaN	
1488.574374	0	10	90	1	1	0	9.999999942	90.00000006													-1488.574374	1	NaN	
