T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1717.886954	9	6	85	0	3.903262925	2.321348784	93.77538829	9	6	85	-0.0003096883202	-0.0002235221032	0.0005332104234	-1717.886954	0	164.413020401335	-1717.886954	0	161.445976600143	
1717.866954	9	6	85	0.000123817885	3.90356631	2.321580075	93.77485361	9.000619392	6.000447029	84.99893358	0	0	0	-1717.866954	0.0001215835655	164.578811968999	-1717.866954	0.000123817885	161.609129695394	
1717.846954	9	6	85	0.0002475108952	3.903869657	2.321811378	93.77431896	9.001238722	6.000894064	84.99786721	0	0	0	-1717.846954	0.0002430447747	164.649333241266	-1717.846954	0.0002475108952	161.678731278558	
1717.806954	9	6	85	0.000494951523	3.904476348	2.322273987	93.77324966	9.002477368	6.001788057	84.99573458	0	0	0	-1717.806954	0.0004860216119	164.660655507005	-1717.806954	0.000494951523	161.690556398398	
1717.726954	9	6	85	0.0009895060423	3.905689641	2.323199257	93.7711111	9.00495444	6.003575826	84.99146973	0	0	0	-1717.726954	0.0009716576263	164.772023587285	-1717.726954	0.0009895060423	161.801330312859	
1717.566954	9	6	85	0.001977889747	3.908115852	2.325050018	93.76683413	9.009907656	6.007150526	84.98294182	0	0	0	-1717.566954	0.00194223013	164.943333152524	-1717.566954	0.001977889747	161.972388608624	
1717.246954	9	6	85	0.003951298664	3.912966792	2.328752408	93.7582808	9.019810426	6.014296548	84.96589303	0	0	0	-1717.246954	0.003880128042	165.312027089821	-1717.246954	0.003951298664	162.340143346919	
1716.606954	9	6	85	0.007884742836	3.922662751	2.336160663	93.74117659	9.039601374	6.028575066	84.93182356	0	0	0	-1716.606954	0.007742994022	166.165289225219	-1716.606954	0.007884742836	163.189586715837	
1715.326954	9	6	85	0.01568269079	3.94202916	2.350992208	93.70697863	9.079120852	6.057080727	84.86379842	0	0	0	-1715.326954	0.01540182763	167.930623820977	-1715.326954	0.01568269079	164.946711204326	
1712.766954	9	6	85	0.03105568933	3.980666171	2.380711932	93.6386219	9.157927766	6.113876962	84.72819527	0	0	0	-1712.766954	0.03050376358	171.18496045268	-1712.766954	0.03105568933	168.191134426254	
1710.206954	9	6	85	0.04613010337	4.019175368	2.410507737	93.5703169	9.236429904	6.170386185	84.59318391	0	0	0	-1710.206954	0.04531658498	174.502000477234	-1710.206954	0.04613010337	171.499029843808	
1707.646954	9	6	85	0.06091567324	4.057558062	2.440379406	93.50206253	9.314636415	6.226605929	84.45875766	0	0	0	-1707.646954	0.05984973169	177.834058944213	-1707.646954	0.06091567324	174.823933797853	
1705.086954	9	6	85	0.07542203361	4.095815659	2.470326678	93.43385766	9.392556583	6.282533602	84.32490981	0	0	0	-1705.086954	0.07411254557	181.178605865452	-1705.086954	0.07542203361	178.163388802881	
1702.526954	9	6	85	0.08965841096	4.133949605	2.500349258	93.36570114	9.470199781	6.338166528	84.19163369	0	0	0	-1702.526954	0.08811397306	184.534869301272	-1702.526954	0.08965841096	181.51666306838	
1699.966954	9	6	85	0.1036336446	4.17196139	2.530446816	93.29759179	9.547575475	6.393501944	84.05892258	0	0	0	-1699.966954	0.1018625855	187.902075207845	-1699.966954	0.1036336446	184.883021867325	
1697.406954	9	6	85	0.117356207	4.209852547	2.560618988	93.22952846	9.624693231	6.448537	83.92676977	0	0	0	-1697.406954	0.1153665989	191.279447357501	-1697.406954	0.117356207	188.261727226278	
1694.846954	9	6	85	0.1308342224	4.247624657	2.590865372	93.16150997	9.701562709	6.50326876	83.79516853	0	0	0	-1694.846954	0.1286338919	194.666206094902	-1694.846954	0.1308342224	191.652035469939	
1692.286954	9	6	85	0.1440754851	4.285279342	2.621185529	93.09353513	9.778193675	6.557694199	83.66411213	0	0	0	-1692.286954	0.1416720234	198.061567862398	-1692.286954	0.1440754851	195.053200249554	
1689.726954	9	6	85	0.1570874755	4.322818269	2.65157898	93.02560275	9.854595997	6.611810202	83.5335938	0	0	0	-1689.726954	0.1544882485	201.464750835374	-1689.726954	0.1570874755	198.464474108041	
1687.166954	9	6	85	0.1698773761	4.360243153	2.682045209	92.95771164	9.930779649	6.665613562	83.40360679	0	0	0	-1687.166954	0.1670895334	204.874968031104	-1687.166954	0.1698773761	201.885103210494	
1684.606954	9	6	85	0.1824520864	4.397555751	2.712583654	92.88986059	10.00675471	6.719100982	83.2741443	0	0	0	-1684.606954	0.1794825704	208.291434267896	-1684.606954	0.1824520864	205.31433548245	
1682.046954	9	6	85	0.1948182361	4.434757867	2.743193716	92.82204842	10.08253139	6.772269068	83.14519955	0	0	0	-1682.046954	0.1916737903	211.713364023249	-1682.046954	0.1948182361	208.751416165656	
1679.486954	9	6	85	0.2069821989	4.471851352	2.773874747	92.7542739	10.15811998	6.825114334	83.01676569	0	0	0	-1679.486954	0.203669376	215.139971073081	-1679.486954	0.2069821989	212.195591945789	
1676.926954	9	6	85	0.2189501038	4.508838102	2.804626057	92.68653584	10.23353091	6.877633196	82.88883589	0	0	0	-1676.926954	0.2154752736	218.570474356803	-1676.926954	0.2189501038	215.646107408083	
1674.366954	9	6	85	0.2307278478	4.545720059	2.835446909	92.61883303	10.30877473	6.92982197	82.7614033	0	0	0	-1674.366954	0.2270972039	222.004090727505	-1674.366954	0.2307278478	219.102207853361	
1671.806954	9	6	85	0.2423211057	4.582499215	2.866336518	92.55116427	10.38386211	6.981676876	82.63446102	0	0	0	-1671.806954	0.2385406731	225.440042628738	-1671.806954	0.2423211057	222.563144759565	
1669.246954	9	6	85	0.2537353409	4.619177606	2.897294048	92.48352835	10.45880383	7.033194031	82.50800214	0	0	0	-1669.246954	0.2498109823	228.877557199879	-1669.246954	0.2537353409	226.028169033725	
1666.686954	9	6	85	0.2649758149	4.655757319	2.928318613	92.41592407	10.53361083	7.084369447	82.38201973	0	0	0	-1666.686954	0.2609132372	232.315862406029	-1666.686954	0.2649758149	229.496532699258	
1664.126954	9	6	85	0.2760475968	4.692240489	2.959409277	92.34835023	10.60829414	7.135199036	82.25650682	0	0	0	-1664.126954	0.271852357	235.754196954305	-1664.126954	0.2760475968	232.967496826467	
1661.566954	9	6	85	0.2869555711	4.728629297	2.990565047	92.28080566	10.68286497	7.1856786	82.13145643	0	0	0	-1661.566954	0.2826330822	239.191804035292	-1661.566954	0.2869555711	236.440326912304	
1659.006954	9	6	85	0.2977044467	4.764925977	3.021784875	92.21328915	10.75733462	7.235803836	82.00686154	0	0	0	-1659.006954	0.2932599832	242.627931638612	-1659.006954	0.2977044467	239.91429103513	
1656.446954	9	6	85	0.3082987641	4.801132812	3.053067655	92.14579953	10.83171457	7.285570328	81.8827151	0	0	0	-1656.446954	0.3037374673	246.061839126335	-1656.446954	0.3082987641	243.388669257073	
1653.886954	9	6	85	0.3187429027	4.837252134	3.084412225	92.07833564	10.90601642	7.334973553	81.75901003	0	0	0	-1653.886954	0.3140697859	249.492795469476	-1653.886954	0.3187429027	246.86274573868	
1651.326954	9	6	85	0.329041088	4.873286329	3.115817359	92.01089631	10.98025191	7.384008872	81.63573921	0	0	0	-1651.326954	0.324261041	252.920078243194	-1651.326954	0.329041088	250.335816099071	
1648.766954	9	6	85	0.3391973976	4.909237831	3.147281771	91.9434804	11.05443296	7.432671531	81.5128955	0	0	0	-1648.766954	0.3343151918	256.342976095481	-1648.766954	0.3391973976	253.807186682657	
1646.206954	9	6	85	0.3492157678	4.945109129	3.178804108	91.87608676	11.12857162	7.48095666	81.39047172	0	0	0	-1646.206954	0.3442360604	259.760795382868	-1646.206954	0.3492157678	257.276174052643	
1643.646954	9	6	85	0.3590999991	4.980902764	3.210382953	91.80871428	11.2026801	7.528859269	81.26846063	0	0	0	-1643.646954	0.3540273373	263.172849324737	-1643.646954	0.3590999991	260.742104886046	
1641.086954	9	6	85	0.3688537622	5.016621329	3.242016821	91.74136185	11.27677076	7.57637425	81.14685499	0	0	0	-1641.086954	0.3636925874	266.578466177231	-1641.086954	0.3688537622	264.204323017254	
1638.526954	9	6	85	0.3784806025	5.052267475	3.273704155	91.67402837	11.35085614	7.62349637	81.02564749	0	0	0	-1638.526954	0.3732352544	269.976997533659	-1638.526954	0.3784806025	267.662186406567	
