T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1724.526863	10	5	85	0	4.29217806	1.905299996	93.80252194	10	5	85	-0.000360740911	-0.0001955883772	0.0005563292881	-1724.526863	0	158.07419974693	-1724.526863	0	155.112600849886	
1724.506863	10	5	85	0.0001288755403	4.292525967	1.905495236	93.8019788	10.0007215	5.000391162	84.99888734	0	0	0	-1724.506863	0.0001264611388	158.228503040083	-1724.506863	0.0001288755403	155.264371435549	
1724.486863	10	5	85	0.000257625228	4.292873838	1.905690485	93.80143568	10.00144293	5.000782333	84.99777474	0	0	0	-1724.486863	0.0002527990737	158.295397625295	-1724.486863	0.000257625228	155.330370331801	
1724.446863	10	5	85	0.0005151734148	4.293569571	1.906080986	93.80034944	10.00288576	5.001564606	84.99554964	0	0	0	-1724.446863	0.000505523714	158.310713717906	-1724.446863	0.0005151734148	155.346115864562	
1724.366863	10	5	85	0.001029918231	4.294960938	1.906862026	93.79817704	10.00577116	5.003128963	84.99109988	0	0	0	-1724.366863	0.001010631512	158.422478126915	-1724.366863	0.001029918231	155.457220831792	
1724.206863	10	5	85	0.002058605959	4.29774325	1.908424281	93.79383247	10.01154083	5.006256966	84.98220221	0	0	0	-1724.206863	0.002020074178	158.596677310725	-1724.206863	0.002058605959	155.631034589967	
1723.886863	10	5	85	0.004112299355	4.303306209	1.911549472	93.78514432	10.02307571	5.012510086	84.96441421	0	0	0	-1723.886863	0.004035402127	158.970184029057	-1723.886863	0.004112299355	156.003335855146	
1723.246863	10	5	85	0.008205024886	4.314425469	1.917802578	93.76777195	10.0461277	5.025004771	84.92886753	0	0	0	-1723.246863	0.008051893433	159.83415234668	-1723.246863	0.008205024886	156.862861660371	
1721.966863	10	5	85	0.0163150387	4.336635383	1.930320856	93.73304376	10.09215614	5.049950842	84.85789302	0	0	0	-1721.966863	0.0160117261	161.622281452358	-1721.966863	0.0163150387	158.641496092728	
1719.406863	10	5	85	0.03229098387	4.38094741	1.955401974	93.66365062	10.18392967	5.099659573	84.71641075	0	0	0	-1719.406863	0.03169532173	164.923797457582	-1719.406863	0.03229098387	161.930783776357	
1716.846863	10	5	85	0.04794023518	4.425115472	1.980542966	93.59434156	10.27532968	5.149123553	84.57554676	0	0	0	-1716.846863	0.04706280233	168.2926004656	-1716.846863	0.04794023518	165.288115025312	
1714.286863	10	5	85	0.06327363686	4.469140778	2.005743467	93.52511575	10.36636521	5.198340225	84.43529456	0	0	0	-1714.286863	0.06212466345	171.681667590509	-1714.286863	0.06327363686	168.66773660929	
1711.726863	10	5	85	0.07830190633	4.513024641	2.03100307	93.45597229	10.45704544	5.247306911	84.29564765	0	0	0	-1711.726863	0.07689128304	175.088487567292	-1711.726863	0.07830190633	172.067217815242	
