T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1712.590959	4	10	86	0	1.798883664	4.063240015	94.13787632	4	10	86	-0.000129943962	-0.0003504783079	0.0004804222698	-1712.590959	0	169.218811113509	-1712.590959	0	166.843098115864	
1712.570959	4	10	86	0.0001198126118	1.79901772	4.063645835	94.13733645	4.000259899	10.00070094	85.99903916	0	0	0	-1712.570959	0.0001181306359	169.389372070057	-1712.570959	0.0001198126118	167.011572101904	
1712.550959	4	10	86	0.0002395044836	1.799151761	4.064051671	94.13679657	4.000519766	10.00140187	85.99807836	0	0	0	-1712.550959	0.0002361424437	169.459840191259	-1712.550959	0.0002395044836	167.08135782742	
1712.510959	4	10	86	0.0004789499982	1.799419846	4.064863374	94.13571678	4.001039511	10.00280364	85.99615685	0	0	0	-1712.510959	0.0004722276142	169.464233181528	-1712.510959	0.0004789499982	167.086303886728	
1712.430959	4	10	86	0.0009575516134	1.79995598	4.066486923	94.1335571	4.00207894	10.00560686	85.9923142	0	0	0	-1712.430959	0.0009441152051	169.566345994668	-1712.430959	0.0009575516134	167.188213921209	
1712.270959	4	10	86	0.001914161421	1.801028091	4.069734597	94.12923731	4.00415753	10.01121204	85.98463043	0	0	0	-1712.270959	0.001887315698	169.717421311988	-1712.270959	0.001914161421	167.339637053677	
1711.950959	4	10	86	0.003824563407	1.8031717	4.076232246	94.12059605	4.008313665	10.02241733	85.969269	0	0	0	-1711.950959	0.003770980175	170.046145776021	-1711.950959	0.003824563407	167.668711854964	
1711.310959	4	10	86	0.007634152031	1.807456474	4.089236752	94.10330677	4.016621808	10.0448077	85.93857049	0	0	0	-1711.310959	0.007527417095	170.816517269441	-1711.310959	0.007634152031	168.438324189643	
1710.030959	4	10	86	0.015194078	1.816015198	4.11528345	94.06870135	4.033219418	10.08950927	85.87727131	0	0	0	-1710.030959	0.01498252703	172.410482777337	-1710.030959	0.015194078	170.030426663678	
1707.470959	4	10	86	0.03012591041	1.833093287	4.167525823	93.99938089	4.066350675	10.17859045	85.75505887	0	0	0	-1707.470959	0.02970996099	175.310211252969	-1707.470959	0.03012591041	172.931733731871	
1704.910959	4	10	86	0.04480543605	1.850119307	4.219968419	93.92991227	4.099400971	10.2672432	85.63335583	0	0	0	-1704.910959	0.04419202161	178.251986130467	-1704.910959	0.04480543605	175.876072451319	
1702.350959	4	10	86	0.05924139275	1.867094657	4.272612467	93.86029288	4.132377546	10.35546713	85.51215533	0	0	0	-1702.350959	0.05843724836	181.18509242285	-1702.350959	0.05924139275	178.813716994925	
