T	w(CU)	w(FE)	w(TI)	fs	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)	-T//fw(@BCC_A2)	-T_1	fs_1	-T//fs	
K	%	%	%	mole/mole	%	%	%	%	%	%	SI	SI	SI		kg/kg					
1701.696591	10	6	84	0	4.353512621	2.362107547	93.28437983	10	6	84	-0.0003190778071	-0.0002055733601	0.0005246511672	-1701.696591	0	176.775826334399	-1701.696591	0	173.349314170665	
1701.676591	10	6	84	0.0001153126082	4.353824748	2.362329107	93.28384615	10.00063817	6.000411132	83.9989507	0	0	0	-1701.676591	0.0001130775855	176.963598000617	-1701.676591	0.0001153126082	173.533829176392	
1701.656591	10	6	84	0.000230502737	4.354136822	2.362550673	93.2833125	10.00127628	6.00082227	83.99790145	0	0	0	-1701.656591	0.0002260353143	177.041404975767	-1701.656591	0.000230502737	173.610510151856	
1701.616591	10	6	84	0.0004609446364	4.354760964	2.36299381	93.28224523	10.00255249	6.001644472	83.99580304	0	0	0	-1701.616591	0.0004520119658	177.046376313726	-1701.616591	0.0004609446364	173.61615054793	
1701.536591	10	6	84	0.0009215371584	4.356009154	2.363880134	93.28011071	10.00510471	6.003288669	83.99160663	0	0	0	-1701.536591	0.0009036826201	177.159192874635	-1701.536591	0.0009215371584	173.728312731374	
1701.376591	10	6	84	0.001842102421	4.358505144	2.365652995	93.27584186	10.01020826	6.006576261	83.98321548	0	0	0	-1701.376591	0.001806428089	177.329127413883	-1701.376591	0.001842102421	173.898027007318	
1701.056591	10	6	84	0.00368032417	4.363495575	2.369199561	93.26730486	10.02041193	6.013148213	83.96643986	0	0	0	-1701.056591	0.003609114264	177.697169379248	-1701.056591	0.00368032417	174.26511601042	
1700.416591	10	6	84	0.007345181575	4.373470251	2.376296067	93.25023368	10.04080555	6.02627917	83.93291528	0	0	0	-1700.416591	0.00720331502	178.546743191376	-1700.416591	0.007345181575	175.110734428335	
1699.136591	10	6	84	0.01461538183	4.393393349	2.390503501	93.21610315	10.08153464	6.052491471	83.86597389	0	0	0	-1699.136591	0.01433410485	180.303336728057	-1699.136591	0.01461538183	176.858791342328	
1696.576591	10	6	84	0.02896251813	4.433139796	2.41897317	93.14788703	10.16277553	6.104709625	83.73251485	0	0	0	-1696.576591	0.0284091209	183.544332909672	-1696.576591	0.02896251813	180.089501277385	
1694.016591	10	6	84	0.04305041637	4.472753349	2.447516324	93.07973033	10.24373172	6.156651819	83.59961646	0	0	0	-1694.016591	0.04223376612	186.845716773839	-1694.016591	0.04305041637	183.381315257493	
1691.456591	10	6	84	0.05688700661	4.512235289	2.476132724	93.01163199	10.32441228	6.208315438	83.46727228	0	0	0	-1691.456591	0.05581570645	190.160131116393	-1691.456591	0.05688700661	186.68815075273	
1688.896591	10	6	84	0.07048015222	4.551586983	2.504822091	92.94359093	10.40482642	6.259697756	83.33547582	0	0	0	-1688.896591	0.06916254727	193.485250520455	-1688.896591	0.07048015222	190.007750644175	
1686.336591	10	6	84	0.08383740497	4.590809834	2.533584114	92.87560605	10.48498342	6.310795966	83.20422062	0	0	0	-1686.336591	0.08228159286	196.82037449137	-1686.336591	0.08383740497	193.339450628517	
1683.776591	10	6	84	0.09696602003	4.629905284	2.56241845	92.80767627	10.56489266	6.361607183	83.07350016	0	0	0	-1683.776591	0.09517986095	200.164802517962	-1683.776591	0.09696602003	196.682584528493	
1681.216591	10	6	84	0.1098729705	4.668874818	2.591324722	92.73980046	10.64456362	6.41212844	82.94330794	0	0	0	-1681.216591	0.1078640966	203.517829714317	-1681.216591	0.1098729705	200.03648411548	
1678.656591	10	6	84	0.1225649608	4.707719958	2.620302521	92.67197752	10.72400588	6.462356687	82.81363744	0	0	0	-1678.656591	0.1203407857	206.878752068067	-1678.656591	0.1225649608	203.400476776817	
1676.096591	10	6	84	0.1350484399	4.746442267	2.6493514	92.60420633	10.80322912	6.512288792	82.68448209	0	0	0	-1676.096591	0.1326161667	210.246864433155	-1676.096591	0.1350484399	206.773886761786	
1673.536591	10	6	84	0.1473296131	4.785043352	2.678470875	92.53648577	10.88224313	6.561921538	82.55583533	0	0	0	-1673.536591	0.1446962429	213.621455360736	-1673.536591	0.1473296131	210.156039882918	
1670.976591	10	6	84	0.1594144533	4.823524856	2.707660428	92.46881472	10.9610578	6.61125162	82.42769058	0	0	0	-1670.976591	0.1565867935	217.001818731149	-1670.976591	0.1594144533	213.546256862699	
1668.416591	10	6	84	0.1713087123	4.861888467	2.736919498	92.40119204	11.03968313	6.660275649	82.30004123	0	0	0	-1668.416591	0.1682933833	220.387248399619	-1668.416591	0.1713087123	216.943857646695	
1665.856591	10	6	84	0.1830179304	4.900135911	2.766247486	92.3336166	11.11812923	6.708990145	82.17288063	0	0	0	-1665.856591	0.1798213732	223.777034228454	-1665.856591	0.1830179304	220.348166536692	
1663.296591	10	6	84	0.194547446	4.938268959	2.795643753	92.26608729	11.19640633	6.757391538	82.04620214	0	0	0	-1663.296591	0.1911759293	227.170472228245	-1663.296591	0.194547446	223.758503856595	
1660.736591	10	6	84	0.2059024051	4.976289422	2.825107614	92.19860296	11.27452477	6.805476169	81.91999906	0	0	0	-1660.736591	0.2023620313	230.566859509961	-1660.736591	0.2059024051	227.174191064841	
1658.176591	10	6	84	0.2170877694	5.014199155	2.854638344	92.1311625	11.35249502	6.853240282	81.7942647	0	0	0	-1658.176591	0.2133844812	233.965496059846	-1658.176591	0.2170877694	230.594554491703	
1655.616591	10	6	84	0.2281083245	5.052000052	2.884235172	92.06376478	11.43032765	6.900680031	81.66899232	0	0	0	-1655.616591	0.2242479107	237.365685201057	-1655.616591	0.2281083245	234.018919153655	
1653.056591	10	6	84	0.2389686878	5.089694056	2.913897278	91.99640867	11.50803339	6.947791471	81.54417514	0	0	0	-1653.056591	0.234956789	240.766732283508	-1653.056591	0.2389686878	237.446616386263	
1650.496591	10	6	84	0.2496733152	5.127283148	2.943623796	91.92909306	11.58562306	6.99457056	81.41980638	0	0	0	-1650.496591	0.2455154296	244.16795345701	-1650.496591	0.2496733152	240.876981103929	
