T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1697.99361	0	14	86	0	0	0	6.114916347	93.88508365	0	14	86								-0.0004572130662	0.0004572130662	-1697.99361	0	172.297960964484	
1697.97361	0	14	86	0.000117357328	0.0001160256992	0	6.115530644	93.88446936	0	14.00091442	85.99908558								0	0	-1697.97361	0.0001160256992	172.453247395083	
1697.95361	0	14	86	0.0002346088685	0.0002319470164	0	6.11614496	93.88385504	0	14.00182882	85.99817118								0	0	-1697.95361	0.0002319470164	172.515057840708	
1697.91361	0	14	86	0.0004691756313	0.0004638532253	0	6.117373679	93.88262632	0	14.00365754	85.99634246								0	0	-1697.91361	0.0004638532253	172.512434893282	
1697.83361	0	14	86	0.0009380709589	0.0009274326069	0	6.119831456	93.88016854	0	14.00731469	85.99268531								0	0	-1697.83361	0.0009274326069	172.593676239438	
1697.67361	0	14	86	0.00187546966	0.001854213704	0	6.124748363	93.87525164	0	14.01462784	85.98537216								0	0	-1697.67361	0.001854213704	172.701120940764	
1697.35361	0	14	86	0.003748257418	0.003705828404	0	6.134587599	93.8654124	0	14.02924954	85.97075046								0	0	-1697.35361	0.003705828404	172.94295571728	
1696.71361	0	14	86	0.007485845001	0.007401317809	0	6.154287797	93.8457122	0	14.05847459	85.94152541								0	0	-1696.71361	0.007401317809	173.531883795141	
1695.43361	0	14	86	0.01491579656	0.01474821088	0	6.193775376	93.80622462	0	14.11685152	85.88314848								0	0	-1695.43361	0.01474821088	174.752817110444	
1692.87361	0	14	86	0.02963968924	0.02931002038	0	6.273102336	93.72689766	0	14.23331632	85.76668368								0	0	-1692.87361	0.02931002038	176.895448224156	
1690.31361	0	14	86	0.04418042475	0.04369404504	0	6.352903825	93.64709618	0	14.34940157	85.65059843								0	0	-1690.31361	0.04369404504	179.046738632063	
1687.75361	0	14	86	0.05854576412	0.05790793005	0	6.433186451	93.56681355	0	14.46511451	85.53488549								0	0	-1687.75361	0.05790793005	181.152961912404	
1685.19361	0	14	86	0.07274346525	0.0719593209	0	6.513956927	93.48604307	0	14.58046239	85.41953761								0	0	-1685.19361	0.0719593209	183.210634000882	
1682.63361	0	14	86	0.0867810442	0.08585562726	0	6.595222047	93.40477795	0	14.69545246	85.30454754								0	0	-1682.63361	0.08585562726	185.217791159089	
1680.07361	0	14	86	0.1006657886	0.09960403615	0	6.676988688	93.32301131	0	14.81009196	85.18990804								0	0	-1680.07361	0.09960403615	187.172498946761	
1677.51361	0	14	86	0.114404771	0.113211525	0	6.759263814	93.24073619	0	14.92438819	85.07561181								0	0	-1677.51361	0.113211525	189.072852030493	
1674.95361	0	14	86	0.1280048614	0.126684874	0	6.842054476	93.15794552	0	15.03834844	84.96165156								0	0	-1674.95361	0.126684874	190.916978721431	
