T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1668.6828	15	4	81	0	0	6.474249737	1.612082917	91.91366735	15	4	81										-0.0004269562539	-0.0001195825272	0.0005465387811	-1668.6828	0	199.451633824303	
1668.6628	15	4	81	0.0001027730244	0.0001002162156	6.474656233	1.612219497	91.91312427	15.00085392	4.000239156	80.99890692										0	0	0	-1668.6628	0.0001002162156	199.685369708324	
1668.6428	15	4	81	0.0002054256412	0.0002003152631	6.475062683	1.61235608	91.91258124	15.00170779	4.000478315	80.9978139										0	0	0	-1668.6428	0.0002003152631	199.778956193855	
1668.6028	15	4	81	0.0004108015115	0.0004005829705	6.475875566	1.612629248	91.91149519	15.00341549	4.000956585	80.99562792										0	0	0	-1668.6028	0.0004005829705	199.772364725696	
1668.5228	15	4	81	0.0008213054744	0.0008008796986	6.477501211	1.613175615	91.90932317	15.00683064	4.001912992	80.99125637										0	0	0	-1668.5228	0.0008008796986	199.891205644341	
1668.3628	15	4	81	0.001641815557	0.001600999403	6.480752007	1.61426847	91.90497952	15.01365985	4.00382528	80.98251487										0	0	0	-1668.3628	0.001600999403	200.065079296201	
1668.0428	15	4	81	0.003280454428	0.003198963509	6.487251632	1.616454667	91.8962937	15.02731405	4.007647748	80.9650382										0	0	0	-1668.0428	0.003198963509	200.445109670457	
1667.4028	15	4	81	0.006548241585	0.006385823652	6.500243019	1.620829001	91.87892798	15.05460554	4.015284226	80.93011024										0	0	0	-1667.4028	0.006385823652	201.314314808802	
1666.1228	15	4	81	0.01303582092	0.01271347919	6.526193473	1.62958586	91.84422067	15.10911909	4.030524352	80.86035655										0	0	0	-1666.1228	0.01271347919	203.109129241095	
