T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1837.692797	1	6	93	0	0	0.4140652368	2.058194639	97.52774012	1	6	93										-7.72057784E-05	-0.000519397594	0.0005966033724	-1837.692797	0	75.8558586509609	
1837.672797	1	6	93	0.0002654530514	0.0002635696364	0.4141379985	2.058611796	97.52725021	1.000154415	6.001038785	92.9988068										0	0	0	-1837.672797	0.0002635696364	75.9066908836091	
1837.652797	1	6	93	0.0005307280438	0.0005269628869	0.4142107523	2.059028961	97.52676029	1.000308805	6.002077528	92.99761367										0	0	0	-1837.652797	0.0005269628869	75.9451057702746	
1837.612797	1	6	93	0.001061004195	0.001053478725	0.4143562594	2.05986332	97.52578042	1.000617569	6.004154885	92.99522755										0	0	0	-1837.612797	0.001053478725	75.9922449492732	
1837.532797	1	6	93	0.00212066823	0.002105633349	0.4146472431	2.061532151	97.52382061	1.001234961	6.008309099	92.99045594										0	0	0	-1837.532797	0.002105633349	76.0823193294599	
1837.372797	1	6	93	0.004235986382	0.004205980748	0.4152290937	2.064870258	97.51990065	1.00246921	6.016615512	92.98091528										0	0	0	-1837.372797	0.004205980748	76.2738193007344	
1837.052797	1	6	93	0.008450658192	0.00839090256	0.4163923284	2.071548261	97.51205941	1.004935579	6.033220281	92.96184414										0	0	0	-1837.052797	0.00839090256	76.725077046974	
1836.412797	1	6	93	0.01679510695	0.01667676119	0.4187163335	2.084911767	97.4963719	1.009858373	6.06639859	92.92374304										0	0	0	-1836.412797	0.01667676119	77.662798039166	
1835.132797	1	6	93	0.03321598348	0.03298357169	0.4233563246	2.111667923	97.46497575	1.019668795	6.132627709	92.8477035										0	0	0	-1835.132797	0.03298357169	79.3913195002621	
1832.572797	1	6	93	0.06498763704	0.06453935305	0.4326032918	2.165298551	97.40209816	1.039148063	6.26458052	92.69627142										0	0	0	-1832.572797	0.06453935305	82.9368130218517	
1830.012797	1	6	93	0.09542256262	0.0947738013	0.4418069815	2.219088802	97.33910422	1.058442835	6.39586328	92.54569388										0	0	0	-1830.012797	0.0947738013	86.5100427430824	
1827.452797	1	6	93	0.1246094187	0.1237745959	0.4509680502	2.273041102	97.27599085	1.077557649	6.526481362	92.39596099										0	0	0	-1827.452797	0.1237745959	90.1335342503062	
1824.892797	1	6	93	0.152632332	0.15162495	0.460087279	2.3271578	97.21275492	1.096497287	6.656439795	92.24706292										0	0	0	-1824.892797	0.15162495	93.8002237106483	
1822.332797	1	6	93	0.1795682042	0.1784009319	0.4691654894	2.381441206	97.1493933	1.115266575	6.78574345	92.09898997										0	0	0	-1822.332797	0.1784009319	97.5073598417349	
1819.772797	1	6	93	0.2054874683	0.2041722125	0.4782035444	2.435893602	97.08590285	1.133870388	6.914397052	91.95173256										0	0	0	-1819.772797	0.2041722125	101.252149207258	
1817.212797	1	6	93	0.2304547584	0.2290027282	0.4872023487	2.490517238	97.02228041	1.152313648	7.042405183	91.80528117										0	0	0	-1817.212797	0.2290027282	105.03174953282	
1814.652797	1	6	93	0.2545294967	0.2529512614	0.4961628487	2.545314333	96.95852282	1.170601325	7.169772287	91.65962639										0	0	0	-1814.652797	0.2529512614	108.84327323111	
1812.092797	1	6	93	0.2777664123	0.2760719531	0.5050860328	2.600287071	96.8946269	1.18873844	7.296502665	91.51475889										0	0	0	-1812.092797	0.2760719531	112.596495092305	
1809.532797	1	6	93	0.3002491008	0.2984477544	0.5139822249	2.655642946	96.83037483	1.206758701	7.422737394	91.3705039										0	0	0	-1809.532797	0.2984477544	116.467619872979	
1806.972797	1	6	93	0.3219584011	0.3200592238	0.5228343363	2.710977925	96.76618774	1.224611217	7.548208569	91.22718021										0	0	0	-1806.972797	0.3200592238	120.437543555102	
1804.412797	1	6	93	0.3429702548	0.340981729	0.5316523716	2.766495091	96.70185254	1.242328602	7.673055172	91.08461623										0	0	0	-1804.412797	0.340981729	124.346660273901	
1801.852797	1	6	93	0.3633247163	0.3612548998	0.5404374986	2.822196628	96.63736587	1.259916113	7.797281059	90.94280283										0	0	0	-1801.852797	0.3612548998	128.272513697032	
1799.292797	1	6	93	0.383058978	0.380915536	0.5491909278	2.878084677	96.5727244	1.277379062	7.920889925	90.80173101										0	0	0	-1799.292797	0.380915536	132.21197206947	
1796.732797	1	6	93	0.4022076185	0.3999978524	0.5579139156	2.934161353	96.50792473	1.294722824	8.043885339	90.66139184										0	0	0	-1796.732797	0.3999978524	136.161890743477	
1794.172797	1	6	93	0.4208028327	0.4185337071	0.5666077645	2.990428742	96.44296349	1.311952837	8.16627074	90.52177642										0	0	0	-1794.172797	0.4185337071	140.119099091852	
1791.612797	1	6	93	0.4388746365	0.4365528032	0.575273824	3.046888897	96.37783728	1.329074607	8.288049431	90.38287596										0	0	0	-1791.612797	0.4365528032	144.080409487391	
1789.052797	1	6	93	0.4564510506	0.4540828715	0.5839134912	3.103543839	96.31254267	1.346093707	8.409224583	90.24468171										0	0	0	-1789.052797	0.4540828715	148.042621921226	
1786.492797	1	6	93	0.4735582663	0.4711498337	0.5925282121	3.160395552	96.24707624	1.363015784	8.529799234	90.10718498										0	0	0	-1786.492797	0.4711498337	152.002531402841	
1783.932797	1	6	93	0.490220795	0.4877779502	0.6011194824	3.217445986	96.18143453	1.379846559	8.649776285	89.97037716										0	0	0	-1783.932797	0.4877779502	155.956929321652	
1781.372797	1	6	93	0.5064616027	0.5039899539	0.6096888487	3.27469705	96.1156141	1.396591832	8.769158501	89.83424967										0	0	0	-1781.372797	0.5039899539	159.902609159374	
1778.812797	1	6	93	0.5223022328	0.5198071709	0.6182379094	3.332150613	96.04961148	1.413257482	8.88794851	89.69879401										0	0	0	-1778.812797	0.5198071709	163.836372555752	
1776.252797	1	6	93	0.5377629166	0.5352496301	0.6267683167	3.389808503	95.98342318	1.429849476	9.006148798	89.56400173										0	0	0	-1776.252797	0.5352496301	167.755033195441	
1773.692797	1	6	93	0.5528626739	0.5503361628	0.6352817772	3.447672499	95.91704572	1.44637387	9.123761712	89.42986442										0	0	0	-1773.692797	0.5503361628	171.65542257102	
1771.132797	1	6	93	0.5676194049	0.5650844931	0.643780054	3.505744335	95.85047561	1.462836811	9.240789451	89.29637374										0	0	0	-1771.132797	0.5650844931	175.534393962137	
1768.572797	1	6	93	0.5820499729	0.5795113206	0.6522649679	3.564025694	95.78370934	1.479244547	9.357234071	89.16352138										0	0	0	-1768.572797	0.5795113206	179.388828835397	
1766.012797	1	6	93	0.5961702811	0.5936323953	0.6607383995	3.622518203	95.7167434	1.495603426	9.473097478	89.0312991										0	0	0	-1766.012797	0.5936323953	183.215642782766	
1763.452797	1	6	93	0.6099953414	0.6074625864	0.6692022907	3.681223434	95.64957427	1.511919906	9.588381422	88.89969867										0	0	0	-1763.452797	0.6074625864	187.011789930199	
