T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1799.13586	5	5	90	0	0	2.089756129	1.765745601	96.14449827	5	5	90										-0.0002826927095	-0.0003141676683	0.0005968603777	-1799.13586	0	102.881724810486	
1799.11586	5	5	90	0.0001966621795	0.0001943261024	2.090023331	1.766011638	96.14396503	5.000565397	5.00062832	89.99880628										0	0	0	-1799.11586	0.0001943261024	102.957838202144	
1799.09586	5	5	90	0.0003931786691	0.0003885086519	2.090290504	1.766277685	96.14343181	5.001130726	5.001256641	89.99761263										0	0	0	-1799.09586	0.0003885086519	103.006624544151	
1799.05586	5	5	90	0.000786087324	0.000776752122	2.090824848	1.766809785	96.14236537	5.002261347	5.002513191	89.99522546										0	0	0	-1799.05586	0.000776752122	103.047783541375	
1798.97586	5	5	90	0.001571450499	0.001552795195	2.091893447	1.76787405	96.1402325	5.004522246	5.005026041	89.99045171										0	0	0	-1798.97586	0.001552795195	103.134173306594	
1798.81586	5	5	90	0.003140008518	0.003102758234	2.094030307	1.770002823	96.13596687	5.009042702	5.010050718	89.98090658										0	0	0	-1798.81586	0.003102758234	103.322640503585	
1798.49586	5	5	90	0.006268480882	0.00619422099	2.098302666	1.774261351	96.12743598	5.018078253	5.020095975	89.96182577										0	0	0	-1798.49586	0.00619422099	103.763081022169	
1797.85586	5	5	90	0.01247992546	0.01233249365	2.106840931	1.782782957	96.11037611	5.036125462	5.040171823	89.92370271										0	0	0	-1797.85586	0.01233249365	104.676561753176	
1796.57586	5	5	90	0.02475690393	0.02446607449	2.123894778	1.799842499	96.07626272	5.072132366	5.080259615	89.84760802										0	0	0	-1796.57586	0.02446607449	106.361404330314	
1794.01586	5	5	90	0.04872293575	0.04815700395	2.157910198	1.834028206	96.0080616	5.143795428	5.1601827	89.69602187										0	0	0	-1794.01586	0.04815700395	109.809430337869	
1791.45586	5	5	90	0.07194143944	0.0711153125	2.191803875	1.868302659	95.93989347	5.214999425	5.239767597	89.54523298										0	0	0	-1791.45586	0.0711153125	113.277778603188	
1788.89586	5	5	90	0.09444922163	0.09337708325	2.225577049	1.902665905	95.87175705	5.285754131	5.319013107	89.39523276										0	0	0	-1788.89586	0.09337708325	116.782933781648	
1786.33586	5	5	90	0.1162819431	0.1149772871	2.259231146	1.937117901	95.80365095	5.356069613	5.397917716	89.24601267										0	0	0	-1786.33586	0.1149772871	120.320614575074	
1783.77586	5	5	90	0.1374729568	0.1359486321	2.292767655	1.971658563	95.73557378	5.425956021	5.47647978	89.0975642										0	0	0	-1783.77586	0.1359486321	123.889509566743	
1781.21586	5	5	90	0.1580534902	0.156321743	2.326188138	2.006287759	95.6675241	5.495423591	5.554697532	88.94987888										0	0	0	-1781.21586	0.156321743	127.48829805989	
1778.65586	5	5	90	0.1780528128	0.1761253244	2.359494222	2.041005319	95.59950046	5.564482653	5.632569079	88.80294827										0	0	0	-1778.65586	0.1761253244	131.115643910682	
