T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1759.754713	5	7	88	0	0	2.162108923	2.618693351	95.21919773	5	7	88										-0.0002119207016	-0.0003271764238	0.0005390971254	-1759.754713	0	133.800599065211	
1759.734713	5	7	88	0.0001514342458	0.0001494100622	2.16231965	2.619008057	95.21867229	5.000423856	7.000654337	87.99892181										0	0	0	-1759.734713	0.0001494100622	133.918986958518	
1759.714713	5	7	88	0.0003027344422	0.0002986881586	2.162530355	2.619322778	95.21814687	5.000847655	7.001308671	87.99784367										0	0	0	-1759.714713	0.0002986881586	133.973647566246	
1759.674713	5	7	88	0.0006053643148	0.0005972743131	2.162951766	2.619952232	95.217096	5.001695243	7.002617244	87.99568751										0	0	0	-1759.674713	0.0005972743131	133.997845426443	
1759.594713	5	7	88	0.001210171599	0.001194003708	2.16379453	2.621211218	95.21499425	5.00339023	7.00523409	87.99137568										0	0	0	-1759.594713	0.001194003708	134.104754627457	
1759.434713	5	7	88	0.002418673692	0.002386378879	2.165479796	2.623729524	95.21079068	5.006779388	7.010466619	87.98275399										0	0	0	-1759.434713	0.002386378879	134.277613032881	
1759.114713	5	7	88	0.004830685028	0.00476625896	2.16884931	2.628767449	95.20238324	5.013554494	7.020926997	87.96551851										0	0	0	-1759.114713	0.00476625896	134.644223583129	
1758.474713	5	7	88	0.0096348469	0.009506646358	2.175584263	2.638848564	95.18556717	5.027091924	7.041829021	87.93107905										0	0	0	-1758.474713	0.009506646358	135.500030480111	
1757.194713	5	7	88	0.01913952216	0.01888603243	2.189035437	2.659033492	95.15193107	5.054110145	7.08356221	87.86232764										0	0	0	-1757.194713	0.01888603243	137.273469289255	
1754.634713	5	7	88	0.03781890656	0.03732268711	2.215870957	2.699489486	95.08463956	5.107941677	7.166732577	87.72532575										0	0	0	-1754.634713	0.03732268711	140.529251454079	
1752.074713	5	7	88	0.05605847448	0.05532984999	2.242616945	2.740061725	95.01732133	5.1615033	7.249510041	87.58898666										0	0	0	-1752.074713	0.05532984999	143.850552420536	
1749.514713	5	7	88	0.07387582448	0.07292472913	2.269274773	2.780750612	94.94997461	5.214803574	7.331893701	87.45330273										0	0	0	-1749.514713	0.07292472913	147.188306395872	
1746.954713	5	7	88	0.09128821652	0.0901242075	2.295845921	2.821556491	94.88259759	5.267851241	7.413882449	87.31826631										0	0	0	-1746.954713	0.0901242075	150.539040730625	
1744.394713	5	7	88	0.1083120232	0.1069443007	2.322331921	2.862479663	94.81518842	5.320655132	7.495475059	87.18386981										0	0	0	-1744.394713	0.1069443007	153.901490250065	
1741.834713	5	7	88	0.1249627856	0.1234002119	2.348734357	2.903520386	94.74774526	5.373224178	7.57667018	87.05010564										0	0	0	-1741.834713	0.1234002119	157.274385556727	
1739.274713	5	7	88	0.1412552663	0.1395063828	2.375054872	2.944678868	94.68026626	5.425567406	7.657466345	86.91696625										0	0	0	-1739.274713	0.1395063828	160.656448220651	
1736.714713	5	7	88	0.1572034975	0.1552765418	2.401295162	2.985955273	94.61274956	5.477693948	7.737861959	86.78444409										0	0	0	-1736.714713	0.1552765418	164.046391254713	
1734.154713	5	7	88	0.1728208264	0.1707237477	2.427456982	3.027349714	94.5451933	5.529613042	7.817855305	86.65253165										0	0	0	-1734.154713	0.1707237477	167.442922281895	
1731.594713	5	7	88	0.1881199571	0.1858604306	2.45354214	3.068862251	94.47759561	5.581334034	7.89744454	86.52122143										0	0	0	-1731.594713	0.1858604306	170.844743860945	
1729.034713	5	7	88	0.2031129888	0.2006984296	2.479552507	3.110492894	94.4099546	5.632866384	7.976627693	86.39050592										0	0	0	-1729.034713	0.2006984296	174.250554048723	
1726.474713	5	7	88	0.2178114521	0.2152490281	2.50549001	3.152241593	94.3422684	5.684219668	8.055402663	86.26037767										0	0	0	-1726.474713	0.2152490281	177.659047598193	
1723.914713	5	7	88	0.2322263422	0.2295229863	2.531356634	3.194108245	94.27453512	5.735403582	8.133767218	86.1308292										0	0	0	-1723.914713	0.2295229863	181.068917743969	
1721.354713	5	7	88	0.2463681501	0.2435305716	2.557154428	3.236092685	94.20675289	5.786427946	8.211718992	86.00185306										0	0	0	-1721.354713	0.2435305716	184.478858341722	
1718.794713	5	7	88	0.2602468911	0.2572815866	2.5828855	3.278194685	94.13891982	5.837302707	8.289255485	85.87344181										0	0	0	-1718.794713	0.2572815866	187.887563491814	
1716.234713	5	7	88	0.2738721322	0.2707853957	2.608552021	3.320413955	94.07103402	5.888037944	8.366374055	85.745588										0	0	0	-1716.234713	0.2707853957	191.293728134688	
1713.674713	5	7	88	0.2872530165	0.2840509495	2.634156226	3.362750136	94.00309364	5.938643871	8.443071924	85.61828421										0	0	0	-1713.674713	0.2840509495	194.69605408494	
