T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1597.633358	5	14	81	0	0	2.304327422	6.856105646	90.83956693	5	14	81										-0.0001122493816	-0.0002974703999	0.0004097197814	-1597.633358	0	239.891734015958	
1597.613358	5	14	81	8.47785112E-05	8.332876643E-05	2.304424959	6.856630085	90.83894496	5.000224495	14.00059494	80.99918056										0	0	0	-1597.613358	8.332876643E-05	240.134572788493	
1597.593358	5	14	81	0.0001694712056	0.0001665733508	2.304522499	6.857154537	90.83832296	5.00044901	14.00118985	80.99836114										0	0	0	-1597.593358	0.0001665733508	240.22332535146	
1597.553358	5	14	81	0.0003389249636	0.0003331302214	2.304717565	6.858203514	90.83707892	5.000898052	14.0023796	80.99672235										0	0	0	-1597.553358	0.0003331302214	240.190066594972	
1597.473358	5	14	81	0.000677695663	0.0006661114918	2.305107661	6.860301729	90.83459061	5.001796227	14.00475884	80.99344494										0	0	0	-1597.473358	0.0006661114918	240.267516786107	
1597.313358	5	14	81	0.001355112484	0.001331959612	2.305887714	6.864499194	90.82961309	5.00359296	14.0095162	80.98689084										0	0	0	-1597.313358	0.001331959612	240.342449858818	
1596.993358	5	14	81	0.002709112299	0.002662868387	2.307447263	6.87289827	90.81965447	5.007187956	14.01902652	80.97378553										0	0	0	-1596.993358	0.002662868387	240.531670544769	
1596.353358	5	14	81	0.00541379595	0.005321555024	2.31056415	6.889713017	90.79972283	5.014384134	14.03802944	80.94758642										0	0	0	-1596.353358	0.005321555024	240.907793679039	
1595.073358	5	14	81	0.01081005305	0.01062655541	2.316789175	6.92340896	90.75980187	5.028801775	14.07596433	80.89523389										0	0	0	-1595.073358	0.01062655541	241.838511652793	
1592.513358	5	14	81	0.02152662647	0.02116394884	2.329207044	6.991064731	90.67972823	5.057746962	14.15154474	80.7907083										0	0	0	-1592.513358	0.02116394884	243.731870378591	
1589.953358	5	14	81	0.03217160602	0.03163368189	2.341581637	7.059075711	90.59934265	5.086843007	14.22674032	80.68641667										0	0	0	-1589.953358	0.03163368189	245.351319708994	
1587.393358	5	14	81	0.04274166284	0.04203246655	2.353915602	7.127442104	90.51864229	5.116101778	14.30154597	80.58235226										0	0	0	-1587.393358	0.04203246655	246.996605740849	
1584.833358	5	14	81	0.05323971565	0.05236315902	2.366211186	7.196164548	90.43762427	5.145534422	14.3759573	80.47850827										0	0	0	-1584.833358	0.05236315902	248.595899649256	
1582.273358	5	14	81	0.06366861912	0.06262855415	2.378470731	7.265243502	90.35628577	5.175152406	14.44996967	80.37487792										0	0	0	-1582.273358	0.06262855415	250.148457937023	
1579.713358	5	14	81	0.07403116563	0.07283138701	2.390696675	7.334679234	90.27462409	5.204967524	14.52357813	80.27145435										0	0	0	-1579.713358	0.07283138701	251.653590128905	
1577.153358	5	14	81	0.08433008703	0.08297433468	2.402891559	7.404471809	90.19263663	5.234991916	14.59677741	80.16823067										0	0	0	-1577.153358	0.08297433468	253.11065784961	
1574.593358	5	14	81	0.09456805635	0.09306001786	2.41505803	7.474621081	90.11032089	5.265238078	14.66956196	80.06519996										0	0	0	-1574.593358	0.09306001786	254.519078676816	
1572.033358	5	14	81	0.1047476893	0.1030910023	2.427198843	7.545126679	90.02767448	5.295718876	14.74192586	79.96235526										0	0	0	-1572.033358	0.1030910023	255.878325588296	
1569.473358	5	14	81	0.1148715458	0.1130698004	2.439316868	7.615987994	89.94469514	5.326447561	14.81386289	79.85968955										0	0	0	-1569.473358	0.1130698004	257.187935853603	
1566.913358	5	14	81	0.1249421309	0.1229988719	2.451415089	7.687204165	89.86138075	5.357437783	14.88536644	79.75719577										0	0	0	-1566.913358	0.1229988719	258.447510003403	
1564.353358	5	14	81	0.1349618965	0.1328806255	2.463496613	7.758774068	89.77772932	5.388703604	14.95642956	79.65486684										0	0	0	-1564.353358	0.1328806255	259.656710659335	
1561.793358	5	14	81	0.1449332419	0.1427174196	2.475564673	7.830696298	89.69373903	5.420259519	15.02704489	79.55269559										0	0	0	-1561.793358	0.1427174196	260.815272315108	
1559.233358	5	14	81	0.1548585145	0.1525115631	2.487622631	7.902969158	89.60940821	5.452120468	15.09720468	79.45067485										0	0	0	-1559.233358	0.1525115631	261.92300117775	
1556.673358	5	14	81	0.1647400112	0.1622653161	2.499673984	7.97559064	89.52473538	5.484301854	15.16690078	79.34879736										0	0	0	-1556.673358	0.1622653161	262.979778296902	
1554.113358	5	14	81	0.1745799785	0.1719808904	2.511722365	8.04855841	89.43971923	5.516819561	15.23612459	79.24705584										0	0	0	-1554.113358	0.1719808904	263.985559883048	
1551.553358	5	14	81	0.1843806128	0.1816604501	2.523771554	8.121869792	89.35435865	5.549689972	15.30486707	79.14544295										0	0	0	-1551.553358	0.1816604501	264.940383031488	
1548.993358	5	14	81	0.1941440611	0.1913061116	2.535825477	8.195521749	89.26865277	5.582929986	15.37311871	79.0439513										0	0	0	-1548.993358	0.1913061116	265.844367172945	
1546.433358	5	14	81	0.2038724213	0.200919944	2.547888214	8.269510866	89.18260092	5.61655704	15.44086952	78.94257344										0	0	0	-1546.433358	0.200919944	266.697715570836	
1543.873358	5	14	81	0.2135677416	0.2105039689	2.559964004	8.343833331	89.09620266	5.650589128	15.508109	78.84130188										0	0	0	-1543.873358	0.2105039689	267.500719274968	
1541.313358	5	14	81	0.2232320208	0.2200601604	2.572057248	8.418484914	89.00945784	5.685044818	15.57482612	78.74012906										0	0	0	-1541.313358	0.2200601604	268.25375832093	
1538.753358	5	14	81	0.2328672082	0.2295904447	2.584172515	8.493460948	88.92236654	5.71994328	15.64100933	78.63904739										0	0	0	-1538.753358	0.2295904447	268.95730689748	
1536.193358	5	14	81	0.2424752028	0.2390966996	2.596314549	8.568756308	88.83492914	5.755304301	15.7066465	78.5380492										0	0	0	-1536.193358	0.2390966996	269.611931363365	
1533.633358	5	14	81	0.252057853	0.2485807541	2.608488273	8.644365388	88.74714634	5.791148312	15.77172491	78.43712677										0	0	0	-1533.633358	0.2485807541	270.218293731887	
1531.073358	5	14	81	0.2616169555	0.2580443875	2.620698791	8.720282081	88.65901913	5.827496409	15.83623125	78.33627234										0	0	0	-1531.073358	0.2580443875	270.77715637877	
1528.513358	5	14	81	0.2711542552	0.2674893285	2.632951402	8.796499752	88.57054885	5.864370376	15.90015154	78.23547808										0	0	0	-1528.513358	0.2674893285	271.28938093215	
1525.953358	5	14	81	0.2806714432	0.2769172542	2.645251594	8.87301122	88.48173719	5.901792711	15.9634712	78.13473609										0	0	0	-1525.953358	0.2769172542	271.755935575701	
1523.393358	5	14	81	0.2901701562	0.2863297885	2.657605061	8.949808728	88.39258621	5.93978665	16.02617492	78.03403843										0	0	0	-1523.393358	0.2863297885	272.177887706097	
1520.833358	5	14	81	0.299651975	0.2957285014	2.670017699	9.026883921	88.30309838	5.978376192	16.08824672	77.93337709										0	0	0	-1520.833358	0.2957285014	272.556410936441	
