T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1877.633613	3	2	95	0	0	1.166401985	0.6396519623	98.19394605	3	2	95										-0.0004176582729	-0.0003098660894	0.0007275243623	-1877.633613	0	43.8895901041718	
1877.613613	3	2	95	0.0004584821658	0.0004555091754	1.1667498	0.6398654481	98.19338475	3.000835319	2.000619731	94.99854495										0	0	0	-1877.613613	0.0004555091754	43.9242282779455	
1877.593613	3	2	95	0.0009166019933	0.0009106594241	1.167097584	0.6400789387	98.19282348	3.001670559	2.00123946	94.99708998										0	0	0	-1877.593613	0.0009106594241	43.9514967455705	
1877.553613	3	2	95	0.001832215919	0.001820341435	1.167793123	0.6405059377	98.19170094	3.003340875	2.002478882	94.99418024										0	0	0	-1877.553613	0.001820341435	43.9950416070313	
1877.473613	3	2	95	0.003660486286	0.003636779873	1.169184055	0.641360016	98.18945593	3.006680779	2.004957611	94.98836161										0	0	0	-1877.473613	0.003636779873	44.0896017549721	
1877.313613	3	2	95	0.007305239978	0.007257996897	1.171965333	0.6430684937	98.18496617	3.013357679	2.009914611	94.97672771										0	0	0	-1877.313613	0.007257996897	44.3133298192254	
1876.993613	3	2	95	0.01453147349	0.0144377672	1.177524843	0.6464871401	98.17598802	3.026698014	2.019828043	94.95347394										0	0	0	-1876.993613	0.0144377672	44.7788597171331	
1876.353613	3	2	95	0.02878427763	0.02859972852	1.188633782	0.6533299783	98.15803624	3.053330416	2.039648832	94.90702075										0	0	0	-1876.353613	0.02859972852	45.6354503156598	
1875.073613	3	2	95	0.05648551121	0.05612753844	1.210809895	0.6670386646	98.12215144	3.10639918	2.079268637	94.81433218										0	0	0	-1875.073613	0.05612753844	47.4131220655393	
1872.513613	3	2	95	0.1088933317	0.1082193287	1.2549956	0.6945476758	98.05045672	3.211759728	2.158419216	94.62982106										0	0	0	-1872.513613	0.1082193287	51.0372178330732	
1869.953613	3	2	95	0.1576573508	0.1567047757	1.298959025	0.7221789962	97.97886198	3.316094838	2.237450261	94.4464549										0	0	0	-1869.953613	0.1567047757	54.7470939466753	
1867.393613	3	2	95	0.2031599118	0.2019623089	1.342700639	0.7499322943	97.90736707	3.419418817	2.316359211	94.26422197										0	0	0	-1867.393613	0.2019623089	58.56746715491	
1864.833613	3	2	95	0.2457298757	0.2443174146	1.386221013	0.7778072223	97.83597177	3.521745946	2.395143407	94.08311065										0	0	0	-1864.833613	0.2443174146	62.4969493468744	
1862.273613	3	2	95	0.2856533657	0.2840532796	1.429520901	0.805803353	97.76467575	3.623090711	2.473799899	93.90310939										0	0	0	-1862.273613	0.2840532796	66.5330260084131	
1859.713613	3	2	95	0.3231804969	0.3214174523	1.472601248	0.8339201789	97.69347857	3.723467805	2.552325454	93.72420674										0	0	0	-1859.713613	0.3214174523	70.6815777274929	
1857.153613	3	2	95	0.358523118	0.356619547	1.515462637	0.8621575295	97.62237983	3.822890707	2.630717801	93.54639149										0	0	0	-1857.153613	0.356619547	74.9210695369198	
