T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1927.383959	0	1	99	0	0	0	0.3018091489	99.69819085	0	1	99								-0.0007225447432	0.0007225447432	-1927.383959	0	9.6658422855622	
1927.363959	0	1	99	0.002068882889	0.00206682266	0	0.3022540121	99.69774599	0	1.001445075	98.99855493								0	0	-1927.363959	0.00206682266	9.68753561864736	
1927.343959	0	1	99	0.004133140631	0.004129027406	0	0.3026988777	99.69730112	0	1.002890073	98.99710993								0	0	-1927.343959	0.004129027406	9.71129145294646	
1927.303959	0	1	99	0.008245240514	0.0082370455	0	0.3035886216	99.69641138	0	1.005779858	98.99422014								0	0	-1927.303959	0.0082370455	9.77152242008593	
1927.223959	0	1	99	0.01638358643	0.01636734411	0	0.3053681416	99.69463186	0	1.011558514	98.98844149								0	0	-1927.223959	0.01636734411	9.89502693613135	
1927.063959	0	1	99	0.03239322655	0.03236127701	0	0.3089273609	99.69107264	0	1.023112334	98.97688767								0	0	-1927.063959	0.03236127701	10.1219740518032	
1926.743959	0	1	99	0.06333972667	0.06327789721	0	0.3160464823	99.68395352	0	1.046205903	98.9537941								0	0	-1926.743959	0.06327789721	10.5957863821466	
1926.103959	0	1	99	0.1212849617	0.1211690319	0	0.3302874664	99.66971253	0	1.092336796	98.9076632								0	0	-1926.103959	0.1211690319	11.5887179135774	
1924.823959	0	1	99	0.2235276323	0.2233230559	0	0.3587806793	99.64121932	0	1.184374414	98.81562559								0	0	-1924.823959	0.2233230559	13.7590734011192	
1922.263959	0	1	99	0.3865113027	0.3861889954	0	0.4158140432	99.58418596	0	1.36755887	98.63244113								0	0	-1922.263959	0.3861889954	18.489868727138	
1919.703959	0	1	99	0.5108203185	0.5104359562	0	0.4729128905	99.52708711	0	1.549564255	98.45043574								0	0	-1919.703959	0.5104359562	23.6779369246523	
1917.143959	0	1	99	0.6089133009	0.6085047907	0	0.5300812969	99.4699187	0	1.730402795	98.26959721								0	0	-1917.143959	0.6085047907	29.4680550670712	
1914.583959	0	1	99	0.6884245458	0.6880189197	0	0.5873235302	99.41267647	0	1.910087289	98.08991271								0	0	-1914.583959	0.6880189197	35.8371310525336	
1912.023959	0	1	99	0.7542882955	0.7539055618	0	0.644643549	99.35535645	0	2.088629557	97.91137044								0	0	-1912.023959	0.7539055618	42.7601266724946	
1909.463959	0	1	99	0.8098358002	0.80949123	0	0.7020453215	99.29795468	0	2.266041423	97.73395858								0	0	-1909.463959	0.80949123	50.2096375681951	
1906.903959	0	1	99	0.8573974173	0.8571029723	0	0.7595328073	99.24046719	0	2.442334659	97.55766534								0	0	-1906.903959	0.8571029723	58.1560999176188	
1904.343959	0	1	99	0.8986522819	0.8984175438	0	0.8171099535	99.18289005	0	2.617520964	97.38247904								0	0	-1904.343959	0.8984175438	66.567970719766	
1901.783959	0	1	99	0.934840957	0.9346737531	0	0.8747806934	99.12521931	0	2.791611952	97.20838805								0	0	-1901.783959	0.9346737531	75.411930563553	
1899.223959	0	1	99	0.9668998648	0.9668067017	0	0.9325489467	99.06745105	0	2.964619153	97.03538085								0	0	-1899.223959	0.9668067017	84.6531041416312	
1896.663959	0	1	99	0.9955491272	0.9955355002	0	0.9904186205	99.00958138	0	3.13655401	96.86344599								0	0	-1896.663959	0.9955355002	94.0605142395898	
1896.343959	0	1	99	0.9989199586	0.9989166186	0	0.9976596536	99.00234035	0	3.157971029	96.84202897								0	0	-1896.343959	0.9989166186	95.1844721564787	
1896.263959	0	1	99	0.9997566616	0.9997559072	0	0.9994701821	99.00052982	0	3.163322732	96.83667727								0	0	-1896.263959	0.9997559072	95.7586262003403	
1896.243959	0	1	99	0.9999646372	0.9999645275	0	0.9999228139	99.00007719	0	3.164660449	96.83533955								0	0	-1896.243959	0.9999645275	495.8128879211	
1896.223959	0	1	99	1	1	0	0.9999999785	99.00000002													-1896.223959	1	563.817041369209	
1896.213959	0	1	99	1	1	0	0.9999999995	99													-1896.213959	1	NaN	
1896.193959	0	1	99	1	1	0	1	99													-1896.193959	1	NaN	
1896.153959	0	1	99	1	1	0	1	99													-1896.153959	1	NaN	
1896.073959	0	1	99	1	1	0	1	99													-1896.073959	1	NaN	
1895.913959	0	1	99	1	1	0	1	99													-1895.913959	1	NaN	
