T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1870.803104	1	4	95	0	0	0.3978833204	1.305144703	98.29697198	1	4	95										-0.0001186577122	-0.0005310767958	0.000649734508	-1870.803104	0	50.7255037223007	
1870.783104	1	4	95	0.000396233106	0.0003941159512	0.3979871937	1.305528161	98.29648465	1.000237314	4.001062135	94.99870055										0	0	0	-1870.783104	0.0003941159512	50.767470307733	
1870.763104	1	4	95	0.0007921383014	0.0007879063781	0.3980910578	1.305911626	98.29599732	1.000474595	4.002124227	94.99740118										0	0	0	-1870.763104	0.0007879063781	50.7976444614052	
1870.723104	1	4	95	0.00158351649	0.001575059243	0.3982987763	1.306678578	98.29502265	1.000949102	4.004248287	94.99480261										0	0	0	-1870.723104	0.001575059243	50.8403730729717	
1870.643104	1	4	95	0.00316399796	0.003147109823	0.3987141572	1.308212573	98.29307327	1.001897855	4.008495911	94.98960623										0	0	0	-1870.643104	0.003147109823	50.9376864874508	
1870.483104	1	4	95	0.006315891356	0.006282220248	0.3995446943	1.311280928	98.28917438	1.003794315	4.016989172	94.97921651										0	0	0	-1870.483104	0.006282220248	51.1675499450524	
1870.163104	1	4	95	0.01257102576	0.01250416836	0.4012045585	1.317419267	98.28137617	1.007582267	4.033968275	94.95844946										0	0	0	-1870.163104	0.01250416836	51.6455141055461	
1869.523104	1	4	95	0.02492734302	0.02479540909	0.4045203882	1.329701962	98.26577765	1.015140711	4.067895267	94.91696402										0	0	0	-1869.523104	0.02479540909	52.5238683904693	
1868.243104	1	4	95	0.04901806132	0.04876113415	0.4111358637	1.354291885	98.23457225	1.03018657	4.135625774	94.83418766										0	0	0	-1868.243104	0.04876113415	54.3413928948848	
1865.683104	1	4	95	0.09486917028	0.09438164362	0.4243026724	1.403570581	98.17212675	1.059997973	4.27059445	94.66940758										0	0	0	-1865.683104	0.09438164362	58.0329825917515	
1863.123104	1	4	95	0.1378626445	0.137168313	0.4373845904	1.452982876	98.10963253	1.089441559	4.404911025	94.50564742										0	0	0	-1863.123104	0.137168313	61.8020394091704	
1860.563104	1	4	95	0.1782652551	0.1773857102	0.4503824235	1.502530937	98.04708664	1.118524467	4.538580614	94.34289492										0	0	0	-1860.563104	0.1773857102	65.6518548845917	
1858.003104	1	4	95	0.2163372587	0.2152920579	0.4632977956	1.552216146	97.98448606	1.147255791	4.671606035	94.18113817										0	0	0	-1858.003104	0.2152920579	69.5837796178715	
1855.443104	1	4	95	0.2522799313	0.251086958	0.476131612	1.602040621	97.92182777	1.175642693	4.803992109	94.0203652										0	0	0	-1855.443104	0.251086958	73.6079553989445	
