T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
882.848326	92	0	8	0	0	99.08844014	0	0.911559859	92	0	8				0.001450439125		-0.001450439125	-882.848326	0	48.8374724362046	
882.828326	92	0	8	0.0004103858306	0.0004092420182	99.08806393	0	0.9119360677	91.99709916	0	8.002900837				0		0	-882.828326	0.0004092420182	48.9042017352942	
882.808326	92	0	8	0.0008202123352	0.0008179263901	99.08768772	0	0.9123122846	91.99419853	0	8.005801468				0		0	-882.808326	0.0008179263901	48.9490687296014	
882.768326	92	0	8	0.001639285422	0.001634717191	99.08693524	0	0.9130647596	91.98839783	0	8.011602168				0		0	-882.768326	0.001634717191	49.0062205104982	
882.688326	92	0	8	0.003274022744	0.003264900898	99.0854301	0	0.9145699031	91.97679874	0	8.023201262				0		0	-882.688326	0.003264900898	49.1425708333368	
882.528326	92	0	8	0.006529925381	0.006511739941	99.08241908	0	0.9175809154	91.95360977	0	8.046390231				0		0	-882.528326	0.006511739941	49.4607541358983	
882.208326	92	0	8	0.01297083912	0.01293474662	99.07639417	0	0.92360583	91.90726877	0	8.092731231				0		0	-882.208326	0.01293474662	50.1215730928955	
881.568326	92	0	8	0.02562613479	0.02555494899	99.0643327	0	0.9356673009	91.8147338	0	8.185266201				0		0	-881.568326	0.02555494899	51.3518950435659	
880.288326	92	0	8	0.05003480246	0.04989628664	99.04016293	0	0.9598370728	91.63024994	0	8.369750063				0		0	-880.288326	0.04989628664	53.9159446153422	
877.728326	92	0	8	0.09555139355	0.09528868932	98.99163377	0	1.008366229	91.26360617	0	8.736393833				0		0	-877.728326	0.09528868932	59.1794529857974	
875.168326	92	0	8	0.1371395598	0.1367651389	98.94284741	0	1.057152585	90.90002164	0	9.099978365				0		0	-875.168326	0.1367651389	64.6108886596619	
872.608326	92	0	8	0.1753004799	0.1748252434	98.89379869	0	1.106201311	90.53944856	0	9.46055144				0		0	-872.608326	0.1748252434	70.2579051511016	
870.048326	92	0	8	0.2104517305	0.20988527	98.84448248	0	1.155517516	90.18183851	0	9.818161488				0		0	-870.048326	0.20988527	76.1180559808602	
867.488326	92	0	8	0.242945985	0.2422967867	98.79489375	0	1.205106248	89.82714262	0	10.17285738				0		0	-867.488326	0.2422967867	82.1869420494575	
864.928326	92	0	8	0.2730831386	0.2723587492	98.7450275	0	1.2549725	89.47531172	0	10.52468828				0		0	-864.928326	0.2723587492	88.459943927802	
862.368326	92	0	8	0.3011198159	0.3003269785	98.69487879	0	1.305121214	89.12629654	0	10.87370346				0		0	-862.368326	0.3003269785	94.9458664684348	
859.808326	92	0	8	0.3272700949	0.3264148708	98.64444269	0	1.355557314	88.78004759	0	11.21995241				0		0	-859.808326	0.3264148708	101.608651162962	
857.248326	92	0	8	0.3517395919	0.3508274243	98.59371441	0	1.406285594	88.436516	0	11.563484				0		0	-857.248326	0.3508274243	108.450583905697	
854.688326	92	0	8	0.3746867328	0.373722557	98.5426891	0	1.4573109	88.09565259	0	11.90434741				0		0	-854.688326	0.373722557	115.489802300942	
852.128326	92	0	8	0.3962567959	0.3952450939	98.49136199	0	1.508638014	87.75740861	0	12.24259139				0		0	-852.128326	0.3952450939	122.62524223461	
850.848326	92	0	8	0.4065696501	0.4055357364	98.46558378	0	1.534416221	87.58925387	0	12.41074613				0		0	-850.848326	0.4055357364	126.272378783458	
850.208326	92	0	8	0.4116120189	0.4105673692	98.45266575	0	1.547334255	87.50541563	0	12.49458437				0		0	-850.208326	0.4105673692	128.070345466562	
850.168326	92	0	8	0.411924878	0.4108795652	98.45185772	0	1.548142276	87.500181	0	12.499819				0		0	-850.168326	0.4108795652	128.048310909779	
850.1496401	92	0	8	1	0.9344704024	98.45148023	0	1.548519765	87.49773587	0	12.50226413	8.612717321E-05	0	99.99991387	0		0	-850.1496401	0.9344704024	-8622.25907270146	
850.138326	92	0	8	1	0.9344690902	98.45161833	0	1.548381665				8.610892861E-05	0	99.99991389				-850.138326	0.9344690902	-8627.60260398452	
