T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
896.3284652	94	0	6	0	0	94	0	6	99.33871247	0	0.6612875281	0.001517575513		-0.001517575513	-896.3284652	0	35.1786074804451	
896.3084652	94	0	6	0.0005694189216	0.0005682237487	93.9969649	0	6.003035099	99.33834581	0	0.6616541866	0		0	-896.3084652	0.0005682237487	35.2161975439434	
896.2884652	94	0	6	0.001138230524	0.001135841617	93.99393001	0	6.006069993	99.33797915	0	0.6620208537	0		0	-896.2884652	0.001135841617	35.2537865513828	
896.2484652	94	0	6	0.002274035756	0.002269263686	93.98786084	0	6.012139165	99.33724578	0	0.6627542227	0		0	-896.2484652	0.002269263686	35.329060917824	
896.1684652	94	0	6	0.004538401707	0.004528880471	93.97572496	0	6.024275043	99.33577887	0	0.6642211295	0		0	-896.1684652	0.004528880471	35.4799604540307	
896.0084652	94	0	6	0.009038372628	0.009019421187	93.95146305	0	6.048536945	99.33284442	0	0.6671555805	0		0	-896.0084652	0.009019421187	35.7831660167712	
895.6884652	94	0	6	0.01792497745	0.01788743408	93.90297866	0	6.097021341	99.32697296	0	0.6730270361	0		0	-895.6884652	0.01788743408	36.3951671228119	
895.0484652	94	0	6	0.03525811683	0.03518443228	93.80616711	0	6.193832891	99.31521979	0	0.6847802058	0		0	-895.0484652	0.03518443228	37.6415062402349	
893.7684652	94	0	6	0.068263647	0.0681216162	93.61317135	0	6.386828649	99.29167211	0	0.708327893	0		0	-893.7684652	0.0681216162	40.2231796042171	
891.2084652	94	0	6	0.1283379562	0.1280733135	93.22967283	0	6.770327167	99.24440881	0	0.7555911857	0		0	-891.2084652	0.1280733135	45.5794716766803	
888.6484652	94	0	6	0.1816303644	0.1812592135	92.84946606	0	7.150533943	99.19691688	0	0.8030831232	0		0	-888.6484652	0.1812592135	51.16362471253	
886.0884652	94	0	6	0.2292439621	0.2287798089	92.47251035	0	7.527489651	99.14919068	0	0.8508093166	0		0	-886.0884652	0.2287798089	57.0515324838851	
883.5284652	94	0	6	0.2720555071	0.2715097937	92.09876309	0	7.901236912	99.10122472	0	0.8987752826	0		0	-883.5284652	0.2715097937	63.2380816319228	
880.9684652	94	0	6	0.3107706137	0.3101531218	91.72818001	0	8.271819989	99.05301355	0	0.9469864483	0		0	-880.9684652	0.3101531218	69.7177655539359	
878.4084652	94	0	6	0.3459635461	0.3452827067	91.3607155	0	8.639284504	99.00455184	0	0.9954481569	0		0	-878.4084652	0.3452827067	76.4846904755723	
875.8484652	94	0	6	0.378106404	0.3773695384	90.99632282	0	9.003677184	98.95583433	0	1.044165674	0		0	-875.8484652	0.3773695384	83.5325843944212	
873.2884652	94	0	6	0.4075908586	0.4068043679	90.63495436	0	9.36504564	98.90685581	0	1.093144193	0		0	-873.2884652	0.4068043679	90.8548058171199	
870.7284652	94	0	6	0.4347445677	0.4339140839	90.27656185	0	9.723438151	98.85761116	0	1.142388839	0		0	-870.7284652	0.4339140839	98.4443554398505	
868.1684652	94	0	6	0.4598437288	0.4589742359	89.92109651	0	10.07890349	98.80809532	0	1.191904677	0		0	-868.1684652	0.4589742359	106.293888317703	
865.6084652	94	0	6	0.483122791	0.4822187235	89.56850925	0	10.43149075	98.75830329	0	1.241696713	0		0	-865.6084652	0.4822187235	114.395726541487	
863.0484652	94	0	6	0.5047820481	0.5038473716	89.2187508	0	10.7812492	98.7082301	0	1.291769904	0		0	-863.0484652	0.5038473716	122.741874919353	
860.4884652	94	0	6	0.5249936336	0.5240319109	88.87177184	0	11.12822816	98.65787084	0	1.342129156	0		0	-860.4884652	0.5240319109	131.324034198382	
857.9284652	94	0	6	0.5439062962	0.5429207429	88.52752312	0	11.47247688	98.60722067	0	1.392779333	0		0	-857.9284652	0.5429207429	140.133618619894	
855.3684652	94	0	6	0.5616492364	0.5606427665	88.18595557	0	11.81404443	98.55627474	0	1.443725261	0		0	-855.3684652	0.5606427665	149.161772067298	
852.8084652	94	0	6	0.5783352118	0.5773104767	87.84702039	0	12.15297961	98.50502827	0	1.494971729	0		0	-852.8084652	0.5773104767	158.399383894512	
850.2484652	94	0	6	0.5940630696	0.5930224907	87.51066909	0	12.48933091	98.4534765	0	1.546523496	0		0	-850.2484652	0.5930224907	167.837107908335	
847.6884652	94	0	6	0.6089198246	0.6078656216	87.17685363	0	12.82314637	98.40161471	0	1.598385293	0		0	-847.6884652	0.6078656216	177.465381400143	
845.1284652	94	0	6	0.6229823771	0.6219165912	86.84552641	0	13.15447359	98.34943817	0	1.650561827	0		0	-845.1284652	0.6219165912	187.27444015335	
842.5684652	94	0	6	0.636318939	0.6352434539	86.51664036	0	13.48335964	98.29694221	0	1.703057785	0		0	-842.5684652	0.6352434539	197.254338979642	
840.0084652	94	0	6	0.6489902261	0.6479067856	86.19014899	0	13.80985101	98.24412216	0	1.755877837	0		0	-840.0084652	0.6479067856	207.394973239895	
837.4484652	94	0	6	0.6610504596	0.6599606827	85.86600637	0	14.13399363	98.19097336	0	1.809026638	0		0	-837.4484652	0.6599606827	217.686092715426	
834.8884652	94	0	6	0.6725482114	0.6714536056	85.54416725	0	14.45583275	98.13749117	0	1.862508832	0		0	-834.8884652	0.6714536056	228.117322824065	
832.3284652	94	0	6	0.6835271203	0.6824290935	85.224587	0	14.775413	98.08367094	0	1.916329055	0		0	-832.3284652	0.6824290935	238.678182917145	
829.7684652	94	0	6	0.6940265031	0.6929263737	84.90722169	0	15.09277831	98.02950806	0	1.970491939	0		0	-829.7684652	0.6929263737	249.358108340513	
827.2084652	94	0	6	0.7040818764	0.7029808821	84.59202808	0	15.40797192	97.97499789	0	2.025002111	0		0	-827.2084652	0.7029808821	260.146468400906	
824.6484652	94	0	6	0.713725405	0.7126247108	84.27896362	0	15.72103638	97.9201358	0	2.0798642	0		0	-824.6484652	0.7126247108	271.032576988735	
822.0884652	94	0	6	0.7229862884	0.7218869939	83.9679865	0	16.0320135	97.86491716	0	2.135082837	0		0	-822.0884652	0.7218869939	282.005723038882	
819.5284652	94	0	6	0.7318910954	0.7307942404	83.65905561	0	16.34094439	97.80933734	0	2.190662657	0		0	-819.5284652	0.7307942404	293.055182207366	
816.9684652	94	0	6	0.7404640537	0.7393706243	83.35213057	0	16.64786943	97.7533917	0	2.246608303	0		0	-816.9684652	0.7393706243	304.170235157548	
814.4084652	94	0	6	0.7487273029	0.7476382362	83.04717174	0	16.95282826	97.69707557	0	2.302924428	0		0	-814.4084652	0.7476382362	315.340185961816	
811.8484652	94	0	6	0.7567011155	0.7556173039	82.74414017	0	17.25585983	97.6403843	0	2.359615696	0		0	-811.8484652	0.7556173039	326.554378357616	
809.2884652	94	0	6	0.7644040895	0.763326385	82.44299766	0	17.55700234	97.58331321	0	2.416686786	0		0	-809.2884652	0.763326385	337.802216991867	
806.7284652	94	0	6	0.7718533191	0.7707825365	82.14370672	0	17.85629328	97.52585761	0	2.47414239	0		0	-806.7284652	0.7707825365	349.073173929172	
804.1684652	94	0	6	0.7790645438	0.7780014643	81.84623056	0	18.15376944	97.46801278	0	2.531987222	0		0	-804.1684652	0.7780014643	360.356815980172	
