T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
870.5347698	88	4	8	0	0		88	4	8	98.63313044	0.4185318302	0.9483377343				0.001709004728	-0.0005756312165	-0.001133373512	-870.5347698	0			
870.5147698	88	4	8	0.0003290685763	0.0003213539813		87.99658205	4.001151246	8.002266704	98.63267283	0.418666839	0.9486603289				0	0	0	-870.5147698	0.0003213539813			
870.4947698	88	4	8	0.0006579305131	0.0006425067498		87.99316434	4.002302423	8.004533239	98.63221521	0.4188018515	0.9489829395				0	0	0	-870.4947698	0.0006425067498			
870.4547698	88	4	8	0.00131503523	0.00128420939		87.98632963	4.004604575	8.009065796	98.6312999	0.4190718883	0.949628209				0	0	0	-870.4547698	0.00128420939			
870.3747698	88	4	8	0.002626773579	0.00256520848		87.97266307	4.009208062	8.018128867	98.62946905	0.419612008	0.9509189408				0	0	0	-870.3747698	0.00256520848			
870.2147698	88	4	8	0.005240410026	0.005117624844		87.94534139	4.018411778	8.036246835	98.62580639	0.4206924329	0.953501176				0	0	0	-870.2147698	0.005117624844			
869.8947698	88	4	8	0.01042867139	0.01018447066		87.89074371	4.03680619	8.072450098	98.61847723	0.4228540299	0.9586687374				0	0	0	-869.8947698	0.01018447066			
869.2547698	88	4	8	0.02065190259	0.02016889753		87.78173072	4.073543119	8.144726158	98.6038035	0.4271802498	0.9690162528				0	0	0	-869.2547698	0.02016889753			
867.9747698	88	4	8	0.04050635156	0.03956129376		87.56443165	4.146810597	8.288757748	98.57439375	0.4358451101	0.9897611425				0	0	0	-867.9747698	0.03956129376			
865.4147698	88	4	8	0.07800458338	0.07619354539		87.13271925	4.292530119	8.574750631	98.51532056	0.4532269744	1.031452468				0	0	0	-865.4147698	0.07619354539			
862.8547698	88	4	8	0.1128250999	0.110218559		86.70481198	4.437181764	8.858006253	98.45590026	0.4706831356	1.073416605				0	0	0	-862.8547698	0.110218559			
860.2947698	88	4	8	0.1452519812	0.1419130267		86.28065778	4.580788933	9.138553288	98.39612216	0.4882193799	1.115658458				0	0	0	-860.2947698	0.1419130267			
857.7347698	88	4	8	0.1755308176	0.1715161579		85.86020353	4.723375157	9.416421317	98.33597549	0.5058415699	1.158182941				0	0	0	-857.7347698	0.1715161579			
855.1747698	88	4	8	0.2038750065	0.1992358116		85.44339529	4.864964021	9.691640686	98.27544936	0.5235556474	1.200994991				0	0	0	-855.1747698	0.1992358116			
852.6147698	88	4	8	0.2304708536	0.2252534645		85.03017852	5.005579098	9.964242379	98.2145328	0.5413676372	1.244099565				0	0	0	-852.6147698	0.2252534645			
850.0547698	88	4	8	0.2554817347	0.2497282632		84.62049822	5.145243885	10.2342579	98.15321469	0.5592836506	1.287501656				0	0	0	-850.0547698	0.2497282632			
847.4947698	88	4	8	0.2790515136	0.2728003538		84.2142991	5.283981748	10.50171915	98.09148382	0.57730989	1.331206291				0	0	0	-847.4947698	0.2728003538			
844.9347698	88	4	8	0.3013073675	0.2945936325		83.81152575	5.421815873	10.76665838	98.02932881	0.5954526535	1.375218539				0	0	0	-844.9347698	0.2945936325			
842.3747698	88	4	8	0.3223621355	0.3152180331		83.41212277	5.558769208	11.02910802	97.96673814	0.6137183394	1.41954352				0	0	0	-842.3747698	0.3152180331			
839.8147698	88	4	8	0.3423162819	0.334771439		83.01603488	5.69486443	11.28910069	97.90370014	0.6321134523	1.464186407				0	0	0	-839.8147698	0.334771439			
837.2547698	88	4	8	0.3612595464	0.3533412903		82.62320702	5.830123894	11.54666908	97.84020296	0.6506446079	1.509152435				0	0	0	-837.2547698	0.3533412903			
