T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
915.4643155	97	0	3	0	0	99.68387775	0	0.3161222498	97	0	3				0.001618534777		-0.001618534777	-915.4643155	0	16.5828218290575	
915.4443155	97	0	3	0.001206198087	0.001204925589	99.68352242	0	0.3164775793	96.99676298	0	3.003237022				0		0	-915.4443155	0.001204925589	16.6142488989039	
915.4243155	97	0	3	0.002410118527	0.002407576272	99.68316708	0	0.3168329158	96.99352618	0	3.006473821				0		0	-915.4243155	0.002407576272	16.6463432905102	
915.3843155	97	0	3	0.00481086513	0.004805791858	99.68245638	0	0.3175436186	96.98705321	0	3.01294679				0		0	-915.3843155	0.004805791858	16.7235100529067	
915.3043155	97	0	3	0.00957447579	0.009564384398	99.68103485	0	0.3189651511	96.97410986	0	3.025890138				0		0	-915.3043155	0.009564384398	16.8834521155143	
915.1443155	97	0	3	0.01898222089	0.01896223503	99.67819128	0	0.3218087174	96.9482334	0	3.051766597				0		0	-915.1443155	0.01896223503	17.1774320327363	
914.8243155	97	0	3	0.03731422159	0.03727501779	99.67250215	0	0.3274978468	96.89652156	0	3.103478438				0		0	-914.8243155	0.03727501779	17.7895458497635	
914.1843155	97	0	3	0.07215394135	0.07207845553	99.66111585	0	0.3388841476	96.79326202	0	3.20673798				0		0	-914.1843155	0.07207845553	19.0558612958711	
912.9043155	97	0	3	0.135378615	0.1352381989	99.63831074	0	0.3616892553	96.58740006	0	3.412599936				0		0	-912.9043155	0.1352381989	21.7707450838288	
910.3443155	97	0	3	0.2409101314	0.2406645843	99.59256742	0	0.4074325826	96.17830191	0	3.82169809				0		0	-910.3443155	0.2406645843	27.6120376773035	
907.7843155	97	0	3	0.325529099	0.3252031762	99.54664113	0	0.4533588729	95.77269885	0	4.227301153				0		0	-907.7843155	0.3252031762	33.9302780772367	
905.2243155	97	0	3	0.3949260267	0.3945377764	99.50052534	0	0.499474661	95.37057782	0	4.629422178				0		0	-905.2243155	0.3945377764	40.8839856034843	
902.6643155	97	0	3	0.4529015192	0.4524645119	99.45421361	0	0.5457863859	94.97192007	0	5.028079927				0		0	-902.6643155	0.4524645119	48.4632313320065	
900.1043155	97	0	3	0.5020894837	0.501614188	99.4076997	0	0.592300297	94.5767025	0	5.423297499				0		0	-900.1043155	0.501614188	56.657059562996	
