T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
902.8453592	95	0	5	0	0	95	0	5	99.45749537	0	0.5425046281	0.001551445928		-0.001551445928	-902.8453592	0	28.7307221616984	
902.8253592	95	0	5	0.0006968883316	0.0006956671208	94.99689716	0	5.003102839	99.45713288	0	0.5428671184	0		0	-902.8253592	0.0006956671208	28.7680424111689	
902.8053592	95	0	5	0.001392873575	0.001390432934	94.99379453	0	5.006205469	99.45677038	0	0.5432296175	0		0	-902.8053592	0.001390432934	28.805362375316	
902.7653592	95	0	5	0.002782141849	0.002777267676	94.9875899	0	5.012410097	99.45604535	0	0.5439546484	0		0	-902.7653592	0.002777267676	28.880121051929	
902.6853592	95	0	5	0.005549918814	0.005540198794	94.97518317	0	5.024816833	99.45459513	0	0.5454048665	0		0	-902.6853592	0.005540198794	29.030064584563	
902.5253592	95	0	5	0.01104282447	0.01102349686	94.95037978	0	5.049620224	99.4516941	0	0.5483058951	0		0	-902.5253592	0.01102349686	29.3316602066365	
902.2053592	95	0	5	0.02186109925	0.02182288684	94.90081331	0	5.099186687	99.44588967	0	0.554110326	0		0	-902.2053592	0.02182288684	29.9416509075482	
901.5653592	95	0	5	0.04285110766	0.04277640087	94.80184132	0	5.19815868	99.43427127	0	0.5657287313	0		0	-901.5653592	0.04277640087	31.1887933691231	
900.2853592	95	0	5	0.08241978752	0.08227684946	94.60453994	0	5.395460058	99.41099596	0	0.5890040432	0		0	-900.2853592	0.08227684946	33.7913184076365	
897.7253592	95	0	5	0.153123134	0.1528603845	94.21249481	0	5.78750519	99.36428867	0	0.6357113325	0		0	-897.7253592	0.1528603845	39.2321262185738	
895.1653592	95	0	5	0.2144641756	0.2141001185	93.82383378	0	6.17616622	99.3173675	0	0.6826325025	0		0	-895.1653592	0.2141001185	44.9518815338403	
892.6053592	95	0	5	0.2682069364	0.2677566128	93.43852274	0	6.561477264	99.27022656	0	0.7297734374	0		0	-892.6053592	0.2677566128	51.0428327455783	
890.0453592	95	0	5	0.3156992836	0.3151750895	93.05652469	0	6.943475312	99.22286009	0	0.7771399107	0		0	-890.0453592	0.3151750895	57.4990735229085	
887.4853592	95	0	5	0.3579887748	0.3574010511	92.67780016	0	7.322199836	99.17526241	0	0.8247375897	0		0	-887.4853592	0.3574010511	64.314154809262	
884.9253592	95	0	5	0.3959018512	0.3952593185	92.30230756	0	7.697692435	99.12742796	0	0.8725720427	0		0	-884.9253592	0.3952593185	71.4810896716642	
882.3653592	95	0	5	0.4300992287	0.4294093129	91.93000349	0	8.069996512	99.07935126	0	0.9206487448	0		0	-882.3653592	0.4294093129	78.9923630701917	
879.8053592	95	0	5	0.4611154339	0.4603845136	91.56084302	0	8.439156979	99.03102692	0	0.9689730842	0		0	-879.8053592	0.4603845136	86.8399420052738	
877.2453592	95	0	5	0.4893875388	0.4886211377	91.19478001	0	8.805219992	98.98244963	0	1.017550368	0		0	-877.2453592	0.4886211377	95.0152900306923	
874.6853592	95	0	5	0.5152763882	0.5144793241	90.8317673	0	9.168232704	98.93361417	0	1.066385829	0		0	-874.6853592	0.5144793241	103.509384036055	
872.1253592	95	0	5	0.5390825104	0.5382590139	90.47175694	0	9.528243056	98.88451537	0	1.115484628	0		0	-872.1253592	0.5382590139	112.312730709104	
869.5653592	95	0	5	0.5610582042	0.5602120137	90.11470043	0	9.885299573	98.83514814	0	1.164851862	0		0	-869.5653592	0.5602120137	121.415387609096	
867.0053592	95	0	5	0.5814168324	0.5805512702	89.76054881	0	10.23945119	98.78550743	0	1.21449257	0		0	-867.0053592	0.5805512702	130.806985500355	
864.4453592	95	0	5	0.6003400461	0.599458081	89.4092529	0	10.5907471	98.73558827	0	1.264411735	0		0	-864.4453592	0.599458081	140.476750257041	
861.8853592	95	0	5	0.61798346	0.6170877581	89.06076339	0	10.93923661	98.68538571	0	1.314614289	0		0	-861.8853592	0.6170877581	150.413526518254	
859.3253592	95	0	5	0.6344811505	0.6335741179	88.71503098	0	11.28496902	98.63489488	0	1.365105119	0		0	-859.3253592	0.6335741179	160.605804949546	
856.7653592	95	0	5	0.6499492537	0.6490330715	88.37200649	0	11.62799351	98.58411093	0	1.415889071	0		0	-856.7653592	0.6490330715	171.041748320322	
854.2053592	95	0	5	0.6644888658	0.6635655195	88.03164096	0	11.96835904	98.53302905	0	1.466970954	0		0	-854.2053592	0.6635655195	181.709216733519	
851.6453592	95	0	5	0.6781883985	0.6772597032	87.69388572	0	12.30611428	98.48164446	0	1.518355543	0		0	-851.6453592	0.6772597032	192.595797094712	
849.0853592	95	0	5	0.6911255061	0.6901931274	87.35869248	0	12.64130752	98.42995242	0	1.570047583	0		0	-849.0853592	0.6901931274	203.688831374605	
846.5253592	95	0	5	0.7033686713	0.7024341436	87.02601339	0	12.97398661	98.37794821	0	1.622051795	0		0	-846.5253592	0.7024341436	214.975443238902	
843.9653592	95	0	5	0.7149785199	0.7140432614	86.69580109	0	13.30419891	98.32562712	0	1.674372876	0		0	-843.9653592	0.7140432614	226.442571383372	
841.4053592	95	0	5	0.7260089142	0.7250742405	86.36800876	0	13.63199124	98.2729845	0	1.727015504	0		0	-841.4053592	0.7250742405	238.076991272396	
838.8453592	95	0	5	0.7365078709	0.7355750064	86.04259017	0	13.95740983	98.22001566	0	1.779984343	0		0	-838.8453592	0.7355750064	249.865347834063	
836.2853592	95	0	5	0.746518332	0.74558842	85.71949969	0	14.28050031	98.16671596	0	1.833284042	0		0	-836.2853592	0.74558842	261.794190578741	
833.7253592	95	0	5	0.7560788181	0.7551529292	85.39869235	0	14.60130765	98.11308076	0	1.886919241	0		0	-833.7253592	0.7551529292	273.849987831423	
831.1653592	95	0	5	0.7652239832	0.7643031231	85.08012384	0	14.91987616	98.05910543	0	1.940894575	0		0	-831.1653592	0.7643031231	286.019166381147	
828.6053592	95	0	5	0.7739850876	0.7730702037	84.76375053	0	15.23624947	98.00478533	0	1.995214671	0		0	-828.6053592	0.7730702037	298.288135133538	
826.0453592	95	0	5	0.7823904039	0.7814823914	84.44952951	0	15.55047049	97.95011584	0	2.049884159	0		0	-826.0453592	0.7814823914	310.643314061635	
823.4853592	95	0	5	0.7904655659	0.7895652726	84.13741855	0	15.86258145	97.89509233	0	2.104907667	0		0	-823.4853592	0.7895652726	323.071157080404	
820.9253592	95	0	5	0.7982338698	0.797342101	83.82737616	0	16.17262384	97.83971017	0	2.160289828	0		0	-820.9253592	0.797342101	335.55818002871	
818.3653592	95	0	5	0.805716535	0.8048340575	83.51936157	0	16.48063843	97.78396472	0	2.216035281	0		0	-818.3653592	0.8048340575	348.090988189583	
815.8053592	95	0	5	0.8129329312	0.812060477	83.21333472	0	16.78666528	97.72785133	0	2.272148673	0		0	-815.8053592	0.812060477	360.656293592079	
813.2453592	95	0	5	0.8199007762	0.8190390457	82.9092563	0	17.0907437	97.67136534	0	2.328634661	0		0	-813.2453592	0.8190390457	373.240948625706	
