T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
894.3070514	92	3	5	0	0		92	3	5	99.14174425	0.302747053	0.5555086966				0.001916706287	-0.0007238926024	-0.001192813685	-894.3070514	0			
894.2870514	92	3	5	0.0005459427344	0.0005364980374		91.99616665	3.001447765	5.002385583	99.14129484	0.3029019988	0.5558031651				0	0	0	-894.2870514	0.0005364980374			
894.2670514	92	3	5	0.001091330297	0.00107245159		91.99233357	3.002895446	5.004770987	99.14084541	0.3030569451	0.5560976455				0	0	0	-894.2670514	0.00107245159			
894.2270514	92	3	5	0.002180443316	0.002142728583		91.98466818	3.005790561	5.009541259	99.13994651	0.3033668441	0.5566866439				0	0	0	-894.2270514	0.002142728583			
894.1470514	92	3	5	0.004352044674	0.004276785413		91.96934055	3.011579795	5.019079659	99.13814854	0.3039866683	0.5578647919				0	0	0	-894.1470514	0.004276785413			
893.9870514	92	3	5	0.00866893719	0.008519095348		91.93869783	3.023154287	5.03814788	99.13455188	0.3052264217	0.5602216933				0	0	0	-893.9870514	0.008519095348			
893.6670514	92	3	5	0.01719896434	0.01690195476		91.87746263	3.046287372	5.076249993	99.12735573	0.3077063537	0.5649379204				0	0	0	-893.6670514	0.01690195476			
893.0270514	92	3	5	0.03385554678	0.03327196954		91.75519286	3.09249016	5.152316976	99.11295193	0.3126679665	0.5743801071				0	0	0	-893.0270514	0.03327196954			
891.7470514	92	3	5	0.06564174776	0.06451443784		91.51145522	3.184643203	5.303901576	99.08409779	0.3225985407	0.5933036711				0	0	0	-891.7470514	0.06451443784			
889.1870514	92	3	5	0.1237266577	0.1216175874		91.02717849	3.367948759	5.604872752	99.02619846	0.3424919414	0.6313095966				0	0	0	-889.1870514	0.1216175874			
886.6270514	92	3	5	0.1754988394	0.1725296885		90.54714678	3.549939321	5.902913901	98.968035	0.3624338793	0.6695311186				0	0	0	-886.6270514	0.1725296885			
884.0670514	92	3	5	0.2219444083	0.218217948		90.07133219	3.730639075	6.198028732	98.90959607	0.3824310954	0.7079728345				0	0	0	-884.0670514	0.218217948			
881.5070514	92	3	5	0.2638550323	0.2594588646		89.59970252	3.910073524	6.490223955	98.85087026	0.4024904417	0.7466392944				0	0	0	-881.5070514	0.2594588646			
878.9470514	92	3	5	0.3018735861	0.2968830052		89.13222167	4.088269318	6.779509016	98.79184611	0.4226188789	0.7855350094				0	0	0	-878.9470514	0.2968830052			
876.3870514	92	3	5	0.3365275241	0.331007736		88.66885001	4.26525411	7.065895881	98.73251206	0.4428234766	0.8246644636				0	0	0	-876.3870514	0.331007736			
