T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
849.8777939	83	8	9	0	0		83	8	9	97.97854267	0.8804991108	1.140958218				0.001744511983	-0.0008291914461	-0.0009153205371	-849.8777939	0			
849.8577939	83	8	9	0.0002436788187	0.0002328844853		82.99651104	8.001658356	9.001830604	97.97801813	0.8807196409	1.14126223				0	0	0	-849.8577939	0.0002328844853			
849.8377939	83	8	9	0.0004872428093	0.0004656598793		82.99302233	8.003316605	9.003661062	97.97749356	0.8809401812	1.14156626				0	0	0	-849.8377939	0.0004656598793			
849.7977939	83	8	9	0.0009740266215	0.000930883693		82.98604568	8.00663278	9.007321537	97.97644433	0.881381292	1.142174375				0	0	0	-849.7977939	0.000930883693			
849.7177939	83	8	9	0.001946219916	0.001860025653		82.97209543	8.013263843	9.014640727	97.97434554	0.8822636352	1.143390825				0	0	0	-849.7177939	0.001860025653			
849.5577939	83	8	9	0.003885127805	0.003713104609		82.94420711	8.02652082	9.029272065	97.97014659	0.8840288085	1.145824602				0	0	0	-849.5577939	0.003713104609			
849.2377939	83	8	9	0.007741176714	0.007398583315		82.8884792	8.053014202	9.058506598	97.96174322	0.8875611108	1.150695672				0	0	0	-849.2377939	0.007398583315			
848.5977939	83	8	9	0.01536738308	0.01468794211		82.77721775	8.105918942	9.11686331	97.94491448	0.8946336039	1.160451913				0	0	0	-848.5977939	0.01468794211			
847.3177939	83	8	9	0.03028530885	0.02894889758		82.55546945	8.211401967	9.233128583	97.91116819	0.908810707	1.180021105				0	0	0	-847.3177939	0.02894889758			
844.7577939	83	8	9	0.05885202348	0.05626518903		82.11504605	8.421076215	9.463877737	97.84331369	0.9372976659	1.219388647				0	0	0	-844.7577939	0.05626518903			
842.1977939	83	8	9	0.0858474745	0.0820889687		81.67867202	8.629054717	9.692273265	97.77496367	0.9659700616	1.259066269				0	0	0	-842.1977939	0.0820889687			
839.6377939	83	8	9	0.1114028673	0.1065450063		81.2462891	8.83536945	9.918341452	97.70610231	0.994838213	1.299059477				0	0	0	-839.6377939	0.1065450063			
837.0777939	83	8	9	0.1356354274	0.1297447858		80.8178387	9.040052319	10.14210898	97.63671344	1.023912696	1.339373869				0	0	0	-837.0777939	0.1297447858			
834.5177939	83	8	9	0.1586502124	0.1517882282		80.39326206	9.243135073	10.36360286	97.56678051	1.053204354	1.38001514				0	0	0	-834.5177939	0.1517882282			
831.9577939	83	8	9	0.1805416505	0.1727651528		79.9725004	9.444649237	10.58285036	97.49628659	1.082724314	1.420989093				0	0	0	-831.9577939	0.1727651528			
829.3977939	83	8	9	0.2013948512	0.1927565244		79.55549501	9.644626047	10.79987895	97.42521436	1.112483998	1.462301645				0	0	0	-829.3977939	0.1927565244			
826.8377939	83	8	9	0.2212867281	0.2118355195		79.14218738	9.843096384	11.01471623	97.35354602	1.142495142	1.503958838				0	0	0	-826.8377939	0.2118355195			
824.2777939	83	8	9	0.240286963	0.2300684431		78.73251935	10.04009072	11.22738994	97.28126335	1.172769808	1.545966845				0	0	0	-824.2777939	0.2300684431			
821.7177939	83	8	9	0.2584588381	0.2475155199		78.32643312	10.23563904	11.43792784	97.20834761	1.203320405	1.588331983				0	0	0	-821.7177939	0.2475155199			
819.1577939	83	8	9	0.2758599562	0.2642315787		77.92387141	10.42977085	11.64635774	97.13477958	1.234159704	1.63106072				0	0	0	-819.1577939	0.2642315787			
816.5977939	83	8	9	0.2925428663	0.2802666472		77.5247775	10.62251505	11.85270746	97.06053945	1.265300863	1.674159687				0	0	0	-816.5977939	0.2802666472			
814.0377939	83	8	9	0.3085556086	0.2956664704		77.12909531	10.81389993	12.05700476	96.98560687	1.296757442	1.717635688				0	0	0	-814.0377939	0.2956664704			
811.4777939	83	8	9	0.3239421915	0.3104729636		76.73676949	11.00395312	12.25927739	96.90996086	1.328543429	1.76149571				0	0	0	-811.4777939	0.3104729636			
808.9177939	83	8	9	0.3387430092	0.3247246099		76.34774542	11.19270155	12.45955303	96.8335798	1.360673265	1.805746937				0	0	0	-808.9177939	0.3247246099			
806.3577939	83	8	9	0.3529952093	0.3384568095		75.96196934	11.38017138	12.65785929	96.75644138	1.393161861	1.850396761				0	0	0	-806.3577939	0.3384568095			
803.7977939	83	8	9	0.3667330169	0.351702188		75.57938832	11.56638797	12.85422371	96.67852257	1.426024636	1.895452796				0	0	0	-803.7977939	0.351702188			
801.2377939	83	8	9	0.3799880207	0.3644908688		75.19995037	11.75137586	13.04867377	96.59979957	1.459277537	1.940922892				0	0	0	-801.2377939	0.3644908688			
798.6777939	83	8	9	0.3927894275	0.3768507146		74.82360446	11.93515867	13.24123687	96.52024778	1.492937069	1.986815148				0	0	0	-798.6777939	0.3768507146			
796.1177939	83	8	9	0.4051642872	0.3888075422		74.45030053	12.11775912	13.43194036	96.43984174	1.527020331	2.033137929				0	0	0	-796.1177939	0.3888075422			
793.5577939	83	8	9	0.4171376945	0.4003853137		74.07998956	12.29919891	13.62081153	96.35855507	1.561545049	2.079899882				0	0	0	-793.5577939	0.4003853137			
790.9977939	83	8	9	0.4287329676	0.4116063071		73.71262361	12.47949874	13.80787766	96.27636044	1.596529607	2.127109955				0	0	0	-790.9977939	0.4116063071			
788.4377939	83	8	9	0.4399718095	0.4224912699		73.3481558	12.65867819	13.993166	96.1932295	1.631993089	2.174777414				0	0	0	-788.4377939	0.4224912699			
785.8777939	83	8	9	0.4508744514	0.4330595553		72.98654042	12.83675575	14.17670383	96.10913282	1.667955318	2.222911865				0	0	0	-785.8777939	0.4330595553			
783.3177939	83	8	9	0.4614597827	0.4433292463		72.62773287	13.01374866	14.35851847	96.02403983	1.7044369	2.271523273				0	0	0	-783.3177939	0.4433292463			
780.7577939	83	8	9	0.4717454673	0.4533172669		72.27168976	13.18967293	14.53863732	95.93791875	1.741459268	2.320621987				0	0	0	-780.7577939	0.4533172669			
778.1977939	83	8	9	0.4817480491	0.463039482		71.9183689	13.36454322	14.71708788	95.85073651	1.779044731	2.370218763				0	0	0	-778.1977939	0.463039482			
775.6377939	83	8	9	0.4914830471	0.4725107889		71.56772936	13.5383728	14.89389784	95.76245868	1.817216524	2.420324793				0	0	0	-775.6377939	0.4725107889			
773.0777939	83	8	9	0.5009650423	0.4817451997		71.21973147	13.71117345	15.06909508	95.6730494	1.855998867	2.470951732				0	0	0	-773.0777939	0.4817451997			
770.5177939	83	8	9	0.5102077557	0.4907559162		70.87433687	13.88295537	15.24270776	95.58247126	1.895417018	2.522111726				0	0	0	-770.5177939	0.4907559162			
767.9577939	83	8	9	0.5192241201	0.4995553986		70.53150856	14.0537271	15.41476434	95.49068521	1.935497339	2.57381745				0	0	0	-767.9577939	0.4995553986			
765.3977939	83	8	9	0.5280263453	0.5081554283		70.19121088	14.22349542	15.5852937	95.3976505	1.976267361	2.626082138				0	0	0	-765.3977939	0.5081554283			
762.8377939	83	8	9	0.5366259784	0.5165671646		69.85340962	14.39226521	15.75432516	95.30332452	2.017755854	2.678919627				0	0	0	-762.8377939	0.5165671646			
760.2777939	83	8	9	0.545033958	0.5248011983		69.51807203	14.56003936	15.92188861	95.2076627	2.059992905	2.732344394				0	0	0	-760.2777939	0.5248011983			
757.7177939	83	8	9	0.5532606653	0.5328675999		69.18516686	14.72681859	16.08801455	95.1106184	2.103009995	2.786371602				0	0	0	-757.7177939	0.5328675999			
755.1577939	83	8	9	0.5613159701	0.5407759643		68.85466443	14.89260133	16.25273425	95.01214277	2.146840086	2.841017148				0	0	0	-755.1577939	0.5407759643			
752.5977939	83	8	9	0.5692092747	0.5485354533		68.52653667	15.05738355	16.41607979	94.91218457	2.191517714	2.896297717				0	0	0	-752.5977939	0.5485354533			
750.0377939	83	8	9	0.5769495534	0.5561548339		68.2007572	15.22115857	16.57808423	94.81069008	2.237079084	2.952230838				0	0	0	-750.0377939	0.5561548339			
747.4777939	83	8	9	0.5845453899	0.5636425146		67.87730142	15.38391685	16.73878173	94.70760288	2.283562179	3.008834945				0	0	0	-747.4777939	0.5636425146			
744.9177939	83	8	9	0.5920050126	0.5710065802		67.55614653	15.54564577	16.8982077	94.60286369	2.331006863	3.066129447				0	0	0	-744.9177939	0.5710065802			
742.3577939	83	8	9	0.599336327	0.578254823		67.23727168	15.70632939	17.05639893	94.4964102	2.379455007	3.124134796				0	0	0	-742.3577939	0.578254823			
739.7977939	83	8	9	0.6065469471	0.5853947743		66.92065805	15.86594813	17.21339382	94.38817681	2.428950611	3.182872574				0	0	0	-739.7977939	0.5853947743			
737.2377939	83	8	9	0.6136442242	0.5924337328		66.60628895	16.02447853	17.36923252	94.27809449	2.47953994	3.242365572				0	0	0	-737.2377939	0.5924337328			
734.6777939	83	8	9	0.6206352754	0.5993787928		66.29414996	16.18189284	17.5239572	94.16609044	2.531271666	3.302637891				0	0	0	-734.6777939	0.5993787928			
732.1177939	83	8	9	0.6275270105	0.606236871		65.98422905	16.33815868	17.67761226	94.05208794	2.584197019	3.363715041				0	0	0	-732.1177939	0.606236871			
729.5577939	83	8	9	0.6343261573	0.6130147324		65.67651679	16.4932386	17.83024462	93.93600599	2.638369948	3.425624058				0	0	0	-729.5577939	0.6130147324			
726.9977939	83	8	9	0.6410392872	0.6197190162		65.37100644	16.64708959	17.98190397	93.81775908	2.693847291	3.488393625				0	0	0	-726.9977939	0.6197190162			
724.4377939	83	8	9	0.6476728395	0.6263562604		65.06769423	16.79966258	18.13264319	93.69725684	2.750688956	3.552054206				0	0	0	-724.4377939	0.6263562604			
721.8777939	83	8	9	0.6542331459	0.6329329268		64.76657954	16.95090184	18.28251862	93.5744037	2.808958105	3.616638197				0	0	0	-721.8777939	0.6329329268			
719.3177939	83	8	9	0.6607264537	0.6394554259		64.46766517	17.10074428	18.43159055	93.44909856	2.868721355	3.682180087				0	0	0	-719.3177939	0.6394554259			
716.7577939	83	8	9	0.6671589503	0.6459301412		64.1709576	17.24911878	18.57992363	93.32123439	2.93004898	3.748716635				0	0	0	-716.7577939	0.6459301412			
714.1977939	83	8	9	0.6735367866	0.6523634548		63.87646732	17.39594527	18.72758741	93.19069781	2.993015123	3.816287064				0	0	0	-714.1977939	0.6523634548			
711.6377939	83	8	9	0.6798661014	0.6587617725		63.5842092	17.54113389	18.87465692	93.05736871	3.057698015	3.884933273				0	0	0	-711.6377939	0.6587617725			
709.0777939	83	8	9	0.6861530459	0.6651315501		63.29420284	17.68458387	19.02121329	92.92111974	3.124180192	3.954700072				0	0	0	-709.0777939	0.6651315501			
706.5177939	83	8	9	0.6924038086	0.6714793198		63.0064731	17.82618239	19.16734451	92.78181586	3.192548709	4.025635436				0	0	0	-706.5177939	0.6714793198			
703.9577939	83	8	9	0.6986246412	0.6778117181		62.72105053	17.96580328	19.31314619	92.63931386	3.262895359	4.097790781				0	0	0	-703.9577939	0.6778117181			
701.3977939	83	8	9	0.7048218851	0.6841355139		62.43797199	18.10330548	19.45872253	92.49346186	3.335316865	4.17122127				0	0	0	-701.3977939	0.6841355139			
698.8377939	83	8	9	0.7110019985	0.6904576381		62.15728126	18.23853145	19.60418729	92.3440988	3.409915062	4.24598614				0	0	0	-698.8377939	0.6904576381			
696.2777939	83	8	9	0.7171715851	0.6967852139		61.8790298	18.37130522	19.74966498	92.1910539	3.486797036	4.322149061				0	0	0	-696.2777939	0.6967852139			
