T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
905.9363691	91	8	1	0	0	99.07519929	0.8173282303	0.1074724804	91	8	1							0.003134216227	-0.002787801292	-0.0003464149352	-905.9363691	0	25.7598211101302	
905.9163691	91	8	1	0.0008097486925	0.0007758406235	99.07450845	0.8179394665	0.1075520793	90.99373165	8.005575534	1.00069282							0	0	0	-905.9163691	0.0007758406235	25.7971595227144	
905.8963691	91	8	1	0.00161832128	0.001550559929	99.07381759	0.8185507275	0.1076316798	90.9874638	8.011150618	1.00138558							0	0	0	-905.8963691	0.001550559929	25.831598853659	
905.8563691	91	8	1	0.003232489439	0.00309716283	99.07243576	0.8197733499	0.1077908889	90.9749294	8.022299653	1.002770943							0	0	0	-905.8563691	0.00309716283	25.896268225894	
905.7763691	91	8	1	0.006448427457	0.006178556164	99.06967169	0.8222189725	0.1081093362	90.94986599	8.044592988	1.005541023							0	0	0	-905.7763691	0.006178556164	26.0534415053224	
905.6163691	91	8	1	0.01281344459	0.01227754084	99.06414196	0.8271117079	0.108746334	90.89976103	8.089160503	1.011078469							0	0	0	-905.6163691	0.01227754084	26.3810457765281	
905.2963691	91	8	1	0.02533395514	0.02427578531	99.05307599	0.8369032313	0.1100207835	90.79963791	8.178219233	1.022142853							0	0	0	-905.2963691	0.02427578531	26.9848236417631	
904.6563691	91	8	1	0.04953419216	0.04747063051	99.03091784	0.8565106801	0.1125714757	90.59974119	8.356029623	1.044229186							0	0	0	-904.6563691	0.04747063051	28.2451323693312	
903.3763691	91	8	1	0.09483814822	0.09090811688	98.98649517	0.895824763	0.1176800626	90.20135971	8.71040932	1.088230975							0	0	0	-903.3763691	0.09090811688	30.8886806653341	
900.8163691	91	8	1	0.1747262929	0.1675630279	98.8972099	0.9748637582	0.1279263424	89.41034958	9.414108395	1.175542028							0	0	0	-900.8163691	0.1675630279	36.4570671901799	
898.2563691	91	8	1	0.2429325198	0.2330813297	98.80731012	1.054477839	0.1382120412	88.62720513	10.11088059	1.261914283							0	0	0	-898.2563691	0.2330813297	42.3521088619892	
895.6963691	91	8	1	0.3018383421	0.2897342035	98.71676074	1.134701253	0.1485380081	87.85214851	10.80051976	1.347331734							0	0	0	-895.6963691	0.2897342035	48.6824515258372	
893.1363691	91	8	1	0.3532214349	0.3392170441	98.62552485	1.21556991	0.1589052442	87.08538748	11.48283108	1.431781434							0	0	0	-893.1363691	0.3392170441	55.4429939755487	
890.5763691	91	8	1	0.3984354648	0.3828209358	98.5335637	1.297121377	0.1693149217	86.32711498	12.15763142	1.515253605							0	0	0	-890.5763691	0.3828209358	62.6273923434102	
