T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
930.8679278	99	1	0	0	0		99	1	0	99.90302287	0.09697712675	0				0.003831923066	-0.003831923066		-930.8679278	0			
930.8479278	99	1	0	0.008466249095	0.008422270638		98.99233624	1.007663755	0	99.90227555	0.09772444531	0				0	0		-930.8479278	0.008422270638			
930.8279278	99	1	0	0.01680435273	0.0167171334		98.98467281	1.015327194	0	99.9015282	0.09847179752	0				0	0		-930.8279278	0.0167171334			
930.7879278	99	1	0	0.0331074403	0.0329358868		98.96934702	1.030652982	0	99.90003341	0.09996658935	0				0	0		-930.7879278	0.0329358868			
930.7079278	99	1	0	0.06429699824	0.06396493025		98.9386996	1.061300398	0	99.89704346	0.1029565434	0				0	0		-930.7079278	0.06396493025			
930.5479278	99	1	0	0.1215525189	0.1209289138		98.87742155	1.122578447	0	99.89106207	0.1089379275	0				0	0		-930.5479278	0.1209289138			
930.2279278	99	1	0	0.2191091172	0.2180000364		98.754933	1.245067002	0	99.87909337	0.1209066298	0				0	0		-930.2279278	0.2180000364			
929.5879278	99	1	0	0.3659702394	0.3641680244		98.51022951	1.489770491	0	99.85513202	0.144867979	0				0	0		-929.5879278	0.3641680244			
928.3079278	99	1	0	0.5504378633	0.5478787486		98.02194511	1.978054889	0	99.8071118	0.1928882045	0				0	0		-928.3079278	0.5478787486			
925.7479278	99	1	0	0.7359038592	0.7328896306		97.05009329	2.949906707	0	99.71066676	0.2893332382	0				0	0		-925.7479278	0.7328896306			
923.1879278	99	1	0	0.8290295539	0.8260957913		96.08496836	3.915031638	0	99.61365313	0.3863468672	0				0	0		-923.1879278	0.8260957913			
920.6279278	99	1	0	0.8850591874	0.8824239077		95.1271017	4.872898303	0	99.51603344	0.4839665554	0				0	0		-920.6279278	0.8824239077			
918.0679278	99	1	0	0.9225096613	0.9202846706		94.17702793	5.82297207	0	99.41776726	0.5822327381	0				0	0		-918.0679278	0.9202846706			
915.5079278	99	1	0	0.9493427521	0.9475944059		93.23528044	6.764719557	0	99.31881104	0.6811889649	0				0	0		-915.5079278	0.9475944059			
912.9479278	99	1	0	0.9695485113	0.9683205952		92.30238656	7.69761344	0	99.21911793	0.7808820671	0				0	0		-912.9479278	0.9683205952			
910.3879278	99	1	0	0.9853477484	0.9846716876		91.37886281	8.621137188	0	99.11863769	0.8813623131	0				0	0		-910.3879278	0.9846716876			
907.8279278	99	1	0	0.9980751971	0.9979751857		90.46521028	9.534789717	0	99.01731643	0.982683573	0				0	0		-907.8279278	0.9979751857			
