T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
906.5132458	90	10	0	0	0	98.96493765	1.035062346	0	90	10	0				0.003527950482	-0.003527950482		-906.5132458	0	25.4066925156119	
906.4932458	90	10	0	0.0008296688469	0.0007866186587	98.96413895	1.035861051	0	89.99294422	10.00705578	0				0	0		-906.4932458	0.0007866186587	25.4438683728073	
906.4732458	90	10	0	0.001658119558	0.00157208967	98.9633402	1.036659804	0	89.98588916	10.01411084	0				0	0		-906.4732458	0.00157208967	25.4784555962478	
906.4332458	90	10	0	0.003311879044	0.003140074672	98.96174251	1.03825749	0	89.97178089	10.02821911	0				0	0		-906.4332458	0.003140074672	25.5438867264441	
906.3532458	90	10	0	0.006606383533	0.006263793127	98.95854645	1.041453551	0	89.94357208	10.05642792	0				0	0		-906.3532458	0.006263793127	25.7026120517314	
906.1932458	90	10	0	0.01312518995	0.01244500827	98.95215163	1.047848373	0	89.88718589	10.11281411	0				0	0		-906.1932458	0.01244500827	26.0335194742446	
905.8732458	90	10	0	0.02594298469	0.02460037373	98.93935096	1.060649044	0	89.77453817	10.22546183	0				0	0		-905.8732458	0.02460037373	26.6434558037899	
905.2332458	90	10	0	0.05069713058	0.04808056476	98.91370517	1.086294828	0	89.54974537	10.45025463	0				0	0		-905.2332458	0.04808056476	27.9174146786439	
903.9532458	90	10	0	0.09696494594	0.09198785117	98.86223248	1.137767523	0	89.10219491	10.89780509	0				0	0		-903.9532458	0.09198785117	30.5927042331053	
901.3932458	90	10	0	0.1783155336	0.1692644682	98.75853363	1.241466375	0	88.21542165	11.78457835	0				0	0		-901.3932458	0.1692644682	36.2346253294312	
898.8332458	90	10	0	0.2475265492	0.2351051618	98.65377299	1.346227012	0	87.34009232	12.65990768	0				0	0		-898.8332458	0.2351051618	42.213937263733	
896.2732458	90	10	0	0.3071161157	0.2918836412	98.54787784	1.452122162	0	86.47658508	13.52341492	0				0	0		-896.2732458	0.2918836412	48.6411213938423	
893.7132458	90	10	0	0.3589552192	0.3413637597	98.44077054	1.559229464	0	85.62524132	14.37475868	0				0	0		-893.7132458	0.3413637597	55.5079054202177	
891.1532458	90	10	0	0.4044630431	0.3848836054	98.33236828	1.667631722	0	84.78636398	15.21363602	0				0	0		-891.1532458	0.3848836054	62.8034741633068	
888.5932458	90	10	0	0.4447358181	0.4234769397	98.2225827	1.777417298	0	83.9602157	16.0397843	0				0	0		-888.5932458	0.4234769397	70.5139717579273	
886.0332458	90	10	0	0.4806339582	0.4579553218	98.11131948	1.888680516	0	83.14701785	16.85298215	0				0	0		-886.0332458	0.4579553218	78.6220936299941	
883.4732458	90	10	0	0.5128424299	0.4889650076	97.99847788	2.00152212	0	82.34695022	17.65304978	0				0	0		-883.4732458	0.4889650076	87.1066833105894	
880.9132458	90	10	0	0.5419134823	0.5170272247	97.88395019	2.116049808	0	81.56015114	18.43984886	0				0	0		-880.9132458	0.5170272247	95.9423388153515	
878.3532458	90	10	0	0.5682974748	0.5425672311	97.76762117	2.232378827	0	80.78671826	19.21328174	0				0	0		-878.3532458	0.5425672311	105.099037907883	
875.7932458	90	10	0	0.5923655033	0.5659356432	97.64936733	2.350632666	0	80.02670972	19.97329028	0				0	0		-875.7932458	0.5659356432	114.54178566943	
873.2332458	90	10	0	0.6144262647	0.587424337	97.52905616	2.470943843	0	79.28014571	20.71985429	0				0	0		-873.2332458	0.587424337	124.230297138274	
870.6732458	90	10	0	0.6347388074	0.6072784707	97.40654519	2.593454814	0	78.54701045	21.45298955	0				0	0		-870.6732458	0.6072784707	134.118721979087	
868.1132458	90	10	0	0.6535222963	0.6257056959	97.28168098	2.718319015	0	77.82725431	22.17274569	0				0	0		-868.1132458	0.6257056959	144.15541848303	
865.5532458	90	10	0	0.6709635822	0.6428833005	97.15429793	2.845702072	0	77.12079619	22.87920381	0				0	0		-865.5532458	0.6428833005	154.282785165878	
862.9932458	90	10	0	0.6872231363	0.6589638125	97.02421681	2.97578319	0	76.42752607	23.57247393	0				0	0		-862.9932458	0.6589638125	164.437162493175	
860.4332458	90	10	0	0.7024397526	0.6740794439	96.89124323	3.108756775	0	75.7473075	24.2526925	0				0	0		-860.4332458	0.6740794439	174.548808127463	
857.8732458	90	10	0	0.7167343129	0.6883456543	96.75516569	3.244834315	0	75.07998024	24.92001976	0				0	0		-857.8732458	0.6883456543	184.541956399861	
855.3132458	90	10	0	0.7302128329	0.7018640387	96.61575342	3.384246581	0	74.42536271	25.57463729	0				0	0		-855.3132458	0.7018640387	194.365846061254	
852.7532458	90	10	0	0.7429653934	0.7147208942	96.47275364	3.527246357	0	73.78325404	26.21674596	0				0	0		-852.7532458	0.7147208942	203.865692433928	
850.1932458	90	10	0	0.7550827641	0.727004721	96.32588912	3.674110879	0	73.15343841	26.84656159	0				0	0		-850.1932458	0.727004721	212.960942612321	
847.6332458	90	10	0	0.7666357251	0.7387840097	96.17485364	3.825146361	0	72.53568408	27.46431592	0				0	0		-847.6332458	0.7387840097	221.610099956992	
845.0732458	90	10	0	0.7776918688	0.750124975	96.01930834	3.98069166	0	71.92974761	28.07025239	0				0	0		-845.0732458	0.750124975	229.68070336981	
842.5132458	90	10	0	0.7883129104	0.7610885902	95.85887642	4.141123584	0	71.33537517	28.66462483	0				0	0		-842.5132458	0.7610885902	237.067830292222	
839.9532458	90	10	0	0.798555791	0.7717316771	95.6931369	4.306863101	0	70.75230422	29.24769578	0				0	0		-839.9532458	0.7717316771	243.663986582979	
837.3932458	90	10	0	0.8084736735	0.782107908	95.52161711	4.478382895	0	70.18026492	29.81973508	0				0	0		-837.3932458	0.782107908	249.360045080824	
834.8332458	90	10	0	0.8181168671	0.792268754	95.34378338	4.656216618	0	69.61898146	30.38101854	0				0	0		-834.8332458	0.792268754	254.046342069867	
832.2732458	90	10	0	0.8275337145	0.8022644184	95.15902965	4.840970349	0	69.06817301	30.93182699	0				0	0		-832.2732458	0.8022644184	257.61388978906	
829.7132458	90	10	0	0.8367714811	0.8121447961	94.96666311	5.033336892	0	68.52755454	31.47244546	0				0	0		-829.7132458	0.8121447961	259.955686140403	
827.1532458	90	10	0	0.8458772865	0.8219605076	94.76588615	5.234113852	0	67.99683741	32.00316259	0				0	0		-827.1532458	0.8219605076	260.968122666292	
824.5932458	90	10	0	0.8548991312	0.8317640656	94.55577327	5.444226728	0	67.47572954	32.52427046	0				0	0		-824.5932458	0.8317640656	260.552460511477	
822.0332458	90	10	0	0.8638870812	0.8416112546	94.33524116	5.664758842	0	66.96393548	33.03606452	0				0	0		-822.0332458	0.8416112546	258.675101670483	
820.7532458	90	10	0	0.8683867818	0.8465720832	94.2206768	5.779323199	0	66.71143784	33.28856216	0				0	0		-820.7532458	0.8465720832	239.119480822521	
820.7395073	90	10	0	1	0.9092716958	94.21943068	5.780569324	0	66.70873983	33.29126017	0	47.71320848	52.28679152	0	0	0		-820.7395073	0.9092716958	-979.797106177159	
820.7232458	90	10	0	1	0.9092550946	94.22029272	5.779707279	0				47.71304687	52.28695313	0				-820.7232458	0.9092550946	-982.819414298932	
820.7032458	90	10	0	1	0.9092348276	94.22135237	5.778647629	0				47.71284805	52.28715195	0				-820.7032458	0.9092348276	-985.920337938915	
820.6632458	90	10	0	1	0.9091941815	94.22347131	5.776528686	0				47.7124505	52.2875495	0				-820.6632458	0.9091941815	-984.396437886414	
820.5832458	90	10	0	1	0.9091129616	94.22770644	5.772293561	0				47.71165556	52.28834444	0				-820.5832458	0.9091129616	-985.565540851232	
820.4232458	90	10	0	1	0.9089508105	94.23616567	5.763834332	0				47.71006612	52.28993388	0				-820.4232458	0.9089508105	-987.907144378652	
820.1032458	90	10	0	1	0.9086276582	94.25304018	5.746959815	0				47.70688914	52.29311086	0				-820.1032458	0.9086276582	-992.60126155635	
819.4632458	90	10	0	1	0.9079859128	94.28661457	5.713385427	0				47.70054276	52.29945724	0				-819.4632458	0.9079859128	-1001.10311282063	
818.1832458	90	10	0	1	0.9067169057	94.35307426	5.646925742	0				47.68788056	52.31211944	0				-818.1832458	0.9067169057	-1017.83339702025	
815.6232458	90	10	0	1	0.9042451385	94.48330716	5.516692835	0				47.66267965	52.33732035	0				-815.6232458	0.9042451385	-1053.81693355735	
813.0632458	90	10	0	1	0.9018555961	94.61008623	5.38991377	0				47.63764571	52.36235429	0				-813.0632458	0.9018555961	-1089.76180941716	
810.5032458	90	10	0	1	0.8995442625	94.73355584	5.266444163	0				47.61278138	52.38721862	0				-810.5032458	0.8995442625	-1126.30565606457	
807.9432458	90	10	0	1	0.8973073275	94.85385073	5.14614927	0				47.5880892	52.4119108	0				-807.9432458	0.8973073275	-1163.44288007306	
805.3832458	90	10	0	1	0.8951412507	94.97109688	5.028903123	0				47.56357155	52.43642845	0				-805.3832458	0.8951412507	-1201.18703788545	
802.8232458	90	10	0	1	0.893042737	95.08541225	4.914587755	0				47.53923069	52.46076931	0				-802.8232458	0.893042737	-1239.55200169462	
800.2632458	90	10	0	1	0.8910087138	95.19690749	4.803092512	0				47.51506877	52.48493123	0				-800.2632458	0.8910087138	-1278.55210737963	
797.7032458	90	10	0	1	0.8890363121	95.30568655	4.694313446	0				47.49108783	52.50891217	0				-797.7032458	0.8890363121	-1318.2020654898	
795.1432458	90	10	0	1	0.8871228481	95.41184724	4.588152759	0				47.4672898	52.5327102	0				-795.1432458	0.8871228481	-1358.51696344768	
