T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
913.5137798	95	3	2	0	0		95	3	2	99.49144652	0.29684896	0.2117045204				0.002439822664	-0.001468395933	-0.0009714267312	-913.5137798	0			
913.4937798	95	3	2	0.001103327252	0.001085360553		94.99512042	3.002936756	2.00194282	99.49093157	0.2971481795	0.2119202486				0	0	0	-913.4937798	0.001085360553			
913.4737798	95	3	2	0.002204447342	0.002168553811		94.99024113	3.005873367	2.003885505	99.49041661	0.2974474039	0.2121359845				0	0	0	-913.4737798	0.002168553811			
913.4337798	95	3	2	0.004400092398	0.004328464324		94.98048337	3.011746155	2.007770472	99.48938665	0.2980458674	0.2125674795				0	0	0	-913.4337798	0.004328464324			
913.3537798	95	3	2	0.008765185856	0.008622561872		94.96097122	3.02348999	2.01553879	99.48732659	0.299242853	0.2134305619				0	0	0	-913.3537798	0.008622561872			
913.1937798	95	3	2	0.01739203092	0.01710928174		94.92196037	3.046970686	2.031068947	99.48320584	0.3016370595	0.2151570967				0	0	0	-913.1937798	0.01710928174			
912.8737798	95	3	2	0.03424360768	0.03368787158		94.8439925	3.093904193	2.06210331	99.47496193	0.3064264238	0.21861165				0	0	0	-912.8737798	0.03368787158			
912.2337798	95	3	2	0.0664232291	0.06534904098		94.68827255	3.187659611	2.124067842	99.45846425	0.316009038	0.2255267159				0	0	0	-912.2337798	0.06534904098			
910.9537798	95	3	2	0.1252950297	0.1232830794		94.37770051	3.374722936	2.24757655	99.42542879	0.3351903578	0.2393808506				0	0	0	-910.9537798	0.1232830794			
908.3937798	95	3	2	0.2250138777	0.221452167		93.76006028	3.747053744	2.492885972	99.35919139	0.3736221161	0.2671864965				0	0	0	-908.3937798	0.221452167			
905.8337798	95	3	2	0.3062714105	0.3014938028		93.14714813	4.116982373	2.735869494	99.29272011	0.4121553997	0.2951244869				0	0	0	-905.8337798	0.3014938028			
903.2737798	95	3	2	0.3737697406	0.368025322		92.53902302	4.484504778	2.976472197	99.22600033	0.4508019603	0.3231977102				0	0	0	-903.2737798	0.368025322			
900.7137798	95	3	2	0.4307410343	0.4242206471		91.9357344	4.849622581	3.214643021	99.15901696	0.4895741168	0.3514089247				0	0	0	-900.7137798	0.4242206471			
898.1537798	95	3	2	0.4794802749	0.4723334359		91.33732249	5.212342743	3.450334764	99.09175449	0.5284847409	0.3797607709				0	0	0	-898.1537798	0.4723334359			
895.5937798	95	3	2	0.52166197	0.5140080722		90.74381875	5.572677203	3.683504045	99.02419698	0.5675472403	0.4082557831				0	0	0	-895.5937798	0.5140080722			
893.0337798	95	3	2	0.5585365583	0.5504725281		90.15524625	5.930642506	3.914111248	98.95632806	0.6067755443	0.4368964005				0	0	0	-893.0337798	0.5504725281			
890.4737798	95	3	2	0.5910566522	0.5826623288		89.57162011	6.286259433	4.142120456	98.88813093	0.6461840915	0.46568498				0	0	0	-890.4737798	0.5826623288			
887.9137798	95	3	2	0.6199607177	0.6113027208		88.99294801	6.639552626	4.367499366	98.81958837	0.6857878183	0.4946238076				0	0	0	-887.9137798	0.6113027208			
885.3537798	95	3	2	0.6458300414	0.6369646117		88.4192306	6.990550205	4.590219193	98.75068274	0.7256021499	0.5237151114				0	0	0	-885.3537798	0.6369646117			
882.7937798	95	3	2	0.6691284315	0.6601035546		87.85046203	7.339283399	4.810254569	98.68139593	0.7656429923	0.552961074				0	0	0	-882.7937798	0.6601035546			
880.2337798	95	3	2	0.6902304654	0.6810874854		87.28663041	7.685786166	5.027583427	98.61170943	0.8059267265	0.5823638454				0	0	0	-880.2337798	0.6810874854			
877.6737798	95	3	2	0.7094419612	0.7002168257		86.72771827	8.030094835	5.2421869	98.54160424	0.8464702058	0.6119255568				0	0	0	-877.6737798	0.7002168257			
875.1137798	95	3	2	0.7270150604	0.7177392921		86.17370311	8.372247713	5.454049176	98.47106092	0.8872907489	0.641648331				0	0	0	-875.1137798	0.7177392921			
872.5537798	95	3	2	0.7431595113	0.733860977		85.62455781	8.712284778	5.663157416	98.40005955	0.9284061465	0.6715343004				0	0	0	-872.5537798	0.733860977			
869.9937798	95	3	2	0.7580512185	0.7487547435		85.08025109	9.050247287	5.869501619	98.32857972	0.969834657	0.7015856189				0	0	0	-869.9937798	0.7487547435			
867.4337798	95	3	2	0.771838807	0.7625666713		84.54074802	9.386177464	6.073074511	98.25660051	1.011595012	0.7318044758				0	0	0	-867.4337798	0.7625666713			
864.8737798	95	3	2	0.7846487157	0.7754210578		84.00601041	9.720118153	6.273871439	98.18410047	1.053706421	0.7621931114				0	0	0	-864.8737798	0.7754210578			
862.3137798	95	3	2	0.7965891923	0.7874243416		83.47599723	10.0521125	6.471890269	98.11105759	1.096188576	0.7927538329				0	0	0	-862.3137798	0.7874243416			
859.7537798	95	3	2	0.8077534556	0.7986682077		82.95066508	10.38220363	6.66713129	98.03744931	1.139061661	0.82348903				0	0	0	-859.7537798	0.7986682077			
857.1937798	95	3	2	0.8182222221	0.8092320684		82.42996852	10.71043435	6.85959713	97.96325245	1.182346361	0.8544011919				0	0	0	-857.1937798	0.8092320684			
854.6337798	95	3	2	0.8280657399	0.8191850611		81.91386047	11.03684686	7.049292673	97.8884432	1.226063874	0.8854929251				0	0	0	-854.6337798	0.8191850611			
852.0737798	95	3	2	0.8373454401	0.8285876693		81.4022926	11.36148241	7.236224991	97.81299711	1.27023592	0.9167669721				0	0	0	-852.0737798	0.8285876693			
849.5137798	95	3	2	0.846115285	0.8374930476		80.89521565	11.68438106	7.420403288	97.73688901	1.314884757	0.948226231				0	0	0	-849.5137798	0.8374930476			
846.9537798	95	3	2	0.8544228786	0.8459481117		80.39257975	12.0055814	7.601838847	97.66009303	1.360033196	0.9798737762				0	0	0	-846.9537798	0.8459481117			
844.3937798	95	3	2	0.8623103853	0.8539944407		79.89433478	12.32512023	7.780544997	97.5825825	1.405704616	1.011712881				0	0	0	-844.3937798	0.8539944407			
841.8337798	95	3	2	0.8698152948	0.8616690289		79.40043062	12.6430323	7.956537083	97.50432998	1.45192298	1.04374704				0	0	0	-841.8337798	0.8616690289			
839.2737798	95	3	2	0.8769710629	0.8690049149		78.91081749	12.95935006	8.129832457	97.42530715	1.498712855	1.075979997				0	0	0	-839.2737798	0.8690049149			
836.7137798	95	3	2	0.883807651	0.8760317116		78.42544617	13.27410335	8.300450472	97.34548481	1.546099426	1.108415767				0	0	0	-836.7137798	0.8760317116			
834.1537798	95	3	2	0.8903519816	0.8827760541		77.94426833	13.58731917	8.468412497	97.26483281	1.594108523	1.141058671				0	0	0	-834.1537798	0.8827760541			
831.5937798	95	3	2	0.8966283271	0.8892619811		77.4672367	13.89902136	8.633741937	97.18332	1.642766633	1.173913363				0	0	0	-831.5937798	0.8892619811			
829.0337798	95	3	2	0.90265864	0.8955112604		76.99430539	14.20923034	8.796464274	97.10091421	1.692100925	1.206984862				0	0	0	-829.0337798	0.8955112604			
826.4737798	95	3	2	0.9084628371	0.9015436675		76.52543006	14.51796282	8.956607116	97.01758214	1.742139268	1.240278593				0	0	0	-826.4737798	0.9015436675			
823.9137798	95	3	2	0.9140590444	0.9073772265		76.06056818	14.82523156	9.114200261	96.93328932	1.792910256	1.273800422				0	0	0	-823.9137798	0.9073772265			
821.3537798	95	3	2	0.9194638079	0.9130284179		75.59967922	15.131045	9.269275776	96.84800008	1.844443222	1.307556695				0	0	0	-821.3537798	0.9130284179			
818.7937798	95	3	2	0.9246922775	0.9185123589		75.1427249	15.43540702	9.421868088	96.76167745	1.896768264	1.341554289				0	0	0	-818.7937798	0.9185123589			
816.2337798	95	3	2	0.9297583667	0.9238429612		74.68966933	15.73831658	9.572014096	96.67428308	1.949916262	1.375800655				0	0	0	-816.2337798	0.9238429612			
813.6737798	95	3	2	0.9346748925	0.9290330685		74.24047926	16.03976745	9.71975329	96.58577723	2.003918897	1.410303872				0	0	0	-813.6737798	0.9290330685			
811.1137798	95	3	2	0.9394536984	0.9340945775		73.79512426	16.33974784	9.865127892	96.49611862	2.05880867	1.445072705				0	0	0	-811.1137798	0.9340945775			
808.5537798	95	3	2	0.9441057621	0.9390385445		73.35357692	16.63824007	10.00818301	96.40526442	2.114618915	1.480116663				0	0	0	-808.5537798	0.9390385445			
805.9937798	95	3	2	0.948641292	0.9438752798		72.91581301	16.93522019	10.14896681	96.31317012	2.171383815	1.515446064				0	0	0	-805.9937798	0.9438752798			
803.4337798	95	3	2	0.9530698111	0.9486144318		72.48181171	17.2306576	10.28753069	96.21978948	2.229138413	1.551072112				0	0	0	-803.4337798	0.9486144318			
800.8737798	95	3	2	0.9574002337	0.9532650613		72.05155578	17.52451468	10.42392954	96.12507442	2.287918618	1.587006965				0	0	0	-800.8737798	0.9532650613			
798.3137798	95	3	2	0.9616409324	0.957835709		71.62503177	17.81674634	10.5582219	96.02897496	2.347761209	1.623263828				0	0	0	-798.3137798	0.957835709			
795.7537798	95	3	2	0.9657997993	0.962334455		71.20223019	18.10729958	10.69047023	95.93143913	2.408703835	1.659857032				0	0	0	-795.7537798	0.962334455			
793.1937798	95	3	2	0.9698843005	0.9667689735		70.78314576	18.39611302	10.82074122	95.83241286	2.470785003	1.696802139				0	0	0	-793.1937798	0.9667689735			
790.6337798	95	3	2	0.973901526	0.9711465822		70.36777756	18.68311644	10.949106	95.73183989	2.534044067	1.734116044				0	0	0	-790.6337798	0.9711465822			
788.0737798	95	3	2	0.9778582347	0.975474286		69.95612928	18.96823018	11.07564054	95.62966171	2.5985212	1.771817087				0	0	0	-788.0737798	0.975474286			
785.5137798	95	3	2	0.9817608955	0.9797588191		69.54820943	19.25136465	11.20042592	95.52581746	2.664257361	1.809925176				0	0	0	-785.5137798	0.9797588191			
782.9537798	95	3	2	0.9856157248	0.9840066814		69.14403158	19.5324197	11.32354873	95.42024384	2.731294247	1.848461918				0	0	0	-782.9537798	0.9840066814			
780.3937798	95	3	2	0.9894287218	0.9882241731		68.7436146	19.81128397	11.44510142	95.31287501	2.799674229	1.88745076				0	0	0	-780.3937798	0.9882241731			
777.8337798	95	3	2	0.9932056999	0.9924174269		68.34698293	20.08783426	11.56518281	95.20364259	2.869440269	1.926917146				0	0	0	-777.8337798	0.9924174269			
775.2737798	95	3	2	0.9969523169	0.9965924367		67.95416681	20.36193476	11.68389843	95.0924755	2.940635821	1.966888674				0	0	0	-775.2737798	0.9965924367			
773.9937798	95	3	2	0.9988159722	0.9986749421		67.75920071	20.49802026	11.74277903	95.03614353	2.976783346	1.987073124				0	0	0	-773.9937798	0.9986749421			
773.3537798	95	3	2	0.9997456855	0.9997152636		67.66208034	20.56581324	11.77210643	95.00778632	2.994996949	1.997216733				0	0	0	-773.3537798	0.9997152636			
773.1937798	95	3	2	0.9999779079	0.9999752623		67.63783813	20.58273503	11.77942683	95.00067689	2.999565034	1.999758074				0	0	0	-773.1937798	0.9999752623			
773.1737798	95	3	2	1	1					95	2.999999999	2							-773.1737798	1			
773.1637798	95	3	2	1	1					95	3	2							-773.1637798	1			
773.1437798	95	3	2	1	1					95	3	2							-773.1437798	1			
773.1037798	95	3	2	1	1					95	3	2							-773.1037798	1			
773.0237798	95	3	2	1	1					95	3	2							-773.0237798	1			
772.8637798	95	3	2	1	1					95	3	2							-772.8637798	1			
772.5437798	95	3	2	1	1					95	3	2							-772.5437798	1			
771.9037798	95	3	2	1	1					95	3	2							-771.9037798	1			
770.6237798	95	3	2	1	1					95	3	2							-770.6237798	1			
768.0637798	95	3	2	1	1					95	3	2							-768.0637798	1			
765.5037798	95	3	2	1	1					95	3	2							-765.5037798	1			
762.9437798	95	3	2	1	1					95	3	2							-762.9437798	1			
760.3837798	95	3	2	1	1					95	3	2							-760.3837798	1			
757.8237798	95	3	2	1	1					95	3	2							-757.8237798	1			
755.2637798	95	3	2	1	1					95	3	2							-755.2637798	1			
752.7037798	95	3	2	1	1					95	3	2							-752.7037798	1			
750.1437798	95	3	2	1	1					95	3	2							-750.1437798	1			
747.5837798	95	3	2	1	1					95	3	2							-747.5837798	1			
745.0237798	95	3	2	1	1					95	3	2							-745.0237798	1			
742.4637798	95	3	2	1	1					95	3	2							-742.4637798	1			
739.9037798	95	3	2	1	1					95	3	2							-739.9037798	1			
737.3437798	95	3	2	1	1					95	3	2							-737.3437798	1			
734.7837798	95	3	2	1	1					95	3	2							-734.7837798	1			
732.2237798	95	3	2	1	1					95	3	2							-732.2237798	1			
729.6637798	95	3	2	1	1					95	3	2							-729.6637798	1			
727.1037798	95	3	2	1	1					95	3	2							-727.1037798	1			
724.5437798	95	3	2	1	1					95	3	2							-724.5437798	1			
721.9837798	95	3	2	1	1					95	3	2							-721.9837798	1			
719.4237798	95	3	2	1	1					95	3	2							-719.4237798	1			
716.8637798	95	3	2	1	1					95	3	2							-716.8637798	1			
714.3037798	95	3	2	1	1					95	3	2							-714.3037798	1			
711.7437798	95	3	2	1	1					95	3	2							-711.7437798	1			
709.1837798	95	3	2	1	1					95	3	2							-709.1837798	1			
706.6237798	95	3	2	1	1					95	3	2							-706.6237798	1			
704.0637798	95	3	2	1	1					95	3	2							-704.0637798	1			
701.5037798	95	3	2	1	1					95	3	2							-701.5037798	1			
698.9437798	95	3	2	1	1					95	3	2							-698.9437798	1			
696.3837798	95	3	2	1	1					95	3	2							-696.3837798	1			
693.8237798	95	3	2	1	1					95	3	2							-693.8237798	1			
691.2637798	95	3	2	1	1					95	3	2							-691.2637798	1			
688.7037798	95	3	2	1	1					95	3	2							-688.7037798	1			
686.1437798	95	3	2	1	1					95	3	2							-686.1437798	1			
683.5837798	95	3	2	1	1					95	3	2							-683.5837798	1			
681.0237798	95	3	2	1	1					95	3	2							-681.0237798	1			
678.4637798	95	3	2	1	1					95	3	2							-678.4637798	1			
675.9037798	95	3	2	1	1					95	3	2							-675.9037798	1			
673.3437798	95	3	2	1	1					95	3	2							-673.3437798	1			
670.7837798	95	3	2	1	1					95	3	2							-670.7837798	1			
668.2237798	95	3	2	1	1					95	3	2							-668.2237798	1			
665.6637798	95	3	2	1	1					95	3	2							-665.6637798	1			
663.1037798	95	3	2	1	1					95	3	2							-663.1037798	1			
660.5437798	95	3	2	1	1					95	3	2							-660.5437798	1			
657.9837798	95	3	2	1	1					95	3	2							-657.9837798	1			
655.4237798	95	3	2	1	1					95	3	2							-655.4237798	1			
652.8637798	95	3	2	1	1					95	3	2							-652.8637798	1			
650.3037798	95	3	2	1	1					95	3	2							-650.3037798	1			
647.7437798	95	3	2	1	1					95	3	2							-647.7437798	1			
645.1837798	95	3	2	1	1					95	3	2							-645.1837798	1			
642.6237798	95	3	2	1	1					95	3	2							-642.6237798	1			
640.0637798	95	3	2	1	1					95	3	2							-640.0637798	1			
637.5037798	95	3	2	1	1					95	3	2							-637.5037798	1			
634.9437798	95	3	2	1	1					95	3	2							-634.9437798	1			
632.3837798	95	3	2	1	1					95	3	2							-632.3837798	1			
629.8237798	95	3	2	1	1					95	3	2							-629.8237798	1			
627.2637798	95	3	2	1	1					95	3	2							-627.2637798	1			
624.7037798	95	3	2	1	1					95	3	2							-624.7037798	1			
622.1437798	95	3	2	1	1					95	3	2							-622.1437798	1			
619.5837798	95	3	2	1	1					95	3	2							-619.5837798	1			
617.0237798	95	3	2	1	1					95	3	2							-617.0237798	1			
614.4637798	95	3	2	1	1					95	3	2							-614.4637798	1			
611.9037798	95	3	2	1	1					95	3	2							-611.9037798	1			
609.3437798	95	3	2	1	1					95	3	2							-609.3437798	1			
606.7837798	95	3	2	1	1					95	3	2							-606.7837798	1			
604.2237798	95	3	2	1	1					95	3	2							-604.2237798	1			
601.6637798	95	3	2	1	1					95	3	2							-601.6637798	1			
599.1037798	95	3	2	1	1					95	3	2							-599.1037798	1			
596.5437798	95	3	2	1	1					95	3	2							-596.5437798	1			
593.9837798	95	3	2	1	1					95	3	2							-593.9837798	1			
591.4237798	95	3	2	1	1					95	3	2							-591.4237798	1			
588.8637798	95	3	2	1	1					95	3	2							-588.8637798	1			
586.3037798	95	3	2	1	1					95	3	2							-586.3037798	1			
583.7437798	95	3	2	1	1					95	3	2							-583.7437798	1			
581.1837798	95	3	2	1	1					95	3	2							-581.1837798	1			
578.6237798	95	3	2	1	1					95	3	2							-578.6237798	1			
576.0637798	95	3	2	1	1					95	3	2							-576.0637798	1			
573.5037798	95	3	2	1	1					95	3	2							-573.5037798	1			
570.9437798	95	3	2	1	1					95	3	2							-570.9437798	1			
568.3837798	95	3	2	1	1					95	3	2							-568.3837798	1			
565.8237798	95	3	2	1	1					95	3	2							-565.8237798	1			
563.2637798	95	3	2	1	1					95	3	2							-563.2637798	1			
560.7037798	95	3	2	1	1					95	3	2							-560.7037798	1			
558.1437798	95	3	2	1	1					95	3	2							-558.1437798	1			
555.5837798	95	3	2	1	1					95	3	2							-555.5837798	1			
553.0237798	95	3	2	1	1					95	3	2							-553.0237798	1			
550.4637798	95	3	2	1	1					95	3	2							-550.4637798	1			
547.9037798	95	3	2	1	1					95	3	2							-547.9037798	1			
545.3437798	95	3	2	1	1					95	3	2							-545.3437798	1			
542.7837798	95	3	2	1	1					95	3	2							-542.7837798	1			
540.2237798	95	3	2	1	1					95	3	2							-540.2237798	1			
537.6637798	95	3	2	1	1					95	3	2							-537.6637798	1			
535.1037798	95	3	2	1	1					95	3	2							-535.1037798	1			
532.5437798	95	3	2	1	1					95	3	2							-532.5437798	1			
529.9837798	95	3	2	1	1					95	3	2							-529.9837798	1			
527.4237798	95	3	2	1	1					95	3	2							-527.4237798	1			
524.8637798	95	3	2	1	1					95	3	2							-524.8637798	1			
522.3037798	95	3	2	1	1					95	3	2							-522.3037798	1			
519.7437798	95	3	2	1	1					95	3	2							-519.7437798	1			
