T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
872.7658907	90	1	9	0	0	98.84240947	0.1033547663	1.054235762	90	1	9							0.001485674956	-0.0001506521567	-0.0013350228	-872.7658907	0	59.4658065980519	
872.7458907	90	1	9	0.0003388956166	0.0003360859762	98.84200709	0.1033892068	1.0546037	89.99702869	1.000301299	9.002670009							0	0	0	-872.7458907	0.0003360859762	59.5513581531491	
872.7258907	90	1	9	0.0006773048416	0.000671689823	98.8416047	0.1034236485	1.054971652	89.99405759	1.000602585	9.005339822							0	0	0	-872.7258907	0.000671689823	59.6028185318965	
872.6858907	90	1	9	0.001353824824	0.001342602216	98.84079986	0.1034925346	1.055707606	89.98811597	1.001205106	9.010678925							0	0	0	-872.6858907	0.001342602216	59.6548711823166	
872.6058907	90	1	9	0.002704515274	0.002682099736	98.83918997	0.1036303185	1.057179709	89.97623507	1.002409957	9.021354973							0	0	0	-872.6058907	0.002682099736	59.7931930824733	
872.4458907	90	1	9	0.005396534913	0.005351822199	98.83596937	0.103905933	1.060124696	89.95248266	1.004818896	9.042698446							0	0	0	-872.4458907	0.005351822199	60.1143069140943	
872.1258907	90	1	9	0.01073195321	0.01064309238	98.82952486	0.1044573688	1.066017775	89.90501533	1.009633907	9.085350764							0	0	0	-872.1258907	0.01064309238	60.7802025628151	
871.4858907	90	1	9	0.02124600733	0.0210703216	98.81662252	0.1055610233	1.077816453	89.81023025	1.019251985	9.170517766							0	0	0	-871.4858907	0.0210703216	62.0192984426871	
870.2058907	90	1	9	0.04164643091	0.04130296135	98.7907643	0.1077715845	1.101464119	89.62125592	1.038441076	9.340303							0	0	0	-870.2058907	0.04130296135	64.589932296076	
867.6458907	90	1	9	0.08011769981	0.07946046327	98.73883075	0.1122063728	1.148962876	89.24566881	1.07663387	9.677697318							0	0	0	-867.6458907	0.07946046327	69.8418152599247	
865.0858907	90	1	9	0.1157681771	0.1148235907	98.68660232	0.1166606747	1.196737001	88.87318846	1.114585302	10.01222624							0	0	0	-865.0858907	0.1148235907	75.2307301642646	
862.5258907	90	1	9	0.1489072929	0.1476989156	98.63407254	0.1211360238	1.244791433	88.50376436	1.152302126	10.34393351							0	0	0	-862.5258907	0.1476989156	80.7961288215023	
859.9658907	90	1	9	0.1797997646	0.1783487101	98.58123496	0.1256339583	1.293131082	88.13734574	1.189791054	10.6728632							0	0	0	-859.9658907	0.1783487101	86.5356329431097	
857.4058907	90	1	9	0.2086745942	0.206999863	98.52808314	0.1301560194	1.341760836	87.7738817	1.227058715	10.99905959							0	0	0	-857.4058907	0.206999863	92.4452633092199	
854.8458907	90	1	9	0.2357308878	0.2338496446	98.47461069	0.1347037523	1.390685561	87.41332136	1.26411164	11.322567							0	0	0	-854.8458907	0.2338496446	98.5321380663905	
852.2858907	90	1	9	0.2611372705	0.2590651055	98.42081115	0.1392787282	1.439910122	87.05561375	1.300956438	11.64342981							0	0	0	-852.2858907	0.2590651055	104.766581293396	
