T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
883.7294138	91	2	7	0	0		91	2	7	98.99759847	0.203944149	0.7984573818				0.001663135036	-0.0003734987328	-0.001289636303	-883.7294138	0			
883.7094138	91	2	7	0.000421136944	0.0004157503837		90.99667379	2.000746987	7.002579226	98.99717965	0.2040264407	0.7987939079				0	0	0	-883.7094138	0.0004157503837			
883.6894138	91	2	7	0.00084193866	0.0008311703314		90.9933478	2.001493933	7.005158266	98.99676082	0.204108734	0.7991304485				0	0	0	-883.6894138	0.0008311703314			
883.6494138	91	2	7	0.001682537995	0.001661020483		90.98669651	2.002987701	7.010315788	98.9959231	0.2042733256	0.7998035735				0	0	0	-883.6494138	0.001661020483			
883.5694138	91	2	7	0.0033597316	0.003316772975		90.97339666	2.005974743	7.020628599	98.99424747	0.2046025284	0.8011499986				0	0	0	-883.5694138	0.003316772975			
883.4094138	91	2	7	0.006698188564	0.006612575441		90.94680786	2.011946846	7.04124529	98.99089544	0.2052610131	0.8038435496				0	0	0	-883.4094138	0.006612575441			
883.0894138	91	2	7	0.01331209316	0.01314207184		90.89367388	2.023883151	7.08244297	98.98418824	0.2065783022	0.8092334593				0	0	0	-883.0894138	0.01314207184			
882.4494138	91	2	7	0.02629343773	0.02595812396		90.78757997	2.047724273	7.164695762	98.97076128	0.209214184	0.8200245385				0	0	0	-882.4494138	0.02595812396			
881.1694138	91	2	7	0.0513127065	0.05066030009		90.57608624	2.095281387	7.328632371	98.94385661	0.2144913634	0.8416520225				0	0	0	-881.1694138	0.05066030009			
878.6094138	91	2	7	0.09788751693	0.09665048779		90.15585615	2.189902074	7.654241773	98.8898405	0.2250690071	0.8850904902				0	0	0	-878.6094138	0.09665048779			
876.0494138	91	2	7	0.140361927	0.1385989988		89.73926522	2.283878098	7.976856686	98.83554149	0.2356807739	0.9287777373				0	0	0	-876.0494138	0.1385989988			
873.4894138	91	2	7	0.179264473	0.177026863		89.32626696	2.377225718	8.296507326	98.78095092	0.2463303837	0.9727186975				0	0	0	-873.4894138	0.177026863			
870.9294138	91	2	7	0.2150370389	0.2123696938		88.91681323	2.469961342	8.613225424	98.72606016	0.2570215741	1.01691827				0	0	0	-870.9294138	0.2123696938			
868.3694138	91	2	7	0.2480518995	0.2449944876		88.51085453	2.56210148	8.927043994	98.67086057	0.2677581044	1.061381329				0	0	0	-868.3694138	0.2449944876			
