T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
868.7385209	90	0	10	0	0	98.81914513	0	1.180854867	90	0	10				0.001385369377		-0.001385369377	-868.7385209	0	63.6048108501264	
868.7185209	90	0	10	0.0003153331704	0.000314239572	98.81875769	0	1.181242315	89.9972293	0	10.0027707				0		0	-868.7185209	0.000314239572	63.6866048852655	
868.6985209	90	0	10	0.0006302617751	0.0006280760769	98.81837023	0	1.181629774	89.99445879	0	10.00554121				0		0	-868.6985209	0.0006280760769	63.7408974057152	
868.6585209	90	0	10	0.001259720374	0.001255352145	98.81759526	0	1.182404738	89.98891828	0	10.01108172				0		0	-868.6585209	0.001255352145	63.8003082484258	
868.5785209	90	0	10	0.002516714557	0.002507989087	98.81604512	0	1.183954883	89.97783937	0	10.02216063				0		0	-868.5785209	0.002507989087	63.934575067449	
868.4185209	90	0	10	0.005022558378	0.005005151263	98.81294402	0	1.187055981	89.95569002	0	10.04430998				0		0	-868.4185209	0.005005151263	64.2549948070232	
868.0985209	90	0	10	0.009992056273	0.009957450152	98.8067386	0	1.193261403	89.91142512	0	10.08857488				0		0	-868.0985209	0.009957450152	64.9190287362371	
867.4585209	90	0	10	0.01979453529	0.01972607598	98.79431478	0	1.205685216	89.82303	0	10.17697				0		0	-867.4585209	0.01972607598	66.1547631273166	
866.1785209	90	0	10	0.03885204064	0.03871805002	98.76941503	0	1.230584966	89.64677611	0	10.35322389				0		0	-866.1785209	0.03871805002	68.7142431706139	
863.6185209	90	0	10	0.0749260293	0.07466909776	98.71940488	0	1.280595121	89.29639202	0	10.70360798				0		0	-863.6185209	0.07466909776	73.9452306568111	
861.0585209	90	0	10	0.1085059906	0.1081360441	98.66910972	0	1.33089028	88.94879823	0	11.05120177				0		0	-861.0585209	0.1081360441	79.2877655785678	
858.4985209	90	0	10	0.1398686374	0.139394535	98.61852475	0	1.381475252	88.60394582	0	11.39605418				0		0	-858.4985209	0.139394535	84.784508417693	
855.9385209	90	0	10	0.1692263146	0.168656076	98.5676451	0	1.432354904	88.26178549	0	11.73821451				0		0	-855.9385209	0.168656076	90.4516800988454	
853.3785209	90	0	10	0.1967730553	0.196113941	98.51646597	0	1.483534033	87.92226836	0	12.07773164				0		0	-853.3785209	0.196113941	96.2747149784741	
850.8185209	90	0	10	0.2226787959	0.2219374018	98.4649826	0	1.535017403	87.58534588	0	12.41465412				0		0	-850.8185209	0.2219374018	102.120879834941	
850.1785209	90	0	10	0.2289216439	0.228160629	98.45206367	0	1.547936325	87.50151511	0	12.49848489				0		0	-850.1785209	0.228160629	103.623450606582	
850.1585209	90	0	10	0.2291152123	0.2283535903	98.45165964	0	1.548340364	87.49889795	0	12.50110205				0		0	-850.1585209	0.2283535903	103.618575172575	
850.1496401	90	0	10	1	0.9141558095	98.45148023	0	1.548519766	87.49773587	0	12.50226413	8.612717322E-05	0	99.99991387	0		0	-850.1496401	0.9141558095	-8821.01484011686	
850.1285209	90	0	10	1	0.9141534153	98.451738	0	1.548261997				8.60931199E-05	0	99.99991391				-850.1285209	0.9141534153	-8823.82558364705	
850.1085209	90	0	10	1	0.9141511494	98.45198208	0	1.548017919				8.606088182E-05	0	99.99991394				-850.1085209	0.9141511494	-8826.32010352074	
850.0685209	90	0	10	1	0.9141466173	98.45247016	0	1.547529839				8.599643738E-05	0	99.999914				-850.0685209	0.9141466173	-8827.03481588109	
849.9885209	90	0	10	1	0.9141375565	98.45344598	0	1.546554021				8.586767466E-05	0	99.99991413				-849.9885209	0.9141375565	-8831.32371431726	
849.8285209	90	0	10	1	0.9141194477	98.45539636	0	1.544603645				8.56106533E-05	0	99.99991439				-849.8285209	0.9141194477	-8839.70565877172	
849.5085209	90	0	10	1	0.9140832819	98.45929199	0	1.540708011				8.509862167E-05	0	99.9999149				-849.5085209	0.9140832819	-8856.61929416033	
848.8685209	90	0	10	1	0.9140111573	98.4670628	0	1.532937199				8.408256172E-05	0	99.99991592				-848.8685209	0.9140111573	-8890.62233292924	
847.5885209	90	0	10	1	0.9138677336	98.48252274	0	1.517477255				8.208212803E-05	0	99.99991792				-847.5885209	0.9138677336	-8959.30614445546	
