T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
909.3298086	91	9	0	0	0	99.07686396	0.9231360352	0	91	9	0				0.003572374529	-0.003572374529		-909.3298086	0	22.606772418328	
909.3098086	91	9	0	0.000927329748	0.0008840071173	99.07607297	0.923927033	0	90.99285537	9.007144635	0				0	0		-909.3098086	0.0008840071173	22.6417320531457	
909.2898086	91	9	0	0.00185322137	0.001766651399	99.07528192	0.9247180757	0	90.98571141	9.014288588	0				0	0		-909.2898086	0.001766651399	22.6753976922779	
909.2498086	91	9	0	0.003701018311	0.003528164238	99.07369967	0.9263003287	0	90.97142527	9.028574725	0				0	0		-909.2498086	0.003528164238	22.7409280148181	
909.1698086	91	9	0	0.007380429886	0.00703586115	99.07053452	0.9294654761	0	90.94286033	9.057139667	0				0	0		-909.1698086	0.00703586115	22.8986820577461	
909.0098086	91	9	0	0.01465183932	0.01396829947	99.06420173	0.9357982731	0	90.88576041	9.114239586	0				0	0		-909.0098086	0.01396829947	23.2277817861605	
908.6898086	91	9	0	0.02892213964	0.02757488092	99.05152588	0.9484741233	0	90.77167917	9.228320828	0				0	0		-908.6898086	0.02757488092	23.8350306983876	
908.0498086	91	9	0	0.05637426987	0.0537561155	99.02613286	0.973867141	0	90.54399542	9.456004582	0				0	0		-908.0498086	0.0537561155	25.1067348584301	
906.7698086	91	9	0	0.107313917	0.1023602082	98.97517847	1.024821534	0	90.09056926	9.90943074	0				0	0		-906.7698086	0.1023602082	27.7911745463309	
904.2098086	91	9	0	0.195715446	0.186791973	98.87256925	1.12743075	0	89.19168217	10.80831783	0				0	0		-904.2098086	0.186791973	33.4824080359834	
901.6498086	91	9	0	0.2697821242	0.2576362255	98.76897299	1.231027012	0	88.30378425	11.69621575	0				0	0		-901.6498086	0.2576362255	39.5473094657907	
899.0898086	91	9	0	0.332727388	0.3179404398	98.66432199	1.335678007	0	87.42729062	12.57270938	0				0	0		-899.0898086	0.3179404398	46.1086927091453	
896.5298086	91	9	0	0.3868756226	0.3699091258	98.55854396	1.441456037	0	86.56258256	13.43741744	0				0	0		-896.5298086	0.3699091258	53.1580274095377	
893.9698086	91	9	0	0.4339496059	0.4151763801	98.45156179	1.548438212	0	85.71000547	14.28999453	0				0	0		-893.9698086	0.4151763801	60.6841388210741	
891.4098086	91	9	0	0.4752535842	0.4549794826	98.3432932	1.656706801	0	84.86986623	15.13013377	0				0	0		-891.4098086	0.4549794826	68.6726258668039	
888.8498086	91	9	0	0.5117933302	0.4902727396	98.23365041	1.766349591	0	84.04243157	15.95756843	0				0	0		-888.8498086	0.4902727396	77.1054053696949	
886.2898086	91	9	0	0.5443571159	0.5218042666	98.12253971	1.877460287	0	83.22792704	16.77207296	0				0	0		-886.2898086	0.5218042666	85.9602606516803	
883.7298086	91	9	0	0.5735716839	0.550169064	98.00986103	1.990138969	0	82.42653658	17.57346342	0				0	0		-883.7298086	0.550169064	95.210402162537	
881.1698086	91	9	0	0.5999417849	0.575846511	97.89550739	2.104492612	0	81.63840266	18.36159734	0				0	0		-881.1698086	0.575846511	104.824049365289	
878.6098086	91	9	0	0.6238786515	0.5992273695	97.77936432	2.220635676	0	80.86362696	19.13637304	0				0	0		-878.6098086	0.5992273695	114.764046709422	
876.0498086	91	9	0	0.645720863	0.6206335729	97.66130921	2.338690791	0	80.10227151	19.89772849	0				0	0		-876.0498086	0.6206335729	124.987521125076	
873.4898086	91	9	0	0.6657498755	0.6403329586	97.54121047	2.458789531	0	79.35436023	20.64563977	0				0	0		-873.4898086	0.6403329586	135.445595426623	
870.9298086	91	9	0	0.6842017488	0.6585503935	97.41892669	2.581073311	0	78.61988084	21.38011916	0				0	0		-870.9298086	0.6585503935	146.083167940979	
868.3698086	91	9	0	0.7012761169	0.6754762884	97.29430558	2.705694416	0	77.89878699	22.10121301	0				0	0		-868.3698086	0.6754762884	156.838765293697	
865.8098086	91	9	0	0.7171431353	0.6912731951	97.16718281	2.83281719	0	77.19100065	22.80899935	0				0	0		-865.8098086	0.6912731951	167.644484570943	
863.2498086	91	9	0	0.7319489236	0.7060809773	97.03738059	2.962619408	0	76.49641457	23.50358543	0				0	0		-863.2498086	0.7060809773	178.42603385124	
860.6898086	91	9	0	0.7458198744	0.7200209096	96.90470613	3.095293874	0	75.81489483	24.18510517	0				0	0		-860.6898086	0.7200209096	189.102873949883	
858.1298086	91	9	0	0.7588661033	0.7331989633	96.76894973	3.231050268	0	75.14628345	24.85371655	0				0	0		-858.1298086	0.7331989633	199.588479056285	
855.5698086	91	9	0	0.7711842379	0.7457084688	96.62988268	3.370117322	0	74.4904009	25.5095991	0				0	0		-855.5698086	0.7457084688	209.790714726184	
853.0098086	91	9	0	0.7828596986	0.7576322994	96.48725465	3.512745351	0	73.84704858	26.15295142	0				0	0		-853.0098086	0.7576322994	219.646898641085	
850.4498086	91	9	0	0.7939654832	0.7690413156	96.34079061	3.659209387	0	73.21601068	26.78398932	0				0	0		-850.4498086	0.7690413156	228.98066006046	
847.8898086	91	9	0	0.8045764012	0.780009619	96.19018784	3.809812157	0	72.59705836	27.40294164	0				0	0		-847.8898086	0.780009619	237.698219402981	
845.3298086	91	9	0	0.814751018	0.7905948457	96.03511083	3.964889166	0	71.98994878	28.01005122	0				0	0		-845.3298086	0.7905948457	245.754596393907	
842.7698086	91	9	0	0.8245460542	0.8008536327	95.87518684	4.124813157	0	71.39442911	28.60557089	0				0	0		-842.7698086	0.8008536327	253.005162813919	
840.2098086	91	9	0	0.8340140145	0.8108389727	95.70999964	4.290000357	0	70.81023758	29.18976242	0				0	0		-840.2098086	0.8108389727	259.339292491177	
837.6498086	91	9	0	0.8432041106	0.8206011527	95.53908212	4.460917881	0	70.23710504	29.76289496	0				0	0		-837.6498086	0.8206011527	264.647005332805	
835.0898086	91	9	0	0.8521631256	0.8301886517	95.3619072	4.638092797	0	69.67475621	30.32524379	0				0	0		-835.0898086	0.8301886517	268.820277253092	
832.5298086	91	9	0	0.8609362507	0.8396490316	95.17787667	4.82212333	0	69.12291074	30.87708926	0				0	0		-832.5298086	0.8396490316	271.754457014064	
