T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI					
883.3555987	87	9	4	0	0		87	9	4	98.5939324	0.9469753125	0.4590922835				0.002379631803	-0.001652869093	-0.0007267627095	-883.3555987	0			
883.3355987	87	9	4	0.0004310282034	0.0004103403717		86.99524083	9.003305678	4.001453494	98.59334807	0.9473653818	0.4592865526				0	0	0	-883.3355987	0.0004103403717			
883.3155987	87	9	4	0.0008617108566	0.0008203536932		86.99048203	9.006611112	4.002906863	98.5927637	0.9477554659	0.4594808321				0	0	0	-883.3155987	0.0008203536932			
883.2755987	87	9	4	0.001722041107	0.001639400694		86.98096553	9.013221251	4.005813223	98.5915949	0.9485356787	0.4598694222				0	0	0	-883.2755987	0.001639400694			
883.1955987	87	9	4	0.003438572984	0.003273587114		86.96193695	9.02643861	4.011624435	98.58925699	0.9500962826	0.4606467263				0	0	0	-883.1955987	0.003273587114			
883.0355987	87	9	4	0.006855214469	0.006526416938		86.92389752	9.05286165	4.023240825	98.58457996	0.9532182058	0.4622018314				0	0	0	-883.0355987	0.006526416938			
882.7155987	87	9	4	0.01362353571	0.01297059314		86.84788955	9.105660995	4.04644945	98.57522105	0.9594649241	0.4653140308				0	0	0	-882.7155987	0.01297059314			
882.0755987	87	9	4	0.02690604667	0.02561842303		86.69615714	9.211072822	4.092770039	98.55648361	0.971969979	0.4715464154				0	0	0	-882.0755987	0.02561842303			
880.7955987	87	9	4	0.05249803246	0.04999316813		86.39382776	9.421148502	4.185023736	98.51892927	0.9970274071	0.4840433244				0	0	0	-880.7955987	0.04999316813			
878.2355987	87	9	4	0.1001077925	0.09536001794		85.79371705	9.838306878	4.36797607	98.44349388	1.047338799	0.5091673168				0	0	0	-878.2355987	0.09536001794			
875.6755987	87	9	4	0.1434837368	0.1367202016		85.19967832	10.25147501	4.548846665	98.36760566	1.097926376	0.5344679619				0	0	0	-875.6755987	0.1367202016			
873.1155987	87	9	4	0.1831693061	0.1745882827		84.61171456	10.66065754	4.727627902	98.29124334	1.148807671	0.5599489934				0	0	0	-873.1155987	0.1745882827			
870.5555987	87	9	4	0.2196194997	0.2093951071		84.0298219	11.06586333	4.904314771	98.21438496	1.200000854	0.5856141848				0	0	0	-870.5555987	0.2093951071			
867.9955987	87	9	4	0.2532181709	0.2415041751		83.45398984	11.46710537	5.078904789	98.13700788	1.251524758	0.6114673649				0	0	0	-867.9955987	0.2415041751			
865.4355987	87	9	4	0.2842914072	0.2712243082		82.8842018	11.8644003	5.251397892	98.05908868	1.303398888	0.6375124281				0	0	0	-865.4355987	0.2712243082			
862.8755987	87	9	4	0.3131180052	0.2988195644		82.32043551	12.25776816	5.421796332	97.98060321	1.35564344	0.6637533473				0	0	0	-862.8755987	0.2988195644			
860.3155987	87	9	4	0.3399377452	0.3245170723		81.7626634	12.64723203	5.590104573	97.90152649	1.408279323	0.6901941867				0	0	0	-860.3155987	0.3245170723			
857.7555987	87	9	4	0.3649579879	0.3485132757		81.21085308	13.03281773	5.756329195	97.8218327	1.461328179	0.7168391162				0	0	0	-857.7555987	0.3485132757			
855.1955987	87	9	4	0.3883589781	0.3709789542		80.6649677	13.4145535	5.920478793	97.74149516	1.514812416	0.7436924249				0	0	0	-855.1955987	0.3709789542			
852.6355987	87	9	4	0.4102981401	0.3920632899		80.12496641	13.79246972	6.082563877	97.66048623	1.568755232	0.7707585362				0	0	0	-852.6355987	0.3920632899			
850.0755987	87	9	4	0.4309135834	0.4118971863		79.59080468	14.16659853	6.242596788	97.57877733	1.62318065	0.7980420236				0	0	0	-850.0755987	0.4118971863			
847.5155987	87	9	4	0.4503269822	0.4305959944		79.06243475	14.53697365	6.400591606	97.49633882	1.678113557	0.8255476269				0	0	0	-847.5155987	0.4305959944			
844.9555987	87	9	4	0.4686459558	0.4482617663		78.53980595	14.90362998	6.55656407	97.41313999	1.733579745	0.8532802694				0	0	0	-844.9555987	0.4482617663			
842.3955987	87	9	4	0.4859660483	0.4649851294		78.02286509	15.2666034	6.710531503	97.32914897	1.789605953	0.8812450767				0	0	0	-842.3955987	0.4649851294			
839.8355987	87	9	4	0.5023723835	0.480846854		77.51155678	15.62593047	6.862512745	97.24433269	1.846219915	0.9094473956				0	0	0	-839.8355987	0.480846854			
837.2755987	87	9	4	0.517941057	0.4959191712		77.00582376	15.98164815	7.012528092	97.15865676	1.903450421	0.937892815				0	0	0	-837.2755987	0.4959191712			
834.7155987	87	9	4	0.5327403116	0.5102668856		76.50560719	16.33379357	7.160599238	97.07208545	1.961327364	0.9665871881				0	0	0	-834.7155987	0.5102668856			
832.1555987	87	9	4	0.5468315355	0.5239483213		76.010847	16.68240376	7.306749238	96.98458153	2.019881815	0.9955366556				0	0	0	-832.1555987	0.5239483213			
829.5955987	87	9	4	0.5602701128	0.5370161277		75.52148212	17.02751542	7.451002465	96.89610625	2.07914608	1.024747672				0	0	0	-829.5955987	0.5370161277			
827.0355987	87	9	4	0.5731061531	0.5495179698		75.03745076	17.36916465	7.593384582	96.80661919	2.139153783	1.054227031				0	0	0	-827.0355987	0.5495179698			
824.4755987	87	9	4	0.5853851172	0.5614971223		74.55869071	17.70738677	7.733922528	96.71607816	2.199939943	1.083981897				0	0	0	-824.4755987	0.5614971223			
821.9155987	87	9	4	0.5971483587	0.5729929822		74.0851395	18.04221599	7.872644506	96.62443911	2.261541057	1.114019835				0	0	0	-821.9155987	0.5729929822			
819.3555987	87	9	4	0.6084335926	0.5840415136		73.61673472	18.3736853	8.009579985	96.53165595	2.323995202	1.144348848				0	0	0	-819.3555987	0.5840415136			
816.7955987	87	9	4	0.6192753029	0.5946756342		73.15341419	18.7018261	8.14475971	96.43768046	2.387342128	1.174977408				0	0	0	-816.7955987	0.5946756342			
814.2355987	87	9	4	0.629705099	0.6049255532		72.69511617	19.0266681	8.278215731	96.34246212	2.451623374	1.205914506				0	0	0	-814.2355987	0.6049255532			
811.6755987	87	9	4	0.639752027	0.6148190677		72.24177961	19.34823896	8.409981429	96.24594793	2.516882381	1.237169686				0	0	0	-811.6755987	0.6148190677			
809.1155987	87	9	4	0.649442844	0.6243818233		71.79334429	19.66656413	8.540091572	96.14808228	2.583164623	1.268753101				0	0	0	-809.1155987	0.6243818233			
806.5555987	87	9	4	0.6588022601	0.6336375435		71.34975107	19.98166656	8.66858237	96.04880669	2.650517744	1.300675562				0	0	0	-806.5555987	0.6336375435			
803.9955987	87	9	4	0.6678531524	0.6426082344		70.91094201	20.29356644	8.795491553	95.94805969	2.718991708	1.332948597				0	0	0	-803.9955987	0.6426082344			
801.4355987	87	9	4	0.6766167548	0.6513143659		70.47686063	20.60228092	8.920858458	95.84577653	2.788638959	1.365584514				0	0	0	-801.4355987	0.6513143659			
798.8755987	87	9	4	0.6851128285	0.6597750336		70.04745202	20.90782384	9.04472414	95.74188893	2.859514595	1.39859647				0	0	0	-798.8755987	0.6597750336			
796.3155987	87	9	4	0.6933598129	0.6680081041		69.62266311	21.2102054	9.167131491	95.63632489	2.931676557	1.43199855				0	0	0	-796.3155987	0.6680081041			
793.7555987	87	9	4	0.7013749626	0.6760303465		69.20244277	21.50943184	9.28812539	95.52900832	3.005185835	1.465805849				0	0	0	-793.7555987	0.6760303465			
791.1955987	87	9	4	0.7091744705	0.6838575505		68.78674206	21.80550507	9.407752866	95.41985875	3.080106684	1.500034567				0	0	0	-791.1955987	0.6838575505			
788.6355987	87	9	4	0.7167735794	0.6915046342		68.37551441	22.09842231	9.526063287	95.30879102	3.156506869	1.534702111				0	0	0	-788.6355987	0.6915046342			
786.0755987	87	9	4	0.724186684	0.6989857435		67.96871583	22.38817559	9.643108577	95.19571487	3.234457914	1.569827213				0	0	0	-786.0755987	0.6989857435			
783.5155987	87	9	4	0.7314274242	0.7063143425		67.56630514	22.6747514	9.758943465	95.08053456	3.314035391	1.605430053				0	0	0	-783.5155987	0.7063143425			
780.9555987	87	9	4	0.7385087708	0.713503298		67.1682442	22.95813005	9.873625758	94.96314838	3.395319215	1.641532403				0	0	0	-780.9555987	0.713503298			
778.3955987	87	9	4	0.7454431062	0.720564958		66.77449816	23.23828517	9.987216662	94.84344824	3.478393973	1.678157784				0	0	0	-778.3955987	0.720564958			
775.8355987	87	9	4	0.7522422982	0.7275112265		66.38503578	23.51518309	10.09978114	94.72131909	3.563349275	1.715331639				0	0	0	-775.8355987	0.7275112265			
773.2755987	87	9	4	0.7589177708	0.7343536331		65.99982966	23.78878203	10.21138831	94.59663833	3.650280138	1.753081536				0	0	0	-773.2755987	0.7343536331			
770.7155987	87	9	4	0.7654805715	0.7411034013		65.61885667	24.05903141	10.32211192	94.46927524	3.739287387	1.791437377				0	0	0	-770.7155987	0.7411034013			
768.1555987	87	9	4	0.7719414349	0.7477715135		65.24209828	24.32587087	10.43203085	94.33909024	3.830478101	1.830431654				0	0	0	-768.1555987	0.7477715135			
765.5955987	87	9	4	0.7783108455	0.7543687751		64.86954098	24.5892293	10.54122971	94.2059342	3.923966083	1.870099718				0	0	0	-765.5955987	0.7543687751			
763.0355987	87	9	4	0.7845990985	0.760905878		64.5011768	24.84902366	10.64979954	94.06964755	4.019872359	1.910480089				0	0	0	-763.0355987	0.760905878			
760.4755987	87	9	4	0.7908163606	0.7673934639		64.13700381	25.10515767	10.75783851	93.93005948	4.118325713	1.951614807				0	0	0	-760.4755987	0.7673934639			
757.9155987	87	9	4	0.7969727298	0.773842188		63.77702678	25.35752037	10.86545285	93.78698693	4.219463253	1.993549822				0	0	0	-757.9155987	0.773842188			
755.3555987	87	9	4	0.8030782975	0.7802627848		63.42125783	25.60598436	10.9727578	93.64023357	4.32343099	2.036335436				0	0	0	-755.3555987	0.7802627848			
752.7955987	87	9	4	0.8091432101	0.7866661351		63.0697173	25.85040394	11.07987876	93.48958875	4.430384457	2.080026797				0	0	0	-752.7955987	0.7866661351			
750.2355987	87	9	4	0.8151777339	0.7930633354		62.72243461	26.09061283	11.18695255	93.33482621	4.540489317	2.124684468				0	0	0	-750.2355987	0.7930633354			
747.6755987	87	9	4	0.821192322	0.7994657713		62.37944935	26.32642172	11.29412893	93.17570297	4.653921981	2.170375053				0	0	0	-747.6755987	0.7994657713			
745.1155987	87	9	4	0.827197684	0.8058851939		62.04081246	26.55761532	11.40157222	93.01195789	4.770870194	2.217171916				0	0	0	-745.1155987	0.8058851939			
742.5555987	87	9	4	0.8332048597	0.8123337999		61.70658766	26.78394908	11.50946326	92.84331045	4.89153357	2.26515598				0	0	0	-742.5555987	0.8123337999			
739.9955987	87	9	4	0.8392252961	0.8188243166		61.37685303	27.00514538	11.61800159	92.66945933	5.016124029	2.314416639				0	0	0	-739.9955987	0.8188243166			
737.4355987	87	9	4	0.8452709284	0.8253700907		61.05170282	27.22088923	11.72740795	92.49008116	5.144866081	2.365052763				0	0	0	-737.4355987	0.8253700907			
734.8755987	87	9	4	0.8513542653	0.8319851807		60.7312496	27.43082326	11.83792715	92.30482929	5.277996879	2.417173835				0	0	0	-734.8755987	0.8319851807			
732.3155987	87	9	4	0.8574884775	0.8386844524		60.4156266	27.63454214	11.94983126	92.11333284	5.415765951	2.470901208				0	0	0	-732.3155987	0.8386844524			
729.7555987	87	9	4	0.8636874862	0.8454836739		60.10499051	27.83158619	12.06342331	91.9151961	5.558434419	2.526369482				0	0	0	-729.7555987	0.8454836739			
727.1955987	87	9	4	0.8699660536	0.8523996096		59.79952451	28.02143414	12.17904134	91.7099984	5.706273591	2.583728006				0	0	0	-727.1955987	0.8523996096			
724.6355987	87	9	4	0.8763398672	0.859450105		59.49944176	28.20349523	12.297063	91.4972949	5.859562616	2.643142485				0	0	0	-724.6355987	0.859450105			
722.0755987	87	9	4	0.8828256146	0.8666541571		59.20498918	28.37710035	12.41791047	91.27661844	6.018584913	2.70479665				0	0	0	-722.0755987	0.8666541571			
719.5155987	87	9	4	0.88944104	0.8740319588		58.91645157	28.5414926	12.54205582	91.0474831	6.183622954	2.768893941				0	0	0	-719.5155987	0.8740319588			
