T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
875.874406	91	9	0	0	98.95632928	1.043670716	91	9			0.001417567619	-0.001417567619	-875.874406	0	27.8140802091612	
875.864406	91	9	0.0001789292508	0.0001783559038	98.95613848	1.04386152	90.99858206	9.001417938			0	0	-875.864406	0.0001783559038	84.3212602750477	
875.844406	91	9	0.0005361371751	0.0003561548298	98.95575686	1.044243137	90.99574744	9.004252565			0	0	-875.844406	0.0003561548298	112.476083667889	
875.804406	91	9	0.001249903041	0.0007118526404	98.95499358	1.04500642	90.99007799	9.009922005			0	0	-875.804406	0.0007118526404	112.532767768477	
875.724406	91	9	0.002674495395	0.001421777599	98.95346682	1.046533182	90.97874133	9.021258674			0	0	-875.724406	0.001421777599	112.841224743869	
875.564406	91	9	0.005511976285	0.002835873497	98.95041252	1.049587484	90.95607684	9.043923165			0	0	-875.564406	0.002835873497	113.454884148612	
875.244406	91	9	0.01114054791	0.005641250164	98.94430103	1.055698972	90.9107832	9.089216798			0	0	-875.244406	0.005641250164	114.779555133212	
874.604406	91	9	0.02220119037	0.01114997296	98.93206561	1.06793439	90.82033735	9.179662645			0	0	-874.604406	0.01114997296	117.500280792157	
873.324406	91	9	0.04359656902	0.02181159652	98.90754526	1.092454738	90.64000702	9.359992975			0	0	-873.324406	0.02181159652	122.869476721406	
870.764406	91	9	0.08369389204	0.04178973836	98.85830437	1.141695626	90.28157298	9.718427022			0	0	-870.764406	0.04178973836	-1601.33866275087	
868.204406	91	9	0.1204898506	0.04002217743	98.80879239	1.191207605	89.92606698	10.07393302			0	0	-868.204406	0.04002217743	-1510.41675998391	
865.644406	91	9	0.1543713195	0.03838929412	98.75900427	1.24099573	89.57343966	10.42656034			0	0	-865.644406	0.03838929412	-1633.23339809718	
863.084406	91	9	0.1856687874	0.03687791512	98.70893506	1.29106494	89.22364183	10.77635817			0	0	-863.084406	0.03687791512	-1761.92960222083	
860.524406	91	9	0.2146650124	0.03547528375	98.65857986	1.341420142	88.87662419	11.12337581			0	0	-860.524406	0.03547528375	-1895.93354805912	
857.964406	91	9	0.2416032886	0.03417035629	98.6079338	1.392066201	88.53233748	11.46766252			0	0	-857.964406	0.03417035629	-2035.29673621096	
855.404406	91	9	0.2666940642	0.03295353146	98.55699206	1.443007944	88.19073263	11.80926737			0	0	-855.404406	0.03295353146	-2180.07663632401	
852.844406	91	9	0.2901202754	0.03181642209	98.50574984	1.494250159	87.85176083	12.14823917			0	0	-852.844406	0.03181642209	-2330.33156855547	
850.284406	91	9	0.3120416766	0.03075166891	98.45420239	1.545797607	87.51537359	12.48462641			0	0	-850.284406	0.03075166891	-2321.43714979145	
850.204406	91	9	0.312706268	0.0009613765287	98.45258652	1.547413484	87.50490261	12.49509739			0	0	-850.204406	0.0009613765287	-81.4794818924875	
850.164406	91	9	0.3130361978	0.0004780389226	98.45177851	1.548221486	87.49966805	12.50033195			0	0	-850.164406	0.0004780389226	-51.2580860899219	
850.154406	91	9	0.3131186445	0.0001195488619	98.45157651	1.548423488	87.49835914	12.50164086			0	0	-850.154406	0.0001195488619	-27.9060431192812	
850.134406	91	9	1	0.8887453245	98.45154412	1.548455876			8.61187325E-05	99.99991388			-850.134406	0.8887453245	0.0225066620261159	
850.114406	91	9	1	0.8887453245	98.45154412	1.548455876			8.61187325E-05	99.99991388			-850.114406	0.8887453245	NaN	
