T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
900.2487967	89	10	1	0	0	98.85086838	1.040249493	0.1088821257	89	10	1							0.003129951237	-0.0028468135	-0.0002831377374	-900.2487967	0	15.6284309421177	
900.2387967	89	10	1	0.0003353747215	0.0003178537084	98.85050876	1.04057561	0.1089156268	88.99686953	10.00284729	1.000283186							0	0	0	-900.2387967	0.0003178537084	47.2935972470673	
900.2187967	89	10	1	0.001005078261	0.0006348851621	98.8497895	1.04122787	0.1089826297	88.99061053	10.0085401	1.000849379							0	0	0	-900.2187967	0.0006348851621	63.1039126152494	
900.1787967	89	10	1	0.002342169995	0.001268385365	98.84835085	1.042532513	0.1091166415	88.97809301	10.01992527	1.001981716							0	0	0	-900.1787967	0.001268385365	63.217438519371	
900.0987967	89	10	1	0.005006683824	0.00253082731	98.84547303	1.04514228	0.1093846881	88.95306411	10.04269007	1.004245818							0	0	0	-900.0987967	0.00253082731	63.5188947596238	
899.9387967	89	10	1	0.0102973362	0.005038032098	98.83971538	1.050363744	0.1099208725	88.90303083	10.08819744	1.008771734							0	0	0	-899.9387967	0.005038032098	64.1683585291347	
899.6187967	89	10	1	0.02071441216	0.009971617963	98.82819213	1.060814287	0.1109935861	88.80306377	10.179122	1.017814231							0	0	0	-899.6187967	0.009971617963	65.5039410374537	
898.9787967	89	10	1	0.04094124667	0.01955929665	98.80511304	1.081746508	0.1131404496	88.60352568	10.3606121	1.035862219							0	0	0	-898.9787967	0.01955929665	68.1189028536878	
897.6987967	89	10	1	0.07911956865	0.03766410824	98.7588225	1.123737587	0.117439913	88.20604919	10.72214171	1.071809096							0	0	0	-897.6987967	0.03766410824	73.6490222210933	
895.1387967	89	10	1	0.147463566	0.0700967376	98.66569443	1.20824374	0.1260618296	87.41759393	11.43930589	1.143100176							0	0	0	-895.1387967	0.0700967376	-642.922522955244	
892.5787967	89	10	1	0.2066633744	0.06532749814	98.57180136	1.293483655	0.1347149862	86.63798856	12.1484318	1.213579635							0	0	0	-892.5787967	0.06532749814	-573.92553280091	
890.0187967	89	10	1	0.2583963927	0.06110858147	98.4770977	1.379502925	0.1433993717	85.86743024	12.84933655	1.283233212							0	0	0	-890.0187967	0.06110858147	-645.996969058497	
887.4587967	89	10	1	0.3039567176	0.05734904025	98.38153527	1.466349743	0.1521149822	85.10609703	13.54185478	1.35204819							0	0	0	-887.4587967	0.05734904025	-722.199837779533	
884.8987967	89	10	1	0.3443583217	0.05397711825	98.28506311	1.554075056	0.1608618355	84.35414663	14.22583983	1.42001354							0	0	0	-884.8987967	0.05397711825	-802.550630571717	
882.3387967	89	10	1	0.3804066919	0.05093545744	98.18762732	1.642732694	0.1696399846	83.61171619	14.90116385	1.487119962							0	0	0	-882.3387967	0.05093545744	-887.082195765427	
879.7787967	89	10	1	0.4127496072	0.04817766433	98.08917094	1.732379527	0.1784495318	82.87892214	15.56771795	1.553359913							0	0	0	-879.7787967	0.04817766433	-975.843245839129	
877.2187967	89	10	1	0.4419137979	0.04566580722	97.98963371	1.82307565	0.1872906433	82.15586025	16.22541212	1.618727623							0	0	0	-877.2187967	0.04566580722	-1068.89814637763	
874.6587967	89	10	1	0.4683318557	0.04336856748	97.88895185	1.914884587	0.1961635634	81.44260592	16.874175	1.683219078							0	0	0	-874.6587967	0.04336856748	-1166.32711481088	
