T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
928.2503061	98	2	0	0	0	99.80494696	0.1950530376	0	98	2	0	0.003808154907	-0.003808154907		0.003808154907	-0.003808154907		-928.2503061	0	4.74401267786079	
928.2303061	98	2	0	0.004247829998	0.004203682534	99.8041955	0.1958044978	0	97.99238377	2.007616229	0	0.003807953333	-0.003807953333		0	0		-928.2303061	0.004203682534	4.77145374388675	
928.2103061	98	2	0	0.008471332254	0.008383327155	99.80344401	0.1965559939	0	97.98476788	2.015232121	0	0.003807709037	-0.003807709037		0	0		-928.2103061	0.008383327155	4.80822380563924	
928.1703061	98	2	0	0.01679862217	0.01662425088	99.80194094	0.1980590644	0	97.96953743	2.030462571	0	0.003807415761	-0.003807415761		0	0		-928.1703061	0.01662425088	4.88967100100287	
928.0903061	98	2	0	0.03309681341	0.03275383235	99.79893438	0.201065618	0	97.93908089	2.060919106	0	0.003806625714	-0.003806625714		0	0		-928.0903061	0.03275383235	5.03711277386251	
927.9303061	98	2	0	0.06427617819	0.0636122863	99.7929197	0.2070802978	0	97.87818614	2.12181386	0	0.003805041714	-0.003805041714		0	0		-927.9303061	0.0636122863	5.34724364367378	
927.6103061	98	2	0	0.121543306	0.1202962668	99.78088404	0.2191159623	0	97.75647051	2.243529489	0	0.003802022676	-0.003802022676		0	0		-927.6103061	0.1202962668	6.00690771232884	
926.9703061	98	2	0	0.2191434292	0.2169251215	99.75678717	0.2432128341	0	97.51333735	2.486662649	0	0.003795590682	-0.003795590682		0	0		-926.9703061	0.2169251215	7.48739890774248	
925.6903061	98	2	0	0.3661560676	0.3625505045	99.7084895	0.2915104986	0	97.02829361	2.971706395	0	0.003782672638	-0.003782672638		0	0		-925.6903061	0.3625505045	11.082275734435	
923.1303061	98	2	0	0.5509507586	0.5458307564	99.61146092	0.3885390817	0	96.06330945	3.93669055	0	0.00373857955	-0.00373857955		0	0		-923.1303061	0.5458307564	19.6684358055877	
920.5703061	98	2	0	0.6623745344	0.6565887484	99.51382784	0.4861721627	0	95.10561929	4.894380711	0	0.003716066153	-0.003716066153		0	0		-920.5703061	0.6565887484	29.9057285267328	
918.0103061	98	2	0	0.7368971316	0.7308748677	99.41554749	0.5844525126	0	94.15573537	5.844264634	0	0.003692836505	-0.003692836505		0	0		-918.0103061	0.7308748677	42.3161045767628	
915.4503061	98	2	0	0.790262865	0.7842525952	99.31657534	0.6834246632	0	93.21418264	6.785817357	0	0.003660532361	-0.003660532361		0	0		-915.4503061	0.7842525952	56.8394946509714	
912.8903061	98	2	0	0.8303817045	0.8245412072	99.21686441	0.7831355861	0	92.28148815	7.718511854	0	0.003618974482	-0.003618974482		0	0		-912.8903061	0.8245412072	73.3913696200237	
910.3303061	98	2	0	0.8616673232	0.8561040902	99.11636622	0.8836337833	0	91.35818449	8.641815505	0	0.00358467001	-0.00358467001		0	0		-910.3303061	0.8561040902	91.8695681095314	
907.7703061	98	2	0	0.8867726124	0.8815639746	99.01502554	0.9849744623	0	90.44476118	9.555238816	0	0.003546530278	-0.003546530278		0	0		-907.7703061	0.8815639746	112.144651074673	
905.2103061	98	2	0	0.9073911832	0.9025954555	98.91278474	1.087215257	0	89.54169977	10.45830023	0	0.003505810221	-0.003505810221		0	0		-905.2103061	0.9025954555	134.057609592204	
902.6503061	98	2	0	0.9246546311	0.920317611	98.80958212	1.190417883	0	88.64945645	11.35054355	0	0.003463037433	-0.003463037433		0	0		-902.6503061	0.920317611	157.421738775276	
900.0903061	98	2	0	0.9393480749	0.9355070647	98.70535169	1.294648306	0	87.7684586	12.2315414	0	0.003418501816	-0.003418501816		0	0		-900.0903061	0.9355070647	182.021146808661	
897.5303061	98	2	0	0.95203357	0.9487199816	98.60002304	1.399976964	0	86.89910134	13.10089866	0	0.003372411104	-0.003372411104		0	0		-897.5303061	0.9487199816	207.611698004157	
894.9703061	98	2	0	0.9631242834	0.9603653917	98.49352097	1.506479035	0	86.04174453	13.95825547	0	0.003324944314	-0.003324944314		0	0		-894.9703061	0.9603653917	233.923276521669	
892.4103061	98	2	0	0.972930923	0.9707510884	98.38576527	1.614234731	0	85.19671034	14.80328966	0	0.003276271221	-0.003276271221		0	0		-892.4103061	0.9707510884	260.66343254808	
