T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
824.0208328	100	0	0	1	1	100	0	0							-824.0208328	1	NaN	
823.9408328	100	0	0	1	1	100	0	0							-823.9408328	1	NaN	
823.8608328	100	0	0	1	1	100	0	0							-823.8608328	1	NaN	
823.7808328	100	0	0	1	1	100	0	0							-823.7808328	1	NaN	
823.7008328	100	0	0	1	1	100	0	0							-823.7008328	1	NaN	
823.6208328	100	0	0	1	1	100	0	0							-823.6208328	1	NaN	
823.5408328	100	0	0	1	1	100	0	0							-823.5408328	1	NaN	
823.4608328	100	0	0	1	1	100	0	0							-823.4608328	1	NaN	
823.3808328	100	0	0	1	1	100	0	0							-823.3808328	1	NaN	
823.3008328	100	0	0	1	1	100	0	0							-823.3008328	1	NaN	
823.2208328	100	0	0	1	1	100	0	0							-823.2208328	1	NaN	
823.1408328	100	0	0	1	1	100	0	0							-823.1408328	1	NaN	
823.0608328	100	0	0	1	1	100	0	0							-823.0608328	1	NaN	
822.9808328	100	0	0	1	1	100	0	0							-822.9808328	1	NaN	
822.9008328	100	0	0	1	1	100	0	0							-822.9008328	1	NaN	
822.8208328	100	0	0	1	1	100	0	0							-822.8208328	1	NaN	
822.7408328	100	0	0	1	1	100	0	0							-822.7408328	1	NaN	
822.6608328	100	0	0	1	1	100	0	0							-822.6608328	1	NaN	
822.5808328	100	0	0	1	1	100	0	0							-822.5808328	1	NaN	
822.5008328	100	0	0	1	1	100	0	0							-822.5008328	1	NaN	
822.4208328	100	0	0	1	1	100	0	0							-822.4208328	1	NaN	
822.3408328	100	0	0	1	1	100	0	0							-822.3408328	1	NaN	
822.2608328	100	0	0	1	1	100	0	0							-822.2608328	1	NaN	
822.1808328	100	0	0	1	1	100	0	0							-822.1808328	1	NaN	
822.1008328	100	0	0	1	1	100	0	0							-822.1008328	1	NaN	
822.0208328	100	0	0	1	1	100	0	0							-822.0208328	1	NaN	
821.9408328	100	0	0	1	1	100	0	0							-821.9408328	1	NaN	
821.8608328	100	0	0	1	1	100	0	0							-821.8608328	1	NaN	
821.7808328	100	0	0	1	1	100	0	0							-821.7808328	1	NaN	
821.7008328	100	0	0	1	1	100	0	0							-821.7008328	1	NaN	
821.6208328	100	0	0	1	1	100	0	0							-821.6208328	1	NaN	
821.5408328	100	0	0	1	1	100	0	0							-821.5408328	1	NaN	
821.4608328	100	0	0	1	1	100	0	0							-821.4608328	1	NaN	
821.3808328	100	0	0	1	1	100	0	0							-821.3808328	1	NaN	
821.3008328	100	0	0	1	1	100	0	0							-821.3008328	1	NaN	
821.2208328	100	0	0	1	1	100	0	0							-821.2208328	1	NaN	
821.1408328	100	0	0	1	1	100	0	0							-821.1408328	1	NaN	
821.0608328	100	0	0	1	1	100	0	0							-821.0608328	1	NaN	
820.9808328	100	0	0	1	1	100	0	0							-820.9808328	1	NaN	
820.9008328	100	0	0	1	1	100	0	0							-820.9008328	1	NaN	
820.8208328	100	0	0	1	1	100	0	0							-820.8208328	1	NaN	
820.7408328	100	0	0	1	1	100	0	0							-820.7408328	1	NaN	
820.6608328	100	0	0	1	1	100	0	0							-820.6608328	1	NaN	
820.5808328	100	0	0	1	1	100	0	0							-820.5808328	1	NaN	
820.5008328	100	0	0	1	1	100	0	0							-820.5008328	1	NaN	
820.4208328	100	0	0	1	1	100	0	0							-820.4208328	1	NaN	
820.3408328	100	0	0	1	1	100	0	0							-820.3408328	1	NaN	
820.2608328	100	0	0	1	1	100	0	0							-820.2608328	1	NaN	
820.1808328	100	0	0	1	1	100	0	0							-820.1808328	1	NaN	
820.1008328	100	0	0	1	1	100	0	0							-820.1008328	1	NaN	
820.0208328	100	0	0	1	1	100	0	0							-820.0208328	1	NaN	
819.9408328	100	0	0	1	1	100	0	0							-819.9408328	1	NaN	
819.8608328	100	0	0	1	1	100	0	0							-819.8608328	1	NaN	
819.7808328	100	0	0	1	1	100	0	0							-819.7808328	1	NaN	
819.7008328	100	0	0	1	1	100	0	0							-819.7008328	1	NaN	
819.6208328	100	0	0	1	1	100	0	0							-819.6208328	1	NaN	
819.5408328	100	0	0	1	1	100	0	0							-819.5408328	1	NaN	
819.4608328	100	0	0	1	1	100	0	0							-819.4608328	1	NaN	
819.3808328	100	0	0	1	1	100	0	0							-819.3808328	1	NaN	
819.3008328	100	0	0	1	1	100	0	0							-819.3008328	1	NaN	
819.2208328	100	0	0	1	1	100	0	0							-819.2208328	1	NaN	
819.1408328	100	0	0	1	1	100	0	0							-819.1408328	1	NaN	
819.0608328	100	0	0	1	1	100	0	0							-819.0608328	1	NaN	
818.9808328	100	0	0	1	1	100	0	0							-818.9808328	1	NaN	
818.9008328	100	0	0	1	1	100	0	0							-818.9008328	1	NaN	
818.8208328	100	0	0	1	1	100	0	0							-818.8208328	1	NaN	
818.7408328	100	0	0	1	1	100	0	0							-818.7408328	1	NaN	
818.6608328	100	0	0	1	1	100	0	0							-818.6608328	1	NaN	
818.5808328	100	0	0	1	1	100	0	0							-818.5808328	1	NaN	
818.5008328	100	0	0	1	1	100	0	0							-818.5008328	1	NaN	
818.4208328	100	0	0	1	1	100	0	0							-818.4208328	1	NaN	
818.3408328	100	0	0	1	1	100	0	0							-818.3408328	1	NaN	
818.2608328	100	0	0	1	1	100	0	0							-818.2608328	1	NaN	
818.1808328	100	0	0	1	1	100	0	0							-818.1808328	1	NaN	
818.1008328	100	0	0	1	1	100	0	0							-818.1008328	1	NaN	
818.0208328	100	0	0	1	1	100	0	0							-818.0208328	1	NaN	
817.9408328	100	0	0	1	1	100	0	0							-817.9408328	1	NaN	
817.8608328	100	0	0	1	1	100	0	0							-817.8608328	1	NaN	
817.7808328	100	0	0	1	1	100	0	0							-817.7808328	1	NaN	
817.7008328	100	0	0	1	1	100	0	0							-817.7008328	1	NaN	
817.6208328	100	0	0	1	1	100	0	0							-817.6208328	1	NaN	
817.5408328	100	0	0	1	1	100	0	0							-817.5408328	1	NaN	
817.4608328	100	0	0	1	1	100	0	0							-817.4608328	1	NaN	
817.3808328	100	0	0	1	1	100	0	0							-817.3808328	1	NaN	
817.3008328	100	0	0	1	1	100	0	0							-817.3008328	1	NaN	
817.2208328	100	0	0	1	1	100	0	0							-817.2208328	1	NaN	
817.1408328	100	0	0	1	1	100	0	0							-817.1408328	1	NaN	
817.0608328	100	0	0	1	1	100	0	0							-817.0608328	1	NaN	
816.9808328	100	0	0	1	1	100	0	0							-816.9808328	1	NaN	
816.9008328	100	0	0	1	1	100	0	0							-816.9008328	1	NaN	
816.8208328	100	0	0	1	1	100	0	0							-816.8208328	1	NaN	
816.7408328	100	0	0	1	1	100	0	0							-816.7408328	1	NaN	
816.6608328	100	0	0	1	1	100	0	0							-816.6608328	1	NaN	
816.5808328	100	0	0	1	1	100	0	0							-816.5808328	1	NaN	
816.5008328	100	0	0	1	1	100	0	0							-816.5008328	1	NaN	
816.4208328	100	0	0	1	1	100	0	0							-816.4208328	1	NaN	
816.3408328	100	0	0	1	1	100	0	0							-816.3408328	1	NaN	
816.2608328	100	0	0	1	1	100	0	0							-816.2608328	1	NaN	
816.1808328	100	0	0	1	1	100	0	0							-816.1808328	1	NaN	
816.1008328	100	0	0	1	1	100	0	0							-816.1008328	1	NaN	
816.0208328	100	0	0	1	1	100	0	0							-816.0208328	1	NaN	
815.9408328	100	0	0	1	1	100	0	0							-815.9408328	1	NaN	
815.8608328	100	0	0	1	1	100	0	0							-815.8608328	1	NaN	
815.7808328	100	0	0	1	1	100	0	0							-815.7808328	1	NaN	
815.7008328	100	0	0	1	1	100	0	0							-815.7008328	1	NaN	
815.6208328	100	0	0	1	1	100	0	0							-815.6208328	1	NaN	
815.5408328	100	0	0	1	1	100	0	0							-815.5408328	1	NaN	
815.4608328	100	0	0	1	1	100	0	0							-815.4608328	1	NaN	
815.3808328	100	0	0	1	1	100	0	0							-815.3808328	1	NaN	
815.3008328	100	0	0	1	1	100	0	0							-815.3008328	1	NaN	
815.2208328	100	0	0	1	1	100	0	0							-815.2208328	1	NaN	
815.1408328	100	0	0	1	1	100	0	0							-815.1408328	1	NaN	
815.0608328	100	0	0	1	1	100	0	0							-815.0608328	1	NaN	
814.9808328	100	0	0	1	1	100	0	0							-814.9808328	1	NaN	
814.9008328	100	0	0	1	1	100	0	0							-814.9008328	1	NaN	
814.8208328	100	0	0	1	1	100	0	0							-814.8208328	1	NaN	
814.7408328	100	0	0	1	1	100	0	0							-814.7408328	1	NaN	
814.6608328	100	0	0	1	1	100	0	0							-814.6608328	1	NaN	
814.5808328	100	0	0	1	1	100	0	0							-814.5808328	1	NaN	
814.5008328	100	0	0	1	1	100	0	0							-814.5008328	1	NaN	
814.4208328	100	0	0	1	1	100	0	0							-814.4208328	1	NaN	
814.3408328	100	0	0	1	1	100	0	0							-814.3408328	1	NaN	
814.2608328	100	0	0	1	1	100	0	0							-814.2608328	1	NaN	
814.1808328	100	0	0	1	1	100	0	0							-814.1808328	1	NaN	
814.1008328	100	0	0	1	1	100	0	0							-814.1008328	1	NaN	
814.0208328	100	0	0	1	1	100	0	0							-814.0208328	1	NaN	
813.9408328	100	0	0	1	1	100	0	0							-813.9408328	1	NaN	
813.8608328	100	0	0	1	1	100	0	0							-813.8608328	1	NaN	
813.7808328	100	0	0	1	1	100	0	0							-813.7808328	1	NaN	
813.7008328	100	0	0	1	1	100	0	0							-813.7008328	1	NaN	
813.6208328	100	0	0	1	1	100	0	0							-813.6208328	1	NaN	
813.5408328	100	0	0	1	1	100	0	0							-813.5408328	1	NaN	
813.4608328	100	0	0	1	1	100	0	0							-813.4608328	1	NaN	
813.3808328	100	0	0	1	1	100	0	0							-813.3808328	1	NaN	
813.3008328	100	0	0	1	1	100	0	0							-813.3008328	1	NaN	
813.2208328	100	0	0	1	1	100	0	0							-813.2208328	1	NaN	
813.1408328	100	0	0	1	1	100	0	0							-813.1408328	1	NaN	
813.0608328	100	0	0	1	1	100	0	0							-813.0608328	1	NaN	
812.9808328	100	0	0	1	1	100	0	0							-812.9808328	1	NaN	
812.9008328	100	0	0	1	1	100	0	0							-812.9008328	1	NaN	
812.8208328	100	0	0	1	1	100	0	0							-812.8208328	1	NaN	
812.7408328	100	0	0	1	1	100	0	0							-812.7408328	1	NaN	
812.6608328	100	0	0	1	1	100	0	0							-812.6608328	1	NaN	
812.5808328	100	0	0	1	1	100	0	0							-812.5808328	1	NaN	
812.5008328	100	0	0	1	1	100	0	0							-812.5008328	1	NaN	
812.4208328	100	0	0	1	1	100	0	0							-812.4208328	1	NaN	
812.3408328	100	0	0	1	1	100	0	0							-812.3408328	1	NaN	
812.2608328	100	0	0	1	1	100	0	0							-812.2608328	1	NaN	
812.1808328	100	0	0	1	1	100	0	0							-812.1808328	1	NaN	
812.1008328	100	0	0	1	1	100	0	0							-812.1008328	1	NaN	
812.0208328	100	0	0	1	1	100	0	0							-812.0208328	1	NaN	
811.9408328	100	0	0	1	1	100	0	0							-811.9408328	1	NaN	
811.8608328	100	0	0	1	1	100	0	0							-811.8608328	1	NaN	
811.7808328	100	0	0	1	1	100	0	0							-811.7808328	1	NaN	
811.7008328	100	0	0	1	1	100	0	0							-811.7008328	1	NaN	
811.6208328	100	0	0	1	1	100	0	0							-811.6208328	1	NaN	
811.5408328	100	0	0	1	1	100	0	0							-811.5408328	1	NaN	
811.4608328	100	0	0	1	1	100	0	0							-811.4608328	1	NaN	
811.3808328	100	0	0	1	1	100	0	0							-811.3808328	1	NaN	
811.3008328	100	0	0	1	1	100	0	0							-811.3008328	1	NaN	
811.2208328	100	0	0	1	1	100	0	0							-811.2208328	1	NaN	
811.1408328	100	0	0	1	1	100	0	0							-811.1408328	1	NaN	
811.0608328	100	0	0	1	1	100	0	0							-811.0608328	1	NaN	
810.9808328	100	0	0	1	1	100	0	0							-810.9808328	1	NaN	
810.9008328	100	0	0	1	1	100	0	0							-810.9008328	1	NaN	
810.8208328	100	0	0	1	1	100	0	0							-810.8208328	1	NaN	
810.7408328	100	0	0	1	1	100	0	0							-810.7408328	1	NaN	
810.6608328	100	0	0	1	1	100	0	0							-810.6608328	1	NaN	
810.5808328	100	0	0	1	1	100	0	0							-810.5808328	1	NaN	
810.5008328	100	0	0	1	1	100	0	0							-810.5008328	1	NaN	
810.4208328	100	0	0	1	1	100	0	0							-810.4208328	1	NaN	
810.3408328	100	0	0	1	1	100	0	0							-810.3408328	1	NaN	
810.2608328	100	0	0	1	1	100	0	0							-810.2608328	1	NaN	
810.1808328	100	0	0	1	1	100	0	0							-810.1808328	1	NaN	
810.1008328	100	0	0	1	1	100	0	0							-810.1008328	1	NaN	
810.0208328	100	0	0	1	1	100	0	0							-810.0208328	1	NaN	
809.9408328	100	0	0	1	1	100	0	0							-809.9408328	1	NaN	
809.8608328	100	0	0	1	1	100	0	0							-809.8608328	1	NaN	
809.7808328	100	0	0	1	1	100	0	0							-809.7808328	1	NaN	
809.7008328	100	0	0	1	1	100	0	0							-809.7008328	1	NaN	
809.6208328	100	0	0	1	1	100	0	0							-809.6208328	1	NaN	
809.5408328	100	0	0	1	1	100	0	0							-809.5408328	1	NaN	
809.4608328	100	0	0	1	1	100	0	0							-809.4608328	1	NaN	
809.3808328	100	0	0	1	1	100	0	0							-809.3808328	1	NaN	
809.3008328	100	0	0	1	1	100	0	0							-809.3008328	1	NaN	
809.2208328	100	0	0	1	1	100	0	0							-809.2208328	1	NaN	
809.1408328	100	0	0	1	1	100	0	0							-809.1408328	1	NaN	
809.0608328	100	0	0	1	1	100	0	0							-809.0608328	1	NaN	
808.9808328	100	0	0	1	1	100	0	0							-808.9808328	1	NaN	
808.9008328	100	0	0	1	1	100	0	0							-808.9008328	1	NaN	
808.8208328	100	0	0	1	1	100	0	0							-808.8208328	1	NaN	
808.7408328	100	0	0	1	1	100	0	0							-808.7408328	1	NaN	
808.6608328	100	0	0	1	1	100	0	0							-808.6608328	1	NaN	
808.5808328	100	0	0	1	1	100	0	0							-808.5808328	1	NaN	
808.5008328	100	0	0	1	1	100	0	0							-808.5008328	1	NaN	
808.4208328	100	0	0	1	1	100	0	0							-808.4208328	1	NaN	
808.3408328	100	0	0	1	1	100	0	0							-808.3408328	1	NaN	
808.2608328	100	0	0	1	1	100	0	0							-808.2608328	1	NaN	
808.1808328	100	0	0	1	1	100	0	0							-808.1808328	1	NaN	
808.1008328	100	0	0	1	1	100	0	0							-808.1008328	1	NaN	
808.0208328	100	0	0	1	1	100	0	0							-808.0208328	1	NaN	
807.9408328	100	0	0	1	1	100	0	0							-807.9408328	1	NaN	
807.8608328	100	0	0	1	1	100	0	0							-807.8608328	1	NaN	
807.7808328	100	0	0	1	1	100	0	0							-807.7808328	1	NaN	
807.7008328	100	0	0	1	1	100	0	0							-807.7008328	1	NaN	
807.6208328	100	0	0	1	1	100	0	0							-807.6208328	1	NaN	
807.5408328	100	0	0	1	1	100	0	0							-807.5408328	1	NaN	
807.4608328	100	0	0	1	1	100	0	0							-807.4608328	1	NaN	
807.3808328	100	0	0	1	1	100	0	0							-807.3808328	1	NaN	
807.3008328	100	0	0	1	1	100	0	0							-807.3008328	1	NaN	
807.2208328	100	0	0	1	1	100	0	0							-807.2208328	1	NaN	
807.1408328	100	0	0	1	1	100	0	0							-807.1408328	1	NaN	
807.0608328	100	0	0	1	1	100	0	0							-807.0608328	1	NaN	
806.9808328	100	0	0	1	1	100	0	0							-806.9808328	1	NaN	
806.9008328	100	0	0	1	1	100	0	0							-806.9008328	1	NaN	
806.8208328	100	0	0	1	1	100	0	0							-806.8208328	1	NaN	
806.7408328	100	0	0	1	1	100	0	0							-806.7408328	1	NaN	
806.6608328	100	0	0	1	1	100	0	0							-806.6608328	1	NaN	
806.5808328	100	0	0	1	1	100	0	0							-806.5808328	1	NaN	
806.5008328	100	0	0	1	1	100	0	0							-806.5008328	1	NaN	
806.4208328	100	0	0	1	1	100	0	0							-806.4208328	1	NaN	
806.3408328	100	0	0	1	1	100	0	0							-806.3408328	1	NaN	
806.2608328	100	0	0	1	1	100	0	0							-806.2608328	1	NaN	
806.1808328	100	0	0	1	1	100	0	0							-806.1808328	1	NaN	
806.1008328	100	0	0	1	1	100	0	0							-806.1008328	1	NaN	
806.0208328	100	0	0	1	1	100	0	0							-806.0208328	1	NaN	
805.9408328	100	0	0	1	1	100	0	0							-805.9408328	1	NaN	
805.8608328	100	0	0	1	1	100	0	0							-805.8608328	1	NaN	
805.7808328	100	0	0	1	1	100	0	0							-805.7808328	1	NaN	
805.7008328	100	0	0	1	1	100	0	0							-805.7008328	1	NaN	
805.6208328	100	0	0	1	1	100	0	0							-805.6208328	1	NaN	
805.5408328	100	0	0	1	1	100	0	0							-805.5408328	1	NaN	
805.4608328	100	0	0	1	1	100	0	0							-805.4608328	1	NaN	
805.3808328	100	0	0	1	1	100	0	0							-805.3808328	1	NaN	
805.3008328	100	0	0	1	1	100	0	0							-805.3008328	1	NaN	
805.2208328	100	0	0	1	1	100	0	0							-805.2208328	1	NaN	
805.1408328	100	0	0	1	1	100	0	0							-805.1408328	1	NaN	
805.0608328	100	0	0	1	1	100	0	0							-805.0608328	1	NaN	
804.9808328	100	0	0	1	1	100	0	0							-804.9808328	1	NaN	
804.9008328	100	0	0	1	1	100	0	0							-804.9008328	1	NaN	
804.8208328	100	0	0	1	1	100	0	0							-804.8208328	1	NaN	
804.7408328	100	0	0	1	1	100	0	0							-804.7408328	1	NaN	
804.6608328	100	0	0	1	1	100	0	0							-804.6608328	1	NaN	
804.5808328	100	0	0	1	1	100	0	0							-804.5808328	1	NaN	
804.5008328	100	0	0	1	1	100	0	0							-804.5008328	1	NaN	
804.4208328	100	0	0	1	1	100	0	0							-804.4208328	1	NaN	
804.3408328	100	0	0	1	1	100	0	0							-804.3408328	1	NaN	
804.2608328	100	0	0	1	1	100	0	0							-804.2608328	1	NaN	
804.1808328	100	0	0	1	1	100	0	0							-804.1808328	1	NaN	
804.1008328	100	0	0	1	1	100	0	0							-804.1008328	1	NaN	
804.0208328	100	0	0	1	1	100	0	0							-804.0208328	1	NaN	
803.9408328	100	0	0	1	1	100	0	0							-803.9408328	1	NaN	
803.8608328	100	0	0	1	1	100	0	0							-803.8608328	1	NaN	
803.7808328	100	0	0	1	1	100	0	0							-803.7808328	1	NaN	
803.7008328	100	0	0	1	1	100	0	0							-803.7008328	1	NaN	
803.6208328	100	0	0	1	1	100	0	0							-803.6208328	1	NaN	
803.5408328	100	0	0	1	1	100	0	0							-803.5408328	1	NaN	
803.4608328	100	0	0	1	1	100	0	0							-803.4608328	1	NaN	
803.3808328	100	0	0	1	1	100	0	0							-803.3808328	1	NaN	
803.3008328	100	0	0	1	1	100	0	0							-803.3008328	1	NaN	
803.2208328	100	0	0	1	1	100	0	0							-803.2208328	1	NaN	
803.1408328	100	0	0	1	1	100	0	0							-803.1408328	1	NaN	
803.0608328	100	0	0	1	1	100	0	0							-803.0608328	1	NaN	
802.9808328	100	0	0	1	1	100	0	0							-802.9808328	1	NaN	
802.9008328	100	0	0	1	1	100	0	0							-802.9008328	1	NaN	
802.8208328	100	0	0	1	1	100	0	0							-802.8208328	1	NaN	
802.7408328	100	0	0	1	1	100	0	0							-802.7408328	1	NaN	
802.6608328	100	0	0	1	1	100	0	0							-802.6608328	1	NaN	
802.5808328	100	0	0	1	1	100	0	0							-802.5808328	1	NaN	
802.5008328	100	0	0	1	1	100	0	0							-802.5008328	1	NaN	
802.4208328	100	0	0	1	1	100	0	0							-802.4208328	1	NaN	
802.3408328	100	0	0	1	1	100	0	0							-802.3408328	1	NaN	
802.2608328	100	0	0	1	1	100	0	0							-802.2608328	1	NaN	
802.1808328	100	0	0	1	1	100	0	0							-802.1808328	1	NaN	
802.1008328	100	0	0	1	1	100	0	0							-802.1008328	1	NaN	
802.0208328	100	0	0	1	1	100	0	0							-802.0208328	1	NaN	
801.9408328	100	0	0	1	1	100	0	0							-801.9408328	1	NaN	
801.8608328	100	0	0	1	1	100	0	0							-801.8608328	1	NaN	
801.7808328	100	0	0	1	1	100	0	0							-801.7808328	1	NaN	
801.7008328	100	0	0	1	1	100	0	0							-801.7008328	1	NaN	
801.6208328	100	0	0	1	1	100	0	0							-801.6208328	1	NaN	
801.5408328	100	0	0	1	1	100	0	0							-801.5408328	1	NaN	
801.4608328	100	0	0	1	1	100	0	0							-801.4608328	1	NaN	
801.3808328	100	0	0	1	1	100	0	0							-801.3808328	1	NaN	
801.3008328	100	0	0	1	1	100	0	0							-801.3008328	1	NaN	
801.2208328	100	0	0	1	1	100	0	0							-801.2208328	1	NaN	
801.1408328	100	0	0	1	1	100	0	0							-801.1408328	1	NaN	
801.0608328	100	0	0	1	1	100	0	0							-801.0608328	1	NaN	
800.9808328	100	0	0	1	1	100	0	0							-800.9808328	1	NaN	
800.9008328	100	0	0	1	1	100	0	0							-800.9008328	1	NaN	
800.8208328	100	0	0	1	1	100	0	0							-800.8208328	1	NaN	
800.7408328	100	0	0	1	1	100	0	0							-800.7408328	1	NaN	
800.6608328	100	0	0	1	1	100	0	0							-800.6608328	1	NaN	
800.5808328	100	0	0	1	1	100	0	0							-800.5808328	1	NaN	
800.5008328	100	0	0	1	1	100	0	0							-800.5008328	1	NaN	
800.4208328	100	0	0	1	1	100	0	0							-800.4208328	1	NaN	
800.3408328	100	0	0	1	1	100	0	0							-800.3408328	1	NaN	
800.2608328	100	0	0	1	1	100	0	0							-800.2608328	1	NaN	
800.1808328	100	0	0	1	1	100	0	0							-800.1808328	1	NaN	
800.1008328	100	0	0	1	1	100	0	0							-800.1008328	1	NaN	
800.0208328	100	0	0	1	1	100	0	0							-800.0208328	1	NaN	
799.9408328	100	0	0	1	1	100	0	0							-799.9408328	1	NaN	
799.8608328	100	0	0	1	1	100	0	0							-799.8608328	1	NaN	
799.7808328	100	0	0	1	1	100	0	0							-799.7808328	1	NaN	
799.7008328	100	0	0	1	1	100	0	0							-799.7008328	1	NaN	
799.6208328	100	0	0	1	1	100	0	0							-799.6208328	1	NaN	
799.5408328	100	0	0	1	1	100	0	0							-799.5408328	1	NaN	
799.4608328	100	0	0	1	1	100	0	0							-799.4608328	1	NaN	
799.3808328	100	0	0	1	1	100	0	0							-799.3808328	1	NaN	
799.3008328	100	0	0	1	1	100	0	0							-799.3008328	1	NaN	
799.2208328	100	0	0	1	1	100	0	0							-799.2208328	1	NaN	
799.1408328	100	0	0	1	1	100	0	0							-799.1408328	1	NaN	
799.0608328	100	0	0	1	1	100	0	0							-799.0608328	1	NaN	
798.9808328	100	0	0	1	1	100	0	0							-798.9808328	1	NaN	
798.9008328	100	0	0	1	1	100	0	0							-798.9008328	1	NaN	
798.8208328	100	0	0	1	1	100	0	0							-798.8208328	1	NaN	
798.7408328	100	0	0	1	1	100	0	0							-798.7408328	1	NaN	
798.6608328	100	0	0	1	1	100	0	0							-798.6608328	1	NaN	
798.5808328	100	0	0	1	1	100	0	0							-798.5808328	1	NaN	
798.5008328	100	0	0	1	1	100	0	0							-798.5008328	1	NaN	
798.4208328	100	0	0	1	1	100	0	0							-798.4208328	1	NaN	
798.3408328	100	0	0	1	1	100	0	0							-798.3408328	1	NaN	
798.2608328	100	0	0	1	1	100	0	0							-798.2608328	1	NaN	
798.1808328	100	0	0	1	1	100	0	0							-798.1808328	1	NaN	
798.1008328	100	0	0	1	1	100	0	0							-798.1008328	1	NaN	
798.0208328	100	0	0	1	1	100	0	0							-798.0208328	1	NaN	
797.9408328	100	0	0	1	1	100	0	0							-797.9408328	1	NaN	
797.8608328	100	0	0	1	1	100	0	0							-797.8608328	1	NaN	
797.7808328	100	0	0	1	1	100	0	0							-797.7808328	1	NaN	
797.7008328	100	0	0	1	1	100	0	0							-797.7008328	1	NaN	
797.6208328	100	0	0	1	1	100	0	0							-797.6208328	1	NaN	
797.5408328	100	0	0	1	1	100	0	0							-797.5408328	1	NaN	
797.4608328	100	0	0	1	1	100	0	0							-797.4608328	1	NaN	
797.3808328	100	0	0	1	1	100	0	0							-797.3808328	1	NaN	
797.3008328	100	0	0	1	1	100	0	0							-797.3008328	1	NaN	
797.2208328	100	0	0	1	1	100	0	0							-797.2208328	1	NaN	
797.1408328	100	0	0	1	1	100	0	0							-797.1408328	1	NaN	
797.0608328	100	0	0	1	1	100	0	0							-797.0608328	1	NaN	
796.9808328	100	0	0	1	1	100	0	0							-796.9808328	1	NaN	
796.9008328	100	0	0	1	1	100	0	0							-796.9008328	1	NaN	
796.8208328	100	0	0	1	1	100	0	0							-796.8208328	1	NaN	
796.7408328	100	0	0	1	1	100	0	0							-796.7408328	1	NaN	
796.6608328	100	0	0	1	1	100	0	0							-796.6608328	1	NaN	
796.5808328	100	0	0	1	1	100	0	0							-796.5808328	1	NaN	
796.5008328	100	0	0	1	1	100	0	0							-796.5008328	1	NaN	
796.4208328	100	0	0	1	1	100	0	0							-796.4208328	1	NaN	
796.3408328	100	0	0	1	1	100	0	0							-796.3408328	1	NaN	
796.2608328	100	0	0	1	1	100	0	0							-796.2608328	1	NaN	
796.1808328	100	0	0	1	1	100	0	0							-796.1808328	1	NaN	
796.1008328	100	0	0	1	1	100	0	0							-796.1008328	1	NaN	
796.0208328	100	0	0	1	1	100	0	0							-796.0208328	1	NaN	
795.9408328	100	0	0	1	1	100	0	0							-795.9408328	1	NaN	
795.8608328	100	0	0	1	1	100	0	0							-795.8608328	1	NaN	
795.7808328	100	0	0	1	1	100	0	0							-795.7808328	1	NaN	
795.7008328	100	0	0	1	1	100	0	0							-795.7008328	1	NaN	
795.6208328	100	0	0	1	1	100	0	0							-795.6208328	1	NaN	
795.5408328	100	0	0	1	1	100	0	0							-795.5408328	1	NaN	
795.4608328	100	0	0	1	1	100	0	0							-795.4608328	1	NaN	
795.3808328	100	0	0	1	1	100	0	0							-795.3808328	1	NaN	
795.3008328	100	0	0	1	1	100	0	0							-795.3008328	1	NaN	
795.2208328	100	0	0	1	1	100	0	0							-795.2208328	1	NaN	
795.1408328	100	0	0	1	1	100	0	0							-795.1408328	1	NaN	
795.0608328	100	0	0	1	1	100	0	0							-795.0608328	1	NaN	
794.9808328	100	0	0	1	1	100	0	0							-794.9808328	1	NaN	
794.9008328	100	0	0	1	1	100	0	0							-794.9008328	1	NaN	
794.8208328	100	0	0	1	1	100	0	0							-794.8208328	1	NaN	
794.7408328	100	0	0	1	1	100	0	0							-794.7408328	1	NaN	
794.6608328	100	0	0	1	1	100	0	0							-794.6608328	1	NaN	
794.5808328	100	0	0	1	1	100	0	0							-794.5808328	1	NaN	
794.5008328	100	0	0	1	1	100	0	0							-794.5008328	1	NaN	
794.4208328	100	0	0	1	1	100	0	0							-794.4208328	1	NaN	
794.3408328	100	0	0	1	1	100	0	0							-794.3408328	1	NaN	
794.2608328	100	0	0	1	1	100	0	0							-794.2608328	1	NaN	
794.1808328	100	0	0	1	1	100	0	0							-794.1808328	1	NaN	
794.1008328	100	0	0	1	1	100	0	0							-794.1008328	1	NaN	
794.0208328	100	0	0	1	1	100	0	0							-794.0208328	1	NaN	
793.9408328	100	0	0	1	1	100	0	0							-793.9408328	1	NaN	
793.8608328	100	0	0	1	1	100	0	0							-793.8608328	1	NaN	
793.7808328	100	0	0	1	1	100	0	0							-793.7808328	1	NaN	
793.7008328	100	0	0	1	1	100	0	0							-793.7008328	1	NaN	
793.6208328	100	0	0	1	1	100	0	0							-793.6208328	1	NaN	
793.5408328	100	0	0	1	1	100	0	0							-793.5408328	1	NaN	
