T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
908.7428778	92	7	1	0	0	99.18843672	0.707576761	0.1039865226	92	7	1							0.003090483104	-0.002705265478	-0.0003852176256	-908.7428778	0	23.2567466183067	
908.7228778	92	7	1	0.0008920433447	0.0008592999202	99.18776381	0.7081645068	0.1040716826	91.99381915	7.005410429	1.00077042							0	0	0	-908.7228778	0.0008592999202	23.2927747532928	
908.7028778	92	7	1	0.001782702922	0.001717272768	99.18709087	0.708752281	0.1041568462	91.98763896	7.010820285	1.001540757							0	0	0	-908.7028778	0.001717272768	23.3270875818844	
908.6628778	92	7	1	0.003560273843	0.003429625551	99.18574487	0.7099279386	0.1043271876	91.97528031	7.021638481	1.003081209							0	0	0	-908.6628778	0.003429625551	23.3932867156907	
908.5828778	92	7	1	0.00710010368	0.006839652196	99.18305241	0.7122796692	0.1046679242	91.95057019	7.043268615	1.006161196							0	0	0	-908.5828778	0.006839652196	23.5505708755123	
908.5028778	92	7	1	0.01061288421	0.01022371451	99.18035932	0.7146319485	0.1050087298	91.92586972	7.064890341	1.009239934							0	0	0	-908.5028778	0.01022371451	23.7169991392848	
908.4228778	92	7	1	0.01410297185	0.01358600871	99.17766562	0.7169847768	0.1053496058	91.90117894	7.08650363	1.012317431							0	0	0	-908.4228778	0.01358600871	23.8703253158581	
908.3428778	92	7	1	0.01757057675	0.01692673638	99.17497129	0.7193381591	0.1056905532	91.87649781	7.108108501	1.015393689							0	0	0	-908.3428778	0.01692673638	24.0241746609419	
908.2628778	92	7	1	0.02101591408	0.02024610396	99.17227633	0.7216920973	0.1060315724	91.85182635	7.129704941	1.018468706							0	0	0	-908.2628778	0.02024610396	24.1785212592465	
908.1828778	92	7	1	0.02443919625	0.02354431522	99.16958074	0.7240465929	0.1063726637	91.82716458	7.151292936	1.02154248							0	0	0	-908.1828778	0.02354431522	24.3333651829327	
908.1028778	92	7	1	0.02784063299	0.02682157138	99.16688453	0.7264016476	0.1067138274	91.80251252	7.172872474	1.02461501							0	0	0	-908.1028778	0.02682157138	24.4887062570541	
908.0228778	92	7	1	0.03122043141	0.03007807114	99.16418767	0.728757263	0.107055064	91.77787016	7.194443541	1.027686294							0	0	0	-908.0228778	0.03007807114	24.6445444903563	
907.9428778	92	7	1	0.034578796	0.03331401068	99.16149019	0.7311134409	0.1073963738	91.75323755	7.216006124	1.030756331							0	0	0	-907.9428778	0.03331401068	24.8008797673191	
907.8628778	92	7	1	0.03791592871	0.03652958377	99.15879206	0.7334701827	0.1077377572	91.72861467	7.237560212	1.033825117							0	0	0	-907.8628778	0.03652958377	24.9577120028783	
907.7828778	92	7	1	0.04123202897	0.03972498173	99.1560933	0.7358274903	0.1080792146	91.70400156	7.25910579	1.036892652							0	0	0	-907.7828778	0.03972498173	25.1150412038629	
907.7028778	92	7	1	0.04452729374	0.04290039352	99.15339389	0.7381853653	0.1084207463	91.67939822	7.280642847	1.039958934							0	0	0	-907.7028778	0.04290039352	25.2728671994543	
907.6228778	92	7	1	0.04780191754	0.04605600577	99.15069384	0.7405438093	0.1087623527	91.65480467	7.302171369	1.043023961							0	0	0	-907.6228778	0.04605600577	25.4311899456411	
907.5428778	92	7	1	0.05105609249	0.04919200279	99.14799314	0.742902824	0.1091040343	91.63022092	7.323691345	1.046087731							0	0	0	-907.5428778	0.04919200279	25.5900094017746	
907.4628778	92	7	1	0.05429000833	0.05230856663	99.1452918	0.7452624111	0.1094457912	91.605647	7.34520276	1.049150242							0	0	0	-907.4628778	0.05230856663	25.7493254464659	
907.3828778	92	7	1	0.0575038525	0.05540587711	99.1425898	0.7476225722	0.1097876241	91.5810829	7.366705604	1.052211494							0	0	0	-907.3828778	0.05540587711	25.909137991482	
