T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
921.5809612	98	0	2	0	0	99.79207887	0	0.2079211305	98	0	2				0.001651133082		-0.001651133082	-921.5809612	0	10.8566643601353	
921.5609612	98	0	2	0.001841038477	0.001839741748	99.79172655	0	0.2082734538	97.99669778	0	2.003302216				0		0	-921.5609612	0.001839741748	10.8855176845323	
921.5409612	98	0	2	0.00367720944	0.003674619922	99.79137422	0	0.2086257846	97.99339578	0	2.006604219				0		0	-921.5409612	0.003674619922	10.9165726051039	
921.5009612	98	0	2	0.007332831922	0.007327670142	99.79066953	0	0.2093304724	97.9867924	0	2.013207595				0		0	-921.5009612	0.007327670142	10.9942502153011	
921.4209612	98	0	2	0.01455670537	0.0145464665	99.78926004	0	0.2107399595	97.97358824	0	2.02641176				0		0	-921.4209612	0.0145464665	11.1518494059127	
921.3409612	98	0	2	0.02169141772	0.02167617247	99.7878504	0	0.2121495978	97.96038745	0	2.039612551				0		0	-921.3409612	0.02167617247	11.2954610102282	
921.2609612	98	0	2	0.02873285294	0.02871267471	99.78644061	0	0.2135593859	97.94719005	0	2.052809949				0		0	-921.2609612	0.02871267471	11.4445730810511	
921.1809612	98	0	2	0.03568283161	0.03565779239	99.78503068	0	0.2149693236	97.93399605	0	2.066003951				0		0	-921.1809612	0.03565779239	11.5946560012292	
921.1009612	98	0	2	0.04254312875	0.04251329911	99.78362059	0	0.2163794113	97.92080544	0	2.079194558				0		0	-921.1009612	0.04251329911	11.7457083215504	
921.0209612	98	0	2	0.04931547374	0.04928092291	99.78221035	0	0.217789649	97.90761823	0	2.092381767				0		0	-921.0209612	0.04928092291	11.8977298122576	
920.9409612	98	0	2	0.05600155179	0.05596234766	99.78079996	0	0.2192000372	97.89443442	0	2.105565579				0		0	-920.9409612	0.05596234766	12.0507202441702	
920.8609612	98	0	2	0.06260300534	0.06255921452	99.77938942	0	0.2206105758	97.88125401	0	2.118745993				0		0	-920.8609612	0.06255921452	12.204679358434	
920.7809612	98	0	2	0.06912143542	0.06907312326	99.77797873	0	0.2220212653	97.86807699	0	2.131923008				0		0	-920.7809612	0.06907312326	12.3596069235824	
920.7009612	98	0	2	0.07555840292	0.07550563355	99.77656789	0	0.2234321058	97.85490338	0	2.145096624				0		0	-920.7009612	0.07550563355	12.5155027113394	
920.6209612	98	0	2	0.08191542988	0.08185826621	99.7751569	0	0.2248430975	97.84173316	0	2.15826684				0		0	-920.6209612	0.08185826621	12.6723664618597	
920.5409612	98	0	2	0.08819400064	0.08813250444	99.77374576	0	0.2262542406	97.82856634	0	2.171433656				0		0	-920.5409612	0.08813250444	12.8301979121451	
920.4609612	98	0	2	0.09439556305	0.09432979495	99.77233446	0	0.2276655355	97.81540293	0	2.184597071				0		0	-920.4609612	0.09432979495	12.988996796672	
920.3809612	98	0	2	0.1005215296	0.1004515491	99.77092302	0	0.2290769822	97.80224292	0	2.197757084				0		0	-920.3809612	0.1004515491	13.1487630128091	
920.3009612	98	0	2	0.1065732783	0.1064991438	99.76951142	0	0.2304885811	97.78908631	0	2.210913695				0		0	-920.3009612	0.1064991438	13.3094961432301	
920.2209612	98	0	2	0.1125521541	0.112473923	99.76809967	0	0.2319003323	97.7759331	0	2.224066903				0		0	-920.2209612	0.112473923	13.4711959322014	
920.1409612	98	0	2	0.1184594695	0.1183771981	99.76668776	0	0.2333122361	97.76278329	0	2.237216708				0		0	-920.1409612	0.1183771981	13.6338622084757	
920.0609612	98	0	2	0.1242965057	0.1242102494	99.76527571	0	0.2347242927	97.74963689	0	2.25036311				0		0	-920.0609612	0.1242102494	13.7974946408599	
919.9809612	98	0	2	0.1300645136	0.1299743267	99.7638635	0	0.2361365024	97.73649389	0	2.263506107				0		0	-919.9809612	0.1299743267	13.9620930238826	
919.9009612	98	0	2	0.1357647144	0.1356706504	99.76245113	0	0.2375488652	97.7233543	0	2.276645699				0		0	-919.9009612	0.1356706504	14.1276571153689	
919.8209612	98	0	2	0.141398301	0.1413004122	99.76103862	0	0.2389613815	97.71021811	0	2.289781887				0		0	-919.8209612	0.1413004122	14.294186529041	
919.7409612	98	0	2	0.1469664382	0.1468647762	99.75962595	0	0.2403740515	97.69708533	0	2.302914668				0		0	-919.7409612	0.1468647762	14.4616810662646	
919.6609612	98	0	2	0.1524702639	0.1523648793	99.75821312	0	0.2417868754	97.68395596	0	2.316044043				0		0	-919.6609612	0.1523648793	14.6301406192746	
919.5809612	98	0	2	0.1579108897	0.1578018323	99.75680015	0	0.2431998534	97.67082999	0	2.329170012				0		0	-919.5809612	0.1578018323	14.7995645915415	
919.5009612	98	0	2	0.163289402	0.1631767207	99.75538701	0	0.2446129857	97.65770743	0	2.342292573				0		0	-919.5009612	0.1631767207	14.969952750403	
919.4209612	98	0	2	0.1686068622	0.1684906051	99.75397373	0	0.2460262726	97.64458827	0	2.355411727				0		0	-919.4209612	0.1684906051	15.141305173068	
919.3409612	98	0	2	0.1738643076	0.173744522	99.75256029	0	0.2474397143	97.63147253	0	2.368527472				0		0	-919.3409612	0.173744522	15.3136213389728	
919.2609612	98	0	2	0.1790627525	0.1789394848	99.75114669	0	0.248853311	97.61836019	0	2.381639809				0		0	-919.2609612	0.1789394848	15.486900923413	
919.1809612	98	0	2	0.1842031881	0.184076484	99.74973294	0	0.2502670629	97.60525126	0	2.394748737				0		0	-919.1809612	0.184076484	15.6611436978067	
919.1009612	98	0	2	0.1892865838	0.1891564882	99.74831903	0	0.2516809703	97.59214574	0	2.407854255				0		0	-919.1009612	0.1891564882	15.8363493702665	
919.0209612	98	0	2	0.1943138873	0.1941804444	99.74690497	0	0.2530950333	97.57904364	0	2.420956364				0		0	-919.0209612	0.1941804444	16.0125176259695	
918.9409612	98	0	2	0.1992860257	0.1991492789	99.74549075	0	0.2545092522	97.56594494	0	2.434055062				0		0	-918.9409612	0.1991492789	16.1896481038358	
918.8609612	98	0	2	0.2042039054	0.2040638976	99.74407637	0	0.2559236272	97.55284965	0	2.44715035				0		0	-918.8609612	0.2040638976	16.3677407970762	
918.7809612	98	0	2	0.2090684135	0.2089251866	99.74266184	0	0.2573381586	97.53975777	0	2.460242226				0		0	-918.7809612	0.2089251866	16.5467951784432	
