T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
909.2216565	96	0	4	0	0	99.57244992	0	0.4275500804	96	0	4				0.001585197162		-0.001585197162	-909.2216565	0	22.5333247258043	
909.2016565	96	0	4	0.0008881261319	0.0008868788938	99.5720912	0	0.427908798	95.99682965	0	4.003170346				0		0	-909.2016565	0.0008868788938	22.5686618922063	
909.1816565	96	0	4	0.001774863591	0.001772371315	99.57173248	0	0.428267522	95.99365953	0	4.006340467				0		0	-909.1816565	0.001772371315	22.6022644900187	
909.1416565	96	0	4	0.003544591062	0.003539614726	99.571015	0	0.4289850023	95.98731992	0	4.012680081				0		0	-909.1416565	0.003539614726	22.6670126788022	
909.0616565	96	0	4	0.007068723278	0.007058803352	99.56957989	0	0.4304201071	95.97464324	0	4.025356764				0		0	-909.0616565	0.007058803352	22.8204128270179	
908.9816565	96	0	4	0.01056590963	0.01055108787	99.56814461	0	0.4318553927	95.96196997	0	4.03803003				0		0	-908.9816565	0.01055108787	22.9825419680837	
908.9016565	96	0	4	0.01404044425	0.01402075635	99.56670914	0	0.4332908596	95.94930012	0	4.050699882				0		0	-908.9016565	0.01402075635	23.1321309041885	
908.8216565	96	0	4	0.01749253772	0.01746801906	99.56527349	0	0.4347265088	95.93663367	0	4.063366326				0		0	-908.8216565	0.01746801906	23.2822294746818	
908.7416565	96	0	4	0.02092240812	0.02089309372	99.56383766	0	0.4361623406	95.92397064	0	4.076029364				0		0	-908.7416565	0.02089309372	23.4328039589031	
908.6616565	96	0	4	0.02433027067	0.02429619524	99.56240164	0	0.437598355	95.911311	0	4.088688997				0		0	-908.6616565	0.02429619524	23.583854312061	
908.5816565	96	0	4	0.02771633786	0.02767753574	99.56096545	0	0.4390345524	95.89865478	0	4.101345223				0		0	-908.5816565	0.02767753574	23.7353803823323	
908.5016565	96	0	4	0.03108081943	0.03103732465	99.55952907	0	0.4404709329	95.88600196	0	4.113998045				0		0	-908.5016565	0.03103732465	23.887382013314	
908.4216565	96	0	4	0.03442392243	0.0343757687	99.5580925	0	0.4419074968	95.87335254	0	4.126647461				0		0	-908.4216565	0.0343757687	24.0398591008913	
908.3416565	96	0	4	0.03774585131	0.037693072	99.55665576	0	0.4433442442	95.86070653	0	4.139293474				0		0	-908.3416565	0.037693072	24.1928114507181	
908.2616565	96	0	4	0.04104680789	0.04098943607	99.55521882	0	0.4447811752	95.84806392	0	4.151936082				0		0	-908.2616565	0.04098943607	24.346238911849	
908.1816565	96	0	4	0.04432699146	0.04426505988	99.55378171	0	0.4462182903	95.83542471	0	4.164575287				0		0	-908.1816565	0.04426505988	24.500141412855	
908.1016565	96	0	4	0.04758659877	0.04752013987	99.55234441	0	0.4476555894	95.82278891	0	4.177211089				0		0	-908.1016565	0.04752013987	24.6545187666593	
908.0216565	96	0	4	0.05082582412	0.05075487004	99.55090693	0	0.4490930728	95.81015651	0	4.189843489				0		0	-908.0216565	0.05075487004	24.8093708199712	
907.9416565	96	0	4	0.05404485936	0.05396944193	99.54946926	0	0.4505307408	95.79752751	0	4.202472486				0		0	-907.9416565	0.05396944193	24.9646974392166	
907.8616565	96	0	4	0.05724389395	0.05716404471	99.54803141	0	0.4519685935	95.78490192	0	4.215098082				0		0	-907.8616565	0.05716404471	25.1204984769224	
