T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
866.9482359	88	3	9	0	0	98.64077179	0.2987202284	1.060507979	88	3	9	0.001609814613	-0.000408670601	-0.001201144012	0.001609814613	-0.000408670601	-0.001201144012	-866.9482359	0	66.0407055115135	
866.9282359	88	3	9	0.0003084139996	0.0003026456963	98.64033617	0.2988162589	1.060847567	87.99678042	3.000817325	9.002402256	0.001609698109	-0.0004086520456	-0.001201046064	0	0	0	-866.9282359	0.0003026456963	66.1270420857075	
866.9082359	88	3	9	0.0006164254304	0.0006048967682	98.63990053	0.2989122999	1.061187166	87.99356107	3.001634612	9.004804317	0.001609594057	-0.0004086234314	-0.001200970626	0	0	0	-866.9082359	0.0006048967682	66.1834073088758	
866.8682359	88	3	9	0.00123207724	0.001209036048	98.63902918	0.2991044087	1.061866414	87.98712303	3.003269027	9.009607945	0.00160937824	-0.0004085851252	-0.001200793115	0	0	0	-866.8682359	0.001209036048	66.2429499046636	
866.7882359	88	3	9	0.002461536343	0.002415509588	98.63728616	0.2994887402	1.063225096	87.97424959	3.006537283	9.019213128	0.001608949795	-0.0004085168099	-0.001200432985	0	0	0	-866.7882359	0.002415509588	66.3794589333183	
866.6282359	88	3	9	0.004912632131	0.004820800548	98.63379894	0.300257858	1.0659432	87.9485133	3.013071482	9.038415216	0.001608117796	-0.000408432016	-0.00119968578	0	0	0	-866.6282359	0.004820800548	66.7052601568752	
866.3082359	88	3	9	0.009774349965	0.009591743831	98.62681969	0.3017979777	1.071382332	87.89708285	3.026131175	9.076785979	0.00160634193	-0.0004079284028	-0.001198413527	0	0	0	-866.3082359	0.009591743831	67.3803221143764	
865.6682359	88	3	9	0.01936665682	0.01900526537	98.61284189	0.3048856505	1.082272461	87.79439049	3.052214217	9.153395296	0.001602781544	-0.0004071569425	-0.001195624601	0	0	0	-865.6682359	0.01900526537	68.6365864738911	
864.3882359	88	3	9	0.03802515313	0.03731724028	98.58480825	0.3110913464	1.104100407	87.5896773	3.104236266	9.306086439	0.001595759417	-0.0004055961475	-0.001190163269	0	0	0	-864.3882359	0.03731724028	71.2374585037809	
