T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
912.1126382	92	8	0	0	0	99.18642179	0.8135782063	0	92	8	0				0.003614024629	-0.003614024629		-912.1126382	0	19.8840896688249	
912.0926382	92	8	0	0.001048551041	0.001004993823	99.18563788	0.8143621234	0	91.99277206	8.007227942	0				0	0		-912.0926382	0.001004993823	19.9171499851264	
912.0726382	92	8	0	0.002095354954	0.002008322227	99.18485392	0.8151460811	0	91.98554476	8.014455239	0				0	0		-912.0726382	0.002008322227	19.9500204264153	
912.0326382	92	8	0	0.004183797952	0.004010056182	99.18328585	0.8167141527	0	91.97109184	8.028908161	0				0	0		-912.0326382	0.004010056182	20.0156199256994	
911.9526382	92	8	0	0.00834007868	0.007993884704	99.18014911	0.819850894	0	91.94219293	8.057807075	0				0	0		-911.9526382	0.007993884704	20.1705611354699	
911.8726382	92	8	0	0.01245969889	0.0119427174	99.17701158	0.8229884159	0	91.91330342	8.086696576	0				0	0		-911.8726382	0.0119427174	20.3347611940999	
911.7926382	92	8	0	0.01654875879	0.0158624006	99.17387328	0.8261267216	0	91.88442334	8.115576663	0				0	0		-911.7926382	0.0158624006	20.4857338533332	
911.7126382	92	8	0	0.02060758279	0.0197532437	99.17073418	0.829265819	0	91.85555263	8.144447374	0				0	0		-911.7126382	0.0197532437	20.6372958362961	
911.6326382	92	8	0	0.02463650365	0.0236155642	99.16759429	0.8324057097	0	91.8266913	8.173308696	0				0	0		-911.6326382	0.0236155642	20.7894147837846	
911.5526382	92	8	0	0.02863584923	0.02744967483	99.1644536	0.8355463954	0	91.79783939	8.202160611	0				0	0		-911.5526382	0.02744967483	20.9420908324156	
911.4726382	92	8	0	0.03260594259	0.03125588383	99.16131212	0.8386878777	0	91.76899689	8.231003106	0				0	0		-911.4726382	0.03125588383	21.0953238822163	
911.3926382	92	8	0	0.03654710213	0.03503449493	99.15816984	0.8418301583	0	91.74016383	8.259836165	0				0	0		-911.3926382	0.03503449493	21.2491138301617	
