T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
927.5798958	99	0	1	0	0	99.89735283	0	0.1026471664	99	0	1				0.001682621614		-0.001682621614	-927.5798958	0	5.33725755868488	
927.5598958	99	0	1	0.003738926696	0.003737608325	99.89700314	0	0.1029968583	98.99663482	0	1.003365179				0		0	-927.5598958	0.003737608325	5.3647733984951	
927.5398958	99	0	1	0.007458773061	0.007456144088	99.89665344	0	0.103346562	98.99326981	0	1.006730185				0		0	-927.5398958	0.007456144088	5.40137817538998	
927.4998958	99	0	1	0.01480533757	0.01480012321	99.89595401	0	0.1040459874	98.98654049	0	1.013459512				0		0	-927.4998958	0.01480012321	5.48227306411294	
927.4198958	99	0	1	0.02921913406	0.0292088593	99.89455506	0	0.105444941	98.97308429	0	1.026915715				0		0	-927.4198958	0.0292088593	5.62734912017323	
927.3398958	99	0	1	0.04325776863	0.04324258103	99.89315597	0	0.1068440258	98.95963141	0	1.040368593				0		0	-927.3398958	0.04324258103	5.77681212749229	
927.2598958	99	0	1	0.05693516511	0.05691520674	99.89175676	0	0.1082432427	98.94618185	0	1.05381815				0		0	-927.2598958	0.05691520674	5.92834139788615	
927.1798958	99	0	1	0.07026510723	0.07024051475	99.89035741	0	0.109642592	98.93273562	0	1.067264385				0		0	-927.1798958	0.07024051475	6.08182423469461	
927.0998958	99	0	1	0.08326068636	0.08323159128	99.88895793	0	0.1110420738	98.9192927	0	1.080707297				0		0	-927.0998958	0.08323159128	6.23726017867891	
927.0198958	99	0	1	0.09593434439	0.09590087332	99.88755831	0	0.1124416884	98.90585312	0	1.094146883				0		0	-927.0198958	0.09590087332	6.39464877416325	
926.9398958	99	0	1	0.1082979135	0.1082601884	99.88615856	0	0.1138414361	98.89241686	0	1.107583144				0		0	-926.9398958	0.1082601884	6.55398955012539	
926.8598958	99	0	1	0.1203626531	0.1203207915	99.88475868	0	0.1152413171	98.87898392	0	1.121016077				0		0	-926.8598958	0.1203207915	6.71528201463453	
926.7798958	99	0	1	0.132139284	0.1320933993	99.88335867	0	0.1166413316	98.86555432	0	1.134445682				0		0	-926.7798958	0.1320933993	6.8785257183514	
926.6998958	99	0	1	0.1436380204	0.1435882218	99.88195852	0	0.1180414798	98.85212804	0	1.147871956				0		0	-926.6998958	0.1435882218	7.04372020067093	
926.6198958	99	0	1	0.1548685991	0.1548149921	99.88055824	0	0.1194417621	98.8387051	0	1.1612949				0		0	-926.6198958	0.1548149921	7.21086487823951	
926.5398958	99	0	1	0.1658403076	0.1657829941	99.87915782	0	0.1208421785	98.82528549	0	1.174714511				0		0	-926.5398958	0.1657829941	7.37995931719486	
926.4598958	99	0	1	0.1765620091	0.1765010875	99.87775727	0	0.1222427295	98.81186921	0	1.188130788				0		0	-926.4598958	0.1765010875	7.55100305101234	
926.3798958	99	0	1	0.1870421672	0.1869777324	99.87635658	0	0.1236434151	98.79845627	0	1.20154373				0		0	-926.3798958	0.1869777324	7.72399548755912	
926.2998958	99	0	1	0.1972888675	0.1972210113	99.87495576	0	0.1250442357	98.78504666	0	1.214953336				0		0	-926.2998958	0.1972210113	7.89893609878908	
926.2198958	99	0	1	0.2073098387	0.20723865	99.87355481	0	0.1264451915	98.7716404	0	1.228359604				0		0	-926.2198958	0.20723865	8.07582439292212	
926.1398958	99	0	1	0.2171124722	0.2170380369	99.87215372	0	0.1278462827	98.75823747	0	1.241762534				0		0	-926.1398958	0.2170380369	8.25465981514934	
926.0598958	99	0	1	0.2267038403	0.2266262415	99.87075249	0	0.1292475096	98.74483788	0	1.255162123				0		0	-926.0598958	0.2266262415	8.43544187881562	
925.9798958	99	0	1	0.2360907128	0.236010031	99.86935113	0	0.1306488723	98.73144163	0	1.268558372				0		0	-925.9798958	0.236010031	8.61816998450163	
