T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
922.9616433	96	4	0	0	0	99.60504928	0.394950717	0	96	4	0				0.003753620165	-0.003753620165		-922.9616433	0	9.60777112075422	
922.9416433	96	4	0	0.002122711686	0.002078588589	99.60428861	0.3957113941	0	95.99249284	4.00750716	0				0	0		-922.9416433	0.002078588589	9.63605625886564	
922.9216433	96	4	0	0.004239191927	0.004151093637	99.60352789	0.3964721052	0	95.98498616	4.015013844	0				0	0		-922.9216433	0.004151093637	9.66689992401582	
922.8816433	96	4	0	0.008450253141	0.008274714805	99.60200635	0.3979936454	0	95.96997407	4.030025933	0				0	0		-922.8816433	0.008274714805	9.74514295526779	
922.8016433	96	4	0	0.01675776128	0.01640993514	99.59896285	0.4010371508	0	95.93995547	4.060044533	0				0	0		-922.8016433	0.01640993514	9.90364725705289	
922.7216433	96	4	0	0.02494938853	0.02443196491	99.59591874	0.4040812632	0	95.90994394	4.090056058	0				0	0		-922.7216433	0.02443196491	10.0477877126745	
922.6416433	96	4	0	0.03301982679	0.03233559873	99.59287403	0.407125974	0	95.8799396	4.120060399	0				0	0		-922.6416433	0.03233559873	10.1977287291989	
922.5616433	96	4	0	0.04097174274	0.04012344191	99.58982872	0.4101712847	0	95.84994246	4.150057541	0				0	0		-922.5616433	0.04012344191	10.3487755346659	
922.4816433	96	4	0	0.04880772569	0.04779802419	99.5867828	0.4132171963	0	95.81995253	4.180047467	0				0	0		-922.4816433	0.04779802419	10.5009277802672	
922.4016433	96	4	0	0.05653029011	0.05536180215	99.58373629	0.4162637102	0	95.78996984	4.210030161	0				0	0		-922.4016433	0.05536180215	10.6541852957148	
922.3216433	96	4	0	0.06414187827	0.06281716187	99.58068917	0.4193108275	0	95.75999439	4.240005607	0				0	0		-922.3216433	0.06281716187	10.8085478776182	
922.2416433	96	4	0	0.07164486286	0.07016642145	99.57764145	0.4223585494	0	95.73002621	4.269973789	0				0	0		-922.2416433	0.07016642145	10.964015354214	
922.1616433	96	4	0	0.07904154941	0.07741183336	99.57459312	0.4254068772	0	95.70006531	4.299934689	0				0	0		-922.1616433	0.07741183336	11.1205875495955	
922.0816433	96	4	0	0.0863341787	0.0845555868	99.57154419	0.428455812	0	95.67011171	4.329888292	0				0	0		-922.0816433	0.0845555868	11.2782642492419	
922.0016433	96	4	0	0.09352492897	0.0915998099	99.56849464	0.4315053552	0	95.64016542	4.359834582	0				0	0		-922.0016433	0.0915998099	11.4370452605991	
921.9216433	96	4	0	0.1006159181	0.09854657181	99.56544449	0.4345555079	0	95.61022646	4.389773542	0				0	0		-921.9216433	0.09854657181	11.5969304340564	
921.8416433	96	4	0	0.1076092057	0.1053978847	99.56239373	0.4376062714	0	95.58029484	4.419705156	0				0	0		-921.8416433	0.1053978847	11.7579194733212	
921.7616433	96	4	0	0.1145067951	0.1121557059	99.55934235	0.4406576468	0	95.55037059	4.449629407	0				0	0		-921.7616433	0.1121557059	11.9200122340193	
921.6816433	96	4	0	0.1213106352	0.1188219394	99.55629036	0.4437096356	0	95.52045372	4.47954628	0				0	0		-921.6816433	0.1188219394	12.0832085634481	
921.6016433	96	4	0	0.1280226225	0.125398438	99.55323776	0.4467622388	0	95.49054424	4.509455757	0				0	0		-921.6016433	0.125398438	12.2475082040982	
921.5216433	96	4	0	0.1346446025	0.1318870048	99.55018454	0.4498154577	0	95.46064218	4.539357823	0				0	0		-921.5216433	0.1318870048	12.4129109556762	
921.4416433	96	4	0	0.1411783717	0.138289395	99.54713071	0.4528692935	0	95.43074754	4.56925246	0				0	0		-921.4416433	0.138289395	12.5794165576929	
921.3616433	96	4	0	0.1476256792	0.1446073174	99.54407625	0.4559237476	0	95.40086035	4.599139654	0				0	0		-921.3616433	0.1446073174	12.7470248483248	
921.2816433	96	4	0	0.1539882281	0.1508424359	99.54102118	0.4589788212	0	95.37098061	4.629019387	0				0	0		-921.2816433	0.1508424359	12.9157355444097	
921.2016433	96	4	0	0.1602676771	0.1569963711	99.53796548	0.4620345155	0	95.34110836	4.658891643	0				0	0		-921.2016433	0.1569963711	13.0855485456352	
