T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
849.404041	84	6	10	0	0	98.10271329	0.6615800923	1.235706613	84	6	10	0.001624752083	-0.0006150314358	-0.001009720647	0.001624752083	-0.0006150314358	-0.001009720647	-849.404041	0	86.6935336901047	
849.384041	84	6	10	0.0002387122742	0.0002305225092	98.10220323	0.6617688932	1.236027878	83.99675055	6.001230036	10.00201942	0.001624625791	-0.000614992587	-0.001009633204	0	0	0	-849.384041	0.0002305225092	86.8253132926854	
849.364041	84	6	10	0.0004770622105	0.0004606956714	98.10169312	0.6619577227	1.236349157	83.99350135	6.002459994	10.00403866	0.001624513132	-0.0006149425134	-0.001009570619	0	0	0	-849.364041	0.0004606956714	86.8989555438695	
849.324041	84	6	10	0.0009536311599	0.0009209172484	98.10067277	0.6623354628	1.23699177	83.98700365	6.004919627	10.00807672	0.001624278268	-0.0006148615787	-0.001009416689	0	0	0	-849.324041	0.0009209172484	86.9480307721418	
849.244041	84	6	10	0.001905666174	0.001840302094	98.09863152	0.6630912745	1.238277205	83.97401113	6.009837829	10.01615104	0.001623810187	-0.0006147049035	-0.001009105283	0	0	0	-849.244041	0.001840302094	87.0872799810471	
849.084041	84	6	10	0.003804963621	0.003674489896	98.09454687	0.6646042239	1.240848911	83.94803752	6.019669956	10.03229252	0.001622891952	-0.0006144313301	-0.001008460622	0	0	0	-849.084041	0.003674489896	87.3776939487189	
848.764041	84	6	10	0.007584579608	0.007324645566	98.08636889	0.6676354425	1.245995668	83.89613606	6.039317115	10.06454682	0.001621130566	-0.0006140435794	-0.001007086986	0	0	0	-848.764041	0.007324645566	88.0465096484901	
848.124041	84	6	10	0.0150473931	0.01453226539	98.06997804	0.6737194874	1.256302477	83.79251491	6.078544818	10.12894028	0.001617151109	-0.0006122058253	-0.001004945283	0	0	0	-848.124041	0.01453226539	89.4319137668854	
846.844041	84	6	10	0.02966107063	0.02864792504	98.03705541	0.6859744417	1.276970144	83.58599814	6.156729231	10.25727263	0.001609596085	-0.000609359167	-0.001000236918	0	0	0	-846.844041	0.02864792504	92.0325409241622	
844.284041	84	6	10	0.05766252267	0.05570183079	97.9706346	0.7108405159	1.318524887	83.17583547	6.312021686	10.51214284	0.001594530134	-0.0006034814818	-0.0009910486525	0	0	0	-844.284041	0.05570183079	97.3770815396871	
841.724041	84	6	10	0.08415496606	0.08130671751	97.90342365	0.7361973167	1.360379031	82.76944443	6.465885597	10.76466997	0.001579910198	-0.0005979239685	-0.0009819862296	0	0	0	-841.724041	0.08130671751	102.795393263827	
839.164041	84	6	10	0.1092609227	0.1055805051	97.83539482	0.7620641798	1.402540999	82.36675733	6.618328811	11.01491386	0.001565595256	-0.0005924095743	-0.0009731856819	0	0	0	-839.164041	0.1055805051	108.330474152407	
836.604041	84	6	10	0.1330939739	0.1286325421	97.76651983	0.7884606623	1.445019507	81.96770713	6.769357625	11.26293525	0.00155153862	-0.0005869158678	-0.0009646227518	0	0	0	-836.604041	0.1286325421	113.969613996754	
834.044041	84	6	10	0.1557559408	0.1505608705	97.69676985	0.8154065922	1.487823559	81.57222761	6.918976915	11.50879548	0.001537737239	-0.0005814373116	-0.0009562999277	0	0	0	-834.044041	0.1505608705	119.707154985073	
831.484041	84	6	10	0.1773383583	0.1714536432	97.62611544	0.8429220919	1.530962464	81.18025348	7.067190054	11.75255647	0.001524187405	-0.0005759679566	-0.0009482194484	0	0	0	-831.484041	0.1714536432	125.537201856592	
828.924041	84	6	10	0.1979237435	0.1913903441	97.55452655	0.8710275968	1.574445857	80.79172052	7.21399881	11.99428067	0.001510884819	-0.0005705014519	-0.0009403833671	0	0	0	-828.924041	0.1913903441	131.45359721586	
826.364041	84	6	10	0.2175866825	0.2104428329	97.48197242	0.8997438726	1.618283709	80.40656575	7.359403247	12.234031	0.001497824662	-0.0005650310528	-0.0009327936094	0	0	0	-826.364041	0.2104428329	137.449919096318	
823.804041	84	6	10	0.2363947643	0.2286762439	97.40842161	0.929092031	1.662486354	80.02472749	7.503401631	12.47187088	0.001485001652	-0.0005595496245	-0.0009254520271	0	0	0	-823.804041	0.2286762439	143.519480820028	
821.244041	84	6	10	0.2544093872	0.246149761	97.33384196	0.9590935434	1.707064501	79.64614551	7.645990329	12.70786416	0.001472410092	-0.0005540496452	-0.0009183604468	0	0	0	-821.244041	0.246149761	149.655331396051	
818.684041	84	6	10	0.2716864563	0.2629172892	97.25820049	0.9897702527	1.752029255	79.27076113	7.787163713	12.94207516	0.001460043919	-0.0005485232038	-0.0009115207147	0	0	0	-818.684041	0.2629172892	155.850254661892	
816.124041	84	6	10	0.2882769904	0.279028038	97.18146348	1.021144383	1.797392141	78.89851727	7.926914061	13.17456867	0.001447896736	-0.000542961997	-0.0009049347391	0	0	0	-816.124041	0.279028038	162.096769916702	
813.564041	84	6	10	0.3042276506	0.29452703	97.10359633	1.053238548	1.843165122	78.52935857	8.065231459	13.40540997	0.00143596185	-0.0005373573238	-0.0008986045262	0	0	0	-813.564041	0.29452703	168.387135972309	
811.004041	84	6	10	0.319581202	0.3094555451	97.02456363	1.086075753	1.889360621	78.16323142	8.202103697	13.63466488	0.001424232297	-0.0005317000776	-0.0008925322189	0	0	0	-811.004041	0.3094555451	174.7133518619	
808.444041	84	6	10	0.3343769196	0.3238515108	96.94432906	1.119679398	1.935991546	77.80008405	8.337516166	13.86239978	0.001412700863	-0.0005259807373	-0.000886720126	0	0	0	-808.444041	0.3238515108	181.06715932296	
805.884041	84	6	10	0.3486509441	0.3377498449	96.86285541	1.154073278	1.983071315	77.43986659	8.471451752	14.08868166	0.001401360111	-0.0005201893559	-0.0008811707552	0	0	0	-805.884041	0.3377498449	187.440051801268	
803.324041	84	6	10	0.3624365962	0.3511827575	96.78010455	1.189281573	2.030613876	77.0825311	8.603890723	14.31357817	0.001390202389	-0.0005143155492	-0.0008758868398	0	0	0	-803.324041	0.3511827575	193.82327595855	
800.764041	84	6	10	0.3757646547	0.3641800188	96.69603742	1.225328843	2.078633737	76.72803166	8.734810618	14.53715773	0.001379219847	-0.0005083484821	-0.0008708713645	0	0	0	-800.764041	0.3641800188	200.207843936525	
798.204041	84	6	10	0.3886636019	0.3767691951	96.610614	1.262240006	2.127145992	76.37632437	8.864186129	14.75948951	0.001368404445	-0.0005022768551	-0.0008661275901	0	0	0	-798.204041	0.3767691951	206.584544199415	
795.644041	84	6	10	0.4011598424	0.3889758595	96.52379333	1.300040328	2.176166346	76.02736743	8.991988982	14.98064358	0.001357747965	-0.0004960888899	-0.0008616590746	0	0	0	-795.644041	0.3889758595	212.943949434002	
793.084041	84	6	10	0.413277898	0.400823779	96.43553347	1.338755389	2.225711143	75.68112121	9.118187812	15.20069098	0.001347242008	-0.0004897723156	-0.0008574696927	0	0	0	-793.084041	0.400823779	219.27643361909	
790.524041	84	6	10	0.4250405803	0.4123350815	96.34579155	1.37841105	2.275797399	75.33754821	9.242748031	15.41970376	0.001336878009	-0.0004833143552	-0.0008535636538	0	0	0	-790.524041	0.4123350815	225.572194238384	
787.964041	84	6	10	0.4364691467	0.4235304045	96.25452376	1.419033418	2.326442823	74.9966132	9.365631703	15.6377551	0.001326647228	-0.0004767017118	-0.000849945516	0	0	0	-787.964041	0.4235304045	231.821268325911	
785.404041	84	6	10	0.4475834385	0.4344290292	96.16168536	1.460648792	2.377665852	74.65828318	9.486797405	15.85491941	0.001316540759	-0.0004699205589	-0.0008466201996	0	0	0	-785.404041	0.4344290292	238.013558549032	
