T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
906.5132458	90	10	0	0	0	98.96493765	1.035062346	0	90	10	0				0.003527950482	-0.003527950482		-906.5132458	0	25.4066925253701	
906.4932458	90	10	0	0.0008296688469	0.0007866186588	98.96413895	1.035861051	0	89.99294422	10.00705578	0				0	0		-906.4932458	0.0007866186588	25.4438683565847	
906.4732458	90	10	0	0.001658119558	0.001572089671	98.9633402	1.036659804	0	89.98588916	10.01411084	0				0	0		-906.4732458	0.001572089671	25.478455582259	
906.4332458	90	10	0	0.003311879044	0.003140074672	98.96174251	1.03825749	0	89.97178089	10.02821911	0				0	0		-906.4332458	0.003140074672	25.543886734515	
906.3532458	90	10	0	0.006606383535	0.006263793128	98.95854645	1.041453551	0	89.94357208	10.05642792	0				0	0		-906.3532458	0.006263793128	25.7007019857129	
906.2732458	90	10	0	0.009877802506	0.00936573786	98.95534948	1.044650518	0	89.91537369	10.08462631	0				0	0		-906.2732458	0.00936573786	25.8667521576287	
906.1932458	90	10	0	0.01312986829	0.01244944721	98.95215161	1.047848393	0	89.88718573	10.11281427	0				0	0		-906.1932458	0.01244944721	26.0195080133153	
906.1132458	90	10	0	0.01636274573	0.01551507651	98.94895282	1.051047183	0	89.85900817	10.14099183	0				0	0		-906.1132458	0.01551507651	26.1727345320656	
906.0332458	90	10	0	0.01957660308	0.01856278435	98.94575311	1.054246891	0	89.83084102	10.16915898	0				0	0		-906.0332458	0.01856278435	26.3264105362267	
905.9532458	90	10	0	0.02277160662	0.02159272746	98.94255248	1.057447518	0	89.8026843	10.1973157	0				0	0		-905.9532458	0.02159272746	26.4805361020139	
905.8732458	90	10	0	0.02594792071	0.02460506074	98.93935093	1.060649065	0	89.77453802	10.22546198	0				0	0		-905.8732458	0.02460506074	26.6351111001269	
