T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
896.4153058	86	11	3	0	0	98.01480183	0.3392907559	1.645907412	86	11	3							0.002814361181	-0.002497197103	-0.0003171640783	-896.4153058	0	42.6708273893686	
896.3953058	86	11	3	0.0004785397326	0.0004683566989	98.01446111	0.3394210407	1.646117854	85.99437183	11.00499384	3.000634332							0	0	0	-896.3953058	0.0004683566989	42.7341643490574	
896.3753058	86	11	3	0.0009563761331	0.0009360202657	98.0141205	0.339551332	1.646328171	85.98874507	11.00998671	3.001268219							0	0	0	-896.3753058	0.0009360202657	42.7860381409595	
896.3353058	86	11	3	0.00191070899	0.001870021735	98.01343945	0.3398118055	1.646748741	85.97749678	11.019968	3.002535222							0	0	0	-896.3353058	0.001870021735	42.8728255601297	
896.2553058	86	11	3	0.003813270158	0.003731993435	98.01207826	0.3403324394	1.647589298	85.95502008	11.03991434	3.005065583							0	0	0	-896.2553058	0.003731993435	43.0583333078915	
896.0953058	86	11	3	0.007594144335	0.007431981112	98.00935946	0.3413724613	1.649268083	85.91014609	11.07974216	3.010111752							0	0	0	-896.0953058	0.007431981112	43.4713085360755	
895.7753058	86	11	3	0.01504029316	0.0147179345	98.00394332	0.3434514614	1.652605223	85.82068668	11.15918619	3.020127124							0	0	0	-895.7753058	0.0147179345	44.3230510037997	
895.1353058	86	11	3	0.02954405378	0.02890620487	97.99317371	0.3475939835	1.659232303	85.64299624	11.31709337	3.039910382							0	0	0	-895.1353058	0.02890620487	45.9647090884478	
893.8553058	86	11	3	0.05705229409	0.05580296376	97.97189085	0.3558278732	1.672281274	85.29239612	11.62913272	3.078471158							0	0	0	-893.8553058	0.05580296376	49.4144767272962	
891.2953058	86	11	3	0.1067722448	0.1043705374	97.93027408	0.3721078047	1.697618117	84.60972657	12.23850265	3.151770782							0	0	0	-891.2953058	0.1043705374	56.5989016842288	
888.7353058	86	11	3	0.1504981467	0.1470269473	97.88981208	0.3881762821	1.722011641	83.9505527	12.82916039	3.220286905							0	0	0	-888.7353058	0.1470269473	64.1213872594095	
886.1753058	86	11	3	0.1892773275	0.1848079386	97.85038226	0.404070462	1.745547279	83.3134612	13.40214831	3.28439049							0	0	0	-886.1753058	0.1848079386	72.0778554372078	
883.6153058	86	11	3	0.2239279979	0.2185223586	97.81188116	0.4198233231	1.768295517	82.69707708	13.95850487	3.344418049							0	0	0	-883.6153058	0.2185223586	80.4545174843672	
881.0553058	86	11	3	0.2550995044	0.2488118718	97.77421955	0.4354636374	1.790316809	82.10009037	14.49923295	3.400676682							0	0	0	-881.0553058	0.2488118718	89.2359966080026	
878.4953058	86	11	3	0.2833129909	0.2761912657	97.73731979	0.4510165758	1.81166363	81.52126796	15.02528608	3.453445962							0	0	0	-878.4953058	0.2761912657	98.4072150969094	
875.9353058	86	11	3	0.3089910493	0.3010778291	97.70111377	0.466504231	1.832381999	80.95945872	15.53756123	3.502980052							0	0	0	-875.9353058	0.3010778291	107.965476257132	
873.3753058	86	11	3	0.3324751882	0.3238086276	97.66554426	0.4819480748	1.852507662	80.41358111	16.03691695	3.549501939							0	0	0	-873.3753058	0.3238086276	117.868435154206	
870.8153058	86	11	3	0.3540607914	0.3446752249	97.63055145	0.4973610908	1.872087457	79.88267427	16.52408735	3.593238379							0	0	0	-870.8153058	0.3446752249	128.111204820175	
868.2553058	86	11	3	0.3739804239	0.3639069909	97.59609088	0.5127608111	1.89114831	79.36581181	16.99981713	3.634371063							0	0	0	-868.2553058	0.3639069909	138.70047335541	
865.6953058	86	11	3	0.3924337528	0.381700822	97.56211949	0.5281608614	1.909719648	78.86215369	17.46477265	3.673073663							0	0	0	-865.6953058	0.381700822	149.611623682189	
863.1353058	86	11	3	0.4095894984	0.3982230428	97.52859838	0.5435734463	1.927828173	78.37092635	17.91956921	3.709504435							0	0	0	-863.1353058	0.3982230428	160.832746317953	
860.5753058	86	11	3	0.4255911725	0.4136150813	97.49549223	0.5590095472	1.94549822	77.89141752	18.3647747	3.743807783							0	0	0	-860.5753058	0.4136150813	172.352449234988	
858.0153058	86	11	3	0.4405616043	0.4279979429	97.46276885	0.5744790808	1.962752069	77.42297099	18.80091333	3.776115673							0	0	0	-858.0153058	0.4279979429	184.159838146777	
855.4553058	86	11	3	0.454606526	0.4414757558	97.43039877	0.5899910542	1.979610172	76.96498194	19.22846915	3.806548909							0	0	0	-855.4553058	0.4414757558	196.24448013255	
852.8953058	86	11	3	0.4678174489	0.4541386131	97.39835495	0.605553677	1.996091377	76.51689225	19.64788949	3.835218262							0	0	0	-852.8953058	0.4541386131	208.596353073934	
850.3353058	86	11	3	0.4802739794	0.4660648611	97.36661243	0.6211744667	2.012213103	76.0781864	20.05958813	3.862225476							0	0	0	-850.3353058	0.4660648611	221.205827698063	
847.7753058	86	11	3	0.4920456986	0.4773229563	97.33514817	0.6368603375	2.027991495	75.64838762	20.46394821	3.887664168							0	0	0	-847.7753058	0.4773229563	234.063632176187	
845.2153058	86	11	3	0.5031936986	0.487972983	97.30394078	0.6526176767	2.043441547	75.2270544	20.86132498	3.911620625							0	0	0	-845.2153058	0.487972983	247.160817359825	
842.6553058	86	11	3	0.5137718458	0.4980679007	97.27297037	0.6684524108	2.058577223	74.81377729	21.2520482	3.934174513							0	0	0	-842.6553058	0.4980679007	260.488734417391	
840.0953058	86	11	3	0.5238278251	0.5076545751	97.24221839	0.6843700623	2.073411551	74.4081761	21.63642439	3.955399508							0	0	0	-840.0953058	0.5076545751	274.03900331611	
837.5353058	86	11	3	0.533404009	0.5167746361	97.21166749	0.7003757992	2.087956712	74.00989726	22.01473888	3.975363857							0	0	0	-837.5353058	0.5167746361	287.803482480193	
834.9753058	86	11	3	0.5425381835	0.5254651947	97.18130141	0.7164744785	2.102224112	73.61861152	22.3872576	3.994130881							0	0	0	-834.9753058	0.5254651947	301.774256117838	
832.4153058	86	11	3	0.5512641587	0.5337594449	97.15110486	0.7326706836	2.116224454	73.23401181	22.75422877	4.011759421							0	0	0	-832.4153058	0.5337594449	315.943604200526	
829.8553058	86	11	3	0.5596122839	0.5416871726	97.12106345	0.7489687579	2.129967792	72.85581138	23.11588438	4.028304239							0	0	0	-829.8553058	0.5416871726	330.303988127284	
827.2953058	86	11	3	0.5676098847	0.5492751862	97.09116358	0.7653728332	2.14346359	72.48374206	23.47244156	4.043816372							0	0	0	-827.2953058	0.5492751862	344.848028829272	
824.7353058	86	11	3	0.5752816352	0.5565476843	97.06139238	0.7818868564	2.156720765	72.11755275	23.82410379	4.058343458							0	0	0	-824.7353058	0.5565476843	359.568485580896	
822.1753058	86	11	3	0.5826498764	0.5635265695	97.03173766	0.7985146116	2.169747729	71.75700797	24.17106201	4.071930021							0	0	0	-822.1753058	0.5635265695	374.458250389959	
819.6153058	86	11	3	0.5897348898	0.570231718	97.00218783	0.8152597406	2.182552432	71.40188664	24.51349563	4.08461773							0	0	0	-819.6153058	0.570231718	389.510331993363	
817.0553058	86	11	3	0.5965551327	0.5766812119	96.97273185	0.8321257611	2.19514239	71.05198092	24.85157345	4.096445634							0	0	0	-817.0553058	0.5766812119	404.717828499342	
814.4953058	86	11	3	0.6031274427	0.5828915406	96.9433592	0.849116083	2.207524721	70.7070952	25.18545443	4.107450372							0	0	0	-814.4953058	0.5828915406	420.073938023955	
811.9353058	86	11	3	0.609467214	0.5888777745	96.91405981	0.8662340226	2.219706172	70.36704511	25.51528852	4.117666364							0	0	0	-811.9353058	0.5888777745	435.571934544442	
809.3753058	86	11	3	0.6155885521	0.5946537176	96.88482404	0.8834828163	2.231693142	70.03165675	25.84121727	4.127125981							0	0	0	-809.3753058	0.5946537176	451.205150338128	
806.8153058	86	11	3	0.621504408	0.6002320398	96.85564266	0.900865632	2.24349171	69.70076581	26.16337449	4.135859705							0	0	0	-806.8153058	0.6002320398	466.966981956602	
804.2553058	86	11	3	0.6272266968	0.6056243933	96.82650677	0.9183855804	2.255107653	69.37421696	26.48188677	4.14389627							0	0	0	-804.2553058	0.6056243933	482.850881370257	
801.6953058	86	11	3	0.6327664006	0.6108415145	96.79740781	0.9360457245	2.266546465	69.05186315	26.79687406	4.151262791							0	0	0	-801.6953058	0.6108415145	498.850329842323	
799.1353058	86	11	3	0.6381336609	0.6158933145	96.76833753	0.9538490891	2.277813379	68.73356506	27.10845006	4.15798488							0	0	0	-799.1353058	0.6158933145	514.958841086728	
796.5753058	86	11	3	0.6433378584	0.6207889582	96.73928795	0.9717986686	2.288913377	68.41919052	27.41672272	4.164086756							0	0	0	-796.5753058	0.6207889582	531.096277230491	
795.2953058	86	11	3	0.645881704	0.6231810597	96.72476836	0.9808289574	2.294402683	68.26343612	27.56965104	4.166912845							0	0	0	-795.2953058	0.6231810597	538.809278676598	
794.9753058	86	11	3	0.6465122506	0.6237739487	96.72113858	0.9830918511	2.29576957	68.2246463	27.60775628	4.167597423							0	0	0	-794.9753058	0.6237739487	544.553113815753	
794.9353058	86	11	3	0.646590347	0.623847323	96.72068519	0.983375524	2.295939284	68.21979906	27.61251983	4.167681106							0	0	0	-794.9353058	0.623847323	542.883169823206	
794.9153058	86	11	3	0.646629616	0.6238842409	96.72045836	0.9835170977	2.296024543	68.2173769	27.61489967	4.167723429							0	0	0	-794.9153058	0.6238842409	541.885628504249	
794.9067522	86	11	3	0.6466464046	0.623900024	96.72036135	0.9835776496	2.296061003	68.21634105	27.61591743	4.167741518	62.54235303	28.42537001	9.032276954				0	0	0	-794.9067522	0.623900024	499.465864175777	
794.8853058	86	11	3	0.6470207438	0.6240181234	96.72042968	0.9843888399	2.295181479	68.21107339	27.62239855	4.166528064	62.54235303	28.42537001	9.032276954				0	0	0	-794.8853058	0.6240181234	181.757739404419	
794.8653058	86	11	3	0.6473692634	0.624128069	96.72049256	0.9851455554	2.294361881	68.20616231	27.62844044	4.165397252	62.54235303	28.42537001	9.032276954				0	0	0	-794.8653058	0.624128069	182.025579121482	
