T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.375548	84	14	2	0	0	98.29947084	0.6450828872	1.055446274	84	14	2										0.003108658626	-0.002903321344	-0.0002053372824	-893.375548	0	45.9697394438199	
893.355548	84	14	2	0.0004567799601	0.00043472686	98.29913314	0.6453464288	1.055520429	83.99378312	14.00580617	2.000410712										0	0	0	-893.355548	0.00043472686	46.0420584928514	
893.335548	84	14	2	0.00091284413	0.0008687719571	98.2987955	0.6456099693	1.055594527	83.98756796	14.01161088	2.000821164										0	0	0	-893.335548	0.0008687719571	46.097049779892	
893.295548	84	14	2	0.001823854687	0.001735796785	98.29812029	0.6461369006	1.055742807	83.97514281	14.02321539	2.001641801										0	0	0	-893.295548	0.001735796785	46.1813236061591	
893.215548	84	14	2	0.003640395418	0.003464624542	98.29677026	0.6471903091	1.056039432	83.95031318	14.04640532	2.003281492										0	0	0	-893.215548	0.003464624542	46.3676627239531	
893.055548	84	14	2	0.007251691211	0.006901522672	98.29407175	0.6492953154	1.056632936	83.90073661	14.09270886	2.006554538										0	0	0	-893.055548	0.006901522672	46.7881276624282	
892.735548	84	14	2	0.01436790479	0.01367397271	98.28868395	0.6535023043	1.057813746	83.80190709	14.18503084	2.013062065										0	0	0	-892.735548	0.01367397271	47.6577807171622	
892.095548	84	14	2	0.02824756021	0.02688275706	98.27793546	0.6618920688	1.060172474	83.60555781	14.36847887	2.025963322										0	0	0	-892.095548	0.02688275706	49.3223628236291	
890.815548	84	14	2	0.05463443781	0.05199272188	98.25654877	0.6785862341	1.064864997	83.218048	14.7306637	2.051288296										0	0	0	-890.815548	0.05199272188	52.8275137975511	
888.255548	84	14	2	0.1025189512	0.09755448314	98.21418111	0.7116518096	1.074167079	82.463444	15.43647326	2.100082741										0	0	0	-888.255548	0.09755448314	60.1447357080175	
885.695548	84	14	2	0.1448041324	0.1377816011	98.17230046	0.7443329171	1.083366627	81.73528031	16.11824257	2.146477117										0	0	0	-885.695548	0.1377816011	67.8325598937168	
883.135548	84	14	2	0.1824142241	0.173554725	98.13084624	0.7766771803	1.092476584	81.03250083	16.77691787	2.190581299										0	0	0	-883.135548	0.173554725	75.9875561040289	
880.575548	84	14	2	0.2160853233	0.2055752277	98.08976548	0.8087302085	1.101504313	80.35395668	17.41353738	2.232505945										0	0	0	-880.575548	0.2055752277	84.5973208647983	
878.015548	84	14	2	0.2464118243	0.2344094777	98.0490109	0.8405346982	1.110454398	79.69845563	18.02918214	2.272362228										0	0	0	-878.015548	0.2344094777	93.6459740523109	
875.455548	84	14	2	0.2738779032	0.2605188419	98.00853991	0.8721304411	1.119329652	79.06479811	18.62494215	2.310259744										0	0	0	-875.455548	0.2605188419	103.130794562804	
872.895548	84	14	2	0.2988753022	0.2842764929	97.96831465	0.9035569635	1.128128389	78.45179696	19.2019041	2.346298941										0	0	0	-872.895548	0.2842764929	113.000460878174	
870.335548	84	14	2	0.3217458205	0.3060084471	97.92829784	0.934843205	1.136858951	77.85831974	19.76108521	2.38059505										0	0	0	-870.335548	0.3060084471	123.248030247023	
867.775548	84	14	2	0.3427564223	0.325968993	97.88845802	0.9660238533	1.145518131	77.28326269	20.30349876	2.413238548										0	0	0	-867.775548	0.325968993	133.878704480134	
865.215548	84	14	2	0.3621371509	0.3443773933	97.84876507	0.997128433	1.154106494	76.72558323	20.83009504	2.444321733										0	0	0	-865.215548	0.3443773933	144.859905436371	
862.655548	84	14	2	0.3800822073	0.3614187623	97.80919107	1.028184374	1.162624555	76.18429692	21.34177153	2.473931548										0	0	0	-862.655548	0.3614187623	156.173775752117	
860.095548	84	14	2	0.3967565111	0.3772503153	97.76970996	1.059217207	1.171072837	75.65847848	21.83937193	2.502149584										0	0	0	-860.095548	0.3772503153	167.802712210692	
857.535548	84	14	2	0.4123009073	0.3920063283	97.73029733	1.09025075	1.179451916	75.1472612	22.32368659	2.529052212										0	0	0	-857.535548	0.3920063283	179.729412184273	
854.975548	84	14	2	0.4268363249	0.4058020996	97.69093028	1.121307283	1.187762434	74.64983512	22.7954541	2.554710782										0	0	0	-854.975548	0.4058020996	191.936911836377	
