T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
922.073884	96	1	3	0	0	98.01641563	0.02430416582	1.959280203	96	1	3							0.002307382697	-0.001116766788	-0.001190615909	-922.073884	0	8.74102832628771	
922.053884	96	1	3	0.00223299564	0.002284579475	98.01533573	0.02433952811	1.960324741	95.99538527	1.002234069	3.002380666							0	0	0	-922.053884	0.002284579475	8.7676643839817	
922.033884	96	1	3	0.00445935433	0.004562239415	98.01425687	0.02437486821	1.961368261	95.99077143	1.004469087	3.004759486							0	0	0	-922.033884	0.004562239415	8.79865713788458	
921.993884	96	1	3	0.008885767285	0.009090263658	98.0121036	0.02444568887	1.963450715	95.98154164	1.00894941	3.00950895							0	0	0	-921.993884	0.009090263658	8.86446111595187	
921.913884	96	1	3	0.01764968545	0.01805384027	98.0078116	0.02458740869	1.967600988	95.96308471	1.017933803	3.018981487							0	0	0	-921.913884	0.01805384027	8.98862331981644	
921.753884	96	1	3	0.03482134286	0.035610743	97.99928709	0.0248714585	1.975841453	95.92617403	1.036007961	3.037818007							0	0	0	-921.753884	0.035610743	9.24435570083514	
921.433884	96	1	3	0.06780244311	0.06930898291	97.98247152	0.02544213909	1.992086346	95.8523575	1.072580902	3.075061599							0	0	0	-921.433884	0.06930898291	9.77321328949812	
920.793884	96	1	3	0.1287864068	0.1315353694	97.94973744	0.02659436227	2.023668194	95.70469785	1.147429484	3.147872666							0	0	0	-920.793884	0.1315353694	10.9041493946902	
919.513884	96	1	3	0.233878635	0.2384850212	97.88762188	0.02894999561	2.083428129	95.40884935	1.304106004	3.287044648							0	0	0	-919.513884	0.2384850212	13.4769407810274	
916.953884	96	1	3	0.394243332	0.4008463473	97.77525925	0.03391463724	2.190826117	94.81231466	1.6463313	3.541354038							0	0	0	-916.953884	0.4008463473	19.4228593674373	
914.393884	96	1	3	0.5097656458	0.5170080958	97.6765556	0.03929566196	2.284148735	94.20535556	2.02837528	3.766269163							0	0	0	-914.393884	0.5170080958	26.4683595731087	
911.833884	96	1	3	0.5958975944	0.6030582261	97.58961282	0.0451638768	2.365223302	93.5849535	2.450653844	3.964392658							0	0	0	-911.833884	0.6030582261	35.1020391486202	
909.273884	96	1	3	0.6617137714	0.6684190478	97.51297189	0.05156288656	2.435465219	92.95006025	2.911918805	4.138020949							0	0	0	-909.273884	0.6684190478	45.6101259485317	
906.713884	96	1	3	0.7129398879	0.7190143808	97.44537499	0.05850937125	2.496115643	92.30142134	3.409187855	4.289390806							0	0	0	-906.713884	0.7190143808	58.3124474287575	
904.153884	96	1	3	0.7533985087	0.7587806871	97.38566576	0.06599627018	2.548337971	91.64123645	3.938012698	4.420750856							0	0	0	-904.153884	0.7587806871	73.5393924428037	
901.593884	96	1	3	0.7857571054	0.7904494429	97.33276061	0.07399836533	2.593241023	90.97266398	4.492992701	4.534343314							0	0	0	-901.593884	0.7904494429	91.6062464879362	
899.033884	96	1	3	0.811937366	0.8159761746	97.28565592	0.08247895132	2.631865129	90.29929533	5.068365257	4.632339417							0	0	0	-899.033884	0.8159761746	112.791906563298	
896.473884	96	1	3	0.8333537768	0.8367911116	97.24344516	0.09139608636	2.665158749	89.62470683	5.658522568	4.716770605							0	0	0	-896.473884	0.8367911116	137.324795941708	
893.913884	96	1	3	0.8510622933	0.8539554271	97.20533138	0.1007074159	2.693961202	88.95215338	6.25836884	4.789477782							0	0	0	-893.913884	0.8539554271	165.376258158442	
891.353884	96	1	3	0.8658589817	0.8682646004	97.17063021	0.1103732918	2.718996496	88.28440403	6.863509033	4.852086936							0	0	0	-891.353884	0.8682646004	197.060027516363	
888.793884	96	1	3	0.8783486523	0.8803199185	97.13876451	0.1203584025	2.740877089	87.62369113	7.470301886	4.90600698							0	0	0	-888.793884	0.8803199185	232.435507529106	
886.233884	96	1	3	0.888994106	0.8905794033	97.10925361	0.1306323393	2.760114047	86.9717308	8.075826028	4.952443168							0	0	0	-886.233884	0.8905794033	271.513165422722	
883.673884	96	1	3	0.8981520362	0.8993946522	97.08170032	0.1411695046	2.777130174	86.32978228	8.677799428	4.99241829							0	0	0	-883.673884	0.8993946522	314.260620290004	
881.113884	96	1	3	0.906099435	0.9070377346	97.05577766	0.151948683	2.792273657	85.69872055	9.27448251	5.02679694							0	0	0	-881.113884	0.9070377346	360.608892447309	
878.553884	96	1	3	0.9130530883	0.9137209171	97.03121671	0.1629524711	2.805830821	85.0791103	9.864580845	5.05630886							0	0	0	-878.553884	0.9137209171	410.458027088866	
875.993884	96	1	3	0.9191840362	0.9196112087	97.00779601	0.1741666955	2.818037293	84.47127135	10.44715803	5.081570622							0	0	0	-875.993884	0.9196112087	463.682149177669	
873.433884	96	1	3	0.9246283278	0.924841122	96.98533268	0.1855798721	2.829087444	83.8753349	11.02156078	5.103104322							0	0	0	-873.433884	0.924841122	520.133990841365	
870.873884	96	1	3	0.9294950592	0.9295166807	96.96367509	0.1971827335	2.839142174	83.29128945	11.58735709	5.121353462							0	0	0	-870.873884	0.9295166807	579.648813565024	
868.313884	96	1	3	0.9338724121	0.9337234108	96.94269693	0.2089678299	2.848335241	82.71901759	12.14428621	5.136696207							0	0	0	-868.313884	0.9337234108	642.047766424343	
865.753884	96	1	3	0.9378322177	0.9375308538	96.92229244	0.2209291986	2.856778362	82.15832472	12.69221889	5.149456382							0	0	0	-865.753884	0.9375308538	707.141063019228	
863.193884	96	1	3	0.9414334266	0.9409959862	96.90237259	0.2330620929	2.864565314	81.60896203	13.23112565	5.159912322							0	0	0	-863.193884	0.9409959862	774.730285987608	
860.633884	96	1	3	0.9447247693	0.9441658359	96.88286203	0.2453627646	2.871775206	81.07064285	13.76105264	5.168304514							0	0	0	-860.633884	0.9441658359	844.610830411027	
858.073884	96	1	3	0.9477468048	0.9470794899	96.86369659	0.2578282859	2.87847512	80.54305641	14.28210209	5.174841503							0	0	0	-858.073884	0.9470794899	916.573994908273	
855.513884	96	1	3	0.9505335127	0.9497696533	96.84482137	0.2704564068	2.884722223	80.02587757	14.7944175	5.179704932							0	0	0	-855.513884	0.9497696533	990.408629810031	
852.953884	96	1	3	0.9531135388	0.9522638648	96.82618909	0.2832454397	2.890565474	79.51877429	15.29817205	5.183053659							0	0	0	-852.953884	0.9522638648	1065.9028132488	
850.393884	96	1	3	0.9555111757	0.9545854527	96.80775883	0.2961941664	2.896047002	79.02141317	15.79355966	5.185027165							0	0	0	-850.393884	0.9545854527	1142.8452013317	
847.833884	96	1	3	0.9577471402	0.9567542916	96.78949501	0.3093017625	2.901203226	78.53346351	16.28078811	5.185748381							0	0	0	-847.833884	0.9567542916	1221.02623623855	
845.273884	96	1	3	0.9598391944	0.9587874056	96.77136649	0.3225677372	2.906065771	78.05460024	16.76007371	5.185326045							0	0	0	-845.273884	0.9587874056	1300.23921501032	
842.713884	96	1	3	0.9618026441	0.9606994521	96.75334591	0.3359918823	2.910662212	77.58450604	17.23163728	5.183856675							0	0	0	-842.713884	0.9606994521	1380.48490212282	
840.153884	96	1	3	0.9636502691	0.9625026231	96.73541007	0.3495746282	2.915015298	77.1228683	17.69570752	5.181424181							0	0	0	-840.153884	0.9625026231	1461.1128700999	
837.593884	96	1	3	0.9653945917	0.964208969	96.71753541	0.3633153998	2.919149188	76.66939826	18.15249208	5.178109658							0	0	0	-837.593884	0.964208969	1542.02252889786	
835.033884	96	1	3	0.9670451528	0.9658275661	96.6997039	0.377215053	2.923081051	76.22380351	18.60221686	5.173979626							0	0	0	-835.033884	0.9658275661	1623.38702669466	
832.473884	96	1	3	0.9686107862	0.9673668503	96.68189835	0.3912741757	2.926827472	75.78580757	19.04509651	5.16909592							0	0	0	-832.473884	0.9673668503	1704.82275168467	
829.913884	96	1	3	0.9700992713	0.9688342465	96.66410332	0.4054934976	2.930403182	75.35514494	19.4813408	5.163514264							0	0	0	-829.913884	0.9688342465	1786.15595430052	
827.353884	96	1	3	0.9715174837	0.9702363144	96.64630481	0.4198738759	2.933821312	74.93156105	19.91115395	5.157285001							0	0	0	-827.353884	0.9702363144	1867.22074902246	
824.793884	96	1	3	0.9728715225	0.9715788694	96.62849011	0.4344162823	2.937093603	74.51481208	20.33473419	5.150453726							0	0	0	-824.793884	0.9715788694	1947.85854388967	
822.233884	96	1	3	0.9741668155	0.9728670858	96.61064763	0.449121793	2.940230581	74.10466464	20.75227353	5.143061834							0	0	0	-822.233884	0.9728670858	2027.91852615731	
819.673884	96	1	3	0.9754082092	0.9741055817	96.59276671	0.4639915805	2.943241711	73.70089548	21.16395753	5.135146994							0	0	0	-819.673884	0.9741055817	2107.25777360843	
817.113884	96	1	3	0.9766000443	0.9752984925	96.57483757	0.4790269063	2.946135527	73.30329112	21.56996532	5.126743556							0	0	0	-817.113884	0.9752984925	2185.74128103989	
