T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
841.8252041	77	18	5	0	0	96.83364161	0.3780461164	2.788312273	77	18	5							0.001417092027	-0.001259077244	-0.0001580147828	-841.8252041	0	139.795285272356	
841.8052041	77	18	5	0.000148123519	0.0001429663902	96.83334348	0.3780900056	2.788566516	76.99716649	18.00251731	5.000316202							0	0	0	-841.8052041	0.0001429663902	139.990753558214	
841.7852041	77	18	5	0.0002960424493	0.0002857334354	96.83304555	0.3781339904	2.788820463	76.99433215	18.00503597	5.000631888							0	0	0	-841.7852041	0.0002857334354	140.089733910065	
841.7452041	77	18	5	0.0005918773768	0.0005712590727	96.83244958	0.3782218489	2.789328575	76.98866581	18.0100708	5.001263388							0	0	0	-841.7452041	0.0005712590727	140.15426577405	
841.6652041	77	18	5	0.001182789639	0.001141556676	96.83125786	0.3783974958	2.79034464	76.97733796	18.02013671	5.002525334							0	0	0	-841.6652041	0.001141556676	140.374444249157	
841.5052041	77	18	5	0.002362268711	0.002279798574	96.82887561	0.3787486294	2.792375756	76.9547002	18.04025534	5.005044455							0	0	0	-841.5052041	0.002279798574	140.772389117908	
841.1852041	77	18	5	0.004711364086	0.004546407429	96.8241156	0.3794501639	2.796434239	76.90949711	18.08043876	5.010064132							0	0	0	-841.1852041	0.004546407429	141.654247265745	
840.5452041	77	18	5	0.009364464989	0.009034699979	96.81461965	0.3808531809	2.804527167	76.81934837	18.16063535	5.020016284							0	0	0	-840.5452041	0.009034699979	143.45514970843	
839.2652041	77	18	5	0.01851258997	0.01785324281	96.79570454	0.3836506025	2.820644858	76.64015556	18.32022859	5.039615848							0	0	0	-839.2652041	0.01785324281	146.937385622767	
