T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
888.7198823	84	16	0	0	0	98.22793669	1.772063307	0	84	16	0				0.003204319676	-0.003204319676		-888.7198823	0	44.3779333186759	
888.6998823	84	16	0	0.000490983789	0.0004503767531	98.22707386	1.772926144	0	83.99359152	16.00640848	0				0	0		-888.6998823	0.0004503767531	44.436597459475	
888.6798823	84	16	0	0.0009813153282	0.0009001597129	98.22621094	1.77378906	0	83.9871839	16.0128161	0				0	0		-888.6798823	0.0009001597129	44.4798569854796	
888.6398823	84	16	0	0.001961041007	0.001798879337	98.22448483	1.775515173	0	83.97437096	16.02562904	0				0	0		-888.6398823	0.001798879337	44.5434524685485	
888.5598823	84	16	0	0.003915738185	0.00359201189	98.22103152	1.778968483	0	83.94875454	16.05124546	0				0	0		-888.5598823	0.00359201189	44.686291545094	
888.3998823	84	16	0	0.007806214075	0.007161140511	98.21412055	1.785879451	0	83.89755958	16.10244042	0				0	0		-888.3998823	0.007161140511	45.0227170340499	
888.0798823	84	16	0	0.01548742856	0.01420874654	98.20028128	1.799718717	0	83.79532228	16.20467772	0				0	0		-888.0798823	0.01420874654	45.7231192752585	
887.4398823	84	16	0	0.0305345652	0.02801807161	98.1725323	1.8274677	0	83.59145652	16.40854348	0				0	0		-887.4398823	0.02801807161	47.0257081273248	
886.1598823	84	16	0	0.05937850743	0.05450251056	98.11674741	1.883252594	0	83.18617267	16.81382733	0				0	0		-886.1598823	0.05450251056	49.754823060911	
883.5998823	84	16	0	0.1125470738	0.1033728767	98.00398485	1.996015152	0	82.38546815	17.61453185	0				0	0		-883.5998823	0.1033728767	55.3880149350424	
881.0398823	84	16	0	0.1604149647	0.147437065	97.88954156	2.110458437	0	81.59802606	18.40197394	0				0	0		-881.0398823	0.147437065	61.2369944975613	
878.4798823	84	16	0	0.2037410855	0.1873848834	97.77330272	2.226697277	0	80.82394626	19.17605374	0				0	0		-878.4798823	0.1873848834	67.3565967012706	
875.9198823	84	16	0	0.2431457614	0.2237802941	97.65514525	2.344854745	0	80.06328873	19.93671127	0				0	0		-875.9198823	0.2237802941	73.7381836928293	
873.3598823	84	16	0	0.279144372	0.2570920324	97.5349371	2.4650629	0	79.31607549	20.68392451	0				0	0		-873.3598823	0.2570920324	80.3683210219469	
870.7998823	84	16	0	0.3121687831	0.2877130709	97.41253631	2.587463692	0	78.58229242	21.41770758	0				0	0		-870.7998823	0.2877130709	87.2308418725832	
868.2398823	84	16	0	0.3425837452	0.3159755146	97.28779	2.712209997	0	77.86189149	22.13810851	0				0	0		-868.2398823	0.3159755146	94.306580986849	
865.6798823	84	16	0	0.3706995892	0.3421621342	97.16053318	2.839466818	0	77.15479308	22.84520692	0				0	0		-865.6798823	0.3421621342	101.573101995026	
863.1198823	84	16	0	0.3967821634	0.3665153972	97.03058734	2.969412665	0	76.4608885	23.5391115	0				0	0		-863.1198823	0.3665153972	109.004416096382	
860.5598823	84	16	0	0.4210606937	0.3892446137	96.89775884	3.102241163	0	75.78004255	24.21995745	0				0	0		-860.5598823	0.3892446137	116.589162789636	
857.9998823	84	16	0	0.443727798	0.4105255072	96.76183691	3.238163092	0	75.1120954	24.8879046	0				0	0		-857.9998823	0.4105255072	124.251708700308	
855.4398823	84	16	0	0.4649703783	0.4305301234	96.62259212	3.377407876	0	74.45686788	25.54313212	0				0	0		-855.4398823	0.4305301234	131.963226138564	
852.8798823	84	16	0	0.4849336876	0.4493914047	96.47977279	3.520227209	0	73.81415971	26.18584029	0				0	0		-852.8798823	0.4493914047	139.71277987412	
850.3198823	84	16	0	0.5037523832	0.4672333143	96.33310266	3.666897344	0	73.18375476	26.81624524	0				0	0		-850.3198823	0.4672333143	147.433527075962	
847.7598823	84	16	0	0.5215461402	0.4841663912	96.18227714	3.817722856	0	72.56542249	27.43457751	0				0	0		-847.7598823	0.4841663912	155.071802352509	
845.1998823	84	16	0	0.5384219956	0.5002899064	96.0269591	3.973040897	0	71.95892005	28.04107995	0				0	0		-845.1998823	0.5002899064	162.568215857845	
842.6398823	84	16	0	0.5544763401	0.5156937052	95.86677371	4.133226295	0	71.36399407	28.63600593	0				0	0		-842.6398823	0.5156937052	169.857304390636	
840.0798823	84	16	0	0.5697966282	0.5304598013	95.70130229	4.298697712	0	70.78038239	29.21961761	0				0	0		-840.0798823	0.5304598013	176.867198751871	
837.5198823	84	16	0	0.5844628729	0.5446637839	95.53007488	4.469925118	0	70.20781552	29.79218448	0				0	0		-837.5198823	0.5446637839	183.519297896742	
834.9598823	84	16	0	0.598548976	0.5583760887	95.35256104	4.647438959	0	69.64601789	30.35398211	0				0	0		-834.9598823	0.5583760887	189.727960869471	
832.3998823	84	16	0	0.6121239454	0.5716631805	95.16815851	4.831841488	0	69.09470892	30.90529108	0				0	0		-832.3998823	0.5716631805	195.400221474849	
829.8398823	84	16	0	0.625253043	0.5845886936	94.97617909	5.023820913	0	68.55360377	31.44639623	0				0	0		-829.8398823	0.5845886936	200.435541794866	
827.2798823	84	16	0	0.6379989106	0.5972145785	94.77583074	5.224169257	0	68.02241396	31.97758604	0				0	0		-827.2798823	0.5972145785	204.725610099887	
824.7198823	84	16	0	0.6504227253	0.6096023121	94.56619483	5.433805174	0	67.50084759	32.49915241	0				0	0		-824.7198823	0.6096023121	208.154212297524	
822.1598823	84	16	0	0.6625854471	0.6218142394	94.3461965	5.653803497	0	66.98860937	33.01139063	0				0	0		-822.1598823	0.6218142394	210.65107797137	
820.8798823	84	16	0	0.6685898391	0.627876069	94.23192358	5.768076424	0	66.73589509	33.26410491	0				0	0		-820.8798823	0.627876069	211.367034439402	
820.7998823	84	16	0	0.668963958	0.6282545341	94.22468104	5.775318961	0	66.7201745	33.2798255	0				0	0		-820.7998823	0.6282545341	211.664803018011	
820.7598823	84	16	0	0.6691506216	0.6284433854	94.22105527	5.778944726	0	66.71231751	33.28768249	0				0	0		-820.7598823	0.6284433854	211.543857592472	
820.741062	84	16	0	1	0.780258011	94.21934826	5.780651736	0	66.70862147	33.29137853	0	47.71322393	52.28677607	0	0	0		-820.741062	0.780258011	-1176.27750558896	
820.7298823	84	16	0	1	0.7802485061	94.21994106	5.780058942	0				47.71311285	52.28688715	0				-820.7298823	0.7802485061	-1182.51147290431	
820.7098823	84	16	0	1	0.7802317505	94.22100072	5.778999279	0				47.71291401	52.28708599	0				-820.7098823	0.7802317505	-1191.74497074974	
820.6698823	84	16	0	1	0.7801980792	94.22311982	5.776880184	0				47.71251646	52.28748354	0				-820.6698823	0.7801980792	-1188.30157798256	
820.5898823	84	16	0	1	0.7801307954	94.22735525	5.772644754	0				47.71172151	52.28827849	0				-820.5898823	0.7801307954	-1189.68644792241	
820.4298823	84	16	0	1	0.7799964624	94.23581508	5.764184916	0				47.71013204	52.28986796	0				-820.4298823	0.7799964624	-1192.45895891972	
820.1098823	84	16	0	1	0.7797287309	94.25269081	5.747309186	0				47.706955	52.293045	0				-820.1098823	0.7797287309	-1198.01728788473	
819.4698823	84	16	0	1	0.7791969745	94.28626761	5.713732393	0				47.70060851	52.29939149	0				-819.4698823	0.7791969745	-1209.18387626843	
818.1898823	84	16	0	1	0.7781480351	94.35273203	5.647267967	0				47.68794611	52.31205389	0				-818.1898823	0.7781480351	-1230.6808681123	
815.6298823	84	16	0	1	0.7761016261	94.48297408	5.517025921	0				47.66274476	52.33725524	0				-815.6298823	0.7761016261	-1273.80539771995	
813.0698823	84	16	0	1	0.7741260861	94.60976191	5.390238093	0				47.63771039	52.36228961	0				-813.0698823	0.7741260861	-1318.67665625157	
810.5098823	84	16	0	1	0.7722166938	94.73323992	5.266760085	0				47.61284562	52.38715438	0				-810.5098823	0.7722166938	-1363.95682948821	
807.9498823	84	16	0	1	0.7703701958	94.85354287	5.146457129	0				47.58815299	52.41184701	0				-807.9498823	0.7703701958	-1410.02106320892	
805.3898823	84	16	0	1	0.7685835696	94.97079677	5.029203234	0				47.56363488	52.43636512	0				-805.3898823	0.7685835696	-1456.88708671933	
802.8298823	84	16	0	1	0.7668540021	95.08511959	4.914880414	0				47.53929356	52.46070644	0				-802.8298823	0.7668540021	-1504.5731384627	
800.2698823	84	16	0	1	0.7651788708	95.196622	4.803377997	0				47.51513117	52.48486883	0				-800.2698823	0.7651788708	-1553.09791388506	
797.7098823	84	16	0	1	0.7635557267	95.30540798	4.694592019	0				47.49114976	52.50885024	0				-797.7098823	0.7635557267	-1602.48057986382	
795.1498823	84	16	0	1	0.7619822794	95.41157533	4.588424665	0				47.46735126	52.53264874	0				-795.1498823	0.7619822794	-1654.26075771564	
792.5898823	84	16	0	1	0.7604590597	95.51521625	4.484783751	0				47.4437375	52.5562625	0				-792.5898823	0.7604590597	-1705.23635530998	
790.0298823	84	16	0	1	0.7589785488	95.6164176	4.383582398	0				47.42031021	52.57968979	0				-790.0298823	0.7589785488	-1755.79047867583	
787.4698823	84	16	0	1	0.7575416883	95.71526156	4.284738443	0				47.39707104	52.60292896	0				-787.4698823	0.7575416883	-1808.80480018056	
784.9098823	84	16	0	1	0.7561467117	95.81182579	4.188174208	0				47.37402154	52.62597846	0				-784.9098823	0.7561467117	-1862.78841227539	
782.3498823	84	16	0	1	0.7547919449	95.90618387	4.093816129	0				47.35116317	52.64883683	0				-782.3498823	0.7547919449	-1917.75770799079	
779.7898823	84	16	0	1	0.7534758098	95.99840554	4.001594465	0				47.32849733	52.67150267	0				-779.7898823	0.7534758098	-1973.73617233278	
777.2298823	84	16	0	1	0.7521968169	96.08855698	3.911443023	0				47.30602532	52.69397468	0				-777.2298823	0.7521968169	-2030.74804534369	
774.6698823	84	16	0	1	0.750953559	96.17670109	3.823298908	0				47.28374837	52.71625163	0				-774.6698823	0.750953559	-2088.8184505217	
772.1098823	84	16	0	1	0.7497447052	96.2628977	3.737102301	0				47.26166763	52.73833237	0				-772.1098823	0.7497447052	-2147.97318950695	
769.5498823	84	16	0	1	0.7485689954	96.34720375	3.652796246	0				47.23978419	52.76021581	0				-769.5498823	0.7485689954	-2208.23874185696	
766.9898823	84	16	0	1	0.7474252353	96.42967354	3.570326464	0				47.21809907	52.78190093	0				-766.9898823	0.7474252353	-2269.64257857379	
764.4298823	84	16	0	1	0.7463122921	96.51035882	3.489641179	0				47.19661322	52.80338678	0				-764.4298823	0.7463122921	-2332.21286788491	
761.8698823	84	16	0	1	0.74522909	96.58930905	3.410690954	0				47.17532751	52.82467249	0				-761.8698823	0.74522909	-2395.97873906077	
759.3098823	84	16	0	1	0.7441746068	96.66657145	3.333428546	0				47.15424277	52.84575723	0				-759.3098823	0.7441746068	-2460.97029989664	
756.7498823	84	16	0	1	0.7431478701	96.74219123	3.257808773	0				47.13335976	52.86664024	0				-756.7498823	0.7431478701	-2527.21853361818	
754.1898823	84	16	0	1	0.7421479543	96.81621162	3.183788382	0				47.11267917	52.88732083	0				-754.1898823	0.7421479543	-2594.75533070554	
751.6298823	84	16	0	1	0.7411739774	96.88867406	3.111325937	0				47.09220166	52.90779834	0				-751.6298823	0.7411739774	-2663.61388800747	
749.0698823	84	16	0	1	0.7402250987	96.95961829	3.040381712	0				47.0719278	52.9280722	0				-749.0698823	0.7402250987	-2733.82835645228	
746.5098823	84	16	0	1	0.7393005158	97.02908241	2.970917588	0				47.05185812	52.94814188	0				-746.5098823	0.7393005158	-2805.43367179622	
743.9498823	84	16	0	1	0.7383994625	97.09710303	2.902896966	0				47.0319931	52.9680069	0				-743.9498823	0.7383994625	-2878.46613513129	
